#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.714286E-04   0.631319E+07   0.631319E+07   0.835321E+07   0.835290E+07   0.639660E+07   0.631358E+07   0.631319E+07   0.631944E+07  -0.596071E+00   0.618182E+07   0.618182E+07   0.150537E+00
   0.798228E-04   0.631311E+07   0.631311E+07   0.833716E+07   0.833677E+07   0.639505E+07   0.631350E+07   0.631311E+07   0.631934E+07  -0.596061E+00   0.618174E+07   0.618174E+07   0.168209E+00
   0.892035E-04   0.631301E+07   0.631301E+07   0.831715E+07   0.831667E+07   0.639311E+07   0.631339E+07   0.631301E+07   0.631922E+07  -0.596049E+00   0.618164E+07   0.618164E+07   0.187950E+00
   0.996866E-04   0.631289E+07   0.631289E+07   0.829223E+07   0.829163E+07   0.639069E+07   0.631326E+07   0.631289E+07   0.631907E+07  -0.596035E+00   0.618152E+07   0.618152E+07   0.210000E+00
   0.111402E-03   0.631274E+07   0.631274E+07   0.826120E+07   0.826046E+07   0.638767E+07   0.631309E+07   0.631274E+07   0.631888E+07  -0.596016E+00   0.618137E+07   0.618137E+07   0.234627E+00
   0.124493E-03   0.631255E+07   0.631254E+07   0.822261E+07   0.822168E+07   0.638391E+07   0.631288E+07   0.631255E+07   0.631864E+07  -0.595993E+00   0.618118E+07   0.618118E+07   0.262128E+00
   0.139124E-03   0.631231E+07   0.631231E+07   0.817465E+07   0.817350E+07   0.637923E+07   0.631262E+07   0.631231E+07   0.631835E+07  -0.595964E+00   0.618094E+07   0.618094E+07   0.292831E+00
   0.155474E-03   0.631201E+07   0.631201E+07   0.811512E+07   0.811371E+07   0.637341E+07   0.631230E+07   0.631201E+07   0.631798E+07  -0.595928E+00   0.618064E+07   0.618064E+07   0.327103E+00
   0.173745E-03   0.631164E+07   0.631163E+07   0.804135E+07   0.803961E+07   0.636617E+07   0.631189E+07   0.631164E+07   0.631753E+07  -0.595883E+00   0.618027E+07   0.618027E+07   0.365348E+00
   0.194163E-03   0.631117E+07   0.631117E+07   0.795011E+07   0.794797E+07   0.635718E+07   0.631139E+07   0.631117E+07   0.631696E+07  -0.595827E+00   0.617981E+07   0.617981E+07   0.408010E+00
   0.216981E-03   0.631060E+07   0.631059E+07   0.783754E+07   0.783491E+07   0.634603E+07   0.631076E+07   0.631060E+07   0.631625E+07  -0.595757E+00   0.617923E+07   0.617923E+07   0.455580E+00
   0.242480E-03   0.630988E+07   0.630987E+07   0.769905E+07   0.769585E+07   0.633223E+07   0.630998E+07   0.630988E+07   0.631538E+07  -0.595671E+00   0.617852E+07   0.617851E+07   0.508593E+00
   0.270976E-03   0.630898E+07   0.630897E+07   0.752935E+07   0.752546E+07   0.631519E+07   0.630901E+07   0.630898E+07   0.631428E+07  -0.595563E+00   0.617762E+07   0.617762E+07   0.567633E+00
   0.302821E-03   0.630786E+07   0.630785E+07   0.732237E+07   0.731770E+07   0.629419E+07   0.630780E+07   0.630786E+07   0.631293E+07  -0.595429E+00   0.617651E+07   0.617650E+07   0.633332E+00
   0.338408E-03   0.630648E+07   0.630646E+07   0.707145E+07   0.706588E+07   0.626842E+07   0.630630E+07   0.630647E+07   0.631125E+07  -0.595263E+00   0.617512E+07   0.617512E+07   0.706368E+00
   0.378178E-03   0.630475E+07   0.630473E+07   0.676953E+07   0.676298E+07   0.623693E+07   0.630443E+07   0.630475E+07   0.630918E+07  -0.595059E+00   0.617340E+07   0.617340E+07   0.787464E+00
   0.422621E-03   0.630261E+07   0.630259E+07   0.640971E+07   0.640212E+07   0.619861E+07   0.630212E+07   0.630261E+07   0.630661E+07  -0.594806E+00   0.617126E+07   0.617126E+07   0.877377E+00
   0.472287E-03   0.629996E+07   0.629994E+07   0.598599E+07   0.597739E+07   0.615230E+07   0.629927E+07   0.629996E+07   0.630346E+07  -0.594494E+00   0.616861E+07   0.616861E+07   0.976894E+00
   0.527790E-03   0.629669E+07   0.629666E+07   0.549462E+07   0.548513E+07   0.609677E+07   0.629574E+07   0.629668E+07   0.629959E+07  -0.594112E+00   0.616533E+07   0.616533E+07   0.108682E+01
   0.589815E-03   0.629265E+07   0.629261E+07   0.493576E+07   0.492568E+07   0.603083E+07   0.629141E+07   0.629264E+07   0.629487E+07  -0.593646E+00   0.616128E+07   0.616128E+07   0.120795E+01
   0.659130E-03   0.628768E+07   0.628763E+07   0.431584E+07   0.430566E+07   0.595341E+07   0.628610E+07   0.628767E+07   0.628913E+07  -0.593078E+00   0.615629E+07   0.615629E+07   0.134107E+01
   0.736590E-03   0.628159E+07   0.628152E+07   0.365001E+07   0.364045E+07   0.586377E+07   0.627962E+07   0.628158E+07   0.628217E+07  -0.592391E+00   0.615017E+07   0.615017E+07   0.148694E+01
   0.823153E-03   0.627415E+07   0.627407E+07   0.296432E+07   0.295632E+07   0.576168E+07   0.627173E+07   0.627414E+07   0.627381E+07  -0.591565E+00   0.614269E+07   0.614269E+07   0.164630E+01
   0.919889E-03   0.626511E+07   0.626501E+07   0.229639E+07   0.229093E+07   0.564784E+07   0.626220E+07   0.626510E+07   0.626381E+07  -0.590579E+00   0.613359E+07   0.613358E+07   0.181985E+01
   0.102799E-02   0.625418E+07   0.625406E+07   0.169267E+07   0.169055E+07   0.552304E+07   0.625073E+07   0.625416E+07   0.625192E+07  -0.589410E+00   0.612257E+07   0.612256E+07   0.200834E+01
   0.114880E-02   0.624105E+07   0.624089E+07   0.120046E+07   0.120183E+07   0.538928E+07   0.623702E+07   0.624102E+07   0.623786E+07  -0.588033E+00   0.610932E+07   0.610931E+07   0.221262E+01
   0.128381E-02   0.622536E+07   0.622517E+07   0.853673E+06   0.857614E+06   0.524862E+07   0.622074E+07   0.622533E+07   0.622134E+07  -0.586423E+00   0.609349E+07   0.609348E+07   0.243375E+01
   0.143468E-02   0.620675E+07   0.620651E+07   0.655373E+06   0.659800E+06   0.510265E+07   0.620153E+07   0.620671E+07   0.620199E+07  -0.584550E+00   0.607473E+07   0.607472E+07   0.267309E+01
   0.160328E-02   0.618482E+07   0.618452E+07   0.566288E+06   0.568640E+06   0.495162E+07   0.617898E+07   0.618477E+07   0.617938E+07  -0.582378E+00   0.605266E+07   0.605265E+07   0.293239E+01
   0.179170E-02   0.615914E+07   0.615876E+07   0.514353E+06   0.513254E+06   0.479416E+07   0.615267E+07   0.615908E+07   0.615303E+07  -0.579866E+00   0.602690E+07   0.602688E+07   0.321366E+01
   0.200226E-02   0.612925E+07   0.612878E+07   0.434380E+06   0.431301E+06   0.462812E+07   0.612212E+07   0.612917E+07   0.612243E+07  -0.576964E+00   0.599701E+07   0.599699E+07   0.351902E+01
   0.223756E-02   0.609465E+07   0.609406E+07   0.318680E+06   0.317249E+06   0.445241E+07   0.608684E+07   0.609455E+07   0.608706E+07  -0.573619E+00   0.596253E+07   0.596250E+07   0.385050E+01
   0.250052E-02   0.605480E+07   0.605407E+07   0.222227E+06   0.224030E+06   0.426839E+07   0.604629E+07   0.605468E+07   0.604645E+07  -0.569780E+00   0.592293E+07   0.592290E+07   0.421002E+01
   0.279438E-02   0.600915E+07   0.600824E+07   0.186018E+06   0.187587E+06   0.407876E+07   0.599993E+07   0.600900E+07   0.600006E+07  -0.565396E+00   0.587766E+07   0.587762E+07   0.459966E+01
   0.312277E-02   0.595712E+07   0.595599E+07   0.167355E+06   0.165811E+06   0.388515E+07   0.594720E+07   0.595694E+07   0.594732E+07  -0.560416E+00   0.582616E+07   0.582612E+07   0.502182E+01
   0.348976E-02   0.589814E+07   0.589674E+07   0.120276E+06   0.119749E+06   0.368822E+07   0.588753E+07   0.589791E+07   0.588762E+07  -0.554784E+00   0.576788E+07   0.576783E+07   0.547900E+01
   0.389987E-02   0.583161E+07   0.582987E+07   0.904362E+05   0.919235E+05   0.348892E+07   0.582033E+07   0.583133E+07   0.582039E+07  -0.548443E+00   0.570225E+07   0.570218E+07   0.597350E+01
   0.435818E-02   0.575694E+07   0.575479E+07   0.820693E+05   0.806358E+05   0.328589E+07   0.574499E+07   0.575659E+07   0.574504E+07  -0.541338E+00   0.562866E+07   0.562858E+07   0.650764E+01
   0.440687E-02   0.574901E+07   0.574681E+07   0.798973E+05   0.783057E+05   0.326526E+07   0.573698E+07   0.574864E+07   0.573704E+07  -0.540583E+00   0.562084E+07   0.562076E+07   0.656333E+01
   0.445611E-02   0.574098E+07   0.573874E+07   0.774282E+05   0.757565E+05   0.324458E+07   0.572889E+07   0.574061E+07   0.572894E+07  -0.539820E+00   0.561294E+07   0.561286E+07   0.661943E+01
   0.450590E-02   0.573287E+07   0.573057E+07   0.747231E+05   0.730501E+05   0.322383E+07   0.572071E+07   0.573249E+07   0.572076E+07  -0.539049E+00   0.560495E+07   0.560487E+07   0.667596E+01
   0.455624E-02   0.572466E+07   0.572232E+07   0.718621E+05   0.702619E+05   0.320303E+07   0.571244E+07   0.572428E+07   0.571249E+07  -0.538269E+00   0.559687E+07   0.559679E+07   0.673291E+01
   0.460715E-02   0.571637E+07   0.571398E+07   0.689396E+05   0.674752E+05   0.318218E+07   0.570408E+07   0.571598E+07   0.570412E+07  -0.537481E+00   0.558870E+07   0.558862E+07   0.679030E+01
