#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.714286E-04   0.496365E+06   0.496364E+06   0.661487E+06   0.661468E+06   0.592164E+06   0.497185E+06   0.496365E+06   0.502957E+06  -0.602677E+00   0.494656E+06   0.494656E+06   0.145172E+01
   0.798228E-04   0.496362E+06   0.496362E+06   0.661401E+06   0.661377E+06   0.592098E+06   0.497182E+06   0.496362E+06   0.502953E+06  -0.602673E+00   0.494653E+06   0.494653E+06   0.162231E+01
   0.892035E-04   0.496359E+06   0.496358E+06   0.661294E+06   0.661264E+06   0.592015E+06   0.497178E+06   0.496359E+06   0.502949E+06  -0.602667E+00   0.494650E+06   0.494650E+06   0.181295E+01
   0.996866E-04   0.496355E+06   0.496354E+06   0.661160E+06   0.661122E+06   0.591913E+06   0.497174E+06   0.496355E+06   0.502943E+06  -0.602659E+00   0.494646E+06   0.494646E+06   0.202597E+01
   0.111402E-03   0.496350E+06   0.496349E+06   0.660992E+06   0.660946E+06   0.591784E+06   0.497168E+06   0.496350E+06   0.502936E+06  -0.602650E+00   0.494641E+06   0.494641E+06   0.226402E+01
   0.124493E-03   0.496344E+06   0.496343E+06   0.660783E+06   0.660725E+06   0.591624E+06   0.497160E+06   0.496344E+06   0.502926E+06  -0.602638E+00   0.494635E+06   0.494635E+06   0.253003E+01
   0.139124E-03   0.496337E+06   0.496335E+06   0.660522E+06   0.660450E+06   0.591424E+06   0.497151E+06   0.496337E+06   0.502915E+06  -0.602624E+00   0.494628E+06   0.494628E+06   0.282727E+01
   0.155474E-03   0.496328E+06   0.496325E+06   0.660197E+06   0.660106E+06   0.591175E+06   0.497140E+06   0.496327E+06   0.502901E+06  -0.602606E+00   0.494618E+06   0.494618E+06   0.315942E+01
   0.173745E-03   0.496316E+06   0.496313E+06   0.659790E+06   0.659677E+06   0.590863E+06   0.497125E+06   0.496316E+06   0.502883E+06  -0.602583E+00   0.494607E+06   0.494606E+06   0.353055E+01
   0.194163E-03   0.496302E+06   0.496298E+06   0.659283E+06   0.659142E+06   0.590474E+06   0.497108E+06   0.496301E+06   0.502860E+06  -0.602555E+00   0.494592E+06   0.494592E+06   0.394524E+01
   0.216981E-03   0.496283E+06   0.496279E+06   0.658650E+06   0.658474E+06   0.589989E+06   0.497085E+06   0.496283E+06   0.502833E+06  -0.602519E+00   0.494574E+06   0.494573E+06   0.440857E+01
   0.242480E-03   0.496261E+06   0.496255E+06   0.657860E+06   0.657640E+06   0.589383E+06   0.497057E+06   0.496260E+06   0.502798E+06  -0.602475E+00   0.494551E+06   0.494550E+06   0.492623E+01
   0.270976E-03   0.496232E+06   0.496225E+06   0.656874E+06   0.656601E+06   0.588628E+06   0.497023E+06   0.496231E+06   0.502755E+06  -0.602420E+00   0.494523E+06   0.494522E+06   0.550456E+01
   0.302821E-03   0.496197E+06   0.496188E+06   0.655646E+06   0.655305E+06   0.587686E+06   0.496979E+06   0.496196E+06   0.502701E+06  -0.602351E+00   0.494487E+06   0.494486E+06   0.615062E+01
   0.338408E-03   0.496153E+06   0.496142E+06   0.654114E+06   0.653690E+06   0.586512E+06   0.496925E+06   0.496151E+06   0.502633E+06  -0.602266E+00   0.494443E+06   0.494441E+06   0.687227E+01
   0.378178E-03   0.496098E+06   0.496084E+06   0.652206E+06   0.651678E+06   0.585049E+06   0.496858E+06   0.496096E+06   0.502549E+06  -0.602159E+00   0.494388E+06   0.494385E+06   0.767827E+01
   0.422621E-03   0.496029E+06   0.496012E+06   0.649830E+06   0.649173E+06   0.583227E+06   0.496773E+06   0.496027E+06   0.502444E+06  -0.602025E+00   0.494319E+06   0.494316E+06   0.857835E+01
   0.472287E-03   0.495944E+06   0.495922E+06   0.646873E+06   0.646057E+06   0.580960E+06   0.496668E+06   0.495940E+06   0.502313E+06  -0.601859E+00   0.494233E+06   0.494229E+06   0.958331E+01
   0.527790E-03   0.495837E+06   0.495810E+06   0.643198E+06   0.642185E+06   0.578141E+06   0.496538E+06   0.495833E+06   0.502150E+06  -0.601652E+00   0.494125E+06   0.494121E+06   0.107051E+02
   0.589815E-03   0.495704E+06   0.495670E+06   0.638634E+06   0.637379E+06   0.574640E+06   0.496374E+06   0.495698E+06   0.501947E+06  -0.601394E+00   0.493991E+06   0.493986E+06   0.119571E+02
   0.659130E-03   0.495538E+06   0.495496E+06   0.632974E+06   0.631424E+06   0.570299E+06   0.496171E+06   0.495531E+06   0.501694E+06  -0.601073E+00   0.493824E+06   0.493817E+06   0.133537E+02
   0.736590E-03   0.495331E+06   0.495279E+06   0.625969E+06   0.624058E+06   0.564924E+06   0.495918E+06   0.495322E+06   0.501380E+06  -0.600673E+00   0.493616E+06   0.493607E+06   0.149112E+02
   0.823153E-03   0.495073E+06   0.495008E+06   0.617318E+06   0.614970E+06   0.558284E+06   0.495604E+06   0.495062E+06   0.500990E+06  -0.600176E+00   0.493356E+06   0.493345E+06   0.166471E+02
   0.919889E-03   0.494752E+06   0.494671E+06   0.606664E+06   0.603791E+06   0.550106E+06   0.495213E+06   0.494739E+06   0.500507E+06  -0.599560E+00   0.493033E+06   0.493020E+06   0.185806E+02
   0.102799E-02   0.494353E+06   0.494252E+06   0.593589E+06   0.590091E+06   0.540064E+06   0.494728E+06   0.494336E+06   0.499908E+06  -0.598797E+00   0.492631E+06   0.492615E+06   0.207324E+02
   0.114880E-02   0.493858E+06   0.493732E+06   0.577614E+06   0.573384E+06   0.527787E+06   0.494128E+06   0.493837E+06   0.499168E+06  -0.597853E+00   0.492132E+06   0.492111E+06   0.231250E+02
   0.128381E-02   0.493243E+06   0.493086E+06   0.558203E+06   0.553130E+06   0.512859E+06   0.493385E+06   0.493217E+06   0.498256E+06  -0.596688E+00   0.491511E+06   0.491485E+06   0.257819E+02
   0.143468E-02   0.492481E+06   0.492286E+06   0.534783E+06   0.528762E+06   0.494828E+06   0.492470E+06   0.492449E+06   0.497136E+06  -0.595255E+00   0.490741E+06   0.490709E+06   0.287281E+02
   0.160328E-02   0.491540E+06   0.491296E+06   0.506772E+06   0.499723E+06   0.473236E+06   0.491344E+06   0.491500E+06   0.495766E+06  -0.593499E+00   0.489788E+06   0.489748E+06   0.319893E+02
   0.179170E-02   0.490380E+06   0.490075E+06   0.473642E+06   0.465534E+06   0.447652E+06   0.489964E+06   0.490330E+06   0.494097E+06  -0.591356E+00   0.488611E+06   0.488561E+06   0.355914E+02
   0.200226E-02   0.488953E+06   0.488573E+06   0.435012E+06   0.425894E+06   0.417746E+06   0.488281E+06   0.488891E+06   0.492077E+06  -0.588755E+00   0.487161E+06   0.487099E+06   0.395596E+02
   0.223756E-02   0.487206E+06   0.486733E+06   0.390777E+06   0.380827E+06   0.383381E+06   0.486240E+06   0.487128E+06   0.489650E+06  -0.585621E+00   0.485381E+06   0.485304E+06   0.439182E+02
   0.250052E-02   0.485076E+06   0.484486E+06   0.341289E+06   0.330862E+06   0.344744E+06   0.483778E+06   0.484979E+06   0.486756E+06  -0.581874E+00   0.483204E+06   0.483108E+06   0.486886E+02
   0.279438E-02   0.482493E+06   0.481758E+06   0.287572E+06   0.277244E+06   0.302494E+06   0.480831E+06   0.482372E+06   0.483341E+06  -0.577436E+00   0.480555E+06   0.480436E+06   0.538891E+02
   0.312277E-02   0.479382E+06   0.478467E+06   0.231532E+06   0.222110E+06   0.257918E+06   0.477335E+06   0.479231E+06   0.479356E+06  -0.572241E+00   0.477351E+06   0.477205E+06   0.595339E+02
   0.348976E-02   0.475662E+06   0.474524E+06   0.176080E+06   0.168543E+06   0.213011E+06   0.473227E+06   0.475475E+06   0.474763E+06  -0.566239E+00   0.473507E+06   0.473327E+06   0.656327E+02
   0.389987E-02   0.471255E+06   0.469841E+06   0.125039E+06   0.120358E+06   0.170415E+06   0.468448E+06   0.471022E+06   0.469539E+06  -0.559403E+00   0.468933E+06   0.468712E+06   0.721922E+02
