#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.714286E-04   0.506509E+07   0.506509E+07   0.671228E+07   0.671204E+07   0.515652E+07   0.506552E+07   0.506509E+07   0.507140E+07  -0.598132E+00   0.500901E+07   0.500901E+07   0.184642E+00
   0.798228E-04   0.506503E+07   0.506503E+07   0.670199E+07   0.670169E+07   0.515526E+07   0.506546E+07   0.506503E+07   0.507133E+07  -0.598123E+00   0.500895E+07   0.500895E+07   0.206322E+00
   0.892035E-04   0.506495E+07   0.506495E+07   0.668917E+07   0.668878E+07   0.515369E+07   0.506537E+07   0.506495E+07   0.507123E+07  -0.598112E+00   0.500887E+07   0.500887E+07   0.230541E+00
   0.996866E-04   0.506486E+07   0.506486E+07   0.667318E+07   0.667271E+07   0.515173E+07   0.506527E+07   0.506486E+07   0.507112E+07  -0.598097E+00   0.500878E+07   0.500878E+07   0.257597E+00
   0.111402E-03   0.506474E+07   0.506474E+07   0.665327E+07   0.665267E+07   0.514928E+07   0.506514E+07   0.506474E+07   0.507097E+07  -0.598080E+00   0.500866E+07   0.500866E+07   0.287817E+00
   0.124493E-03   0.506460E+07   0.506460E+07   0.662848E+07   0.662774E+07   0.514623E+07   0.506499E+07   0.506460E+07   0.507079E+07  -0.598057E+00   0.500851E+07   0.500851E+07   0.321568E+00
   0.139124E-03   0.506442E+07   0.506442E+07   0.659764E+07   0.659672E+07   0.514243E+07   0.506479E+07   0.506442E+07   0.507057E+07  -0.598029E+00   0.500833E+07   0.500833E+07   0.359257E+00
   0.155474E-03   0.506419E+07   0.506419E+07   0.655931E+07   0.655818E+07   0.513769E+07   0.506454E+07   0.506419E+07   0.507028E+07  -0.597995E+00   0.500810E+07   0.500810E+07   0.401336E+00
   0.173745E-03   0.506391E+07   0.506390E+07   0.651174E+07   0.651034E+07   0.513180E+07   0.506423E+07   0.506391E+07   0.506993E+07  -0.597951E+00   0.500782E+07   0.500782E+07   0.448303E+00
   0.194163E-03   0.506356E+07   0.506355E+07   0.645279E+07   0.645106E+07   0.512449E+07   0.506384E+07   0.506356E+07   0.506950E+07  -0.597897E+00   0.500746E+07   0.500746E+07   0.500714E+00
