#           k/h    P           
    0.71429E-04    0.35423E+03
    0.79823E-04    0.39453E+03
    0.89203E-04    0.43941E+03
    0.99687E-04    0.48938E+03
    0.11140E-03    0.54504E+03
    0.12449E-03    0.60702E+03
    0.13912E-03    0.67603E+03
    0.15547E-03    0.75287E+03
    0.17374E-03    0.83841E+03
    0.19416E-03    0.93364E+03
    0.21698E-03    0.10396E+04
    0.24248E-03    0.11576E+04
    0.27098E-03    0.12889E+04
    0.30282E-03    0.14349E+04
    0.33841E-03    0.15972E+04
    0.37818E-03    0.17778E+04
    0.42262E-03    0.19784E+04
    0.47229E-03    0.22012E+04
    0.52779E-03    0.24485E+04
    0.58982E-03    0.27229E+04
    0.65913E-03    0.30271E+04
    0.73659E-03    0.33639E+04
    0.82315E-03    0.37366E+04
    0.91989E-03    0.41483E+04
    0.10280E-02    0.46026E+04
    0.11488E-02    0.51030E+04
    0.12838E-02    0.56531E+04
    0.14347E-02    0.62567E+04
    0.16033E-02    0.69172E+04
    0.17917E-02    0.76379E+04
    0.20023E-02    0.84218E+04
    0.22376E-02    0.92713E+04
    0.25005E-02    0.10188E+05
    0.27944E-02    0.11173E+05
    0.31228E-02    0.12225E+05
    0.34898E-02    0.13343E+05
    0.38999E-02    0.14522E+05
    0.43582E-02    0.15756E+05
    0.44069E-02    0.15882E+05
    0.44561E-02    0.16009E+05
    0.45059E-02    0.16136E+05
    0.45562E-02    0.16264E+05
    0.46071E-02    0.16392E+05
    0.46586E-02    0.16520E+05
    0.47107E-02    0.16649E+05
    0.47633E-02    0.16778E+05
    0.48165E-02    0.16907E+05
    0.48703E-02    0.17037E+05
    0.49248E-02    0.17167E+05
    0.49798E-02    0.17298E+05
    0.50354E-02    0.17429E+05
    0.50917E-02    0.17560E+05
    0.51486E-02    0.17691E+05
    0.52061E-02    0.17823E+05
    0.52643E-02    0.17955E+05
    0.53231E-02    0.18087E+05
    0.53826E-02    0.18219E+05
    0.54427E-02    0.18352E+05
    0.55035E-02    0.18485E+05
    0.55650E-02    0.18618E+05
    0.56272E-02    0.18751E+05
    0.56901E-02    0.18884E+05
    0.57536E-02    0.19017E+05
    0.58179E-02    0.19151E+05
    0.58829E-02    0.19284E+05
    0.59487E-02    0.19418E+05
    0.60151E-02    0.19552E+05
    0.60823E-02    0.19685E+05
    0.61503E-02    0.19819E+05
    0.62190E-02    0.19952E+05
    0.62885E-02    0.20086E+05
    0.63587E-02    0.20219E+05
    0.64298E-02    0.20353E+05
    0.65016E-02    0.20486E+05
    0.65743E-02    0.20619E+05
    0.66477E-02    0.20752E+05
    0.67220E-02    0.20884E+05
    0.67971E-02    0.21017E+05
    0.68731E-02    0.21149E+05
    0.69499E-02    0.21281E+05
    0.70275E-02    0.21413E+05
    0.71060E-02    0.21544E+05
    0.71854E-02    0.21675E+05
    0.72657E-02    0.21805E+05
    0.73469E-02    0.21935E+05
    0.74290E-02    0.22065E+05
    0.75120E-02    0.22194E+05
    0.75959E-02    0.22322E+05
    0.76808E-02    0.22451E+05
    0.77666E-02    0.22578E+05
    0.78534E-02    0.22705E+05
    0.79411E-02    0.22831E+05
    0.80298E-02    0.22957E+05
    0.81196E-02    0.23081E+05
    0.82103E-02    0.23205E+05
    0.83020E-02    0.23329E+05
    0.83948E-02    0.23451E+05
    0.84886E-02    0.23573E+05
    0.85834E-02    0.23693E+05
