#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.714286E-04   0.834461E+07   0.834461E+07   0.110127E+08   0.110123E+08   0.841666E+07   0.834495E+07   0.834461E+07   0.835074E+07  -0.590573E+00   0.795294E+07   0.795294E+07   0.115538E+00
   0.798228E-04   0.834450E+07   0.834450E+07   0.109845E+08   0.109840E+08   0.841466E+07   0.834483E+07   0.834450E+07   0.835060E+07  -0.590563E+00   0.795283E+07   0.795283E+07   0.129097E+00
   0.892035E-04   0.834436E+07   0.834436E+07   0.109493E+08   0.109487E+08   0.841215E+07   0.834468E+07   0.834436E+07   0.835043E+07  -0.590551E+00   0.795269E+07   0.795269E+07   0.144241E+00
   0.996866E-04   0.834419E+07   0.834419E+07   0.109056E+08   0.109048E+08   0.840903E+07   0.834449E+07   0.834419E+07   0.835022E+07  -0.590535E+00   0.795252E+07   0.795252E+07   0.161155E+00
   0.111402E-03   0.834397E+07   0.834397E+07   0.108512E+08   0.108502E+08   0.840515E+07   0.834426E+07   0.834397E+07   0.834996E+07  -0.590516E+00   0.795231E+07   0.795231E+07   0.180042E+00
   0.124493E-03   0.834370E+07   0.834370E+07   0.107837E+08   0.107824E+08   0.840031E+07   0.834396E+07   0.834370E+07   0.834963E+07  -0.590492E+00   0.795205E+07   0.795205E+07   0.201129E+00
   0.139124E-03   0.834336E+07   0.834336E+07   0.106998E+08   0.106983E+08   0.839428E+07   0.834360E+07   0.834336E+07   0.834923E+07  -0.590461E+00   0.795172E+07   0.795172E+07   0.224665E+00
   0.155474E-03   0.834294E+07   0.834294E+07   0.105960E+08   0.105942E+08   0.838680E+07   0.834315E+07   0.834294E+07   0.834872E+07  -0.590424E+00   0.795132E+07   0.795132E+07   0.250928E+00
   0.173745E-03   0.834242E+07   0.834242E+07   0.104677E+08   0.104654E+08   0.837750E+07   0.834258E+07   0.834242E+07   0.834808E+07  -0.590377E+00   0.795081E+07   0.795081E+07   0.280223E+00
   0.194163E-03   0.834177E+07   0.834176E+07   0.103095E+08   0.103067E+08   0.836597E+07   0.834188E+07   0.834176E+07   0.834730E+07  -0.590319E+00   0.795017E+07   0.795017E+07   0.312885E+00
   0.216981E-03   0.834095E+07   0.834095E+07   0.101151E+08   0.101117E+08   0.835170E+07   0.834100E+07   0.834095E+07   0.834632E+07  -0.590247E+00   0.794938E+07   0.794938E+07   0.349282E+00
   0.242480E-03   0.833994E+07   0.833993E+07   0.987722E+07   0.987309E+07   0.833408E+07   0.833991E+07   0.833994E+07   0.834510E+07  -0.590157E+00   0.794839E+07   0.794839E+07   0.389811E+00
   0.270976E-03   0.833868E+07   0.833867E+07   0.958754E+07   0.958259E+07   0.831237E+07   0.833855E+07   0.833867E+07   0.834359E+07  -0.590045E+00   0.794717E+07   0.794717E+07   0.434906E+00
   0.302821E-03   0.833711E+07   0.833709E+07   0.923708E+07   0.923121E+07   0.828572E+07   0.833686E+07   0.833710E+07   0.834172E+07  -0.589907E+00   0.794564E+07   0.794564E+07   0.485030E+00
   0.338408E-03   0.833516E+07   0.833514E+07   0.881651E+07   0.880963E+07   0.825313E+07   0.833477E+07   0.833515E+07   0.833941E+07  -0.589736E+00   0.794374E+07   0.794374E+07   0.540673E+00
   0.378178E-03   0.833274E+07   0.833272E+07   0.831691E+07   0.830899E+07   0.821355E+07   0.833218E+07   0.833273E+07   0.833655E+07  -0.589524E+00   0.794139E+07   0.794139E+07   0.602353E+00
   0.422621E-03   0.832974E+07   0.832972E+07   0.773105E+07   0.772215E+07   0.816567E+07   0.832898E+07   0.832974E+07   0.833304E+07  -0.589264E+00   0.793847E+07   0.793847E+07   0.670605E+00
   0.472287E-03   0.832604E+07   0.832601E+07   0.705524E+07   0.704553E+07   0.810824E+07   0.832502E+07   0.832603E+07   0.832873E+07  -0.588946E+00   0.793486E+07   0.793485E+07   0.745972E+00
