#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.714286E-04   0.253412E+07   0.253412E+07   0.336879E+07   0.336867E+07   0.264551E+07   0.253468E+07   0.253412E+07   0.254058E+07  -0.600309E+00   0.252839E+07   0.252839E+07   0.346517E+00
   0.798228E-04   0.253410E+07   0.253410E+07   0.336627E+07   0.336612E+07   0.264490E+07   0.253466E+07   0.253410E+07   0.254055E+07  -0.600301E+00   0.252837E+07   0.252837E+07   0.387221E+00
   0.892035E-04   0.253407E+07   0.253407E+07   0.336311E+07   0.336293E+07   0.264413E+07   0.253462E+07   0.253407E+07   0.254051E+07  -0.600291E+00   0.252834E+07   0.252834E+07   0.432700E+00
   0.996866E-04   0.253403E+07   0.253403E+07   0.335918E+07   0.335895E+07   0.264317E+07   0.253458E+07   0.253403E+07   0.254046E+07  -0.600279E+00   0.252830E+07   0.252830E+07   0.483514E+00
   0.111402E-03   0.253398E+07   0.253398E+07   0.335428E+07   0.335399E+07   0.264197E+07   0.253453E+07   0.253398E+07   0.254040E+07  -0.600263E+00   0.252825E+07   0.252825E+07   0.540285E+00
   0.124493E-03   0.253392E+07   0.253392E+07   0.334816E+07   0.334781E+07   0.264048E+07   0.253446E+07   0.253392E+07   0.254032E+07  -0.600244E+00   0.252819E+07   0.252819E+07   0.603708E+00
   0.139124E-03   0.253385E+07   0.253384E+07   0.334054E+07   0.334009E+07   0.263861E+07   0.253438E+07   0.253385E+07   0.254023E+07  -0.600220E+00   0.252811E+07   0.252811E+07   0.674556E+00
   0.155474E-03   0.253375E+07   0.253375E+07   0.333104E+07   0.333049E+07   0.263629E+07   0.253427E+07   0.253375E+07   0.254011E+07  -0.600190E+00   0.252802E+07   0.252802E+07   0.753691E+00
   0.173745E-03   0.253364E+07   0.253363E+07   0.331921E+07   0.331853E+07   0.263339E+07   0.253414E+07   0.253364E+07   0.253996E+07  -0.600152E+00   0.252790E+07   0.252790E+07   0.842071E+00
   0.194163E-03   0.253349E+07   0.253349E+07   0.330450E+07   0.330365E+07   0.262978E+07   0.253398E+07   0.253349E+07   0.253977E+07  -0.600106E+00   0.252776E+07   0.252776E+07   0.940761E+00
   0.216981E-03   0.253331E+07   0.253331E+07   0.328621E+07   0.328515E+07   0.262529E+07   0.253378E+07   0.253331E+07   0.253953E+07  -0.600047E+00   0.252757E+07   0.252757E+07   0.105094E+01
   0.242480E-03   0.253309E+07   0.253308E+07   0.326350E+07   0.326219E+07   0.261971E+07   0.253353E+07   0.253309E+07   0.253924E+07  -0.599975E+00   0.252735E+07   0.252735E+07   0.117393E+01
   0.270976E-03   0.253281E+07   0.253280E+07   0.323534E+07   0.323372E+07   0.261277E+07   0.253321E+07   0.253281E+07   0.253888E+07  -0.599884E+00   0.252706E+07   0.252706E+07   0.131116E+01
   0.302821E-03   0.253246E+07   0.253245E+07   0.320049E+07   0.319850E+07   0.260416E+07   0.253282E+07   0.253246E+07   0.253842E+07  -0.599771E+00   0.252671E+07   0.252671E+07   0.146424E+01
   0.338408E-03   0.253202E+07   0.253201E+07   0.315746E+07   0.315502E+07   0.259349E+07   0.253233E+07   0.253202E+07   0.253786E+07  -0.599631E+00   0.252626E+07   0.252626E+07   0.163491E+01
   0.378178E-03   0.253148E+07   0.253146E+07   0.310448E+07   0.310149E+07   0.258030E+07   0.253172E+07   0.253148E+07   0.253716E+07  -0.599457E+00   0.252571E+07   0.252571E+07   0.182510E+01
   0.422621E-03   0.253080E+07   0.253078E+07   0.303947E+07   0.303585E+07   0.256404E+07   0.253097E+07   0.253080E+07   0.253629E+07  -0.599241E+00   0.252503E+07   0.252503E+07   0.203688E+01
   0.472287E-03   0.252996E+07   0.252994E+07   0.296008E+07   0.295570E+07   0.254404E+07   0.253003E+07   0.252996E+07   0.253521E+07  -0.598972E+00   0.252417E+07   0.252417E+07   0.227252E+01
   0.527790E-03   0.252892E+07   0.252889E+07   0.286364E+07   0.285841E+07   0.251955E+07   0.252887E+07   0.252891E+07   0.253388E+07  -0.598640E+00   0.252311E+07   0.252311E+07   0.253442E+01
   0.589815E-03   0.252762E+07   0.252758E+07   0.274735E+07   0.274116E+07   0.248970E+07   0.252742E+07   0.252761E+07   0.253223E+07  -0.598230E+00   0.252179E+07   0.252179E+07   0.282515E+01
   0.659130E-03   0.252601E+07   0.252596E+07   0.260834E+07   0.260112E+07   0.245352E+07   0.252564E+07   0.252600E+07   0.253021E+07  -0.597724E+00   0.252016E+07   0.252016E+07   0.314740E+01
   0.736590E-03   0.252402E+07   0.252396E+07   0.244404E+07   0.243579E+07   0.241003E+07   0.252344E+07   0.252401E+07   0.252772E+07  -0.597103E+00   0.251813E+07   0.251813E+07   0.350393E+01
   0.823153E-03   0.252157E+07   0.252149E+07   0.225263E+07   0.224342E+07   0.235819E+07   0.252073E+07   0.252156E+07   0.252468E+07  -0.596343E+00   0.251563E+07   0.251562E+07   0.389755E+01
   0.919889E-03   0.251855E+07   0.251845E+07   0.203364E+07   0.202369E+07   0.229723E+07   0.251741E+07   0.251853E+07   0.252097E+07  -0.595418E+00   0.251255E+07   0.251254E+07   0.433101E+01
   0.102799E-02   0.251484E+07   0.251472E+07   0.178889E+07   0.177861E+07   0.222637E+07   0.251336E+07   0.251482E+07   0.251649E+07  -0.594297E+00   0.250876E+07   0.250875E+07   0.480698E+01
   0.114880E-02   0.251030E+07   0.251015E+07   0.152349E+07   0.151351E+07   0.214548E+07   0.250844E+07   0.251028E+07   0.251110E+07  -0.592948E+00   0.250411E+07   0.250410E+07   0.532797E+01
   0.128381E-02   0.250479E+07   0.250460E+07   0.124677E+07   0.123796E+07   0.205507E+07   0.250249E+07   0.250476E+07   0.250467E+07  -0.591338E+00   0.249846E+07   0.249844E+07   0.589631E+01
   0.143468E-02   0.249812E+07   0.249788E+07   0.972869E+06   0.966223E+06   0.195653E+07   0.249534E+07   0.249808E+07   0.249705E+07  -0.589431E+00   0.249160E+07   0.249158E+07   0.651414E+01
   0.160328E-02   0.249010E+07   0.248980E+07   0.720055E+06   0.716489E+06   0.185223E+07   0.248682E+07   0.249005E+07   0.248808E+07  -0.587194E+00   0.248334E+07   0.248332E+07   0.718364E+01
   0.179170E-02   0.248052E+07   0.248016E+07   0.508174E+06   0.508150E+06   0.174534E+07   0.247675E+07   0.248046E+07   0.247764E+07  -0.584594E+00   0.247347E+07   0.247345E+07   0.790722E+01
   0.200226E-02   0.246918E+07   0.246873E+07   0.353487E+06   0.356556E+06   0.163933E+07   0.246492E+07   0.246911E+07   0.246553E+07  -0.581600E+00   0.246178E+07   0.246175E+07   0.868797E+01
   0.223756E-02   0.245587E+07   0.245531E+07   0.261511E+06   0.266025E+06   0.153704E+07   0.245113E+07   0.245578E+07   0.245159E+07  -0.578179E+00   0.244806E+07   0.244802E+07   0.953008E+01
   0.250052E-02   0.244037E+07   0.243967E+07   0.220855E+06   0.224295E+06   0.143962E+07   0.243520E+07   0.244025E+07   0.243558E+07  -0.574289E+00   0.243211E+07   0.243206E+07   0.104391E+02
   0.279438E-02   0.242247E+07   0.242160E+07   0.203843E+06   0.204130E+06   0.134607E+07   0.241688E+07   0.242232E+07   0.241724E+07  -0.569881E+00   0.241375E+07   0.241370E+07   0.114217E+02
   0.312277E-02   0.240195E+07   0.240087E+07   0.179507E+06   0.176869E+06   0.125420E+07   0.239597E+07   0.240177E+07   0.239628E+07  -0.564889E+00   0.239281E+07   0.239274E+07   0.124852E+02
   0.348976E-02   0.237858E+07   0.237724E+07   0.135760E+06   0.133272E+06   0.116296E+07   0.237222E+07   0.237836E+07   0.237246E+07  -0.559242E+00   0.236907E+07   0.236899E+07   0.136361E+02
   0.389987E-02   0.235214E+07   0.235048E+07   0.908227E+05   0.914674E+05   0.107418E+07   0.234541E+07   0.235187E+07   0.234556E+07  -0.552877E+00   0.234232E+07   0.234221E+07   0.148800E+02
   0.435818E-02   0.232237E+07   0.232031E+07   0.701925E+05   0.724221E+05   0.990716E+06   0.231530E+07   0.232204E+07   0.231543E+07  -0.545740E+00   0.231229E+07   0.231216E+07   0.162218E+02
   0.440687E-02   0.231921E+07   0.231710E+07   0.695567E+05   0.716832E+05   0.982681E+06   0.231210E+07   0.231886E+07   0.231223E+07  -0.544982E+00   0.230909E+07   0.230897E+07   0.163615E+02
   0.445611E-02   0.231600E+07   0.231385E+07   0.690840E+05   0.710571E+05   0.974692E+06   0.230887E+07   0.231565E+07   0.230899E+07  -0.544216E+00   0.230587E+07   0.230574E+07   0.165023E+02
   0.450590E-02   0.231276E+07   0.231056E+07   0.687373E+05   0.705103E+05   0.966746E+06   0.230560E+07   0.231240E+07   0.230572E+07  -0.543442E+00   0.230260E+07   0.230247E+07   0.166442E+02
   0.455624E-02   0.230949E+07   0.230724E+07   0.684777E+05   0.700082E+05   0.958836E+06   0.230229E+07   0.230912E+07   0.230241E+07  -0.542659E+00   0.229930E+07   0.229917E+07   0.167871E+02
   0.460715E-02   0.230617E+07   0.230388E+07   0.682650E+05   0.695165E+05   0.950958E+06   0.229895E+07   0.230580E+07   0.229906E+07  -0.541868E+00   0.229597E+07   0.229583E+07   0.169311E+02
   0.465863E-02   0.230282E+07   0.230048E+07   0.680590E+05   0.690019E+05   0.943107E+06   0.229556E+07   0.230244E+07   0.229568E+07  -0.541068E+00   0.229259E+07   0.229245E+07   0.170762E+02
   0.471068E-02   0.229944E+07   0.229704E+07   0.678202E+05   0.684330E+05   0.935277E+06   0.229215E+07   0.229904E+07   0.229227E+07  -0.540260E+00   0.228918E+07   0.228904E+07   0.172223E+02
   0.476331E-02   0.229601E+07   0.229357E+07   0.675113E+05   0.677813E+05   0.927464E+06   0.228869E+07   0.229561E+07   0.228881E+07  -0.539443E+00   0.228574E+07   0.228559E+07   0.173694E+02
   0.481653E-02   0.229255E+07   0.229005E+07   0.670980E+05   0.670219E+05   0.919661E+06   0.228520E+07   0.229214E+07   0.228532E+07  -0.538617E+00   0.228225E+07   0.228211E+07   0.175177E+02
   0.487035E-02   0.228905E+07   0.228650E+07   0.665500E+05   0.661347E+05   0.911866E+06   0.228167E+07   0.228863E+07   0.228179E+07  -0.537783E+00   0.227873E+07   0.227858E+07   0.176671E+02
   0.492476E-02   0.228552E+07   0.228291E+07   0.658421E+05   0.651045E+05   0.904072E+06   0.227810E+07   0.228509E+07   0.227822E+07  -0.536940E+00   0.227518E+07   0.227502E+07   0.178175E+02
   0.497979E-02   0.228194E+07   0.227928E+07   0.649552E+05   0.639218E+05   0.896276E+06   0.227450E+07   0.228150E+07   0.227461E+07  -0.536088E+00   0.227158E+07   0.227142E+07   0.179690E+02
   0.503543E-02   0.227833E+07   0.227561E+07   0.638764E+05   0.625834E+05   0.888475E+06   0.227085E+07   0.227788E+07   0.227097E+07  -0.535227E+00   0.226795E+07   0.226778E+07   0.181217E+02
   0.509169E-02   0.227467E+07   0.227190E+07   0.626002E+05   0.610922E+05   0.880666E+06   0.226717E+07   0.227422E+07   0.226728E+07  -0.534357E+00   0.226427E+07   0.226411E+07   0.182754E+02
   0.514858E-02   0.227098E+07   0.226815E+07   0.611285E+05   0.594573E+05   0.872847E+06   0.226345E+07   0.227052E+07   0.226356E+07  -0.533478E+00   0.226056E+07   0.226039E+07   0.184303E+02
   0.520610E-02   0.226725E+07   0.226436E+07   0.594705E+05   0.576941E+05   0.865018E+06   0.225969E+07   0.226678E+07   0.225979E+07  -0.532589E+00   0.225681E+07   0.225664E+07   0.185862E+02
   0.526427E-02   0.226348E+07   0.226053E+07   0.576429E+05   0.558231E+05   0.857177E+06   0.225589E+07   0.226300E+07   0.225599E+07  -0.531692E+00   0.225302E+07   0.225285E+07   0.187433E+02
   0.532309E-02   0.225968E+07   0.225665E+07   0.556692E+05   0.538701E+05   0.849327E+06   0.225205E+07   0.225918E+07   0.225215E+07  -0.530785E+00   0.224920E+07   0.224902E+07   0.189015E+02
   0.538256E-02   0.225583E+07   0.225274E+07   0.535792E+05   0.518647E+05   0.841467E+06   0.224817E+07   0.225532E+07   0.224826E+07  -0.529868E+00   0.224533E+07   0.224515E+07   0.190608E+02
   0.544270E-02   0.225194E+07   0.224879E+07   0.514077E+05   0.498392E+05   0.833601E+06   0.224425E+07   0.225142E+07   0.224434E+07  -0.528943E+00   0.224142E+07   0.224124E+07   0.192212E+02
   0.550352E-02   0.224801E+07   0.224479E+07   0.491938E+05   0.478279E+05   0.825732E+06   0.224029E+07   0.224748E+07   0.224038E+07  -0.528007E+00   0.223747E+07   0.223728E+07   0.193827E+02
   0.556501E-02   0.224404E+07   0.224075E+07   0.469790E+05   0.458652E+05   0.817861E+06   0.223629E+07   0.224350E+07   0.223637E+07  -0.527063E+00   0.223348E+07   0.223329E+07   0.195453E+02
   0.562719E-02   0.224003E+07   0.223667E+07   0.448059E+05   0.439844E+05   0.809995E+06   0.223225E+07   0.223947E+07   0.223233E+07  -0.526108E+00   0.222946E+07   0.222926E+07   0.197091E+02
   0.569006E-02   0.223597E+07   0.223255E+07   0.427166E+05   0.422164E+05   0.802136E+06   0.222816E+07   0.223541E+07   0.222824E+07  -0.525144E+00   0.222539E+07   0.222519E+07   0.198740E+02
   0.575363E-02   0.223188E+07   0.222838E+07   0.407508E+05   0.405882E+05   0.794289E+06   0.222404E+07   0.223131E+07   0.222411E+07  -0.524170E+00   0.222128E+07   0.222107E+07   0.200400E+02
   0.581792E-02   0.222775E+07   0.222417E+07   0.389439E+05   0.391214E+05   0.786459E+06   0.221987E+07   0.222716E+07   0.221994E+07  -0.523186E+00   0.221713E+07   0.221692E+07   0.202071E+02
   0.588292E-02   0.222357E+07   0.221992E+07   0.373260E+05   0.378316E+05   0.778649E+06   0.221567E+07   0.222297E+07   0.221573E+07  -0.522193E+00   0.221293E+07   0.221272E+07   0.203754E+02
   0.594865E-02   0.221935E+07   0.221562E+07   0.359197E+05   0.367272E+05   0.770864E+06   0.221142E+07   0.221874E+07   0.221148E+07  -0.521189E+00   0.220870E+07   0.220848E+07   0.205448E+02
   0.601512E-02   0.221509E+07   0.221128E+07   0.347397E+05   0.358093E+05   0.763106E+06   0.220713E+07   0.221446E+07   0.220719E+07  -0.520176E+00   0.220442E+07   0.220420E+07   0.207153E+02
   0.608233E-02   0.221079E+07   0.220690E+07   0.337912E+05   0.350708E+05   0.755379E+06   0.220279E+07   0.221015E+07   0.220285E+07  -0.519153E+00   0.220010E+07   0.219988E+07   0.208869E+02
   0.615028E-02   0.220644E+07   0.220247E+07   0.330700E+05   0.344972E+05   0.747684E+06   0.219841E+07   0.220579E+07   0.219847E+07  -0.518119E+00   0.219574E+07   0.219551E+07   0.210596E+02
   0.621900E-02   0.220205E+07   0.219800E+07   0.325620E+05   0.340669E+05   0.740023E+06   0.219400E+07   0.220138E+07   0.219405E+07  -0.517076E+00   0.219133E+07   0.219110E+07   0.212335E+02
