#           k/h    P           
    0.71429E-04    0.22686E+00
    0.79823E-04    0.25268E+00
    0.89203E-04    0.28143E+00
    0.99687E-04    0.31345E+00
    0.11140E-03    0.34911E+00
    0.12449E-03    0.38883E+00
    0.13912E-03    0.43306E+00
    0.15547E-03    0.48232E+00
    0.17374E-03    0.53717E+00
    0.19416E-03    0.59826E+00
    0.21698E-03    0.66629E+00
    0.24248E-03    0.74203E+00
    0.27098E-03    0.82635E+00
    0.30282E-03    0.92023E+00
    0.33841E-03    0.10247E+01
    0.37818E-03    0.11410E+01
    0.42262E-03    0.12705E+01
    0.47229E-03    0.14144E+01
    0.52779E-03    0.15746E+01
    0.58982E-03    0.17526E+01
    0.65913E-03    0.19504E+01
    0.73659E-03    0.21702E+01
    0.82315E-03    0.24141E+01
    0.91989E-03    0.26846E+01
    0.10280E-02    0.29842E+01
    0.11488E-02    0.33158E+01
    0.12838E-02    0.36820E+01
    0.14347E-02    0.40858E+01
    0.16033E-02    0.45300E+01
    0.17917E-02    0.50172E+01
    0.20023E-02    0.55499E+01
    0.22376E-02    0.61299E+01
    0.25005E-02    0.67585E+01
    0.27944E-02    0.74362E+01
    0.31228E-02    0.81625E+01
    0.34898E-02    0.89355E+01
    0.38999E-02    0.97524E+01
    0.43582E-02    0.10609E+02
    0.44069E-02    0.10696E+02
    0.44561E-02    0.10784E+02
    0.45059E-02    0.10872E+02
    0.45562E-02    0.10961E+02
    0.46071E-02    0.11050E+02
    0.46586E-02    0.11139E+02
    0.47107E-02    0.11228E+02
    0.47633E-02    0.11318E+02
    0.48165E-02    0.11408E+02
    0.48703E-02    0.11498E+02
    0.49248E-02    0.11589E+02
    0.49798E-02    0.11680E+02
    0.50354E-02    0.11771E+02
    0.50917E-02    0.11862E+02
    0.51486E-02    0.11953E+02
    0.52061E-02    0.12045E+02
    0.52643E-02    0.12137E+02
    0.53231E-02    0.12229E+02
    0.53826E-02    0.12321E+02
    0.54427E-02    0.12413E+02
    0.55035E-02    0.12506E+02
    0.55650E-02    0.12599E+02
    0.56272E-02    0.12691E+02
    0.56901E-02    0.12784E+02
    0.57536E-02    0.12877E+02
    0.58179E-02    0.12970E+02
    0.58829E-02    0.13063E+02
    0.59487E-02    0.13157E+02
    0.60151E-02    0.13250E+02
    0.60823E-02    0.13343E+02
    0.61503E-02    0.13436E+02
    0.62190E-02    0.13530E+02
    0.62885E-02    0.13623E+02
    0.63587E-02    0.13716E+02
    0.64298E-02    0.13809E+02
    0.65016E-02    0.13902E+02
    0.65743E-02    0.13995E+02
    0.66477E-02    0.14088E+02
    0.67220E-02    0.14180E+02
    0.67971E-02    0.14273E+02
    0.68731E-02    0.14365E+02
    0.69499E-02    0.14457E+02
    0.70275E-02    0.14549E+02
    0.71060E-02    0.14641E+02
    0.71854E-02    0.14733E+02
    0.72657E-02    0.14824E+02
    0.73469E-02    0.14915E+02
    0.74290E-02    0.15005E+02
    0.75120E-02    0.15095E+02
    0.75959E-02    0.15185E+02
    0.76808E-02    0.15275E+02
    0.77666E-02    0.15364E+02
    0.78534E-02    0.15452E+02
    0.79411E-02    0.15540E+02
    0.80298E-02    0.15628E+02
    0.81196E-02    0.15715E+02
    0.82103E-02    0.15802E+02
    0.83020E-02    0.15888E+02
    0.83948E-02    0.15973E+02
    0.84886E-02    0.16058E+02
    0.85834E-02    0.16143E+02
    0.86793E-02    0.16226E+02
    0.87763E-02    0.16309E+02
    0.88743E-02    0.16392E+02
    0.89735E-02    0.16473E+02
    0.90738E-02    0.16554E+02
    0.91751E-02    0.16634E+02
    0.92777E-02    0.16713E+02
    0.93813E-02    0.16792E+02
    0.94861E-02    0.16870E+02
    0.95921E-02    0.16946E+02
    0.96993E-02    0.17022E+02
    0.98077E-02    0.17097E+02
    0.99173E-02    0.17171E+02
    0.10028E-01    0.17244E+02
    0.10140E-01    0.17316E+02
    0.10253E-01    0.17387E+02
    0.10368E-01    0.17456E+02
    0.10484E-01    0.17525E+02
    0.10601E-01    0.17593E+02
    0.10719E-01    0.17659E+02
    0.10839E-01    0.17724E+02
    0.10960E-01    0.17788E+02
    0.11083E-01    0.17850E+02
    0.11207E-01    0.17911E+02
    0.11332E-01    0.17971E+02
    0.11458E-01    0.18030E+02
    0.11586E-01    0.18087E+02
    0.11716E-01    0.18142E+02
    0.11847E-01    0.18196E+02
    0.11979E-01    0.18248E+02
    0.12113E-01    0.18299E+02
    0.12248E-01    0.18348E+02
    0.12385E-01    0.18396E+02
    0.12524E-01    0.18441E+02
    0.12663E-01    0.18486E+02
    0.12805E-01    0.18528E+02
    0.12948E-01    0.18568E+02
    0.13093E-01    0.18607E+02
    0.13239E-01    0.18644E+02
    0.13387E-01    0.18678E+02
    0.13536E-01    0.18711E+02
    0.13688E-01    0.18742E+02
    0.13841E-01    0.18771E+02
    0.13995E-01    0.18798E+02
    0.14152E-01    0.18823E+02
    0.14310E-01    0.18846E+02
    0.14470E-01    0.18866E+02
    0.14631E-01    0.18884E+02
    0.14795E-01    0.18901E+02
    0.14960E-01    0.18914E+02
    0.15127E-01    0.18926E+02
    0.15296E-01    0.18935E+02
    0.15467E-01    0.18942E+02
    0.15640E-01    0.18947E+02
