#           k/h    P           
    0.71429E-04    0.53995E-01
    0.79823E-04    0.60139E-01
    0.89203E-04    0.66982E-01
    0.99687E-04    0.74604E-01
    0.11140E-03    0.83092E-01
    0.12449E-03    0.92546E-01
    0.13912E-03    0.10308E+00
    0.15547E-03    0.11480E+00
    0.17374E-03    0.12786E+00
    0.19416E-03    0.14240E+00
    0.21698E-03    0.15860E+00
    0.24248E-03    0.17663E+00
    0.27098E-03    0.19672E+00
    0.30282E-03    0.21908E+00
    0.33841E-03    0.24397E+00
    0.37818E-03    0.27168E+00
    0.42262E-03    0.30252E+00
    0.47229E-03    0.33685E+00
    0.52779E-03    0.37504E+00
    0.58982E-03    0.41753E+00
    0.65913E-03    0.46477E+00
    0.73659E-03    0.51729E+00
    0.82315E-03    0.57563E+00
    0.91989E-03    0.64041E+00
    0.10280E-02    0.71229E+00
    0.11488E-02    0.79196E+00
    0.12838E-02    0.88017E+00
    0.14347E-02    0.97768E+00
    0.16033E-02    0.10853E+01
    0.17917E-02    0.12038E+01
    0.20023E-02    0.13339E+01
    0.22376E-02    0.14763E+01
    0.25005E-02    0.16316E+01
    0.27944E-02    0.18001E+01
    0.31228E-02    0.19818E+01
    0.34898E-02    0.21765E+01
    0.38999E-02    0.23834E+01
    0.43582E-02    0.26015E+01
    0.44069E-02    0.26238E+01
    0.44561E-02    0.26462E+01
    0.45059E-02    0.26688E+01
    0.45562E-02    0.26914E+01
    0.46071E-02    0.27141E+01
    0.46586E-02    0.27369E+01
    0.47107E-02    0.27597E+01
    0.47633E-02    0.27827E+01
    0.48165E-02    0.28057E+01
    0.48703E-02    0.28288E+01
    0.49248E-02    0.28520E+01
    0.49798E-02    0.28752E+01
    0.50354E-02    0.28985E+01
    0.50917E-02    0.29219E+01
    0.51486E-02    0.29453E+01
    0.52061E-02    0.29688E+01
    0.52643E-02    0.29923E+01
    0.53231E-02    0.30159E+01
    0.53826E-02    0.30395E+01
    0.54427E-02    0.30632E+01
    0.55035E-02    0.30869E+01
    0.55650E-02    0.31107E+01
    0.56272E-02    0.31345E+01
    0.56901E-02    0.31583E+01
    0.57536E-02    0.31822E+01
    0.58179E-02    0.32060E+01
    0.58829E-02    0.32300E+01
    0.59487E-02    0.32539E+01
    0.60151E-02    0.32778E+01
    0.60823E-02    0.33018E+01
    0.61503E-02    0.33258E+01
    0.62190E-02    0.33497E+01
    0.62885E-02    0.33737E+01
    0.63587E-02    0.33977E+01
    0.64298E-02    0.34216E+01
    0.65016E-02    0.34456E+01
    0.65743E-02    0.34695E+01
    0.66477E-02    0.34934E+01
    0.67220E-02    0.35173E+01
    0.67971E-02    0.35412E+01
    0.68731E-02    0.35650E+01
    0.69499E-02    0.35888E+01
    0.70275E-02    0.36126E+01
    0.71060E-02    0.36363E+01
    0.71854E-02    0.36600E+01
    0.72657E-02    0.36836E+01
    0.73469E-02    0.37071E+01
    0.74290E-02    0.37306E+01
    0.75120E-02    0.37540E+01
    0.75959E-02    0.37773E+01
    0.76808E-02    0.38005E+01
    0.77666E-02    0.38237E+01
    0.78534E-02    0.38467E+01
    0.79411E-02    0.38697E+01
    0.80298E-02    0.38925E+01
    0.81196E-02    0.39153E+01
    0.82103E-02    0.39379E+01
    0.83020E-02    0.39603E+01
    0.83948E-02    0.39827E+01
    0.84886E-02    0.40049E+01
    0.85834E-02    0.40269E+01
    0.86793E-02    0.40488E+01
    0.87763E-02    0.40706E+01
    0.88743E-02    0.40921E+01
    0.89735E-02    0.41135E+01
    0.90738E-02    0.41347E+01
    0.91751E-02    0.41557E+01
    0.92777E-02    0.41765E+01
    0.93813E-02    0.41971E+01
    0.94861E-02    0.42175E+01
    0.95921E-02    0.42376E+01
    0.96993E-02    0.42575E+01
    0.98077E-02    0.42771E+01
    0.99173E-02    0.42965E+01
    0.10028E-01    0.43156E+01
    0.10140E-01    0.43345E+01
    0.10253E-01    0.43531E+01
    0.10368E-01    0.43713E+01
    0.10484E-01    0.43893E+01
    0.10601E-01    0.44070E+01
    0.10719E-01    0.44243E+01
    0.10839E-01    0.44413E+01
    0.10960E-01    0.44580E+01
    0.11083E-01    0.44743E+01
    0.11207E-01    0.44903E+01
    0.11332E-01    0.45059E+01
    0.11458E-01    0.45212E+01
    0.11586E-01    0.45360E+01
    0.11716E-01    0.45505E+01
    0.11847E-01    0.45646E+01
    0.11979E-01    0.45783E+01
    0.12113E-01    0.45915E+01
    0.12248E-01    0.46044E+01
    0.12385E-01    0.46168E+01
    0.12524E-01    0.46288E+01
    0.12663E-01    0.46403E+01
    0.12805E-01    0.46514E+01
    0.12948E-01    0.46620E+01
    0.13093E-01    0.46722E+01
    0.13239E-01    0.46819E+01
    0.13387E-01    0.46911E+01
    0.13536E-01    0.46998E+01
    0.13688E-01    0.47080E+01
    0.13841E-01    0.47157E+01
    0.13995E-01    0.47229E+01
    0.14152E-01    0.47296E+01
    0.14310E-01    0.47357E+01
    0.14470E-01    0.47414E+01
    0.14631E-01    0.47464E+01
    0.14795E-01    0.47509E+01
    0.14960E-01    0.47549E+01
    0.15127E-01    0.47583E+01
    0.15296E-01    0.47611E+01
    0.15467E-01    0.47633E+01
    0.15640E-01    0.47649E+01
    0.15815E-01    0.47659E+01
    0.15991E-01    0.47663E+01
    0.16170E-01    0.47661E+01
    0.16351E-01    0.47652E+01
    0.16533E-01    0.47636E+01
    0.16718E-01    0.47615E+01
    0.16905E-01    0.47586E+01
    0.17094E-01    0.47551E+01
    0.17285E-01    0.47509E+01
    0.17478E-01    0.47460E+01
    0.17673E-01    0.47404E+01
    0.17871E-01    0.47341E+01
    0.18070E-01    0.47270E+01
    0.18272E-01    0.47193E+01
    0.18476E-01    0.47109E+01
    0.18683E-01    0.47017E+01
    0.18892E-01    0.46918E+01
    0.19103E-01    0.46812E+01
    0.19316E-01    0.46699E+01
    0.19532E-01    0.46578E+01
    0.19750E-01    0.46450E+01
    0.19971E-01    0.46315E+01
    0.20194E-01    0.46173E+01
    0.20420E-01    0.46023E+01
    0.20648E-01    0.45867E+01
    0.20879E-01    0.45703E+01
    0.21112E-01    0.45532E+01
    0.21348E-01    0.45354E+01
    0.21586E-01    0.45169E+01
    0.21827E-01    0.44977E+01
    0.22071E-01    0.44778E+01
    0.22318E-01    0.44572E+01
    0.22567E-01    0.44359E+01
    0.22819E-01    0.44139E+01
    0.23074E-01    0.43913E+01
    0.23332E-01    0.43680E+01
    0.23593E-01    0.43440E+01
    0.23856E-01    0.43194E+01
    0.24123E-01    0.42941E+01
    0.24393E-01    0.42681E+01
    0.24665E-01    0.42416E+01
    0.24941E-01    0.42144E+01
    0.25219E-01    0.41866E+01
    0.25501E-01    0.41583E+01
    0.25786E-01    0.41293E+01
    0.26074E-01    0.40998E+01
    0.26365E-01    0.40698E+01
    0.26660E-01    0.40393E+01
    0.26958E-01    0.40082E+01
    0.27259E-01    0.39767E+01
    0.27564E-01    0.39448E+01
    0.27872E-01    0.39124E+01
    0.28183E-01    0.38796E+01
    0.28498E-01    0.38465E+01
    0.28816E-01    0.38130E+01
    0.29138E-01    0.37792E+01
    0.29464E-01    0.37450E+01
    0.29793E-01    0.37106E+01
    0.30126E-01    0.36760E+01
    0.30463E-01    0.36411E+01
    0.30803E-01    0.36060E+01
    0.31147E-01    0.35707E+01
    0.31495E-01    0.35352E+01
    0.31847E-01    0.34997E+01
    0.32203E-01    0.34640E+01
    0.32563E-01    0.34283E+01
    0.32926E-01    0.33925E+01
    0.33294E-01    0.33567E+01
    0.33666E-01    0.33210E+01
    0.34042E-01    0.32853E+01
    0.34423E-01    0.32498E+01
    0.34807E-01    0.32143E+01
    0.35196E-01    0.31791E+01
    0.35590E-01    0.31440E+01
    0.35987E-01    0.31091E+01
    0.36389E-01    0.30745E+01
    0.36796E-01    0.30402E+01
    0.37207E-01    0.30062E+01
    0.37623E-01    0.29725E+01
    0.38043E-01    0.29391E+01
    0.38468E-01    0.29062E+01
    0.38898E-01    0.28736E+01
    0.39333E-01    0.28415E+01
    0.39772E-01    0.28098E+01
    0.40216E-01    0.27786E+01
    0.40666E-01    0.27479E+01
    0.41120E-01    0.27177E+01
    0.41580E-01    0.26881E+01
    0.42044E-01    0.26591E+01
    0.42514E-01    0.26306E+01
    0.42989E-01    0.26027E+01
    0.43469E-01    0.25754E+01
    0.43955E-01    0.25487E+01
    0.44446E-01    0.25227E+01
    0.44943E-01    0.24972E+01
    0.45445E-01    0.24724E+01
    0.45953E-01    0.24482E+01
    0.46466E-01    0.24247E+01
    0.46985E-01    0.24017E+01
    0.47510E-01    0.23794E+01
    0.48041E-01    0.23577E+01
    0.48578E-01    0.23366E+01
    0.49120E-01    0.23161E+01
    0.49669E-01    0.22962E+01
    0.50224E-01    0.22768E+01
    0.50785E-01    0.22580E+01
    0.51353E-01    0.22396E+01
    0.51927E-01    0.22218E+01
    0.52507E-01    0.22044E+01
    0.53093E-01    0.21875E+01
    0.53687E-01    0.21709E+01
    0.54287E-01    0.21547E+01
    0.54893E-01    0.21388E+01
    0.55506E-01    0.21231E+01
    0.56127E-01    0.21078E+01
    0.57008E-01    0.20865E+01
    0.57890E-01    0.20657E+01
    0.58772E-01    0.20454E+01
    0.59654E-01    0.20253E+01
    0.60536E-01    0.20054E+01
    0.61418E-01    0.19854E+01
    0.62299E-01    0.19654E+01
    0.63181E-01    0.19451E+01
    0.64063E-01    0.19246E+01
    0.64945E-01    0.19037E+01
    0.65827E-01    0.18824E+01
    0.66709E-01    0.18605E+01
    0.67590E-01    0.18382E+01
    0.68472E-01    0.18153E+01
    0.69354E-01    0.17918E+01
    0.70236E-01    0.17678E+01
    0.71118E-01    0.17432E+01
    0.72000E-01    0.17181E+01
    0.72881E-01    0.16925E+01
    0.73763E-01    0.16664E+01
    0.74645E-01    0.16399E+01
    0.75527E-01    0.16131E+01
    0.76409E-01    0.15859E+01
    0.77291E-01    0.15585E+01
    0.78172E-01    0.15309E+01
    0.79054E-01    0.15033E+01
    0.79936E-01    0.14756E+01
    0.80818E-01    0.14480E+01
    0.81700E-01    0.14205E+01
    0.82582E-01    0.13932E+01
    0.83463E-01    0.13662E+01
    0.84345E-01    0.13395E+01
    0.85227E-01    0.13133E+01
    0.86109E-01    0.12876E+01
    0.86991E-01    0.12624E+01
    0.87873E-01    0.12378E+01
    0.88754E-01    0.12138E+01
    0.89636E-01    0.11905E+01
    0.90518E-01    0.11680E+01
    0.91400E-01    0.11463E+01
    0.92282E-01    0.11253E+01
    0.93164E-01    0.11051E+01
    0.94045E-01    0.10858E+01
    0.94927E-01    0.10673E+01
    0.95809E-01    0.10497E+01
    0.96691E-01    0.10329E+01
    0.97573E-01    0.10169E+01
    0.98455E-01    0.10018E+01
    0.99336E-01    0.98752E+00
    0.10022E+00    0.97402E+00
    0.10110E+00    0.96129E+00
    0.10198E+00    0.94932E+00
    0.10286E+00    0.93807E+00
    0.10375E+00    0.92750E+00
    0.10463E+00    0.91759E+00
    0.10551E+00    0.90829E+00
    0.10639E+00    0.89957E+00
    0.10727E+00    0.89139E+00
    0.10815E+00    0.88370E+00
    0.10904E+00    0.87645E+00
    0.10992E+00    0.86961E+00
    0.11080E+00    0.86314E+00
    0.11168E+00    0.85697E+00
    0.11256E+00    0.85107E+00
    0.11345E+00    0.84540E+00
    0.11433E+00    0.83991E+00
    0.11521E+00    0.83455E+00
    0.11609E+00    0.82929E+00
    0.11697E+00    0.82409E+00
    0.11785E+00    0.81891E+00
    0.11874E+00    0.81371E+00
    0.11962E+00    0.80846E+00
    0.12050E+00    0.80313E+00
    0.12138E+00    0.79769E+00
    0.12226E+00    0.79212E+00
    0.12315E+00    0.78639E+00
    0.12403E+00    0.78049E+00
    0.12491E+00    0.77440E+00
    0.12579E+00    0.76810E+00
    0.12667E+00    0.76160E+00
    0.12756E+00    0.75487E+00
    0.12844E+00    0.74793E+00
    0.12932E+00    0.74077E+00
    0.13020E+00    0.73340E+00
    0.13108E+00    0.72582E+00
    0.13196E+00    0.71804E+00
    0.13285E+00    0.71007E+00
