#           k/h    P           
    0.71429E-04    0.28911E+03
    0.79823E-04    0.32200E+03
    0.89203E-04    0.35863E+03
    0.99687E-04    0.39942E+03
    0.11140E-03    0.44485E+03
    0.12449E-03    0.49543E+03
    0.13912E-03    0.55176E+03
    0.15547E-03    0.61447E+03
    0.17374E-03    0.68429E+03
    0.19416E-03    0.76202E+03
    0.21698E-03    0.84853E+03
    0.24248E-03    0.94482E+03
    0.27098E-03    0.10520E+04
    0.30282E-03    0.11711E+04
    0.33841E-03    0.13037E+04
    0.37818E-03    0.14510E+04
    0.42262E-03    0.16148E+04
    0.47229E-03    0.17967E+04
    0.52779E-03    0.19986E+04
    0.58982E-03    0.22226E+04
    0.65913E-03    0.24709E+04
    0.73659E-03    0.27458E+04
    0.82315E-03    0.30500E+04
    0.91989E-03    0.33861E+04
    0.10280E-02    0.37570E+04
    0.11488E-02    0.41655E+04
    0.12838E-02    0.46146E+04
    0.14347E-02    0.51073E+04
    0.16033E-02    0.56464E+04
    0.17917E-02    0.62348E+04
    0.20023E-02    0.68747E+04
    0.22376E-02    0.75682E+04
    0.25005E-02    0.83166E+04
    0.27944E-02    0.91205E+04
    0.31228E-02    0.99795E+04
    0.34898E-02    0.10892E+05
    0.38999E-02    0.11855E+05
    0.43582E-02    0.12863E+05
    0.44069E-02    0.12966E+05
    0.44561E-02    0.13069E+05
    0.45059E-02    0.13173E+05
    0.45562E-02    0.13277E+05
    0.46071E-02    0.13381E+05
    0.46586E-02    0.13486E+05
    0.47107E-02    0.13591E+05
    0.47633E-02    0.13696E+05
    0.48165E-02    0.13802E+05
    0.48703E-02    0.13908E+05
    0.49248E-02    0.14014E+05
    0.49798E-02    0.14121E+05
    0.50354E-02    0.14228E+05
    0.50917E-02    0.14335E+05
    0.51486E-02    0.14442E+05
    0.52061E-02    0.14550E+05
    0.52643E-02    0.14657E+05
    0.53231E-02    0.14765E+05
    0.53826E-02    0.14873E+05
    0.54427E-02    0.14982E+05
    0.55035E-02    0.15090E+05
    0.55650E-02    0.15199E+05
    0.56272E-02    0.15307E+05
    0.56901E-02    0.15416E+05
    0.57536E-02    0.15525E+05
    0.58179E-02    0.15634E+05
    0.58829E-02    0.15743E+05
    0.59487E-02    0.15852E+05
    0.60151E-02    0.15961E+05
    0.60823E-02    0.16070E+05
    0.61503E-02    0.16179E+05
    0.62190E-02    0.16288E+05
    0.62885E-02    0.16397E+05
    0.63587E-02    0.16506E+05
    0.64298E-02    0.16615E+05
    0.65016E-02    0.16724E+05
    0.65743E-02    0.16833E+05
    0.66477E-02    0.16941E+05
    0.67220E-02    0.17049E+05
    0.67971E-02    0.17158E+05
    0.68731E-02    0.17266E+05
    0.69499E-02    0.17373E+05
    0.70275E-02    0.17481E+05
    0.71060E-02    0.17588E+05
    0.71854E-02    0.17695E+05
    0.72657E-02    0.17801E+05
    0.73469E-02    0.17907E+05
    0.74290E-02    0.18013E+05
    0.75120E-02    0.18119E+05
    0.75959E-02    0.18224E+05
    0.76808E-02    0.18328E+05
    0.77666E-02    0.18432E+05
    0.78534E-02    0.18536E+05
    0.79411E-02    0.18639E+05
    0.80298E-02    0.18742E+05
    0.81196E-02    0.18843E+05
    0.82103E-02    0.18945E+05
    0.83020E-02    0.19045E+05
