# in Mpc/h Units 
# D1 = 0.307324 
# k P N P(z=0)
0.020944 2189.34 6 23180.4
0.0296192 1742.68 12 18451.2
0.036276 1421.08 8 15046.2
0.0418879 1192.66 6 12627.7
0.0468321 1065.49 24 11281.3
0.051302 995.841 24 10543.8
0.0592384 912.182 12 9658.02
0.0628319 878.308 30 9299.37
0.0662306 814.156 24 8620.15
0.0694632 792.839 24 8394.44
0.072552 780.742 8 8266.36
0.0755145 669.938 24 7093.19
0.0783651 641.869 48 6795.99
0.0837758 662.053 6 7009.7
0.0863541 545.54 48 5776.09
0.0888577 504.307 36 5339.51
0.0912926 507.014 24 5368.18
0.0936642 526.907 24 5578.8
0.0959772 451.121 48 4776.39
0.0982358 431.949 24 4573.41
0.102604 438.865 24 4646.62
0.10472 393.103 30 4162.11
0.106794 377.36 72 3995.42
0.108828 354.853 32 3757.12
0.112787 376.245 72 3983.61
0.114715 361.841 48 3831.11
0.118477 367.233 12 3888.2
0.120314 368.96 48 3906.49
0.122123 351.25 48 3718.98
0.123906 332.882 48 3524.5
0.125664 307.738 30 3258.28
0.127397 318.156 24 3368.58
0.129107 297.934 72 3154.48
0.132461 250.95 24 2657.01
0.134107 299.869 96 3174.96
0.135732 291.937 48 3090.98
0.137339 284.101 24 3008.01
0.138926 299.407 24 3170.07
0.140496 257.276 72 2723.99
0.142049 249.928 48 2646.19
0.145104 160.224 8 1696.42
0.146608 240.609 54 2547.52
0.148096 240.372 84 2545.01
0.14957 235.539 48 2493.84
0.151029 237.51 24 2514.72
0.152474 239.611 72 2536.96
0.153906 226.061 96 2393.49
0.15673 213.988 48 2265.67
0.158123 210.502 48 2228.76
0.159504 205.877 24 2179.79
0.160874 197.755 72 2093.79
0.163577 218.718 72 2315.75
0.164913 190.781 96 2019.96
0.167552 185.106 6 1959.87
0.168856 180.97 96 1916.08
0.170149 194.45 96 2058.81
0.171434 188.431 24 1995.08
0.172708 183.133 48 1938.98
0.173974 166.558 96 1763.49
0.17523 177.791 48 1882.42
0.177715 205.446 36 2175.23
0.178945 153.814 48 1628.55
0.180167 177.397 120 1878.25
0.18138 185.683 56 1965.98
0.182585 157.634 24 1669
