# in Mpc/h Units 
# (k P_nu(k))
# a= 0.164576
# nk = 757
0.020944 207.727
0.0296192 94.8428
0.036276 53.5959
0.0418879 34.3553
0.0468321 24.4189
0.051302 18.6507
0.0592384 12.2486
0.0628319 10.2283
0.0662306 8.49873
0.0694632 7.27286
0.072552 6.31583
0.0755145 5.14161
0.0783651 4.44379
0.0837758 3.57755
0.0863541 2.90592
0.0888577 2.51886
0.0912926 2.28124
0.0936642 2.11702
0.0959772 1.79367
0.0982358 1.61076
0.102604 1.39887
0.10472 1.22939
0.106794 1.12736
0.108828 1.0236
0.112787 0.943103
0.114715 0.871684
0.118477 0.792006
0.120314 0.756322
0.122123 0.701049
0.123906 0.646681
0.125664 0.590698
0.127397 0.571631
0.129107 0.525923
0.132461 0.436552
0.134107 0.457586
0.135732 0.43133
0.137339 0.406659
0.138926 0.399984
0.140496 0.350554
0.142049 0.329077
0.145104 0.242828
0.146608 0.283895
0.148096 0.272299
0.14957 0.2569
0.151029 0.247587
0.152474 0.241434
0.153906 0.224676
0.15673 0.204448
0.158123 0.193234
0.159504 0.183533
0.160874 0.175198
0.163577 0.17353
0.164913 0.156713
0.167552 0.143138
0.168856 0.139621
0.170149 0.140136
0.171434 0.134652
0.172708 0.128611
0.173974 0.117559
0.17523 0.118818
0.177715 0.124008
0.178945 0.102852
0.180167 0.109397
0.18138 0.10908
0.182585 0.0978059
0.183782 0.0982275
0.184972 0.0957534
0.187328 0.0868902
0.188496 0.093532
0.190347 0.0819876
0.191954 0.0842436
0.193094 0.0744667
0.194226 0.0747632
0.196472 0.0733319
0.197585 0.0721331
0.199006 0.0709268
0.201976 0.065541
0.203059 0.0584345
0.205208 0.0555397
0.206274 0.0564702
0.207335 0.0525662
0.20839 0.0544332
0.210326 0.0508091
0.211524 0.0515924
0.213587 0.043613
0.214612 0.0424119
0.215631 0.0430395
0.216957 0.0408437
0.218661 0.0396247
0.219662 0.040685
0.223129 0.0349962
0.224599 0.0333292
0.22618 0.0346211
0.22751 0.0349732
0.229429 0.0289439
0.230383 0.031793
0.231604 0.0307528
0.23416 0.0281761
0.235095 0.0264882
0.236954 0.0278484
0.238108 0.026851
0.239975 0.0260512
0.241537 0.0240038
0.242444 0.0229821
0.244844 0.0225155
0.246417 0.0213185
0.248401 0.0217716
0.249576 0.019794
0.251327 0.0185885
0.252777 0.0192984
0.254191 0.0195767
0.25601 0.0190435
0.258214 0.0165676
0.2594 0.0166226
0.26075 0.0143948
0.262904 0.0156933
0.265657 0.0147237
0.266722 0.0137187
0.268622 0.0136676
0.269844 0.0141538
0.271964 0.0130016
0.273543 0.0126168
0.275842 0.011566
0.277853 0.0136395
0.279641 0.0114548
0.28148 0.0118903
0.282936 0.0104108
0.285198 0.0108309
0.286404 0.0100079
0.288084 0.0096337
0.291553 0.00887247
0.292736 0.0095678
0.294335 0.00867598
0.296659 0.00808255
0.298323 0.00772436
0.300394 0.00766138
0.302928 0.00731693
0.304588 0.00733987
0.305974 0.0074059
0.308578 0.00683003
0.310884 0.00641538
0.312408 0.00604857
0.314799 0.00600814
0.317265 0.0061602
0.319597 0.00554495
0.320771 0.00526849
0.3227 0.00542303
0.32574 0.00519437
0.32795 0.00490631
0.330224 0.00473689
0.331726 0.00462431
0.333831 0.00446458
0.336246 0.00421197
0.338319 0.00409691
0.341157 0.00400324
0.343593 0.00361445
0.346262 0.003465
0.347842 0.0033856
0.350326 0.00351208
0.352828 0.00302005
0.354442 0.00297639
0.356776 0.00301717
0.359142 0.00285561
0.361681 0.00282954
0.363857 0.00278193
0.366441 0.00252554
0.368657 0.00259778
0.371486 0.00259552
0.374587 0.00219571
0.376839 0.00230135
0.379079 0.00229912
0.38178 0.00208403
0.384712 0.00192644
0.386663 0.00182167
0.389313 0.00187317
0.39167 0.00184193
0.394428 0.0017938
0.397811 0.00164574
0.400019 0.0017527
0.402781 0.00164472
0.405015 0.00157245
0.40766 0.0015401
0.410865 0.00138301
0.413244 0.00138749
