# in Mpc/h Units 
# (k P_nu(k))
# a= 0.977467
# nk = 757
0.020944 7917.07
0.0296192 4086.6
0.036276 2446.9
0.0418879 1582.05
0.0468321 1143.56
0.051302 898.717
0.0592384 612.597
0.0628319 526.678
0.0662306 418.094
0.0694632 375.123
0.072552 339.889
0.0755145 244.235
0.0783651 217.961
0.0837758 217.833
0.0863541 146.127
0.0888577 120.515
0.0912926 123.415
0.0936642 134.308
0.0959772 92.7937
0.0982358 85.5721
0.102604 81.8674
0.10472 65.3076
0.106794 57.7439
0.108828 50.022
0.112787 50.5456
0.114715 48.1353
0.118477 45.4021
0.120314 43.2068
0.122123 37.4379
0.123906 33.8504
0.125664 27.459
0.127397 29.2446
0.129107 25.4357
0.132461 17.0467
0.134107 25.376
0.135732 23.1663
0.137339 20.8359
0.138926 22.7936
0.140496 17.3814
0.142049 16.7331
0.145104 3.86358
0.146608 14.8944
0.148096 14.3042
0.14957 14.8487
0.151029 16.0427
0.152474 14.3523
0.153906 12.8785
0.15673 10.1206
0.158123 11.2765
0.159504 11.7462
0.160874 8.8113
0.163577 11.6137
0.164913 7.94564
0.167552 7.79369
0.168856 6.82322
0.170149 8.77354
0.171434 7.66619
0.172708 7.21579
0.173974 6.81507
0.17523 7.7166
0.177715 8.72709
0.178945 4.71952
0.180167 5.82747
0.18138 6.57357
0.182585 3.77444
0.183782 4.70022
0.184972 5.89665
0.187328 4.45402
0.188496 5.33603
0.190347 3.89661
0.191954 4.84409
0.193094 3.80589
0.194226 4.45181
0.196472 3.83182
0.197585 4.10792
0.199006 4.38999
0.201976 3.96731
0.203059 2.80486
0.205208 2.85278
0.206274 3.77108
0.207335 2.94814
0.20839 3.23209
0.210326 3.14895
0.211524 3.99319
0.213587 2.31639
0.214612 2.38191
0.215631 2.6751
0.216957 2.58868
0.218661 1.87467
0.219662 2.93714
0.223129 1.90902
0.224599 1.90542
0.22618 2.18773
0.22751 2.59938
0.229429 2.04329
0.230383 2.07659
0.231604 1.91624
0.23416 1.49876
0.235095 1.69005
0.236954 2.04699
0.238108 1.82572
0.239975 1.60672
0.241537 1.32573
0.242444 1.64379
0.244844 1.28315
0.246417 1.29719
0.248401 1.31612
0.249576 1.28536
0.251327 1.07384
0.252777 1.40844
0.254191 1.22971
0.25601 1.17345
0.258214 1.26954
0.2594 1.03666
0.26075 0.681575
0.262904 0.986506
0.265657 1.06206
0.266722 0.708938
0.268622 0.782099
0.269844 1.09296
0.271964 0.919832
0.273543 0.844675
0.275842 0.783343
0.277853 0.818073
0.279641 0.819952
0.28148 0.810286
0.282936 0.768978
0.285198 0.746892
0.286404 0.604195
0.288084 0.667871
0.291553 0.618595
0.292736 0.613194
0.294335 0.592732
0.296659 0.594422
0.298323 0.520295
0.300394 0.599049
0.302928 0.479978
0.304588 0.426117
0.305974 0.445341
0.308578 0.471087
0.310884 0.445412
0.312408 0.442415
0.314799 0.448867
0.317265 0.449079
0.319597 0.387377
0.320771 0.346391
0.3227 0.361396
0.32574 0.358429
0.32795 0.379402
0.330224 0.356471
0.331726 0.297413
0.333831 0.323615
0.336246 0.329692
0.338319 0.326753
0.341157 0.318334
0.343593 0.27452
0.346262 0.275445
0.347842 0.246042
0.350326 0.266829
0.352828 0.238113
0.354442 0.26064
0.356776 0.227061
0.359142 0.235899
0.361681 0.203262
0.363857 0.199594
0.366441 0.197139
0.368657 0.192969
0.371486 0.182951
0.374587 0.172945
0.376839 0.177555
0.379079 0.164515
0.38178 0.138165
