# in Mpc/h Units 
# D1 = 0.045609 
# k P N P(z=0)
0.020944 46.1089 6 22165.8
0.0296192 36.7122 12 17648.5
0.036276 30.0272 8 14434.9
0.0418879 25.7536 6 12380.4
0.0468321 23.1695 24 11138.2
0.051302 21.5553 24 10362.2
0.0592384 19.5922 12 9418.5
0.0628319 18.7985 30 9036.96
0.0662306 17.9249 24 8616.98
0.0694632 17.1294 24 8234.55
0.072552 16.3579 8 7863.69
0.0755145 15.2488 24 7330.52
0.0783651 14.4251 48 6934.55
0.0837758 13.0648 6 6280.62
0.0863541 12.074 48 5804.29
0.0888577 11.373 36 5467.32
0.0912926 10.8505 24 5216.14
0.0936642 10.4511 24 5024.14
0.0959772 9.84731 48 4733.87
0.0982358 9.4503 24 4543.01
0.102604 8.96236 24 4308.45
0.10472 8.61918 30 4143.47
0.106794 8.40997 72 4042.9
0.108828 8.1863 32 3935.37
0.112787 8.05182 72 3870.73
0.114715 7.90413 48 3799.73
0.118477 7.74793 12 3724.64
0.120314 7.67126 48 3687.78
0.122123 7.52126 48 3615.67
0.123906 7.35663 48 3536.53
0.125664 7.18018 30 3451.71
0.127397 7.08908 24 3407.91
0.129107 6.91335 72 3323.43
0.132461 6.52043 24 3134.55
0.134107 6.55116 96 3149.32
0.135732 6.40188 48 3077.56
0.137339 6.25217 24 3005.59
0.138926 6.16087 24 2961.69
0.140496 5.89332 72 2833.08
0.142049 5.736 48 2757.45
0.145104 5.22776 8 2513.13
0.146608 5.35215 54 2572.92
0.148096 5.23814 84 2518.12
0.14957 5.10539 48 2454.3
0.151029 4.99953 24 2403.41
0.152474 4.94056 72 2375.06
0.153906 4.80677 96 2310.74
0.15673 4.64234 48 2231.7
0.158123 4.5262 48 2175.87
0.159504 4.44643 24 2137.52
0.160874 4.37724 72 2104.26
0.163577 4.33143 72 2082.24
0.164913 4.21925 96 2028.31
0.167552 4.0862 6 1964.35
0.168856 4.08464 96 1963.6
0.170149 4.07475 96 1958.84
0.171434 4.04058 24 1942.42
0.172708 3.99149 48 1918.82
0.173974 3.89141 96 1870.71
0.17523 3.8998 48 1874.74
0.177715 3.95442 36 1900.99
0.178945 3.78316 48 1818.67
0.180167 3.84162 120 1846.77
0.18138 3.83143 56 1841.87
0.182585 3.73925 24 1797.56
0.183782 3.73301 96 1794.56
0.184972 3.68996 48 1773.86
0.187328 3.59831 24 1729.81
0.188496 3.66235 102 1760.59
0.190347 3.52918 120 1696.57
0.191954 3.52642 48 1695.24
0.193094 3.40781 48 1638.22
0.194226 3.39375 120 1631.47
0.196472 3.36 24 1615.24
0.197585 3.32784 144 1599.78
0.199006 3.29127 168 1582.2
0.201976 3.18046 48 1528.93
0.203059 3.07814 96 1479.74
0.205208 2.99873 24 1441.57
0.206274 2.99445 48 1439.51
0.207335 2.93118 108 1409.1
0.20839 2.93687 72 1411.84
0.210326 2.86171 198 1375.7
0.211524 2.85048 48 1370.3
0.213587 2.7201 72 1307.63
0.214612 2.67318 96 1285.07
0.215631 2.67823 72 1287.5
0.216957 2.62338 104 1261.13
0.218661 2.59831 72 1249.08
