# in Mpc/h Units 
# (k P_nu(k))
# a= 0.429457
# nk = 757
0.020944 2329.19
0.0296192 1226.66
0.036276 752.087
0.0418879 505.684
0.0468321 375.027
0.051302 298.421
0.0592384 208.994
0.0628319 179.522
0.0662306 149.554
0.0694632 132.272
0.072552 119.07
0.0755145 93.3632
0.0783651 82.6651
0.0837758 74.5192
0.0863541 56.6655
0.0888577 48.9028
0.0912926 46.6251
0.0936642 46.2468
0.0959772 36.7884
0.0982358 33.4115
0.102604 30.8888
0.10472 26.0819
0.106794 23.7892
0.108828 21.2486
0.112787 20.8515
0.114715 19.2405
0.118477 18.1135
0.120314 17.5153
0.122123 15.9326
0.123906 14.4942
0.125664 12.7499
0.127397 12.882
0.129107 11.5503
0.132461 8.83139
0.134107 10.7097
0.135732 10.0653
0.137339 9.45436
0.138926 9.82844
0.140496 8.00894
0.142049 7.57879
0.145104 3.98482
0.146608 6.73925
0.148096 6.57244
0.14957 6.34052
0.151029 6.30584
0.152474 6.15896
0.153906 5.6248
0.15673 4.97792
0.158123 4.87194
0.159504 4.69768
0.160874 4.29308
0.163577 4.72807
0.164913 3.86136
0.167552 3.64485
0.168856 3.40415
0.170149 3.72095
0.171434 3.48069
0.172708 3.3058
0.173974 2.93469
0.17523 3.13258
0.177715 3.56999
0.178945 2.41002
0.180167 2.82
0.18138 2.9628
0.182585 2.31259
0.183782 2.46835
0.184972 2.56302
0.187328 2.15906
0.188496 2.57127
0.190347 2.04377
0.191954 2.32848
0.193094 1.88134
0.194226 2.0012
0.196472 1.93738
0.197585 1.98717
0.199006 2.03396
0.201976 1.89297
0.203059 1.49924
0.205208 1.48303
0.206274 1.6312
0.207335 1.41696
0.20839 1.57792
0.210326 1.45231
0.211524 1.60048
0.213587 1.12134
0.214612 1.1653
0.215631 1.23381
0.216957 1.17774
0.218661 1.05339
0.219662 1.25233
0.223129 0.964864
0.224599 0.914691
0.22618 1.04017
0.22751 1.11848
0.229429 0.849588
0.230383 0.953324
0.231604 0.916205
0.23416 0.793587
0.235095 0.763955
0.236954 0.891581
0.238108 0.821493
0.239975 0.784233
0.241537 0.678921
0.242444 0.686366
0.244844 0.636454
0.246417 0.605622
0.248401 0.649599
0.249576 0.551242
0.251327 0.507599
0.252777 0.594358
0.254191 0.60165
0.25601 0.585535
0.258214 0.492128
0.2594 0.488606
0.26075 0.371957
0.262904 0.46184
0.265657 0.465709
0.266722 0.382872
0.268622 0.395785
0.269844 0.469935
0.271964 0.415116
0.273543 0.402411
0.275842 0.35143
0.277853 0.465442
0.279641 0.371198
0.28148 0.396558
0.282936 0.324313
0.285198 0.361608
0.286404 0.309266
0.288084 0.315385
0.291553 0.284307
0.292736 0.31708
0.294335 0.288814
