# in Mpc/h Units 
# k P_nu(k) Nmodes
# a= 0.330318
# nk = 757
0.020944 227.161 6
0.0296192 88.7261 12
0.036276 44.6218 8
0.0418879 26.8429 6
0.0468321 17.6771 24
0.051302 13.143 24
0.0592384 8.15977 12
0.0628319 6.95318 30
0.0662306 5.6521 24
0.0694632 4.52217 24
0.072552 3.72655 8
0.0755145 3.28593 24
0.0783651 2.52487 48
0.0837758 1.82143 6
0.0863541 1.6688 48
0.0888577 1.34053 36
0.0912926 1.34367 24
0.0936642 1.11234 24
0.0959772 1.01749 48
0.0982358 0.804172 24
0.102604 0.589822 24
0.10472 0.621744 30
0.106794 0.567264 72
0.108828 0.555094 32
0.112787 0.449497 72
0.114715 0.432341 48
0.118477 0.251024 12
0.120314 0.362279 48
0.122123 0.329255 48
0.123906 0.360942 48
0.125664 0.317761 30
0.127397 0.283666 24
0.129107 0.245814 72
0.132461 0.249642 24
0.134107 0.210291 96
0.135732 0.208989 48
0.137339 0.189778 24
0.138926 0.198069 24
0.140496 0.154727 72
0.142049 0.155893 48
0.145104 0.164364 8
0.146608 0.144453 54
0.148096 0.126471 84
0.14957 0.129273 48
0.151029 0.109158 24
0.152474 0.0917382 72
0.153906 0.111155 96
0.15673 0.0949707 48
0.158123 0.0792618 48
0.159504 0.0837234 24
0.160874 0.0769733 72
0.163577 0.0719708 72
0.164913 0.0768607 96
0.167552 0.0468701 6
0.168856 0.0684708 96
0.170149 0.0659252 96
0.171434 0.0536336 24
0.172708 0.0604536 48
0.173974 0.0509885 96
0.17523 0.0556864 48
0.177715 0.0597969 36
0.178945 0.0528514 48
0.180167 0.0498784 120
0.18138 0.0476837 56
0.182585 0.0430222 24
0.183782 0.0455902 96
0.184972 0.0352096 48
0.187328 0.0375202 24
0.188496 0.0345329 102
0.190347 0.0391825 120
0.191954 0.0386136 48
0.193094 0.0334449 48
0.194226 0.0346798 120
0.196472 0.030876 24
0.197585 0.0323102 144
0.199006 0.029186 168
0.201976 0.0315361 48
0.203059 0.0293621 96
0.205208 0.0188172 24
0.206274 0.0208732 48
0.207335 0.0208725 108
0.20839 0.0278988 72
0.210326 0.021106 198
0.211524 0.018218 48
0.213587 0.0192599 72
0.214612 0.0147806 96
0.215631 0.0151156 72
0.216957 0.0190357 104
0.218661 0.0148289 72
0.219662 0.0150713 144
0.223129 0.0146049 192
0.224599 0.0153145 48
0.22618 0.0146504 192
0.22751 0.0130383 72
0.229429 0.0115528 48
0.230383 0.014692 78
0.231604 0.013298 168
0.23416 0.0117011 144
0.235095 0.0112655 144
0.236954 0.0115053 12
0.238108 0.0107113 192
0.239975 0.0111188 168
0.241537 0.0110789 48
0.242444 0.00977758 168
0.244844 0.00949168 144
0.246417 0.00778007 168
0.248401 0.00871073 144
0.249576 0.00716827 48
0.251327 0.0120404 30
0.252777 0.00838007 288
0.254191 0.00701239 80
0.25601 0.00791866 288
0.258214 0.00709051 72
0.2594 0.00719304 240
0.26075 0.00654959 96
0.262904 0.00605898 168
0.265657 0.00639439 216
0.266722 0.00666661 132
0.268622 0.00654735 192
0.269844 0.00545874 120
0.271964 0.00538747 126
0.273543 0.00527611 288
0.275842 0.00542278 312
0.277853 0.00467474 24
0.279641 0.00491553 264
0.28148 0.00510389 192
0.282936 0.00419687 192
0.285198 0.00407719 336
0.286404 0.0047303 48
0.288084 0.00473471 240
0.291553 0.00382975 296
0.292736 0.00322408 150
0.294335 0.00377128 240
0.296659 0.00337105 228
0.298323 0.00324335 216
0.300394 0.00336016 336
0.302928 0.00335256 360
0.304588 0.00250479 144
0.305974 0.00254895 168
0.308578 0.00296478 312
0.310884 0.00234769 288
0.312408 0.00232571 192
0.314799 0.00239152 366
0.317265 0.00262795 408
0.319597 0.00241733 168
0.320771 0.00231632 336
0.3227 0.00217349 240
0.32574 0.00182017 380
0.32795 0.00221067 384
0.330224 0.0018775 240
0.331726 0.00211221 360
0.333831 0.00162364 198
