# in Mpc/h Units 
# k P_nu(k) Nmodes
# a= 0.388048
# nk = 757
0.020944 360.782 6
0.0296192 144.43 12
0.036276 73.4654 8
0.0418879 44.6013 6
0.0468321 29.489 24
0.051302 22.1267 24
0.0592384 13.8919 12
0.0628319 11.9597 30
0.0662306 9.74198 24
0.0694632 7.77309 24
0.072552 6.39393 8
0.0755145 5.6989 24
0.0783651 4.32091 48
0.0837758 3.12721 6
0.0863541 2.89957 48
0.0888577 2.30602 36
0.0912926 2.35723 24
0.0936642 1.93918 24
0.0959772 1.78916 48
0.0982358 1.39297 24
0.102604 1.00613 24
0.10472 1.08561 30
0.106794 0.992264 72
0.108828 0.97649 32
0.112787 0.785907 72
0.114715 0.763175 48
0.118477 0.416611 12
0.120314 0.641797 48
0.122123 0.578117 48
0.123906 0.648748 48
0.125664 0.56554 30
0.127397 0.499595 24
0.129107 0.430431 72
0.132461 0.447905 24
0.134107 0.369814 96
0.135732 0.369437 48
0.137339 0.332484 24
0.138926 0.355223 24
0.140496 0.26935 72
0.142049 0.273794 48
0.145104 0.303628 8
0.146608 0.260014 54
0.148096 0.225505 84
0.14957 0.233573 48
0.151029 0.192361 24
0.152474 0.159457 72
0.153906 0.202069 96
0.15673 0.170901 48
0.158123 0.140529 48
0.159504 0.151045 24
0.160874 0.136874 72
0.163577 0.129696 72
0.164913 0.138721 96
0.167552 0.0783496 6
0.168856 0.124353 96
0.170149 0.11897 96
0.171434 0.0954923 24
0.172708 0.108979 48
0.173974 0.0923251 96
0.17523 0.100913 48
0.177715 0.109711 36
0.178945 0.0966504 48
0.180167 0.090138 120
0.18138 0.086838 56
0.182585 0.0767653 24
0.183782 0.0834082 96
0.184972 0.0620775 48
0.187328 0.0677418 24
0.188496 0.0610655 102
0.190347 0.0713237 120
0.191954 0.0702053 48
0.193094 0.0608244 48
0.194226 0.063205 120
0.196472 0.0556921 24
0.197585 0.0588375 144
0.199006 0.0534757 168
0.201976 0.0574006 48
0.203059 0.0542726 96
0.205208 0.0328449 24
0.206274 0.0371139 48
0.207335 0.0373164 108
0.20839 0.0525161 72
0.210326 0.03848 198
0.211524 0.0334888 48
0.213587 0.0349916 72
0.214612 0.0261355 96
0.215631 0.0273312 72
0.216957 0.0350736 104
0.218661 0.0270359 72
