# in Mpc/h Units 
# D1 = 0.0557374 
# k P N P(z=0)
0.020944 89.2234 6 28720.1
0.0296192 72.9591 12 23484.7
0.036276 60.1624 8 19365.6
0.0418879 52.0634 6 16758.7
0.0468321 46.8085 24 15067.2
0.051302 43.7194 24 14072.8
0.0592384 39.832 12 12821.5
0.0628319 38.5945 30 12423.2
0.0662306 36.8813 24 11871.7
0.0694632 35.0208 24 11272.8
0.072552 33.3207 8 10725.6
0.0755145 31.7697 24 10226.3
0.0783651 29.579 48 9521.15
0.0837758 26.2889 6 8462.11
0.0863541 25.0596 48 8066.43
0.0888577 23.4077 36 7534.69
0.0912926 22.7569 24 7325.19
0.0936642 21.4479 24 6903.86
0.0959772 20.5688 48 6620.87
0.0982358 19.3566 24 6230.67
0.102604 17.8455 24 5744.28
0.10472 17.7527 30 5714.42
0.106794 17.3278 72 5577.63
0.108828 17.1831 32 5531.06
0.112787 16.4487 72 5294.66
0.114715 16.2317 48 5224.81
0.118477 14.8849 12 4791.28
0.120314 15.6483 48 5037.02
0.122123 15.4335 48 4967.87
0.123906 15.5509 48 5005.67
0.125664 15.1629 30 4880.79
0.127397 14.8227 24 4771.25
0.129107 14.338 72 4615.24
0.132461 14.0316 24 4516.64
0.134107 13.5657 96 4366.66
0.135732 13.4064 48 4315.37
0.137339 13.0598 24 4203.8
0.138926 12.8786 24 4145.49
0.140496 12.2724 72 3950.35
0.142049 12.1162 48 3900.09
0.145104 11.6287 8 3743.14
0.146608 11.374 54 3661.18
0.148096 10.9654 84 3529.65
0.14957 10.8304 48 3486.18
0.151029 10.4541 24 3365.08
0.152474 10.0441 72 3233.07
0.153906 10.1316 96 3261.24
0.15673 9.67555 48 3114.46
0.158123 9.30517 48 2995.23
0.159504 9.29227 24 2991.08
0.160874 9.11858 72 2935.17
0.163577 8.83036 72 2842.4
0.164913 8.97481 96 2888.89
0.167552 8.36402 6 2692.29
0.168856 8.63987 96 2781.08
0.170149 8.59838 96 2767.73
0.171434 8.26662 24 2660.94
0.172708 8.4074 48 2706.25
0.173974 8.07071 96 2597.88
0.17523 8.23141 48 2649.6
0.177715 8.30899 36 2674.57
0.178945 8.08995 48 2604.07
0.180167 8.05086 120 2591.49
0.18138 7.90105 56 2543.26
0.182585 7.84669 24 2525.76
0.183782 7.8031 96 2511.73
0.184972 7.4982 48 2413.59
0.187328 7.47668 24 2406.66
0.188496 7.45125 102 2398.48
0.190347 7.4895 120 2410.79
0.191954 7.44381 48 2396.08
0.193094 7.18426 48 2312.54
0.194226 7.19957 120 2317.47
0.196472 6.96695 24 2242.59
0.197585 6.99247 144 2250.8
0.199006 6.75725 168 2175.09
0.201976 6.81238 48 2192.83
0.203059 6.56862 96 2114.37
0.205208 6.19382 24 1993.73
0.206274 6.19778 48 1995
0.207335 6.11346 108 1967.86
0.20839 6.28719 72 2023.78
0.210326 5.97364 198 1922.85
0.211524 5.72137 48 1841.65
0.213587 5.77928 72 1860.29
0.214612 5.53175 96 1780.61
0.215631 5.4515 72 1754.78
0.216957 5.63639 104 1814.29
0.218661 5.31408 72 1710.54
0.219662 5.30403 144 1707.31
0.223129 5.16811 192 1663.56
0.224599 5.22599 48 1682.19
0.22618 5.13957 192 1654.37
0.22751 5.03349 72 1620.23
0.229429 4.93251 48 1587.72
0.230383 5.03659 78 1621.23
0.231604 4.97535 168 1601.51
0.23416 4.7685 144 1534.93
0.235095 4.79781 144 1544.36
0.236954 4.98087 12 1603.29
0.238108 4.71952 192 1519.16
0.239975 4.6923 168 1510.4
0.241537 4.7771 48 1537.7
0.242444 4.6298 168 1490.28
0.244844 4.55483 144 1466.15
0.246417 4.42013 168 1422.79
0.248401 4.45119 144 1432.79
0.249576 4.32381 48 1391.79
0.251327 4.74202 30 1526.41
0.252777 4.38242 288 1410.65
0.254191 4.28095 80 1377.99
0.25601 4.28567 288 1379.51
0.258214 4.20342 72 1353.04
0.2594 4.16193 240 1339.68
0.26075 4.04677 96 1302.61
0.262904 3.99898 168 1287.23
0.265657 3.94714 216 1270.54
0.266722 3.96792 132 1277.23
0.268622 3.87933 192 1248.71
0.269844 3.76063 120 1210.51
0.271964 3.69276 126 1188.66
0.273543 3.64022 288 1171.75
0.275842 3.63162 312 1168.98
0.277853 3.60217 24 1159.5
0.279641 3.48363 264 1121.34
0.28148 3.4843 192 1121.56
0.282936 3.37575 192 1086.62
0.285198 3.29414 336 1060.35
0.286404 3.26113 48 1049.72
0.288084 3.40445 240 1095.86
0.291553 3.24343 296 1044.03
0.292736 3.13844 150 1010.23
0.294335 3.19122 240 1027.22
0.296659 3.14072 228 1010.96
0.298323 3.08081 216 991.679
0.300394 3.09909 336 997.564
0.302928 3.02276 360 972.993
0.304588 2.87785 144 926.35
0.305974 2.78977 168 897.997
0.308578 2.91145 312 937.166
0.310884 2.81528 288 906.209
0.312408 2.7935 192 899.198
0.314799 2.79927 366 901.054
0.317265 2.8135 408 905.635
0.319597 2.73088 168 879.042
0.320771 2.72034 336 875.65
0.3227 2.61807 240 842.729
0.32574 2.52952 380 814.225
0.32795 2.62032 384 843.452
0.330224 2.50365 240 805.897
0.331726 2.58587 360 832.362
0.333831 2.45349 198 789.753
0.336246 2.45682 384 790.824
0.338319 2.35631 384 758.473
0.341157 2.34445 432 754.652
0.343593 2.322 528 747.428
0.346262 2.32013 288 746.827
0.347842 2.25855 288 727.005
0.350326 2.23058 456 718.001
0.352828 2.17347 360 699.615
0.354442 2.16361 180 696.442
0.356776 2.16103 486 695.611
0.359142 2.10144 504 676.43
0.361681 2.11579 512 681.05
0.363857 2.09559 264 674.547
0.366441 2.09213 600 673.433
0.368657 2.07585 288 668.195
0.371486 2.00834 672 646.463
0.374587 1.99087 408 640.841
