# in Mpc/h Units 
# k P_nu(k) Nmodes
# a= 0.179471
# nk = 757
0.020944 34.5866 6
0.0296192 12.3202 12
0.036276 5.93025 8
0.0418879 3.44938 6
0.0468321 2.23487 24
0.051302 1.61286 24
0.0592384 0.963085 12
0.0628319 0.79481 30
0.0662306 0.641694 24
0.0694632 0.516744 24
0.072552 0.426257 8
0.0755145 0.364698 24
0.0783651 0.290239 48
0.0837758 0.207252 6
0.0863541 0.183573 48
0.0888577 0.15151 36
0.0912926 0.142955 24
0.0936642 0.120655 24
0.0959772 0.107981 48
0.0982358 0.0893447 24
0.102604 0.0682505 24
0.10472 0.067264 30
0.106794 0.0612261 72
0.108828 0.0585485 32
0.112787 0.0483213 72
0.114715 0.0454755 48
0.118477 0.0314901 12
0.120314 0.0375874 48
0.122123 0.0348319 48
0.123906 0.0356417 48
0.125664 0.0322258 30
0.127397 0.0294838 24
0.129107 0.0262244 72
0.132461 0.0248663 24
0.134107 0.0220667 96
0.135732 0.0214594 48
0.137339 0.0198547 24
0.138926 0.019561 24
0.140496 0.0166127 72
0.142049 0.0162737 48
0.145104 0.0153025 8
0.146608 0.0141991 54
0.148096 0.0127934 84
0.14957 0.0126075 48
0.151029 0.0112821 24
0.152474 0.00994956 72
0.153906 0.01069 96
0.15673 0.0093706 48
0.158123 0.00823135 48
0.159504 0.00830271 24
0.160874 0.00782252 72
0.163577 0.00714341 72
0.164913 0.00744631 96
0.167552 0.00555409 6
0.168856 0.00655883 96
0.170149 0.00637406 96
0.171434 0.00550794 24
0.172708 0.00586707 48
0.173974 0.00508613 96
0.17523 0.0053832 48
0.177715 0.00550555 36
0.178945 0.00499118 48
0.180167 0.00481522 120
0.18138 0.00455481 56
0.182585 0.00431587 24
0.183782 0.00431531 96
0.184972 0.00368974 48
0.187328 0.00368862 24
0.188496 0.00355402 102
0.190347 0.00370624 120
0.191954 0.00363387 48
0.193094 0.00323323 48
0.194226 0.0032835 120
0.196472 0.00298744 24
0.197585 0.00303963 144
0.199006 0.0027573 168
0.201976 0.00288935 48
0.203059 0.00264509 96
0.205208 0.00204975 24
0.206274 0.00213087 48
0.207335 0.00208676 108
0.20839 0.00240152 72
0.210326 0.00200852 198
0.211524 0.00176308 48
0.213587 0.00184477 72
0.214612 0.00156358 96
0.215631 0.00152597 72
0.216957 0.00175327 104
0.218661 0.00145207 72
0.219662 0.00145621 144
0.223129 0.00137297 192
0.224599 0.00141621 48
0.22618 0.00135533 192
0.22751 0.00124542 72
0.229429 0.00115175 48
0.230383 0.00128396 78
0.231604 0.00121168 168
0.23416 0.00106357 144
0.235095 0.00106182 144
0.236954 0.00114796 12
0.238108 0.000998728 192
0.239975 0.000997445 168
0.241537 0.00102763 48
0.242444 0.000926172 168
0.244844 0.000882134 144
0.246417 0.000777865 168
0.248401 0.000811305 144
0.249576 0.000712422 48
0.251327 0.00100428 30
0.252777 0.000773536 288
0.254191 0.000699712 80
0.25601 0.000726707 288
0.258214 0.000675014 72
0.2594 0.000664018 240
0.26075 0.000612636 96
0.262904 0.000582466 168
0.265657 0.000580883 216
0.266722 0.00059541 132
0.268622 0.000569455 192
0.269844 0.000506585 120
0.271964 0.000487974 126
0.273543 0.000473024 288
0.275842 0.000476517 312
0.277853 0.000450297 24
0.279641 0.000426822 264
0.28148 0.000432432 192
0.282936 0.000382654 192
0.285198 0.000359558 336
0.286404 0.000375129 48
0.288084 0.000407864 240
0.291553 0.000341488 296
0.292736 0.00030418 150
0.294335 0.000327375 240
0.296659 0.000308534 228
0.298323 0.000291543 216
0.300394 0.000297765 336
0.302928 0.00028003 360
0.304588 0.000229734 144
0.305974 0.000215506 168
0.308578 0.000250675 312
0.310884 0.00021298 288
0.312408 0.000209272 192
0.314799 0.000214623 366
0.317265 0.000222107 408
0.319597 0.00020713 168
0.320771 0.000199514 336
0.3227 0.000183561 240
0.32574 0.000160018 380
0.32795 0.000185427 384
0.330224 0.000160107 240
0.331726 0.000178406 360
0.333831 0.000146341 198
0.336246 0.000153709 384
0.338319 0.000138313 384
0.341157 0.000135425 432
0.343593 0.000127717 528
0.346262 0.000130633 288
0.347842 0.0001204 288
0.350326 0.000114752 456
0.352828 0.000107434 360
0.354442 0.000108826 180
0.356776 0.000108029 486
0.359142 0.000100379 504
0.361681 0.000100661 512
