# in Mpc/h Units 
# k P_nu(k) Nmodes
# a= 0.680763
# nk = 757
0.020944 1487.24 6
0.0296192 646.543 12
0.036276 341.215 8
0.0418879 213.782 6
0.0468321 143.186 24
0.051302 111.312 24
0.0592384 72.7094 12
0.0628319 65.1579 30
0.0662306 53.5568 24
0.0694632 42.2391 24
0.072552 34.2841 8
0.0755145 32.0273 24
0.0783651 22.8912 48
0.0837758 16.8247 6
0.0863541 16.3879 48
0.0888577 12.4979 36
0.0912926 13.7363 24
0.0936642 11.0584 24
0.0959772 10.6213 48
0.0982358 7.85177 24
0.102604 5.31831 24
0.10472 6.27666 30
0.106794 5.82459 72
0.108828 5.78904 32
0.112787 4.56355 72
0.114715 4.65069 48
0.118477 2 12
0.120314 3.9457 48
0.122123 3.40659 48
0.123906 4.17576 48
0.125664 3.48474 30
0.127397 2.91789 24
0.129107 2.51721 72
0.132461 2.88079 24
0.134107 2.18203 96
0.135732 2.18784 48
0.137339 1.87397 24
0.138926 2.23881 24
0.140496 1.51077 72
0.142049 1.58544 48
0.145104 2.23415 8
0.146608 1.69103 54
0.148096 1.41578 84
0.14957 1.55174 48
0.151029 1.1234 24
0.152474 0.912377 72
0.153906 1.37944 96
0.15673 1.11512 48
0.158123 0.883865 48
0.159504 1.0267 24
0.160874 0.844006 72
0.163577 0.863338 72
0.164913 0.905711 96
0.167552 0.37159 6
0.168856 0.839289 96
0.170149 0.771904 96
0.171434 0.621923 24
0.172708 0.707319 48
0.173974 0.653398 96
0.17523 0.67964 48
0.177715 0.758709 36
0.178945 0.679267 48
0.180167 0.592139 120
0.18138 0.594204 56
0.182585 0.485005 24
0.183782 0.587441 96
0.184972 0.376405 48
0.187328 0.446173 24
0.188496 0.372091 102
0.190347 0.480222 120
0.191954 0.468206 48
0.193094 0.424487 48
0.194226 0.430773 120
0.196472 0.359114 24
0.197585 0.396231 144
0.199006 0.376378 168
0.201976 0.362115 48
0.203059 0.379024 96
0.205208 0.209708 24
0.206274 0.239458 48
0.207335 0.240916 108
0.20839 0.399153 72
0.210326 0.269009 198
0.211524 0.254641 48
0.213587 0.241177 72
0.214612 0.173125 96
0.215631 0.196552 72
0.216957 0.255086 104
0.218661 0.196155 72
0.219662 0.196596 144
0.223129 0.194437 192
0.224599 0.203229 48
0.22618 0.187999 192
0.22751 0.177998 72
0.229429 0.138877 48
0.230383 0.222083 78
0.231604 0.183916 168
0.23416 0.174829 144
0.235095 0.150488 144
0.236954 0.12184 12
0.238108 0.151337 192
0.239975 0.157138 168
0.241537 0.12919 48
0.242444 0.125534 168
0.244844 0.124668 144
0.246417 0.098706 168
0.248401 0.120152 144
0.249576 0.103111 48
0.251327 0.15957 30
0.252777 0.106013 288
0.254191 0.0784126 80
0.25601 0.102809 288
0.258214 0.0827984 72
0.2594 0.0975323 240
0.26075 0.0856078 96
0.262904 0.0822491 168
0.265657 0.0849224 216
0.266722 0.0903398 132
0.268622 0.0895315 192
0.269844 0.0759481 120
0.271964 0.0749244 126
0.273543 0.0726753 288
0.275842 0.0726623 312
0.277853 0.0509191 24
0.279641 0.0706102 264
0.28148 0.0765581 192
