# in Mpc/h Units 
# k P_nu(k) Nmodes
# a= 0.226747
# nk = 757
0.020944 72.6451 6
0.0296192 26.7957 12
0.036276 13.1168 8
0.0418879 7.72643 6
0.0468321 5.03829 24
0.051302 3.67465 24
0.0592384 2.2256 12
0.0628319 1.85711 30
0.0662306 1.50308 24
0.0694632 1.20827 24
0.072552 0.997135 8
0.0755145 0.861539 24
0.0783651 0.678233 48
0.0837758 0.486075 6
0.0863541 0.435302 48
0.0888577 0.356226 36
0.0912926 0.343052 24
0.0936642 0.287677 24
0.0959772 0.259182 48
0.0982358 0.211208 24
0.102604 0.159324 24
0.10472 0.160492 30
0.106794 0.146148 72
0.108828 0.140963 32
0.112787 0.115601 72
0.114715 0.109469 48
0.118477 0.0716099 12
0.120314 0.0909403 48
0.122123 0.0838357 48
0.123906 0.0877518 48
0.125664 0.0786733 30
0.127397 0.0714676 24
0.129107 0.0629463 72
0.132461 0.0610137 24
0.134107 0.0532883 96
0.135732 0.0522396 48
0.137339 0.0480948 24
0.138926 0.0482049 24
0.140496 0.0398614 72
0.142049 0.0394278 48
0.145104 0.03827 8
0.146608 0.0350211 54
0.148096 0.0312523 84
0.14957 0.0311615 48
0.151029 0.0274205 24
0.152474 0.0237834 72
0.153906 0.0265252 96
0.15673 0.0230733 48
0.158123 0.0199101 48
0.159504 0.0203764 24
0.160874 0.0190902 72
0.163577 0.0175255 72
0.164913 0.0184774 96
0.167552 0.0129519 6
0.168856 0.0163152 96
0.170149 0.0158323 96
0.171434 0.0133755 24
0.172708 0.0145539 48
0.173974 0.0124267 96
0.17523 0.0133463 48
0.177715 0.0138981 36
0.178945 0.0124643 48
0.180167 0.0119619 120
0.18138 0.0113288 56
0.182585 0.0105883 24
0.183782 0.0107604 96
0.184972 0.00890783 48
0.187328 0.0090811 24
0.188496 0.0086478 102
0.190347 0.00926624 120
0.191954 0.00911468 48
0.193094 0.00800392 48
0.194226 0.00820136 120
0.196472 0.00741739 24
0.197585 0.00761896 144
0.199006 0.00687549 168
0.201976 0.00733513 48
0.203059 0.00671904 96
0.205208 0.00489129 24
0.206274 0.00519669 48
0.207335 0.00512425 108
0.20839 0.00618679 72
0.210326 0.00500593 198
0.211524 0.00434154 48
0.213587 0.00459257 72
0.214612 0.00376038 96
0.215631 0.00371201 72
0.216957 0.00441901 104
0.218661 0.00356949 72
0.219662 0.00360033 144
0.223129 0.00342774 192
0.224599 0.00356467 48
0.22618 0.00341338 192
0.22751 0.00309505 72
0.229429 0.00282965 48
0.230383 0.00328509 78
0.231604 0.00306218 168
0.23416 0.00267575 144
0.235095 0.00265234 144
0.236954 0.00285411 12
0.238108 0.00249975 192
0.239975 0.00253157 168
0.241537 0.00259962 48
0.242444 0.00231564 168
0.244844 0.00221651 144
0.246417 0.00190607 168
0.248401 0.00203449 144
0.249576 0.00173951 48
0.251327 0.00263973 30
0.252777 0.00195367 288
0.254191 0.00172576 80
0.25601 0.00183917 288
0.258214 0.00169046 72
0.2594 0.0016752 240
0.26075 0.00153648 96
0.262904 0.00144834 168
0.265657 0.00147309 216
0.266722 0.00152116 132
0.268622 0.00146602 192
0.269844 0.00127412 120
0.271964 0.00123625 126
0.273543 0.00120189 288
0.275842 0.00122218 312
0.277853 0.00112935 24
0.279641 0.0010956 264
0.28148 0.0011204 192
0.282936 0.000967846 192
0.285198 0.000914389 336
0.286404 0.000990305 48
0.288084 0.00106097 240
0.291553 0.00087139 296
0.292736 0.00076005 150
0.294335 0.000840894 240
0.296659 0.000783645 228
0.298323 0.000740932 216
0.300394 0.000763456 336
0.302928 0.00072664 360
0.304588 0.000573903 144
0.305974 0.000548323 168
0.308578 0.000649664 312
0.310884 0.000534374 288
0.312408 0.00052686 192
0.314799 0.000545473 366
0.317265 0.000576006 408
0.319597 0.000536279 168
0.320771 0.000512796 336
0.3227 0.000474938 240
0.32574 0.000405312 380
0.32795 0.000483427 384
0.330224 0.000412003 240
0.331726 0.000464871 360
0.333831 0.000369483 198
0.336246 0.000397276 384
0.338319 0.000359419 384
0.341157 0.000351921 432
0.343593 0.000326859 528
0.346262 0.000339616 288
0.347842 0.000309278 288
0.350326 0.000292933 456
0.352828 0.00027557 360
0.354442 0.000282916 180
0.356776 0.000280515 486
0.359142 0.000261976 504
0.361681 0.000261157 512
0.363857 0.000254241 264
0.366441 0.000254029 600
0.368657 0.000256488 288
0.371486 0.000224468 672
0.374587 0.000229189 408
0.376839 0.000186767 462
0.379079 0.000197732 600
0.38178 0.000191055 504
0.384712 0.000181081 324
0.386663 0.000171955 744
0.389313 0.000179525 456
0.39167 0.000166906 432
0.394428 0.000155662 720
0.397811 0.000157848 534
0.400019 0.000144097 536
0.402781 0.000130766 624
0.405015 0.000139005 600
