# in Mpc/h Units 
# k P_nu(k) Nmodes
# a= 0.923331
# nk = 757
0.020944 2643.14 6
0.0296192 1193.99 12
0.036276 640.868 8
0.0418879 407.802 6
0.0468321 274.93 24
0.051302 217.903 24
0.0592384 145.158 12
0.0628319 132.901 30
0.0662306 109.918 24
0.0694632 86.2032 24
0.072552 69.2446 8
0.0755145 66.5143 24
0.0783651 45.9631 48
0.0837758 34.186 6
0.0863541 34.1706 48
0.0888577 25.4939 36
0.0912926 28.9744 24
0.0936642 23.146 24
0.0959772 22.7805 48
0.0982358 16.5254 24
0.102604 10.8353 24
0.10472 13.3248 30
0.106794 12.5395 72
0.108828 12.4196 32
0.112787 9.72278 72
0.114715 10.2082 48
0.118477 3.93325 12
0.120314 8.67996 48
0.122123 7.31953 48
0.123906 9.33952 48
0.125664 7.59905 30
0.127397 6.13677 24
0.129107 5.41105 72
0.132461 6.47317 24
0.134107 4.68147 96
0.135732 4.63837 48
0.137339 3.83571 24
0.138926 4.91476 24
0.140496 3.1463 72
0.142049 3.3455 48
0.145104 5.39467 8
0.146608 3.83025 54
0.148096 3.15181 84
0.14957 3.56588 48
0.151029 2.3734 24
0.152474 1.96967 72
0.153906 3.20675 96
0.15673 2.53455 48
0.158123 2.00585 48
0.159504 2.43599 24
0.160874 1.8538 72
0.163577 1.99345 72
0.164913 2.05274 96
0.167552 0.730823 6
0.168856 1.94373 96
0.170149 1.73553 96
0.171434 1.46483 24
0.172708 1.6 48
0.173974 1.59618 96
0.17523 1.57482 48
0.177715 1.76045 36
0.178945 1.61708 48
0.180167 1.35098 120
0.18138 1.38097 56
0.182585 1.09582 24
0.183782 1.39272 96
0.184972 0.832789 48
0.187328 1.0099 24
0.188496 0.825666 102
0.190347 1.10197 120
0.191954 1.07297 48
0.193094 1.01594 48
0.194226 0.997806 120
0.196472 0.810593 24
0.197585 0.914899 144
0.199006 0.885491 168
0.201976 0.774406 48
0.203059 0.870592 96
0.205208 0.514389 24
0.206274 0.561868 48
0.207335 0.561131 108
0.20839 0.960177 72
0.210326 0.643419 198
0.211524 0.644853 48
