# in Mpc/h Units 
# k P_nu(k) Nmodes
# a= 0.424048
# nk = 757
0.020944 461.574 6
0.0296192 187.291 12
0.036276 95.8546 8
0.0418879 58.4892 6
0.0468321 38.754 24
0.051302 29.2322 24
0.0592384 18.4683 12
0.0628319 15.9947 30
0.0662306 13.0446 24
0.0694632 10.3908 24
0.072552 8.5355 8
0.0755145 7.65722 24
0.0783651 5.75863 48
0.0837758 4.17586 6
0.0863541 3.89957 48
0.0888577 3.08272 36
0.0912926 3.18698 24
0.0936642 2.61241 24
0.0959772 2.42324 48
0.0982358 1.87056 24
0.102604 1.33864 24
0.10472 1.46427 30
0.106794 1.34021 72
0.108828 1.32256 32
0.112787 1.06075 72
0.114715 1.03642 48
0.118477 0.545623 12
0.120314 0.87319 48
0.122123 0.782096 48
0.123906 0.889684 48
0.125664 0.77095 30
0.127397 0.676508 24
0.129107 0.581434 72
0.132461 0.613777 24
0.134107 0.500636 96
0.135732 0.501313 48
0.137339 0.448509 24
0.138926 0.486248 24
0.140496 0.362263 72
0.142049 0.370112 48
0.145104 0.423781 8
0.146608 0.356924 54
0.148096 0.307866 84
0.14957 0.32144 48
0.151029 0.260509 24
0.152474 0.21446 72
0.153906 0.279153 96
0.15673 0.234621 48
0.158123 0.191409 48
0.159504 0.207942 24
0.160874 0.186511 72
0.163577 0.178335 72
0.164913 0.190648 96
0.167552 0.102785 6
0.168856 0.171609 96
0.170149 0.163452 96
0.171434 0.130458 24
0.172708 0.149654 48
0.173974 0.127552 96
0.17523 0.139126 48
0.177715 0.152197 36
0.178945 0.134002 48
0.180167 0.123974 120
0.18138 0.120062 56
0.182585 0.104827 24
0.183782 0.115691 96
0.184972 0.0842219 48
0.187328 0.0931878 24
0.188496 0.08295 102
0.190347 0.0985051 120
0.191954 0.0968467 48
0.193094 0.0841179 48
0.194226 0.087394 120
0.196472 0.0764737 24
0.197585 0.0812622 144
0.199006 0.0742322 168
0.201976 0.0790389 48
0.203059 0.0755694 96
0.205208 0.044428 24
0.206274 0.0506484 48
0.207335 0.0510382 108
0.20839 0.0739626 72
0.210326 0.0532643 198
0.211524 0.0467223 48
0.213587 0.0483306 72
0.214612 0.0356245 96
0.215631 0.0377682 72
0.216957 0.0488496 104
0.218661 0.0375079 72
0.219662 0.0381503 144
0.223129 0.0373464 192
0.224599 0.0391904 48
0.22618 0.037311 192
0.22751 0.033188 72
0.229429 0.0284304 48
0.230383 0.0390637 78
0.231604 0.0344294 168
0.23416 0.0308687 144
0.235095 0.0287054 144
0.236954 0.0271818 12
0.238108 0.0276745 192
0.239975 0.029043 168
0.241537 0.0276336 48
0.242444 0.0246436 168
0.244844 0.0242195 144
0.246417 0.0192805 168
0.248401 0.0223839 144
0.249576 0.0183049 48
0.251327 0.0314242 30
0.252777 0.0212152 288
0.254191 0.0169673 80
0.25601 0.0201439 288
0.258214 0.017558 72
0.2594 0.0183804 240
0.26075 0.0166495 96
0.262904 0.0152868 168
0.265657 0.0164077 216
0.266722 0.0171884 132
0.268622 0.0170928 192
0.269844 0.0139853 120
0.271964 0.0139393 126
0.273543 0.0137168 288
0.275842 0.014094 312
0.277853 0.0112989 24
0.279641 0.0129995 264
0.28148 0.0136497 192
0.282936 0.0107749 192
0.285198 0.0108987 336
0.286404 0.0130415 48
0.288084 0.0120754 240
0.291553 0.00991679 296
0.292736 0.00824616 150
0.294335 0.0100229 240
0.296659 0.0084594 228
0.298323 0.00844065 216
0.300394 0.00864602 336
0.302928 0.00909852 360
0.304588 0.00671207 144
0.305974 0.00720034 168
0.308578 0.00791063 312
0.310884 0.00630402 288
0.312408 0.00623674 192
0.314799 0.00623214 366
0.317265 0.00702309 408
0.319597 0.00632114 168
0.320771 0.00623163 336
0.3227 0.00578257 240
0.32574 0.00495262 380
0.32795 0.00585947 384
0.330224 0.00507817 240
0.331726 0.00558636 360
0.333831 0.00433095 198
0.336246 0.00481603 384
0.338319 0.00465663 384
0.341157 0.00461787 432
0.343593 0.00408734 528
0.346262 0.00434473 288
0.347842 0.00382187 288
0.350326 0.00350473 456
0.352828 0.00339346 360
0.354442 0.00354414 180
0.356776 0.00347883 486
0.359142 0.00342499 504
0.361681 0.00320082 512
0.363857 0.00310764 264
0.366441 0.00310569 600
0.368657 0.00322597 288
0.371486 0.00277056 672
0.374587 0.00320578 408
0.376839 0.00252492 462
0.379079 0.00249503 600
0.38178 0.00251599 504
0.384712 0.00223165 324
0.386663 0.0022415 744
0.389313 0.00238468 456
0.39167 0.00207017 432
0.394428 0.00199511 720
0.397811 0.0020725 534
0.400019 0.00181294 536
0.402781 0.0017224 624
0.405015 0.00178624 600
0.40766 0.00164121 696
0.410865 0.00156889 456
0.413244 0.00163081 732
0.416084 0.00148624 600
0.418986 0.00149604 702
0.421544 0.00135444 672
0.424534 0.00149996 768
0.42751 0.00132103 768
0.430034 0.00121752 408
0.432751 0.00120493 1080
0.436344 0.00120137 632
0.438896 0.00117841 750
0.44171 0.00114428 696
0.444585 0.00122364 876
0.447784 0.00105135 864
0.45034 0.00104692 768
0.453413 0.000995954 888
0.456575 0.000965283 816
0.459787 0.000899162 654
0.462622 0.000825931 1296
0.465862 0.00088764 816
0.468802 0.000828519 816
0.471915 0.000777728 1088
0.475472 0.000766177 1020
0.478779 0.000722787 1032
0.481919 0.000724194 942
0.484939 0.000688138 1032
0.488502 0.000687833 1128
0.491034 0.000633316 888
0.494348 0.000658187 1176
0.497688 0.00059724 960
0.500527 0.000585134 1110
0.504331 0.000574046 1116
0.507364 0.000566426 1352
0.510774 0.000546985 1200
0.514275 0.00051024 1224
0.517978 0.000488575 1320
0.521294 0.000460806 1128
0.524822 0.000447416 1518
0.527973 0.000430834 1080
0.531698 0.000424912 1524
0.535226 0.000420995 1416
0.539103 0.000388038 1704
0.543 0.000353968 1088
0.546011 0.000368008 1446
0.549827 0.000372984 1800
0.55369 0.000337206 1512
0.557166 0.00032469 1392
0.560475 0.00032638 1392
0.564609 0.000310542 1962
0.56859 0.000306441 1776
0.572441 0.000300936 1680
0.5763 0.000278374 1776
0.580121 0.000264967 1544
0.583625 0.00024965 1896
0.587525 0.000246395 1662
0.591428 0.000234202 1908
0.595301 0.000238647 2184
0.599624 0.000227241 1848
0.603294 0.00022484 1848
0.60771 0.000209278 2238
0.611568 0.000213116 2088
0.615779 0.000201945 2192
0.619303 0.0002008 1536
0.623194 0.000184566 2412
0.627636 0.0001773 2262
0.631826 0.00017435 2448
0.635971 0.000167825 2040
0.64039 0.000167736 2976
0.644956 0.000158098 2184
0.649302 0.000148263 2550
0.653461 0.000145304 2396
0.657644 0.000132305 2760
0.662026 0.000138057 2424
0.666685 0.000127595 2832
0.670916 0.000130389 2574
0.675462 0.00012525 3024
0.679703 0.00011728 2484
0.684292 0.000113088 3168
0.688927 0.000112529 2894
0.693468 0.000110846 2856
0.698026 9.8506e-05 3384
0.702952 0.00010038 3240
0.707372 9.66522e-05 2856
0.712317 9.20293e-05 3474
0.716936 9.07067e-05 3432
0.721869 8.89134e-05 3552
0.726964 8.6432e-05 3560
0.73163 8.40258e-05 3270
0.736224 7.76907e-05 3552
0.74119 7.4398e-05 3780
0.746118 7.32704e-05 3960
0.751313 7.37844e-05 3696
0.756133 6.81728e-05 3726
0.761156 6.81141e-05 4376
0.766095 6.37697e-05 3648
0.771205 5.78646e-05 4332
0.776456 5.82021e-05 4254
0.781432 5.68635e-05 4296
0.786733 5.54202e-05 4320
0.791574 5.41878e-05 4368
0.797255 5.40443e-05 4826
0.802676 4.88376e-05 5016
0.808005 4.83195e-05 4608
0.813482 4.79846e-05 4824
0.818759 4.47777e-05 4950
0.824173 4.28366e-05 5232
0.829708 4.27032e-05 4980
0.834919 4.14557e-05 4838
0.840568 3.91567e-05 6024
0.846479 3.86514e-05 5520
0.851948 3.66281e-05 5400
0.857592 3.55646e-05 5538
0.863369 3.46663e-05 6456
0.869182 3.31595e-05 5504
0.874831 3.19431e-05 6168
0.880682 3.16754e-05 5910
0.886294 3.04408e-05 6372
0.892352 2.97389e-05 6768
0.898399 2.81007e-05 6294
0.904229 2.73269e-05 6656
0.910231 2.64894e-05 7224
0.916513 2.49423e-05 6708
0.922651 2.38463e-05 7566
0.92895 2.31747e-05 7416
0.935092 2.3507e-05 6984
0.940995 2.20814e-05 7310
0.947406 2.19272e-05 8148
0.953652 2.07438e-05 7632
0.960017 2.02126e-05 8088
0.966595 1.90967e-05 8478
0.972908 1.89672e-05 8112
0.979222 1.83756e-05 8108
0.985855 1.74377e-05 9510
0.992666 1.70641e-05 8472
0.998881 1.65839e-05 8832
1.00551 1.58768e-05 8898
1.01216 1.58258e-05 10008
1.01908 1.45824e-05 9392
1.02599 1.40777e-05 10206
1.03271 1.37422e-05 9528
1.03948 1.33495e-05 10236
1.04641 1.32732e-05 10398
1.05346 1.22165e-05 10784
1.06036 1.19644e-05 10584
1.0676 1.17669e-05 11346
1.07471 1.13394e-05 11400
1.08175 1.09384e-05 11016
1.08895 1.06124e-05 11870
1.09637 1.02089e-05 12516
1.10369 1.00254e-05 11880
1.11092 9.4717e-06 11886
1.1181 9.32686e-06 13104
1.12573 9.08515e-06 12764
1.1332 8.62364e-06 13446
1.14081 8.3461e-06 13464
1.14829 7.91399e-06 13398
1.15605 7.91711e-06 14628
1.16374 7.54603e-06 14024
