# in Mpc/h Units 
# k P_nu(k) Nmodes
# a= 0.029907
# nk = 757
0.020944 0.0512474 6
0.0296192 0.0145397 12
0.036276 0.00624721 8
0.0418879 0.00335566 6
0.0468321 0.00207269 24
0.051302 0.00141442 24
0.0592384 0.000780161 12
0.0628319 0.000612451 30
0.0662306 0.000486198 24
0.0694632 0.000390576 24
0.072552 0.000318222 8
0.0755145 0.000262144 24
0.0783651 0.000214711 48
0.0837758 0.000149909 6
0.0863541 0.000127573 48
0.0888577 0.000107813 36
0.0912926 9.41702e-05 24
0.0936642 8.10961e-05 24
0.0959772 7.10346e-05 48
0.0982358 6.18063e-05 24
0.102604 4.8797e-05 24
0.10472 4.46852e-05 30
0.106794 4.05898e-05 72
0.108828 3.73815e-05 32
0.112787 3.14591e-05 72
0.114715 2.91264e-05 48
0.118477 2.4187e-05 12
0.120314 2.34853e-05 48
0.122123 2.19215e-05 48
0.123906 2.07573e-05 48
0.125664 1.92658e-05 30
0.127397 1.79244e-05 24
0.129107 1.65818e-05 72
0.132461 1.46453e-05 24
0.134107 1.35791e-05 96
0.135732 1.27829e-05 48
0.137339 1.19215e-05 24
0.138926 1.12192e-05 24
0.140496 1.03348e-05 72
0.142049 9.74993e-06 48
0.145104 8.61592e-06 8
0.146608 8.09748e-06 54
0.148096 7.54678e-06 84
0.14957 7.15328e-06 48
0.151029 6.68379e-06 24
0.152474 6.23057e-06 72
0.153906 6.00765e-06 96
0.15673 5.36759e-06 48
0.158123 5.02869e-06 48
0.159504 4.83517e-06 24
0.160874 4.59813e-06 72
0.163577 4.18492e-06 72
0.164913 4.08922e-06 96
0.167552 3.65048e-06 6
0.168856 3.60445e-06 96
0.170149 3.48031e-06 96
0.171434 3.28346e-06 24
0.172708 3.21841e-06 48
0.173974 3.03837e-06 96
0.17523 2.98913e-06 48
0.177715 2.8356e-06 36
0.178945 2.7074e-06 48
0.180167 2.62514e-06 120
0.18138 2.5187e-06 56
0.182585 2.44053e-06 24
0.183782 2.3642e-06 96
0.184972 2.23952e-06 48
0.187328 2.11766e-06 24
0.188496 2.05858e-06 102
0.190347 1.97931e-06 120
0.191954 1.90053e-06 48
0.193094 1.8078e-06 48
0.194226 1.76379e-06 120
0.196472 1.63787e-06 24
0.197585 1.60148e-06 144
0.199006 1.51473e-06 168
0.201976 1.42371e-06 48
0.203059 1.3544e-06 96
0.205208 1.24245e-06 24
0.206274 1.21223e-06 48
0.207335 1.17288e-06 108
0.20839 1.16744e-06 72
0.210326 1.08062e-06 198
0.211524 1.02244e-06 48
0.213587 9.84138e-07 72
0.214612 9.35087e-07 96
0.215631 9.06195e-07 72
0.216957 9.00939e-07 104
0.218661 8.35318e-07 72
0.219662 8.17073e-07 144
0.223129 7.48319e-07 192
0.224599 7.32656e-07 48
0.22618 7.02085e-07 192
0.22751 6.74928e-07 72
0.229429 6.42157e-07 48
0.230383 6.38864e-07 78
0.231604 6.19534e-07 168
0.23416 5.73893e-07 144
0.235095 5.66804e-07 144
0.236954 5.62454e-07 12
0.238108 5.30734e-07 192
0.239975 5.10981e-07 168
0.241537 5.03315e-07 48
0.242444 4.84829e-07 168
0.244844 4.59425e-07 144
0.246417 4.37998e-07 168
0.248401 4.24816e-07 144
