# in Mpc/h Units 
# k P_nu(k) Nmodes
# a= 0.02
# nk = 757
0.020944 0.0101465 6
0.0296192 0.00277158 12
0.036276 0.00116273 8
0.0418879 0.000614109 6
0.0468321 0.000374825 24
0.051302 0.000253091 24
0.0592384 0.00013743 12
0.0628319 0.00010709 30
0.0662306 8.46454e-05 24
0.0694632 6.77863e-05 24
0.072552 5.50217e-05 8
0.0755145 4.5111e-05 24
0.0783651 3.69358e-05 48
0.0837758 2.56502e-05 6
0.0863541 2.17408e-05 48
0.0888577 1.83726e-05 36
0.0912926 1.59368e-05 24
0.0936642 1.37276e-05 24
0.0959772 1.19969e-05 48
0.0982358 1.0464e-05 24
0.102604 8.26157e-06 24
0.10472 7.5209e-06 30
0.106794 6.82591e-06 72
0.108828 6.26234e-06 32
0.112787 5.27075e-06 72
0.114715 4.87265e-06 48
0.118477 4.08899e-06 12
0.120314 3.91367e-06 48
0.122123 3.65086e-06 48
0.123906 3.43709e-06 48
0.125664 3.19488e-06 30
0.127397 2.97234e-06 24
0.129107 2.75689e-06 72
0.132461 2.42224e-06 24
0.134107 2.25046e-06 96
0.135732 2.11223e-06 48
0.137339 1.96906e-06 24
0.138926 1.84795e-06 24
0.140496 1.71036e-06 72
0.142049 1.60833e-06 48
0.145104 1.41877e-06 8
0.146608 1.33114e-06 54
0.148096 1.24324e-06 84
0.14957 1.17476e-06 48
0.151029 1.10035e-06 24
0.152474 1.029e-06 72
0.153906 9.85217e-07 96
0.15673 8.80491e-07 48
0.158123 8.28852e-07 48
0.159504 7.94362e-07 24
0.160874 7.55374e-07 72
0.163577 6.87518e-07 72
0.164913 6.67694e-07 96
0.167552 6.01903e-07 6
0.168856 5.88394e-07 96
0.170149 5.6759e-07 96
0.171434 5.3856e-07 24
0.172708 5.24629e-07 48
0.173974 4.99009e-07 96
0.17523 4.8775e-07 48
0.177715 4.59854e-07 36
0.178945 4.40773e-07 48
0.180167 4.2741e-07 120
0.18138 4.10694e-07 56
0.182585 3.98395e-07 24
0.183782 3.85214e-07 96
0.184972 3.67323e-07 48
0.187328 3.45912e-07 24
0.188496 3.36106e-07 102
0.190347 3.21442e-07 120
0.191954 3.07913e-07 48
0.193094 2.94745e-07 48
0.194226 2.86457e-07 120
0.196472 2.6632e-07 24
0.197585 2.59597e-07 144
0.199006 2.46461e-07 168
0.201976 2.29199e-07 48
0.203059 2.19279e-07 96
0.205208 2.02568e-07 24
0.206274 1.97038e-07 48
0.207335 1.90761e-07 108
0.20839 1.88101e-07 72
0.210326 1.75114e-07 198
0.211524 1.66666e-07 48
0.213587 1.59407e-07 72
0.214612 1.52374e-07 96
0.215631 1.47913e-07 72
0.216957 1.4539e-07 104
0.218661 1.35963e-07 72
0.219662 1.32782e-07 144
0.223129 1.21386e-07 192
0.224599 1.18197e-07 48
0.22618 1.13415e-07 192
0.22751 1.09205e-07 72
0.229429 1.0414e-07 48
0.230383 1.02834e-07 78
0.231604 9.98493e-08 168
0.23416 9.30086e-08 144
0.235095 9.15954e-08 144
0.236954 8.98937e-08 12
0.238108 8.57537e-08 192
0.239975 8.24254e-08 168
0.241537 8.06619e-08 48
0.242444 7.81425e-08 168
0.244844 7.40845e-08 144
0.246417 7.09299e-08 168
0.248401 6.84891e-08 144
0.249576 6.61679e-08 48
0.251327 6.68121e-08 30
0.252777 6.25599e-08 288
0.254191 6.02322e-08 80
0.25601 5.81967e-08 288
0.258214 5.52871e-08 72
0.2594 5.37371e-08 240
0.26075 5.1706e-08 96
0.262904 4.9311e-08 168
0.265657 4.64366e-08 216
0.266722 4.56095e-08 132
0.268622 4.3523e-08 192
0.269844 4.19153e-08 120
0.271964 3.99492e-08 126
0.273543 3.84283e-08 288
0.275842 3.67933e-08 312
0.277853 3.53549e-08 24
0.279641 3.36891e-08 264
0.28148 3.25616e-08 192
0.282936 3.13063e-08 192
0.285198 2.97286e-08 336
0.286404 2.89656e-08 48
0.288084 2.86752e-08 240
0.291553 2.65163e-08 296
0.292736 2.55534e-08 150
0.294335 2.51292e-08 240
0.296659 2.39768e-08 228
0.298323 2.31267e-08 216
0.300394 2.24613e-08 336
0.302928 2.13205e-08 360
0.304588 2.03301e-08 144
0.305974 1.9577e-08 168
0.308578 1.91455e-08 312
0.310884 1.82167e-08 288
0.312408 1.77095e-08 192
0.314799 1.70611e-08 366
0.317265 1.6472e-08 408
0.319597 1.56354e-08 168
0.320771 1.53543e-08 336
0.3227 1.4619e-08 240
0.32574 1.37289e-08 380
0.32795 1.34787e-08 384
0.330224 1.27358e-08 240
0.331726 1.263e-08 360
0.333831 1.19627e-08 198
0.336246 1.15048e-08 384
0.338319 1.09278e-08 384
0.341157 1.04487e-08 432
0.343593 1.00567e-08 528
0.346262 9.66288e-09 288
0.347842 9.3064e-09 288
0.350326 8.93877e-09 456
0.352828 8.52914e-09 360
0.354442 8.30721e-09 180
0.356776 8.03768e-09 486
0.359142 7.67898e-09 504
0.361681 7.45042e-09 512
0.363857 7.19094e-09 264
0.366441 6.95524e-09 600
0.368657 6.71517e-09 288
0.371486 6.37414e-09 672
0.374587 6.08513e-09 408
0.376839 5.77297e-09 462
0.379079 5.63653e-09 600
0.38178 5.39789e-09 504
0.384712 5.16182e-09 324
0.386663 5.00763e-09 744
0.389313 4.83241e-09 456
0.39167 4.64734e-09 432
0.394428 4.43736e-09 720
0.397811 4.22599e-09 534
0.400019 4.09113e-09 536
0.402781 3.86079e-09 624
0.405015 3.79567e-09 600
0.40766 3.60317e-09 696
0.410865 3.46744e-09 456
0.413244 3.34756e-09 732
0.416084 3.21943e-09 600
0.418986 3.10038e-09 702
0.421544 2.96967e-09 672
0.424534 2.85458e-09 768
0.42751 2.71923e-09 768
0.430034 2.66609e-09 408
0.432751 2.53165e-09 1080
0.436344 2.44508e-09 632
0.438896 2.32483e-09 750
0.44171 2.25855e-09 696
0.444585 2.18592e-09 876
0.447784 2.06229e-09 864
0.45034 1.9948e-09 768
0.453413 1.93317e-09 888
0.456575 1.83349e-09 816
0.459787 1.75846e-09 654
0.462622 1.70446e-09 1296
0.465862 1.62155e-09 816
0.468802 1.56118e-09 816
0.471915 1.49531e-09 1088
0.475472 1.4428e-09 1020
0.478779 1.37997e-09 1032
0.481919 1.32118e-09 942
0.484939 1.276e-09 1032
0.488502 1.22777e-09 1128
0.491034 1.18508e-09 888
0.494348 1.1402e-09 1176
0.497688 1.10327e-09 960
0.500527 1.04768e-09 1110
0.504331 1.00879e-09 1116
0.507364 9.70299e-10 1352
0.510774 9.33371e-10 1200
0.514275 9.02698e-10 1224
0.517978 8.54105e-10 1320
0.521294 8.13973e-10 1128
0.524822 7.95695e-10 1518
0.527973 7.67432e-10 1080
0.531698 7.26153e-10 1524
0.535226 6.99257e-10 1416
0.539103 6.65501e-10 1704
0.543 6.41118e-10 1088
0.546011 6.17496e-10 1446
0.549827 5.96044e-10 1800
0.55369 5.72098e-10 1512
0.557166 5.48123e-10 1392
0.560475 5.32738e-10 1392
0.564609 5.0578e-10 1962
0.56859 4.8385e-10 1776
0.572441 4.64046e-10 1680
0.5763 4.47211e-10 1776
0.580121 4.2682e-10 1544
0.583625 4.12583e-10 1896
0.587525 3.94992e-10 1662
0.591428 3.82617e-10 1908
0.595301 3.6596e-10 2184
0.599624 3.4617e-10 1848
0.603294 3.36905e-10 1848
0.60771 3.18791e-10 2238
0.611568 3.08795e-10 2088
0.615779 2.96215e-10 2192
0.619303 2.87038e-10 1536
0.623194 2.73145e-10 2412
0.627636 2.64904e-10 2262
0.631826 2.54368e-10 2448
0.635971 2.43302e-10 2040
0.64039 2.32728e-10 2976
0.644956 2.22633e-10 2184
0.649302 2.12568e-10 2550
0.653461 2.04795e-10 2396
0.657644 1.9782e-10 2760
0.662026 1.8869e-10 2424
0.666685 1.8292e-10 2832
0.670916 1.73602e-10 2574
0.675462 1.67557e-10 3024
0.679703 1.61374e-10 2484
0.684292 1.54397e-10 3168
0.688927 1.48947e-10 2894
0.693468 1.4216e-10 2856
0.698026 1.37579e-10 3384
0.702952 1.31184e-10 3240
0.707372 1.26171e-10 2856
0.712317 1.21469e-10 3474
0.716936 1.16305e-10 3432
0.721869 1.11046e-10 3552
0.726964 1.07135e-10 3560
0.73163 1.01696e-10 3270
0.736224 9.81433e-11 3552
0.74119 9.37737e-11 3780
0.746118 9.08729e-11 3960
0.751313 8.68433e-11 3696
0.756133 8.32222e-11 3726
0.761156 8.02228e-11 4376
0.766095 7.64457e-11 3648
0.771205 7.34798e-11 4332
0.776456 7.06531e-11 4254
0.781432 6.81477e-11 4296
0.786733 6.49439e-11 4320
0.791574 6.27877e-11 4368
0.797255 6.00798e-11 4826
0.802676 5.76056e-11 5016
0.808005 5.5378e-11 4608
0.813482 5.30126e-11 4824
0.818759 5.10074e-11 4950
0.824173 4.85425e-11 5232
0.829708 4.69558e-11 4980
0.834919 4.50101e-11 4838
0.840568 4.32365e-11 6024
0.846479 4.11863e-11 5520
0.851948 3.95515e-11 5400
0.857592 3.79835e-11 5538
0.863369 3.62936e-11 6456
0.869182 3.51114e-11 5504
