# in Mpc/h Units 
# k P_nu(k) Nmodes
# a= 0.816079
# nk = 757
0.020944 2135.17 6
0.0296192 950.411 12
0.036276 506.818 8
0.0418879 320.554 6
0.0468321 215.545 24
0.051302 169.534 24
0.0592384 112.075 12
0.0628319 101.751 30
0.0662306 83.938 24
0.0694632 65.9653 24
0.072552 53.2149 8
0.0755145 50.552 24
0.0783651 35.3987 48
0.0837758 26.1954 6
0.0863541 25.9241 48
0.0888577 19.5045 36
0.0912926 21.8906 24
0.0936642 17.5332 24
0.0959772 17.089 48
0.0982358 12.4767 24
0.102604 8.28204 24
0.10472 10.0312 30
0.106794 9.38359 72
0.108828 9.31284 32
0.112787 7.30711 72
0.114715 7.58241 48
0.118477 3.04291 12
0.120314 6.44183 48
0.122123 5.48182 48
0.123906 6.89129 48
0.125664 5.66353 30
0.127397 4.64129 24
0.129107 4.04951 72
0.132461 4.76581 24
0.134107 3.50813 96
0.135732 3.49653 48
0.137339 2.93347 24
0.138926 3.65493 24
0.140496 2.3851 72
0.142049 2.52425 48
0.145104 3.86364 8
0.146608 2.80975 54
0.148096 2.32758 84
0.14957 2.60053 48
0.151029 1.79013 24
0.152474 1.46876 72
0.153906 2.32955 96
0.15673 1.85655 48
0.158123 1.468 48
0.159504 1.75181 24
0.160874 1.3763 72
0.163577 1.45116 72
0.164913 1.50519 96
0.167552 0.563231 6
0.168856 1.41299 96
0.170149 1.27717 96
0.171434 1.0546 24
0.172708 1.17371 48
0.173974 1.13491 96
0.17523 1.14465 48
0.177715 1.27988 36
0.178945 1.1628 48
0.180167 0.987524 120
0.18138 1.00322 56
0.182585 0.803462 24
0.183782 1.00362 96
0.184972 0.615478 48
0.187328 0.741702 24
0.188496 0.60941 102
0.190347 0.80436 120
0.191954 0.783132 48
0.193094 0.728405 48
0.194226 0.725565 120
0.196472 0.594634 24
0.197585 0.665512 144
0.199006 0.640412 168
0.201976 0.582244 48
0.203059 0.636085 96
0.205208 0.363185 24
0.206274 0.404997 48
0.207335 0.405589 108
0.20839 0.689194 72
0.210326 0.46139 198
0.211524 0.452305 48
0.213587 0.412737 72
0.214612 0.299452 96
0.215631 0.344783 72
0.216957 0.441615 104
0.218661 0.342146 72
0.219662 0.33963 144
0.223129 0.336828 192
0.224599 0.351775 48
0.22618 0.319735 192
0.22751 0.316601 72
0.229429 0.23765 48
0.230383 0.398644 78
0.231604 0.321901 168
0.23416 0.312608 144
0.235095 0.263266 144
0.236954 0.212314 12
0.238108 0.26864 192
0.239975 0.275327 168
0.241537 0.213313 48
0.242444 0.21825 168
0.244844 0.215036 144
0.246417 0.17447 168
0.248401 0.211885 144
0.249576 0.185572 48
0.251327 0.271718 30
0.252777 0.182174 288
0.254191 0.132573 80
0.25601 0.178206 288
0.258214 0.138796 72
0.2594 0.172933 240
0.26075 0.148501 96
0.262904 0.148754 168
0.265657 0.14786 216
0.266722 0.158561 132
0.268622 0.155048 192
0.269844 0.136797 120
0.271964 0.132947 126
0.273543 0.126842 288
0.275842 0.12452 312
0.277853 0.0865546 24
0.279641 0.123532 264
0.28148 0.135857 192
0.282936 0.0960699 192
0.285198 0.113529 336
0.286404 0.129227 48
0.288084 0.0939321 240
0.291553 0.0897747 296
0.292736 0.0862547 150
0.294335 0.104072 240
0.296659 0.0689758 228
0.298323 0.083565 216
0.300394 0.0771235 336
0.302928 0.0899194 360
0.304588 0.0752098 144
0.305974 0.0828301 168
0.308578 0.0755442 312
0.310884 0.0692793 288
0.312408 0.0649732 192
0.314799 0.0611779 366
0.317265 0.0684121 408
0.319597 0.0578144 168
0.320771 0.0670195 336
0.3227 0.049784 240
0.32574 0.0550648 380
0.32795 0.0546212 384
0.330224 0.0523744 240
0.331726 0.0551674 360
0.333831 0.0458235 198
0.336246 0.0509227 384
0.338319 0.0508775 384
0.341157 0.0520059 432
0.343593 0.0471272 528
0.346262 0.0475207 288
0.347842 0.0453504 288
0.350326 0.0373741 456
0.352828 0.0366078 360
0.354442 0.0380501 180
0.356776 0.0390822 486
0.359142 0.0392511 504
0.361681 0.0346968 512
0.363857 0.031653 264
0.366441 0.0311137 600
0.368657 0.0326879 288
0.371486 0.0293314 672
0.374587 0.0358262 408
0.376839 0.0291071 462
0.379079 0.028259 600
0.38178 0.0289224 504
0.384712 0.0258941 324
0.386663 0.0266049 744
0.389313 0.0278525 456
0.39167 0.0240423 432
0.394428 0.0221454 720
0.397811 0.0227256 534
0.400019 0.0198316 536
0.402781 0.0218798 624
0.405015 0.0218333 600
0.40766 0.0210466 696
0.410865 0.0191197 456
0.413244 0.0189983 732
0.416084 0.018017 600
0.418986 0.0165907 702
0.421544 0.0163171 672
0.424534 0.017356 768
