# in Mpc/h Units 
# k P_nu(k) Nmodes
# a= 0.735034
# nk = 757
0.020944 1744.96 6
0.0296192 766.402 12
0.036276 406.298 8
0.0418879 255.597 6
0.0468321 171.48 24
0.051302 133.974 24
0.0592384 87.9652 12
0.0628319 79.2702 30
0.0662306 65.254 24
0.0694632 51.384 24
0.072552 41.601 8
0.0755145 39.1397 24
0.0783651 27.7309 48
0.0837758 20.4385 6
0.0863541 20.0449 48
0.0888577 15.1975 36
0.0912926 16.8573 24
0.0936642 13.5394 24
0.0959772 13.0852 48
0.0982358 9.61844 24
0.102604 6.45795 24
0.10472 7.70919 30
0.106794 7.17721 72
0.108828 7.13092 32
0.112787 5.60917 72
0.114715 5.76039 48
0.118477 2.40294 12
0.120314 4.89025 48
0.122123 4.19588 48
0.123906 5.20073 48
0.125664 4.31187 30
0.127397 3.57808 24
0.129107 3.09946 72
0.132461 3.59109 24
0.134107 2.68664 96
0.135732 2.68818 48
0.137339 2.28275 24
0.138926 2.77603 24
0.140496 1.84569 72
0.142049 1.94427 48
0.145104 2.839 8
0.146608 2.1116 54
0.148096 1.75981 84
0.14957 1.94465 48
0.151029 1.37824 24
0.152474 1.12298 72
0.153906 1.73478 96
0.15673 1.3936 48
0.158123 1.10283 48
0.159504 1.29582 24
0.160874 1.04551 72
0.163577 1.08331 72
0.164913 1.13104 96
0.167552 0.445278 6
0.168856 1.05384 96
0.170149 0.962282 96
0.171434 0.782374 24
0.172708 0.882645 48
0.173974 0.830975 96
0.17523 0.853526 48
0.177715 0.95381 36
0.178945 0.858933 48
0.180167 0.740434 120
0.18138 0.747194 56
0.182585 0.60453 24
0.183782 0.742372 96
0.184972 0.466527 48
0.187328 0.55743 24
0.188496 0.461477 102
0.190347 0.601813 120
0.191954 0.586265 48
0.193094 0.537166 48
0.194226 0.541092 120
0.196472 0.447613 24
0.197585 0.496972 144
0.199006 0.474931 168
0.201976 0.446316 48
0.203059 0.47565 96
0.205208 0.2658 24
0.206274 0.300887 48
0.207335 0.302134 108
0.20839 0.507097 72
0.210326 0.340352 198
0.211524 0.327023 48
0.213587 0.304771 72
0.214612 0.21953 96
0.215631 0.251009 72
0.216957 0.324151 104
0.218661 0.249993 72
0.219662 0.249567 144
0.223129 0.247093 192
0.224599 0.258164 48
0.22618 0.23709 192
0.22751 0.228604 72
0.229429 0.175416 48
0.230383 0.286523 78
0.231604 0.234752 168
0.23416 0.225278 144
0.235095 0.191972 144
0.236954 0.154344 12
0.238108 0.194328 192
0.239975 0.200723 168
0.241537 0.160803 48
0.242444 0.159622 168
0.244844 0.158135 144
0.246417 0.126301 168
0.248401 0.153838 144
0.249576 0.13328 48
0.251327 0.201253 30
0.252777 0.134107 288
0.254191 0.0983946 80
0.25601 0.130564 288
0.258214 0.103606 72
0.2594 0.125041 240
0.26075 0.108785 96
0.262904 0.106265 168
0.265657 0.108045 216
0.266722 0.115325 132
0.268622 0.113706 192
0.269844 0.0979919 120
0.271964 0.0961065 126
0.273543 0.0926109 288
