# in Mpc/h Units 
# k P_nu(k) Nmodes
# a= 0.719817
# nk = 757
0.020944 1672.16 6
0.0296192 732.402 12
0.036276 387.802 8
0.0418879 243.693 6
0.0468321 163.419 24
0.051302 127.504 24
0.0592384 83.5999 12
0.0628319 75.2224 30
0.0662306 61.8963 24
0.0694632 48.7605 24
0.072552 39.5047 8
0.0755145 37.0954 24
0.0783651 26.3451 48
0.0837758 19.4021 6
0.0863541 18.9933 48
0.0888577 14.423 36
0.0912926 15.9589 24
0.0936642 12.8256 24
0.0959772 12.3744 48
0.0982358 9.10953 24
0.102604 6.13075 24
0.10472 7.29627 30
0.106794 6.78662 72
0.108828 6.74376 32
0.112787 5.30763 72
0.114715 5.4393 48
0.118477 2.28756 12
0.120314 4.61691 48
0.122123 3.96805 48
0.123906 4.90373 48
0.125664 4.07286 30
0.127397 3.38813 24
0.129107 2.93133 72
0.132461 3.38511 24
0.134107 2.54102 96
0.135732 2.54409 48
0.137339 2.16554 24
0.138926 2.62073 24
0.140496 1.74935 72
0.142049 1.84093 48
0.145104 2.66233 8
0.146608 1.98952 54
0.148096 1.66012 84
0.14957 1.83041 48
0.151029 1.30486 24
0.152474 1.06207 72
0.153906 1.63137 96
0.15673 1.31273 48
0.158123 1.0392 48
0.159504 1.21724 24
0.160874 0.987216 72
0.163577 1.01931 72
0.164913 1.06563 96
0.167552 0.424152 6
0.168856 0.991414 96
0.170149 0.90708 96
0.171434 0.735521 24
0.172708 0.83176 48
0.173974 0.778966 96
0.17523 0.802926 48
0.177715 0.897061 36
0.178945 0.806493 48
0.180167 0.697348 120
0.18138 0.702675 56
0.182585 0.569817 24
0.183782 0.697188 96
0.184972 0.44041 48
0.187328 0.525153 24
0.188496 0.435564 102
0.190347 0.566484 120
0.191954 0.551955 48
0.193094 0.504248 48
0.194226 0.509002 120
0.196472 0.421928 24
0.197585 0.467668 144
0.199006 0.446223 168
0.201976 0.422074 48
0.203059 0.447597 96
0.205208 0.249313 24
0.206274 0.282955 48
0.207335 0.284282 108
0.20839 0.475608 72
0.210326 0.319513 198
0.211524 0.305752 48
0.213587 0.286193 72
0.214612 0.205919 96
0.215631 0.23503 72
0.216957 0.303959 104
0.218661 0.234223 72
0.219662 0.234082 144
0.223129 0.231692 192
0.224599 0.242095 48
0.22618 0.222782 192
0.22751 0.213713 72
0.229429 0.164732 48
0.230383 0.267558 78
0.231604 0.219856 168
0.23416 0.21045 144
0.235095 0.179808 144
0.236954 0.144724 12
0.238108 0.181699 192
0.239975 0.187957 168
0.241537 0.15163 48
0.242444 0.149628 168
0.244844 0.148353 144
0.246417 0.118176 168
0.248401 0.143951 144
0.249576 0.124406 48
0.251327 0.189094 30
0.252777 0.125885 288
0.254191 0.0925498 80
0.25601 0.122432 288
0.258214 0.097542 72
0.2594 0.116946 240
0.26075 0.101997 96
0.262904 0.0991658 168
0.265657 0.101265 216
0.266722 0.107988 132
0.268622 0.106632 192
0.269844 0.0914847 120
0.271964 0.0898754 126
0.273543 0.086769 288
0.275842 0.0862878 312
0.277853 0.0600931 24
0.279641 0.0844074 264
0.28148 0.0919281 192
0.282936 0.066055 192
0.285198 0.076016 336
0.286404 0.0882167 48
0.288084 0.0667207 240
0.291553 0.0616823 296
0.292736 0.0564306 150
0.294335 0.0693782 240
0.296659 0.0478954 228
0.298323 0.0560002 216
