# in Mpc/h Units 
# k P_nu(k) Nmodes
# a= 0.268636
# nk = 757
0.020944 122.524 6
0.0296192 46.3691 12
0.036276 22.9773 8
0.0418879 13.6623 6
0.0468321 8.94941 24
0.051302 6.58164 24
0.0592384 4.02986 12
0.0628319 3.39286 30
0.0662306 2.75124 24
0.0694632 2.20759 24
0.072552 1.82139 8
0.0755145 1.58696 24
0.0783651 1.23715 48
0.0837758 0.88914 6
0.0863541 0.803812 48
0.0888577 0.652836 36
0.0912926 0.639439 24
0.0936642 0.533311 24
0.0959772 0.483407 48
0.0982358 0.388887 24
0.102604 0.290043 24
0.10472 0.297725 30
0.106794 0.271275 72
0.108828 0.263368 32
0.112787 0.214827 72
0.114715 0.204658 48
0.118477 0.127435 12
0.120314 0.170676 48
0.122123 0.156499 48
0.123906 0.167003 48
0.125664 0.148616 30
0.127397 0.134091 24
0.129107 0.117224 72
0.132461 0.115827 24
0.134107 0.099704 96
0.135732 0.0983493 48
0.137339 0.0900824 24
0.138926 0.0917456 24
0.140496 0.0741105 72
0.142049 0.073885 48
0.145104 0.0740236 8
0.146608 0.0667309 54
0.148096 0.0590724 84
0.14957 0.0595045 48
0.151029 0.0515292 24
0.152474 0.0440863 72
0.153906 0.0508475 96
0.15673 0.0439158 48
0.158123 0.0373501 48
0.159504 0.038718 24
0.160874 0.0360389 72
0.163577 0.033297 72
0.164913 0.0353526 96
0.167552 0.0234276 6
0.168856 0.0313126 96
0.170149 0.0303101 96
0.171434 0.0251678 24
0.172708 0.0278333 48
0.173974 0.0235674 96
0.17523 0.0255472 48
0.177715 0.0269744 36
0.178945 0.0240141 48
0.180167 0.0229091 120
0.18138 0.0217588 56
0.182585 0.0200598 24
0.183782 0.0207177 96
0.184972 0.0166705 48
0.187328 0.0173012 24
0.188496 0.0162665 102
0.190347 0.0178483 120
0.191954 0.0175832 48
0.193094 0.0153179 48
0.194226 0.0157918 120
0.196472 0.0141988 24
0.197585 0.0146988 144
0.199006 0.0132449 168
0.201976 0.014263 48
0.203059 0.0131231 96
0.205208 0.00904906 24
0.206274 0.00979449 48
0.207335 0.00971675 108
0.20839 0.0122358 72
0.210326 0.00962338 198
0.211524 0.00830146 48
0.213587 0.00881237 72
0.214612 0.0070137 96
0.215631 0.00701405 72
0.216957 0.008573 104
0.218661 0.00680386 72
0.219662 0.00688978 144
0.223129 0.00661169 192
0.224599 0.00690815 48
0.22618 0.00661547 192
0.22751 0.00594117 72
0.229429 0.00536874 48
0.230383 0.00646702 78
0.231604 0.00595835 168
0.23416 0.00520834 144
0.235095 0.00511194 144
0.236954 0.00541807 12
0.238108 0.00483098 192
0.239975 0.00494815 168
0.241537 0.00503668 48
0.242444 0.00445755 168
0.244844 0.00428963 144
0.246417 0.00361244 168
0.248401 0.00393367 144
0.249576 0.00329897 48
