# in Mpc/h Units 
# k P_nu(k) Nmodes
# a= 0.288661
# nk = 757
0.020944 152.28 6
0.0296192 58.2652 12
0.036276 29.0217 8
0.0418879 17.326 6
0.0468321 11.3706 24
0.051302 8.39323 24
0.0592384 5.16357 12
0.0628319 4.36498 30
0.0662306 3.54246 24
0.0694632 2.83985 24
0.072552 2.34235 8
0.0755145 2.04891 24
0.0783651 1.58978 48
0.0837758 1.14402 6
0.0863541 1.0388 48
0.0888577 0.840659 36
0.0912926 0.829801 24
0.0936642 0.690353 24
0.0959772 0.627596 48
0.0982358 0.501901 24
0.102604 0.372298 24
0.10472 0.385532 30
0.106794 0.351412 72
0.108828 0.34212 32
0.112787 0.278382 72
0.114715 0.266007 48
0.118477 0.161853 12
0.120314 0.222207 48
0.122123 0.203186 48
0.123906 0.218772 48
0.125664 0.194001 30
0.127397 0.174449 24
0.129107 0.152027 72
0.132461 0.151579 24
0.134107 0.129567 96
0.135732 0.128145 48
0.137339 0.11706 24
0.138926 0.120161 24
0.140496 0.0959992 72
0.142049 0.0960482 48
0.145104 0.0977893 8
0.146608 0.0874629 54
0.148096 0.0771398 84
0.14957 0.0780782 48
0.151029 0.0670755 24
0.152474 0.0570366 72
0.153906 0.06685 96
0.15673 0.0575362 48
0.158123 0.0486191 48
0.159504 0.0507088 24
0.160874 0.0470282 72
0.163577 0.0436055 72
0.164913 0.0464106 96
0.167552 0.0299357 6
0.168856 0.0411783 96
0.170149 0.0397987 96
0.171434 0.0328061 24
0.172708 0.0365292 48
0.173974 0.0308584 96
0.17523 0.0335586 48
0.177715 0.0356436 36
0.178945 0.0316432 48
0.180167 0.030089 120
0.18138 0.0286313 56
0.182585 0.0262144 24
0.183782 0.0272958 96
0.184972 0.0216701 48
0.187328 0.0226845 24
0.188496 0.021186 102
0.190347 0.0235059 120
0.191954 0.0231645 48
0.193094 0.0201274 48
0.194226 0.0207976 120
0.196472 0.018643 24
0.197585 0.0193686 144
0.199006 0.017457 168
0.201976 0.0188441 48
0.203059 0.0173941 96
0.205208 0.0116996 24
0.206274 0.0127705 48
0.207335 0.012704 108
0.20839 0.0163165 72
0.210326 0.0126664 198
0.211524 0.0109171 48
0.213587 0.0115865 72
0.214612 0.00910621 96
0.215631 0.00917004 72
0.216957 0.0113307 104
0.218661 0.00893002 72
0.219662 0.00905613 144
0.223129 0.00872057 192
0.224599 0.00912563 48
0.22618 0.00873754 192
0.22751 0.00781828 72
0.229429 0.00702217 48
0.230383 0.00860989 78
0.231604 0.00788739 168
0.23416 0.00690447 144
0.235095 0.00673798 144
0.236954 0.00706792 12
0.238108 0.00637843 192
0.239975 0.0065648 168
0.241537 0.00664276 48
0.242444 0.00586847 168
0.244844 0.00566306 144
0.246417 0.00472472 168
0.248401 0.00519282 144
0.249576 0.00432265 48
0.251327 0.00704238 30
0.252777 0.00500414 288
0.254191 0.00427935 80
0.25601 0.00472136 288
0.258214 0.00427432 72
0.2594 0.00428973 240
0.26075 0.00391515 96
0.262904 0.00364687 168
0.265657 0.00379839 216
0.266722 0.00394829 132
0.268622 0.00384901 192
0.269844 0.00325613 120
0.271964 0.00319257 126
0.273543 0.00311745 288
0.275842 0.00319542 312
0.277853 0.00284004 24
0.279641 0.0028797 264
0.28148 0.0029737 192
0.282936 0.00249284 192
0.285198 0.00238865 336
0.286404 0.00270571 48
0.288084 0.0027944 240
0.291553 0.00226407 296
0.292736 0.00192908 150
0.294335 0.00220917 240
0.296659 0.00201402 228
0.298323 0.00191867 216
0.300394 0.0019881 336
0.302928 0.00194107 360
0.304588 0.00147529 144
0.305974 0.00146139 168
0.308578 0.0017266 312
0.310884 0.00137976 288
0.312408 0.00136501 192
0.314799 0.00141368 366
0.317265 0.00153047 408
0.319597 0.00141697 168
0.320771 0.00135167 336
0.3227 0.00126416 240
0.32574 0.00106092 380
0.32795 0.00128829 384
0.330224 0.00109144 240
0.331726 0.00123437 360
0.333831 0.000955769 198
0.336246 0.00105058 384
0.338319 0.000967317 384
0.341157 0.000947657 432
0.343593 0.000862863 528
0.346262 0.000909915 288
0.347842 0.00081613 288
0.350326 0.000766216 456
0.352828 0.000727742 360
0.354442 0.000756643 180
0.356776 0.000746995 486
0.359142 0.000707391 504
0.361681 0.000694049 512
0.363857 0.000675945 264
0.366441 0.000676884 600
0.368657 0.000693888 288
0.371486 0.000598225 672
0.374587 0.000634059 408
0.376839 0.000506355 462
0.379079 0.000530055 600
0.38178 0.000517939 504
0.384712 0.000480695 324
0.386663 0.00046126 744
0.389313 0.00048834 456
0.39167 0.000444636 432
0.394428 0.000418757 720
0.397811 0.000431093 534
0.400019 0.00038469 536
0.402781 0.000353194 624
0.405015 0.000374513 600
0.40766 0.00032056 696
0.410865 0.00032897 456
0.413244 0.000336406 732
0.416084 0.000310338 600
0.418986 0.000315035 702
0.421544 0.000282248 672
0.424534 0.000302218 768
0.42751 0.000271707 768
0.430034 0.000263893 408
0.432751 0.000252768 1080
0.436344 0.000244668 632
0.438896 0.000230092 750
0.44171 0.000234123 696
0.444585 0.000250066 876
0.447784 0.000209041 864
0.45034 0.000209549 768
0.453413 0.000203097 888
0.456575 0.000189135 816
0.459787 0.000178884 654
0.462622 0.000168969 1296
0.465862 0.000177196 816
0.468802 0.000165329 816
0.471915 0.000149457 1088
0.475472 0.00015522 1020
0.478779 0.000141022 1032
0.481919 0.000141787 942
0.484939 0.000135188 1032
0.488502 0.000136501 1128
0.491034 0.000123742 888
0.494348 0.000127384 1176
0.497688 0.00012094 960
0.500527 0.000112875 1110
0.504331 0.000112368 1116
0.507364 0.000110987 1352
0.510774 0.000104231 1200
0.514275 0.000102862 1224
0.517978 9.50685e-05 1320
0.521294 8.77252e-05 1128
0.524822 9.01808e-05 1518
0.527973 8.81288e-05 1080
0.531698 7.96509e-05 1524
0.535226 8.15077e-05 1416
0.539103 7.42438e-05 1704
0.543 6.79485e-05 1088
0.546011 6.89168e-05 1446
0.549827 7.02946e-05 1800
0.55369 6.50785e-05 1512
0.557166 6.1835e-05 1392
0.560475 6.32772e-05 1392
0.564609 5.81128e-05 1962
0.56859 5.79633e-05 1776
0.572441 5.55685e-05 1680
0.5763 5.19134e-05 1776
0.580121 5.08775e-05 1544
0.583625 4.84222e-05 1896
0.587525 4.46693e-05 1662
0.591428 4.55471e-05 1908
0.595301 4.45432e-05 2184
0.599624 4.17646e-05 1848
0.603294 4.17862e-05 1848
0.60771 3.92354e-05 2238
0.611568 3.87288e-05 2088
0.615779 3.72171e-05 2192
0.619303 3.51416e-05 1536
0.623194 3.44534e-05 2412
0.627636 3.30526e-05 2262
0.631826 3.08389e-05 2448
0.635971 3.1501e-05 2040
0.64039 3.02138e-05 2976
0.644956 2.86599e-05 2184
0.649302 2.58955e-05 2550
0.653461 2.5434e-05 2396
0.657644 2.40642e-05 2760
0.662026 2.40403e-05 2424
0.666685 2.31776e-05 2832
0.670916 2.25542e-05 2574
0.675462 2.19675e-05 3024
0.679703 2.09055e-05 2484
0.684292 1.96301e-05 3168
0.688927 1.99617e-05 2894
0.693468 1.8977e-05 2856
0.698026 1.82041e-05 3384
0.702952 1.77925e-05 3240
0.707372 1.72228e-05 2856
0.712317 1.58439e-05 3474
0.716936 1.58822e-05 3432
0.721869 1.54028e-05 3552
0.726964 1.51154e-05 3560
0.73163 1.44385e-05 3270
0.736224 1.32283e-05 3552
0.74119 1.30944e-05 3780
0.746118 1.23953e-05 3960
0.751313 1.26483e-05 3696
0.756133 1.15789e-05 3726
0.761156 1.09741e-05 4376
0.766095 1.07069e-05 3648
0.771205 9.83035e-06 4332
0.776456 9.74657e-06 4254
0.781432 9.79906e-06 4296
0.786733 9.35317e-06 4320
0.791574 9.16545e-06 4368
0.797255 8.78247e-06 4826
0.802676 8.17235e-06 5016
0.808005 8.09196e-06 4608
0.813482 7.90015e-06 4824
0.818759 7.64042e-06 4950
0.824173 7.30808e-06 5232
0.829708 7.01246e-06 4980
0.834919 6.86925e-06 4838
0.840568 6.5097e-06 6024
0.846479 6.3964e-06 5520
0.851948 6.01171e-06 5400
0.857592 5.91079e-06 5538
0.863369 5.5833e-06 6456
0.869182 5.36848e-06 5504
0.874831 5.22555e-06 6168
0.880682 5.10372e-06 5910
0.886294 4.92205e-06 6372
0.892352 4.79697e-06 6768
0.898399 4.56487e-06 6294
0.904229 4.32678e-06 6656
0.910231 4.27529e-06 7224
0.916513 4.07815e-06 6708
0.922651 3.89594e-06 7566
0.92895 3.83372e-06 7416
0.935092 3.73611e-06 6984
0.940995 3.53478e-06 7310
0.947406 3.37172e-06 8148
0.953652 3.26292e-06 7632
0.960017 3.14188e-06 8088
0.966595 2.94117e-06 8478
0.972908 2.94656e-06 8112
0.979222 2.87797e-06 8108
0.985855 2.69996e-06 9510
0.992666 2.63919e-06 8472
0.998881 2.51867e-06 8832
1.00551 2.43559e-06 8898
1.01216 2.33419e-06 10008
1.01908 2.24286e-06 9392
1.02599 2.15942e-06 10206
1.03271 2.08897e-06 9528
1.03948 2.06073e-06 10236
1.04641 1.95383e-06 10398
1.05346 1.90839e-06 10784
1.06036 1.81917e-06 10584
1.0676 1.7603e-06 11346
1.07471 1.69203e-06 11400
1.08175 1.6374e-06 11016
1.08895 1.57017e-06 11870
1.09637 1.52319e-06 12516
1.10369 1.47547e-06 11880
1.11092 1.40151e-06 11886
1.1181 1.38112e-06 13104
1.12573 1.3093e-06 12764
1.1332 1.28558e-06 13446
1.14081 1.22715e-06 13464
1.14829 1.173e-06 13398
1.15605 1.16152e-06 14628
1.16374 1.10628e-06 14024
1.1717 1.05732e-06 15054
1.17935 1.04615e-06 14496
1.18713 9.75384e-07 15012
1.195 9.74035e-07 15422
1.20281 9.11835e-07 15624
1.21088 8.96212e-07 16146
1.21904 8.54062e-07 17064
1.22715 8.44988e-07 16152
1.23533 7.93868e-07 17510
1.24354 7.77938e-07 17172
1.25174 7.42524e-07 17880
1.26013 7.27275e-07 18030
1.26845 6.78386e-07 18680
1.27706 6.62445e-07 19170
1.28545 6.47722e-07 18720
1.29387 6.22996e-07 19536
1.3027 6.07009e-07 20954
1.31143 5.82949e-07 20328
1.3202 5.6985e-07 20718
1.32891 5.42877e-07 21348
1.33775 5.23932e-07 21534
1.34663 5.07125e-07 22256
1.35548 4.88682e-07 22104
1.3645 4.69899e-07 23178
1.37362 4.47356e-07 23880
1.38289 4.40158e-07 24230
1.39214 4.23227e-07 24468
1.40146 4.04968e-07 25230
1.41076 3.95885e-07 25328
1.42016 3.82897e-07 25818
1.42955 3.66006e-07 26616
1.43897 3.55135e-07 26376
1.44856 3.43065e-07 28034
1.45815 3.32241e-07 27816
1.46783 3.1714e-07 28398
1.47755 3.05401e-07 29652
1.48753 2.952e-07 30134
1.4975 2.82197e-07 30792
1.50759 2.76092e-07 31218
1.51744 2.67103e-07 30912
1.52762 2.54587e-07 33158
1.53782 2.46807e-07 32772
1.54798 2.42306e-07 33150
1.55817 2.30554e-07 34256
1.56867 2.23807e-07 35562
1.579 2.15949e-07 34992
1.58955 2.08184e-07 37158
1.60018 2.02308e-07 36956
1.61084 1.94925e-07 37950
1.62148 1.84288e-07 38496
1.63242 1.82704e-07 40274
1.64322 1.7601e-07 39264
1.65411 1.686e-07 41466
1.66512 1.62014e-07 41960
1.67627 1.56704e-07 42702
1.68736 1.51417e-07 43356
1.69863 1.46197e-07 44886
1.70994 1.41992e-07 45248
1.72135 1.37117e-07 46362
1.73279 1.31415e-07 46974
1.74428 1.27311e-07 48236
1.75588 1.21604e-07 48774
1.76756 1.1985e-07 50616
1.77941 1.1436e-07 51050
1.79124 1.10479e-07 52272
1.80325 1.08269e-07 53658
1.81507 1.03102e-07 52640
1.82722 9.97538e-08 57366
1.83948 9.54404e-08 55170
1.85166 9.35633e-08 58544
1.86408 8.95718e-08 58506
1.87633 8.63047e-08 58968
1.88886 8.36749e-08 62366
1.90144 8.13339e-08 61266
1.914 7.82625e-08 63960
1.92679 7.48076e-08 64730
1.93957 7.28797e-08 66360
1.95256 7.00305e-08 67778
1.96563 6.77241e-08 69558
1.97869 6.55444e-08 69660
1.99179 6.25693e-08 71390
2.00509 6.06491e-08 73974
2.01846 5.8905e-08 74196
2.03193 5.68834e-08 76622
2.04528 5.53163e-08 75516
2.05892 5.31551e-08 81510
2.07279 5.091e-08 80138
2.0865 4.91942e-08 82368
2.10039 4.81459e-08 84098
2.11443 4.63792e-08 86286
2.12845 4.46095e-08 86700
2.14263 4.32089e-08 90014
2.15695 4.16822e-08 90930
2.17119 4.01444e-08 91694
2.18567 3.87071e-08 96228
2.20036 3.76445e-08 97014
2.21494 3.63011e-08 97370
2.22958 3.48161e-08 100656
2.24445 3.36606e-08 102530
2.25936 3.27247e-08 104454
2.27439 3.13809e-08 107196
2.28969 3.03178e-08 110414
2.30493 2.95267e-08 109578
2.32027 2.84802e-08 114974
2.33573 2.75055e-08 114396
