# in Mpc/h Units 
# k P_nu(k) Nmodes
# a= 0.671335
# nk = 757
0.020944 1443.16 6
0.0296192 626.187 12
0.036276 330.195 8
0.0418879 206.723 6
0.0468321 138.416 24
0.051302 107.506 24
0.0592384 70.1563 12
0.0628319 62.8058 30
0.0662306 51.6098 24
0.0694632 40.7153 24
0.072552 33.0622 8
0.0755145 30.8461 24
0.0783651 22.0821 48
0.0837758 16.2221 6
0.0863541 15.781 48
0.0888577 12.0481 36
0.0912926 13.2193 24
0.0936642 10.647 24
0.0959772 10.2147 48
0.0982358 7.55941 24
0.102604 5.12862 24
0.10472 6.03987 30
0.106794 5.6017 72
0.108828 5.5676 32
0.112787 4.39084 72
0.114715 4.46846 48
0.118477 1.9326 12
0.120314 3.79062 48
0.122123 3.27643 48
0.123906 4.00787 48
0.125664 3.34862 30
0.127397 2.80844 24
0.129107 2.42125 72
0.132461 2.7646 24
0.134107 2.09878 96
0.135732 2.10502 48
0.137339 1.8058 24
0.138926 2.15047 24
0.140496 1.4552 72
0.142049 1.52603 48
0.145104 2.13646 8
0.146608 1.62234 54
0.148096 1.35942 84
0.14957 1.48775 48
0.151029 1.08121 24
0.152474 0.877745 72
0.153906 1.32168 96
0.15673 1.06967 48
0.158123 0.84817 48
0.159504 0.98318 24
0.160874 0.810902 72
0.163577 0.827554 72
0.164913 0.868909 96
0.167552 0.359278 6
0.168856 0.804394 96
0.170149 0.740754 96
0.171434 0.595977 24
0.172708 0.678676 48
0.173974 0.624842 96
0.17523 0.651362 48
0.177715 0.72696 36
0.178945 0.650204 48
0.180167 0.567956 120
0.18138 0.569327 56
0.182585 0.465498 24
0.183782 0.562346 96
0.184972 0.36164 48
0.187328 0.427988 24
0.188496 0.357455 102
0.190347 0.460398 120
0.191954 0.448962 48
0.193094 0.406286 48
0.194226 0.412822 120
0.196472 0.344653 24
0.197585 0.379834 144
0.199006 0.360383 168
0.201976 0.348169 48
0.203059 0.363251 96
0.205208 0.200738 24
0.206274 0.229519 48
0.207335 0.230992 108
0.20839 0.38168 72
0.210326 0.257482 198
0.211524 0.243071 48
0.213587 0.230903 72
0.214612 0.165679 96
0.215631 0.187825 72
0.216957 0.243947 104
0.218661 0.187501 72
0.219662 0.188052 144
0.223129 0.185949 192
0.224599 0.194376 48
0.22618 0.180037 192
0.22751 0.169926 72
0.229429 0.132982 48
0.230383 0.211808 78
0.231604 0.175749 168
0.23416 0.166767 144
0.235095 0.14383 144
0.236954 0.116698 12
0.238108 0.144461 192
0.239975 0.150131 168
0.241537 0.124021 48
0.242444 0.12006 168
0.244844 0.119268 144
0.246417 0.0943085 168
0.248401 0.114755 144
0.249576 0.0983 48
0.251327 0.152817 30
0.252777 0.101486 288
0.254191 0.0751888 80
0.25601 0.0983473 288
0.258214 0.0794199 72
0.2594 0.0931434 240
0.26075 0.0818796 96
0.262904 0.0784479 168
0.265657 0.0812098 216
0.266722 0.0863389 132
0.268622 0.0856365 192
0.269844 0.0724507 120
0.271964 0.0715431 126
0.273543 0.0694716 288
0.275842 0.0695492 312
0.277853 0.0488384 24
0.279641 0.0674721 264
0.28148 0.0730736 192
0.282936 0.0530788 192
0.285198 0.0600678 336
0.286404 0.0704246 48
0.288084 0.0546021 240
0.291553 0.0495158 296
0.292736 0.0442135 150
0.294335 0.054744 240
0.296659 0.0388065 228
0.298323 0.0443715 216
0.300394 0.0424679 336
0.302928 0.0490196 360
0.304588 0.0388922 144
0.305974 0.043369 168
0.308578 0.0412699 312
0.310884 0.0359481 288
0.312408 0.0346393 192
0.314799 0.0326528 366
0.317265 0.0370917 408
0.319597 0.0315526 168
0.320771 0.035017 336
0.3227 0.0284085 240
0.32574 0.0286078 380
0.32795 0.0299106 384
0.330224 0.0280187 240
0.331726 0.0294518 360
0.333831 0.0242903 198
0.336246 0.02668 384
0.338319 0.0267106 384
0.341157 0.0272853 432
0.343593 0.0243249 528
0.346262 0.0250415 288
0.347842 0.0230563 288
0.350326 0.019623 456
0.352828 0.0192196 360
0.354442 0.019875 180
0.356776 0.0200201 486
0.359142 0.0202139 504
0.361681 0.0178802 512
0.363857 0.0167699 264
0.366441 0.0165895 600
0.368657 0.0171967 288
0.371486 0.0153248 672
0.374587 0.0189793 408
0.376839 0.0151596 462
0.379079 0.0144044 600
0.38178 0.0148772 504
0.384712 0.0131738 324
0.386663 0.0135998 744
0.389313 0.0143442 456
0.39167 0.0121308 432
0.394428 0.011459 720
0.397811 0.0117396 534
0.400019 0.0103197 536
0.402781 0.0107691 624
0.405015 0.010896 600
0.40766 0.0106223 696
0.410865 0.00956661 456
0.413244 0.00966118 732
0.416084 0.00899826 600
0.418986 0.00849054 702
0.421544 0.00820239 672
0.424534 0.0088194 768
0.42751 0.00807916 768
0.430034 0.00706186 408
0.432751 0.00729783 1080
0.436344 0.00783596 632
0.438896 0.00742439 750
0.44171 0.00691798 696
0.444585 0.00687201 876
0.447784 0.00660262 864
0.45034 0.00603372 768
0.453413 0.00614699 888
0.456575 0.00575545 816
0.459787 0.00546191 654
0.462622 0.0051103 1296
0.465862 0.00552716 816
0.468802 0.00511425 816
0.471915 0.00517881 1088
0.475472 0.00489108 1020
0.478779 0.00470495 1032
0.481919 0.00443995 942
0.484939 0.00452554 1032
0.488502 0.0043139 1128
0.491034 0.00415452 888
0.494348 0.00418729 1176
0.497688 0.00384542 960
0.500527 0.00379485 1110
0.504331 0.00350906 1116
0.507364 0.00357118 1352
0.510774 0.00345691 1200
0.514275 0.00322932 1224
0.517978 0.00320966 1320
0.521294 0.00299464 1128
0.524822 0.0028979 1518
0.527973 0.0028094 1080
0.531698 0.00280899 1524
0.535226 0.00275741 1416
0.539103 0.00254703 1704
0.543 0.00253671 1088
0.546011 0.00240931 1446
0.549827 0.00238873 1800
0.55369 0.00234305 1512
0.557166 0.00217308 1392
0.560475 0.0021173 1392
0.564609 0.00210019 1962
0.56859 0.00204495 1776
0.572441 0.00190786 1680
0.5763 0.00193355 1776
0.580121 0.0018124 1544
0.583625 0.00166853 1896
0.587525 0.00178142 1662
0.591428 0.00161715 1908
0.595301 0.0016043 2184
0.599624 0.00159517 1848
0.603294 0.00158102 1848
0.60771 0.00143112 2238
0.611568 0.00138654 2088
0.615779 0.00141261 2192
0.619303 0.00142476 1536
0.623194 0.00121925 2412
0.627636 0.00119354 2262
0.631826 0.00122988 2448
0.635971 0.00111702 2040
0.64039 0.00113976 2976
0.644956 0.00112273 2184
0.649302 0.0010925 2550
0.653461 0.00102707 2396
0.657644 0.000956598 2760
0.662026 0.000930976 2424
0.666685 0.000897075 2832
0.670916 0.000934848 2574
0.675462 0.000887721 3024
0.679703 0.000843007 2484
0.684292 0.000832487 3168
0.688927 0.000809769 2894
0.693468 0.000775299 2856
0.698026 0.000747478 3384
0.702952 0.000727218 3240
0.707372 0.000684419 2856
0.712317 0.000693279 3474
0.716936 0.000657639 3432
0.721869 0.000665135 3552
0.726964 0.000637553 3560
0.73163 0.00058955 3270
0.736224 0.000591327 3552
0.74119 0.000557433 3780
0.746118 0.000554261 3960
0.751313 0.000535839 3696
0.756133 0.000513045 3726
0.761156 0.000511857 4376
0.766095 0.000488978 3648
0.771205 0.000455756 4332
0.776456 0.00044205 4254
0.781432 0.000432605 4296
0.786733 0.000426676 4320
0.791574 0.000407645 4368
0.797255 0.00039923 4826
0.802676 0.000395973 5016
0.808005 0.000373908 4608
0.813482 0.000370439 4824
0.818759 0.000347917 4950
0.824173 0.000335604 5232
0.829708 0.000323402 4980
0.834919 0.000325731 4838
0.840568 0.000309548 6024
0.846479 0.000304129 5520
0.851948 0.000284497 5400
0.857592 0.000286607 5538
0.863369 0.000276121 6456
0.869182 0.000259698 5504
0.874831 0.000253928 6168
0.880682 0.000241483 5910
0.886294 0.000240552 6372
0.892352 0.000234728 6768
0.898399 0.000226926 6294
0.904229 0.000216853 6656
0.910231 0.00020985 7224
0.916513 0.000204681 6708
0.922651 0.000196448 7566
0.92895 0.000195864 7416
0.935092 0.000183582 6984
0.940995 0.000180666 7310
0.947406 0.00017747 8148
0.953652 0.000170203 7632
0.960017 0.000162176 8088
0.966595 0.00015582 8478
0.972908 0.000153301 8112
0.979222 0.000149698 8108
0.985855 0.000143382 9510
0.992666 0.000141891 8472
0.998881 0.000134299 8832
1.00551 0.000130477 8898
1.01216 0.000126329 10008
1.01908 0.000123503 9392
1.02599 0.000120443 10206
1.03271 0.000116404 9528
1.03948 0.000112135 10236
1.04641 0.000109756 10398
1.05346 0.000105622 10784
1.06036 0.000101487 10584
1.0676 9.70745e-05 11346
1.07471 9.66113e-05 11400
1.08175 9.34059e-05 11016
1.08895 8.95276e-05 11870
1.09637 8.66151e-05 12516
1.10369 8.37498e-05 11880
1.11092 7.95283e-05 11886
1.1181 8.01559e-05 13104
1.12573 7.53071e-05 12764
1.1332 7.45866e-05 13446
1.14081 7.138e-05 13464
1.14829 6.8444e-05 13398
1.15605 6.60093e-05 14628
1.16374 6.49691e-05 14024
1.1717 6.22001e-05 15054
1.17935 6.15445e-05 14496
1.18713 5.83228e-05 15012
1.195 5.70932e-05 15422
1.20281 5.58475e-05 15624
1.21088 5.38034e-05 16146
1.21904 5.09541e-05 17064
1.22715 5.11695e-05 16152
1.23533 4.78261e-05 17510
1.24354 4.75285e-05 17172
1.25174 4.60582e-05 17880
1.26013 4.4363e-05 18030
1.26845 4.3159e-05 18680
1.27706 4.19865e-05 19170
1.28545 4.0419e-05 18720
1.29387 3.88273e-05 19536
1.3027 3.75758e-05 20954
1.31143 3.64905e-05 20328
1.3202 3.50283e-05 20718
1.32891 3.384e-05 21348
1.33775 3.3533e-05 21534
1.34663 3.22007e-05 22256
1.35548 3.09768e-05 22104
1.3645 3.02758e-05 23178
1.37362 2.91337e-05 23880
1.38289 2.84087e-05 24230
1.39214 2.71841e-05 24468
1.40146 2.61498e-05 25230
1.41076 2.56787e-05 25328
1.42016 2.47896e-05 25818
1.42955 2.38448e-05 26616
1.43897 2.32002e-05 26376
1.44856 2.22132e-05 28034
1.45815 2.15389e-05 27816
1.46783 2.10014e-05 28398
1.47755 2.02529e-05 29652
1.48753 1.95057e-05 30134
1.4975 1.8752e-05 30792
1.50759 1.84665e-05 31218
1.51744 1.77927e-05 30912
1.52762 1.7226e-05 33158
1.53782 1.67066e-05 32772
1.54798 1.60986e-05 33150
1.55817 1.53822e-05 34256
1.56867 1.49485e-05 35562
1.579 1.47409e-05 34992
1.58955 1.39879e-05 37158
1.60018 1.35501e-05 36956
1.61084 1.31717e-05 37950
1.62148 1.2719e-05 38496
1.63242 1.21703e-05 40274
1.64322 1.18219e-05 39264
1.65411 1.14933e-05 41466
1.66512 1.11904e-05 41960
1.67627 1.07797e-05 42702
1.68736 1.03492e-05 43356
1.69863 1.0003e-05 44886
1.70994 9.69185e-06 45248
1.72135 9.49526e-06 46362
1.73279 9.17759e-06 46974
1.74428 8.80951e-06 48236
1.75588 8.57939e-06 48774
1.76756 8.32352e-06 50616
1.77941 7.8879e-06 51050
1.79124 7.74599e-06 52272
1.80325 7.3575e-06 53658
1.81507 7.20422e-06 52640
1.82722 6.99011e-06 57366
1.83948 6.74093e-06 55170
1.85166 6.53054e-06 58544
1.86408 6.29834e-06 58506
1.87633 6.10835e-06 58968
1.88886 5.85452e-06 62366
1.90144 5.68088e-06 61266
1.914 5.47866e-06 63960
1.92679 5.29301e-06 64730
1.93957 5.08656e-06 66360
1.95256 4.91501e-06 67778
1.96563 4.74285e-06 69558
1.97869 4.63054e-06 69660
1.99179 4.42767e-06 71390
2.00509 4.29052e-06 73974
2.01846 4.14831e-06 74196
2.03193 4.00587e-06 76622
2.04528 3.86639e-06 75516
2.05892 3.74553e-06 81510
2.07279 3.59236e-06 80138
2.0865 3.46701e-06 82368
2.10039 3.3504e-06 84098
2.11443 3.2327e-06 86286
2.12845 3.14954e-06 86700
2.14263 3.03391e-06 90014
