# in Mpc/h Units 
# k P_nu(k) Nmodes
# a= 0.408228
# nk = 757
0.020944 415.659 6
0.0296192 167.689 12
0.036276 85.5974 8
0.0418879 52.1172 6
0.0468321 34.5006 24
0.051302 25.9646 24
0.0592384 16.3598 12
0.0628319 14.1321 30
0.0662306 11.5195 24
0.0694632 9.18267 24
0.072552 7.54775 8
0.0755145 6.75197 24
0.0783651 5.09593 48
0.0837758 3.69216 6
0.0863541 3.4372 48
0.0888577 2.72434 36
0.0912926 2.80277 24
0.0936642 2.30101 24
0.0959772 2.12938 48
0.0982358 1.6498 24
0.102604 1.18542 24
0.10472 1.28902 30
0.106794 1.17907 72
0.108828 1.1622 32
0.112787 0.933528 72
0.114715 0.909642 48
0.118477 0.486467 12
0.120314 0.765787 48
0.122123 0.687614 48
0.123906 0.77761 48
0.125664 0.675595 30
0.127397 0.594587 24
0.129107 0.511517 72
0.132461 0.536626 24
0.134107 0.440037 96
0.135732 0.440208 48
0.137339 0.394875 24
0.138926 0.425358 24
0.140496 0.31933 72
0.142049 0.325536 48
0.145104 0.367535 8
0.146608 0.311827 54
0.148096 0.269603 84
0.14957 0.280511 48
0.151029 0.228955 24
0.152474 0.189027 72
0.153906 0.243199 96
0.15673 0.204964 48
0.158123 0.167773 48
0.159504 0.181415 24
0.160874 0.16347 72
0.163577 0.155675 72
0.164913 0.16648 96
0.167552 0.091594 6
0.168856 0.149581 96
0.170149 0.142755 96
0.171434 0.114192 24
0.172708 0.130729 48
0.173974 0.111097 96
0.17523 0.121315 48
0.177715 0.132369 36
0.178945 0.116559 48
0.180167 0.108223 120
0.18138 0.104564 56
0.182585 0.0917901 24
0.183782 0.100612 96
0.184972 0.073952 48
0.187328 0.0813373 24
0.188496 0.0727996 102
0.190347 0.085836 120
0.191954 0.0844367 48
0.193094 0.0732434 48
0.194226 0.0761126 120
0.196472 0.0668078 24
0.197585 0.0708111 144
0.199006 0.0645357 168
0.201976 0.0689821 48
0.203059 0.0656236 96
0.205208 0.0390487 24
0.206274 0.0443553 48
0.207335 0.0446581 108
0.20839 0.0639074 72
0.210326 0.0463627 198
0.211524 0.040519 48
0.213587 0.0421081 72
0.214612 0.0312078 96
0.215631 0.0328891 72
0.216957 0.0424065 104
0.218661 0.0326096 72
0.219662 0.0331761 144
0.223129 0.0324336 192
0.224599 0.0340385 48
0.22618 0.0324419 192
0.22751 0.0288264 72
0.229429 0.0248406 48
0.230383 0.0337113 78
0.231604 0.0298426 168
0.23416 0.0266597 144
0.235095 0.0249406 144
0.236954 0.0239367 12
0.238108 0.0239813 192
0.239975 0.0251404 168
0.241537 0.0241278 48
0.242444 0.0214546 168
0.244844 0.0210465 144
0.246417 0.0168183 168
0.248401 0.0194186 144
0.249576 0.01587 48
0.251327 0.027252 30
0.252777 0.0184685 288
0.254191 0.0148759 80
0.25601 0.0175184 288
0.258214 0.0153423 72
0.2594 0.0159647 240
0.26075 0.0144761 96
0.262904 0.0132953 168
0.265657 0.0142494 216
0.266722 0.0149162 132
0.268622 0.0148099 192
0.269844 0.0121386 120
0.271964 0.0120858 126
0.273543 0.0118864 288
0.275842 0.0122207 312
0.277853 0.00991662 24
0.279641 0.0112353 264
0.28148 0.0117754 192
0.282936 0.00935716 192
0.285198 0.00939439 336
0.286404 0.0112072 48
0.288084 0.0105161 240
0.291553 0.00860083 296
0.292736 0.00715524 150
0.294335 0.00865015 240
0.296659 0.00738018 228
0.298323 0.00730953 216
0.300394 0.00750877 336
0.302928 0.00783165 360
0.304588 0.00577624 144
0.305974 0.00614996 168
0.308578 0.00682942 312
0.310884 0.00542507 288
0.312408 0.00537082 192
0.314799 0.00539601 366
0.317265 0.00606061 408
0.319597 0.00547791 168
0.320771 0.00536609 336
0.3227 0.00499884 240
0.32574 0.00425482 380
0.32795 0.00506625 384
0.330224 0.00437087 240
0.331726 0.00482893 360
0.333831 0.00373145 198
0.336246 0.00415182 384
0.338319 0.00399431 384
0.341157 0.00395241 432
0.343593 0.00350494 528
0.346262 0.00372765 288
0.347842 0.00328086 288
0.350326 0.00301915 456
0.352828 0.00291816 360
0.354442 0.00304985 180
0.356776 0.00299349 486
0.359142 0.00293482 504
0.361681 0.00275879 512
0.363857 0.00268072 264
0.366441 0.0026802 600
0.368657 0.00278372 288
0.371486 0.00238714 672
0.374587 0.00273655 408
0.376839 0.0021561 462
0.379079 0.00214527 600
0.38178 0.00215577 504
0.384712 0.00191936 324
0.386663 0.00191779 744
0.389313 0.00204106 456
0.39167 0.0017807 432
0.394428 0.00171333 720
0.397811 0.00178037 534
0.400019 0.00155817 536
0.402781 0.00147365 624
0.405015 0.0015323 600
0.40766 0.00139502 696
0.410865 0.00134481 456
0.413244 0.00139785 732
0.416084 0.00127409 600
0.418986 0.00128611 702
0.421544 0.0011609 672
0.424534 0.00128385 768
0.42751 0.00113165 768
0.430034 0.0010484 408
0.432751 0.00103348 1080
0.436344 0.00102553 632
0.438896 0.00100299 750
0.44171 0.000979778 696
0.444585 0.00105027 876
0.447784 0.000896884 864
0.45034 0.000896035 768
0.453413 0.000851759 888
0.456575 0.000823541 816
0.459787 0.000768433 654
0.462622 0.000706747 1296
0.465862 0.00075882 816
0.468802 0.000707928 816
0.471915 0.000660467 1088
0.475472 0.000653773 1020
0.478779 0.000614705 1032
0.481919 0.000617957 942
0.484939 0.000585861 1032
0.488502 0.000587404 1128
0.491034 0.000538436 888
0.494348 0.000560131 1176
0.497688 0.000509946 960
0.500527 0.000497522 1110
0.504331 0.000489711 1116
0.507364 0.000483041 1352
0.510774 0.000465412 1200
0.514275 0.000436053 1224
0.517978 0.000415927 1320
0.521294 0.000391716 1128
0.524822 0.000382359 1518
0.527973 0.000368774 1080
0.531698 0.000360142 1524
0.535226 0.000358473 1416
0.539103 0.000329786 1704
0.543 0.000299686 1088
0.546011 0.000312522 1446
0.549827 0.000317068 1800
0.55369 0.0002863 1512
0.557166 0.000276121 1392
0.560475 0.000277756 1392
0.564609 0.000263177 1962
0.56859 0.000260051 1776
0.572441 0.000255311 1680
0.5763 0.000235998 1776
0.580121 0.00022524 1544
0.583625 0.000212635 1896
0.587525 0.00020808 1662
0.591428 0.000199181 1908
0.595301 0.000202554 2184
0.599624 0.000192158 1848
0.603294 0.000190304 1848
0.60771 0.000177525 2238
0.611568 0.000180637 2088
0.615779 0.000170999 2192
0.619303 0.000168714 1536
0.623194 0.000156761 2412
0.627636 0.000150448 2262
0.631826 0.000147016 2448
0.635971 0.000142505 2040
0.64039 0.000141971 2976
0.644956 0.000133763 2184
0.649302 0.000124719 2550
0.653461 0.000122454 2396
0.657644 0.000111992 2760
0.662026 0.000116625 2424
0.666685 0.000107844 2832
0.670916 0.000109661 2574
0.675462 0.00010556 3024
0.679703 9.87634e-05 2484
0.684292 9.50477e-05 3168
0.688927 9.4921e-05 2894
0.693468 9.33523e-05 2856
0.698026 8.31461e-05 3384
0.702952 8.46948e-05 3240
0.707372 8.14752e-05 2856
0.712317 7.73153e-05 3474
0.716936 7.65377e-05 3432
0.721869 7.47771e-05 3552
0.726964 7.27651e-05 3560
0.73163 7.07011e-05 3270
0.736224 6.512e-05 3552
0.74119 6.26976e-05 3780
0.746118 6.15423e-05 3960
0.751313 6.21699e-05 3696
0.756133 5.72029e-05 3726
0.761156 5.69462e-05 4376
0.766095 5.33475e-05 3648
0.771205 4.85466e-05 4332
0.776456 4.88277e-05 4254
0.781432 4.78511e-05 4296
0.786733 4.64678e-05 4320
0.791574 4.54297e-05 4368
0.797255 4.52268e-05 4826
0.802676 4.08241e-05 5016
0.808005 4.0424e-05 4608
0.813482 4.00655e-05 4824
0.818759 3.75547e-05 4950
0.824173 3.60313e-05 5232
0.829708 3.57274e-05 4980
0.834919 3.47656e-05 4838
0.840568 3.27338e-05 6024
0.846479 3.24173e-05 5520
0.851948 3.06235e-05 5400
0.857592 2.9796e-05 5538
0.863369 2.90243e-05 6456
0.869182 2.77116e-05 5504
0.874831 2.67259e-05 6168
0.880682 2.65247e-05 5910
0.886294 2.54457e-05 6372
0.892352 2.49083e-05 6768
0.898399 2.34506e-05 6294
0.904229 2.27909e-05 6656
0.910231 2.20789e-05 7224
0.916513 2.08463e-05 6708
0.922651 1.99692e-05 7566
0.92895 1.93975e-05 7416
0.935092 1.96777e-05 6984
0.940995 1.83866e-05 7310
0.947406 1.82577e-05 8148
0.953652 1.73039e-05 7632
0.960017 1.68828e-05 8088
0.966595 1.58852e-05 8478
0.972908 1.58079e-05 8112
0.979222 1.53219e-05 8108
0.985855 1.45151e-05 9510
0.992666 1.42114e-05 8472
0.998881 1.3799e-05 8832
1.00551 1.32536e-05 8898
1.01216 1.31257e-05 10008
1.01908 1.21117e-05 9392
1.02599 1.17153e-05 10206
1.03271 1.13683e-05 9528
1.03948 1.11386e-05 10236
1.04641 1.10184e-05 10398
1.05346 1.0138e-05 10784
1.06036 9.9715e-06 10584
1.0676 9.79138e-06 11346
1.07471 9.3964e-06 11400
1.08175 9.02951e-06 11016
1.08895 8.8116e-06 11870
1.09637 8.4683e-06 12516
1.10369 8.31145e-06 11880
1.11092 7.88813e-06 11886
1.1181 7.74083e-06 13104
1.12573 7.51367e-06 12764
1.1332 7.16136e-06 13446
1.14081 6.90295e-06 13464
1.14829 6.55555e-06 13398
1.15605 6.56338e-06 14628
1.16374 6.25304e-06 14024
1.1717 6.02045e-06 15054
1.17935 5.9007e-06 14496
1.18713 5.65628e-06 15012
1.195 5.54383e-06 15422
1.20281 5.24482e-06 15624
1.21088 5.26991e-06 16146
1.21904 4.89785e-06 17064
1.22715 4.8103e-06 16152
1.23533 4.67238e-06 17510
1.24354 4.47032e-06 17172
1.25174 4.35657e-06 17880
1.26013 4.22493e-06 18030
1.26845 3.99395e-06 18680
1.27706 3.89916e-06 19170
1.28545 3.79703e-06 18720
1.29387 3.68728e-06 19536
1.3027 3.55857e-06 20954
1.31143 3.44754e-06 20328
1.3202 3.29702e-06 20718
1.32891 3.24254e-06 21348
1.33775 3.06724e-06 21534
1.34663 2.98976e-06 22256
1.35548 2.91744e-06 22104
1.3645 2.83536e-06 23178
1.37362 2.71723e-06 23880
1.38289 2.59614e-06 24230
1.39214 2.52774e-06 24468
1.40146 2.44594e-06 25230
1.41076 2.37675e-06 25328
1.42016 2.30237e-06 25818
1.42955 2.18573e-06 26616
1.43897 2.13914e-06 26376
1.44856 2.08279e-06 28034
1.45815 2.00815e-06 27816
1.46783 1.93508e-06 28398
1.47755 1.86993e-06 29652
1.48753 1.79796e-06 30134
1.4975 1.73195e-06 30792
1.50759 1.70494e-06 31218
1.51744 1.6411e-06 30912
1.52762 1.55679e-06 33158
1.53782 1.54917e-06 32772
1.54798 1.48963e-06 33150
1.55817 1.42684e-06 34256
1.56867 1.38213e-06 35562
1.579 1.32558e-06 34992
1.58955 1.27939e-06 37158
1.60018 1.25925e-06 36956
1.61084 1.21263e-06 37950
1.62148 1.17793e-06 38496
1.63242 1.12642e-06 40274
1.64322 1.0899e-06 39264
1.65411 1.0629e-06 41466
1.66512 1.02225e-06 41960
1.67627 9.9497e-07 42702
1.68736 9.61003e-07 43356
1.69863 9.14989e-07 44886
1.70994 8.99982e-07 45248
1.72135 8.58476e-07 46362
1.73279 8.45689e-07 46974
1.74428 8.0843e-07 48236
1.75588 7.84692e-07 48774
1.76756 7.53581e-07 50616
1.77941 7.3757e-07 51050
1.79124 7.09732e-07 52272
1.80325 6.97096e-07 53658
1.81507 6.67301e-07 52640
1.82722 6.42275e-07 57366
1.83948 6.1991e-07 55170
1.85166 5.97822e-07 58544
1.86408 5.74114e-07 58506
1.87633 5.55952e-07 58968
1.88886 5.40045e-07 62366
1.90144 5.22169e-07 61266
1.914 5.11456e-07 63960
1.92679 4.89996e-07 64730
1.93957 4.73585e-07 66360
1.95256 4.58191e-07 67778
1.96563 4.44508e-07 69558
1.97869 4.2738e-07 69660
1.99179 4.13828e-07 71390
2.00509 4.00256e-07 73974
2.01846 3.85869e-07 74196
2.03193 3.75847e-07 76622
2.04528 3.61859e-07 75516
2.05892 3.50108e-07 81510
2.07279 3.41713e-07 80138
2.0865 3.2665e-07 82368
2.10039 3.16701e-07 84098
2.11443 3.06063e-07 86286
2.12845 2.96637e-07 86700
2.14263 2.88128e-07 90014
2.15695 2.76886e-07 90930
2.17119 2.677e-07 91694
2.18567 2.57747e-07 96228
2.20036 2.49382e-07 97014
2.21494 2.41581e-07 97370
2.22958 2.33792e-07 100656
2.24445 2.26389e-07 102530
2.25936 2.18755e-07 104454
2.27439 2.10401e-07 107196
2.28969 2.02075e-07 110414
2.30493 1.96208e-07 109578
2.32027 1.90603e-07 114974
2.33573 1.84062e-07 114396
2.35122 1.79421e-07 118190
2.3669 1.71022e-07 120498
2.38266 1.65885e-07 122718
2.39847 1.59343e-07 124604
2.41442 1.55096e-07 127950
2.43055 1.50218e-07 130826
2.44673 1.44733e-07 132510
2.4629 1.40635e-07 134180
2.47932 1.35366e-07 140214
2.4959 1.3055e-07 140018
2.51254 1.25827e-07 145650
2.52927 1.21411e-07 145350
2.54604 1.1824e-07 150188
2.56299 1.13984e-07 152214
2.58009 1.10098e-07 157226
2.5973 1.06814e-07 158118
2.61455 1.02685e-07 162338
2.63195 9.95134e-08 165378
2.64948 9.56159e-08 169256
2.66707 9.19784e-08 170682
2.68485 8.93318e-08 177566
2.70286 8.60578e-08 179610
2.72085 8.38716e-08 182690
2.73892 8.03473e-08 185694
2.75712 7.819e-08 190346
2.77543 7.5576e-08 192852
2.79389 7.24176e-08 198806
2.81251 7.03463e-08 201378
2.83127 6.81113e-08 207446
2.85007 6.53329e-08 207258
2.86897 6.30208e-08 215762
2.88818 6.11128e-08 219702
2.90739 5.89821e-08 221522
2.92669 5.69894e-08 227754
2.94616 5.49096e-08 231710
2.96573 5.30061e-08 235994
2.98548 5.15315e-08 242346
3.00539 4.9643e-08 246704
3.02539 4.76205e-08 250410
3.04557 4.61021e-08 258410
3.06592 4.44432e-08 261414
3.0863 4.303e-08 265874
3.10684 4.13749e-08 273450
3.12756 4.01544e-08 276974
3.1484 3.88876e-08 284402
3.16935 3.7424e-08 287754
3.19042 3.62489e-08 295010
3.21172 3.479e-08 302142
3.2331 3.36747e-08 304946
3.25451 3.23358e-08 311642
3.27615 3.1224e-08 319326
3.2979 3.01545e-08 323618
3.31984 2.9186e-08 333744
3.34198 2.8056e-08 337970
3.3643 2.70635e-08 348758
3.38673 2.62193e-08 350346
3.40918 2.53059e-08 358778
3.43196 2.43348e-08 370578
3.45493 2.35708e-08 374258
3.47788 2.27835e-08 380558
3.50098 2.18554e-08 388434
3.52428 2.10931e-08 398522
3.54776 2.03197e-08 404042
3.5713 1.96519e-08 412164
3.59506 1.89882e-08 422258
3.61902 1.83012e-08 430754
3.64313 1.77182e-08 438906
3.66736 1.69728e-08 446738
3.69182 1.64586e-08 459098
3.71639 1.58714e-08 463380
3.7411 1.52971e-08 476138
3.76602 1.47755e-08 484322
3.7911 1.41712e-08 495738
3.81637 1.37234e-08 504266
3.8418 1.3245e-08 515696
3.8673 1.27489e-08 520974
3.89298 1.22544e-08 536882
3.91895 1.18665e-08 546818
3.94503 1.14229e-08 556178
3.97125 1.10282e-08 567672
3.99772 1.06818e-08 582314
4.02443 1.02366e-08 593138
4.05121 9.90364e-09 600920
4.07809 9.54437e-09 614274
4.10526 9.1878e-09 630050
4.13259 8.867e-09 638678
4.16008 8.52601e-09 653984
4.18785 8.20993e-09 669618
4.21573 7.95966e-09 676922
4.24371 7.63044e-09 692552
4.27197 7.38156e-09 709178
4.30044 7.10918e-09 721416
4.32905 6.85604e-09 735698
4.35788 6.6007e-09 752546
4.38688 6.3768e-09 763760
4.41605 6.13456e-09 782498
4.44546 5.91023e-09 797178
4.47509 5.69805e-09 814976
4.50493 5.4827e-09 831266
4.53494 5.27492e-09 845696
4.56506 5.09496e-09 860234
4.59545 4.91536e-09 883928
4.62609 4.72594e-09 898338
4.65691 4.55382e-09 917576
4.68789 4.38931e-09 933194
4.71906 4.23052e-09 952736
4.75048 4.06072e-09 974522
4.78209 3.92398e-09 990032
4.8139 3.7858e-09 1013438
4.84595 3.63894e-09 1031168
4.87821 3.51066e-09 1055610
4.91071 3.3731e-09 1074440
4.94338 3.26096e-09 1095146
4.97629 3.1319e-09 1119584
5.00945 3.02034e-09 1141922
5.04276 2.9115e-09 1160216
5.07626 2.80148e-09 1185992
5.1101 2.70535e-09 1215422
5.14418 2.60052e-09 1235072
5.1784 2.50354e-09 1259024
5.21287 2.41602e-09 1286210
5.24757 2.31916e-09 1310960
5.2825 2.23546e-09 1338056
5.31768 2.1547e-09 1364966
5.35308 2.07265e-09 1391768
5.38871 1.9998e-09 1420448
5.42459 1.92559e-09 1448858
5.46071 1.85079e-09 1477952
5.49705 1.78453e-09 1506308
5.53363 1.71513e-09 1538144
5.57046 1.6525e-09 1567562
5.60749 1.58963e-09 1596704
5.64482 1.53312e-09 1635572
5.68244 1.47408e-09 1666520
5.72029 1.41836e-09 1699304
5.7584 1.36472e-09 1734278
5.79671 1.31372e-09 1764392
5.83528 1.26647e-09 1804904
5.87416 1.22006e-09 1841024
5.91325 1.17545e-09 1873820
5.95258 1.13167e-09 1913600
5.99221 1.08753e-09 1952864
6.03213 1.04593e-09 1994966
6.07232 1.0074e-09 2032160
6.11272 9.68937e-10 2070124
6.15341 9.32947e-10 2117456
6.1944 8.97219e-10 2156600
6.23563 8.63894e-10 2200316
6.27716 8.32744e-10 2247272
6.31895 8.00673e-10 2287460
6.36099 7.71326e-10 2335424
6.40334 7.42477e-10 2383216
6.44597 7.14007e-10 2430548
6.48883 6.87056e-10 2474288
6.53202 6.61162e-10 2533724
6.57553 6.36365e-10 2578544
6.61931 6.12247e-10 2634154
6.66339 5.89662e-10 2685200
6.70776 5.66854e-10 2740268
6.7524 5.44749e-10 2791568
6.79737 5.2459e-10 2854940
6.84263 5.0622e-10 2904208
6.88816 4.86084e-10 2965964
6.93399 4.68101e-10 3022550
6.98015 4.50586e-10 3089068
7.02663 4.33057e-10 3148604
7.0734 4.17349e-10 3210680
7.12047 4.01313e-10 3275210
7.16789 3.85926e-10 3346312
7.21564 3.71682e-10 3408932
7.26365 3.57573e-10 3475196
7.312 3.438e-10 3550342
7.36069 3.3154e-10 3618788
7.40968 3.18538e-10 3690872
7.459 3.06253e-10 3765538
7.50862 2.94596e-10 3838964
7.5586 2.83892e-10 3920362
7.60894 2.73052e-10 4000832
7.65961 2.62555e-10 4077428
7.7106 2.52851e-10 4160626
7.76192 2.43411e-10 4243208
7.81363 2.34194e-10 4335538
7.86566 2.25656e-10 4413500
7.91801 2.17275e-10 4505450
7.97072 2.0888e-10 4596040
8.02376 2.0108e-10 4684418
8.07717 1.93801e-10 4784836
8.13095 1.86345e-10 4877354
8.18507 1.79475e-10 4975786
8.23956 1.72787e-10 5078756
8.29442 1.6633e-10 5177662
8.34962 1.60114e-10 5280932
8.40521 1.54349e-10 5391274
8.46119 1.48608e-10 5500906
8.51752 1.43073e-10 5604530
8.57417 1.37908e-10 5715700
8.63126 1.32659e-10 5842058
8.68876 1.28034e-10 5955226
8.74657 1.23274e-10 6063770
8.80479 1.19042e-10 6202156
8.86345 1.14651e-10 6320530
8.92244 1.10471e-10 6442874
8.98183 1.06521e-10 6578986
9.04164 1.02778e-10 6707818
9.10181 9.90388e-11 6838082
9.1624 9.56e-11 6987316
9.22341 9.22046e-11 7117018
9.28477 8.90933e-11 7259306
9.34659 8.59717e-11 7415650
9.40883 8.30174e-11 7558810
9.47148 8.015e-11 7716338
9.53453 7.74212e-11 7860058
9.59797 7.48243e-11 8022286
9.66188 7.23491e-11 8191498
9.72619 7.00405e-11 8341402
9.79093 6.77116e-11 8524784
9.85612 6.55655e-11 8686018
9.92173 6.34516e-11 8865142
9.98778 6.14601e-11 9040714
10.0543 5.9575e-11 9225754
10.1212 5.77757e-11 9409058
10.1886 5.60685e-11 9599212
10.2564 5.44187e-11 9792874
10.3247 5.28608e-11 9989362
10.3934 5.14206e-11 10185502
10.4626 4.99852e-11 10394392
10.5323 4.86572e-11 10607554
10.6024 4.7421e-11 10813990
10.6729 4.62459e-11 11029240
10.7439 4.49702e-11 11191111
10.8154 4.33641e-11 11185948
10.8874 4.18656e-11 11191384
10.9599 4.03594e-11 11166280
11.0329 3.90083e-11 11162812
11.1063 3.76243e-11 11148064
11.1802 3.63584e-11 11122480
11.2546 3.50919e-11 11104984
11.3296 3.3933e-11 11085376
11.405 3.27675e-11 11049712
11.4809 3.16553e-11 11013328
11.5573 3.05956e-11 10970140
11.6343 2.95796e-11 10943872
11.7117 2.86084e-11 10885456
11.7897 2.76833e-11 10833720
11.8682 2.67766e-11 10777816
11.9472 2.59278e-11 10724320
12.0267 2.51014e-11 10657576
12.1068 2.4305e-11 10579924
12.1874 2.35304e-11 10508784
12.2685 2.27906e-11 10422700
12.3502 2.20778e-11 10345720
12.4324 2.14096e-11 10248148
12.5151 2.07667e-11 10144776
12.5985 2.01453e-11 10050904
12.6823 1.95669e-11 9924772
12.7667 1.90114e-11 9816636
12.8517 1.8468e-11 9692764
12.9373 1.79498e-11 9567688
13.0234 1.74573e-11 9424104
13.1101 1.70101e-11 9278716
13.1973 1.65366e-11 9127788
13.2852 1.61248e-11 8968792
13.3736 1.57179e-11 8801068
13.4626 1.53386e-11 8626764
13.5522 1.49734e-11 8444740
13.6424 1.46371e-11 8248812
13.7332 1.43125e-11 8050900
13.8247 1.40007e-11 7840044
13.9167 1.37085e-11 7621816
14.0093 1.34274e-11 7391184
14.1025 1.31736e-11 7158996
14.1964 1.29104e-11 6904924
14.2909 1.26888e-11 6649248
14.386 1.24527e-11 6384676
14.4818 1.22286e-11 6098844
14.5781 1.20147e-11 5811012
14.6751 1.18173e-11 5508112
14.7727 1.15797e-11 5195916
14.8711 1.13502e-11 4872228
14.97 1.10748e-11 4531392
15.0695 1.07837e-11 4181068
15.1698 1.03924e-11 3827115
15.2709 1.00733e-11 3511752
15.3726 9.80611e-12 3240696
15.4749 9.5714e-12 2990682
15.5779 9.35879e-12 2763190
15.6816 9.156e-12 2544444
15.786 8.97373e-12 2340936
15.8911 8.80149e-12 2149530
15.9968 8.66791e-12 1967724
16.1033 8.54104e-12 1794918
16.2104 8.44339e-12 1632468
16.3183 8.35043e-12 1477728
16.4269 8.28898e-12 1333008
16.5362 8.21219e-12 1194306
16.6462 8.18078e-12 1064754
16.757 8.17244e-12 941964
16.8685 8.19434e-12 826020
16.9806 8.18414e-12 718284
17.0936 8.23326e-12 619944
17.2072 8.30447e-12 524820
17.3216 8.39214e-12 441182
17.4366 8.50168e-12 360702
17.5525 8.65156e-12 292782
17.6693 8.84644e-12 228006
17.7861 9.08066e-12 171158
17.9035 9.24829e-12 124494
18.0221 9.6273e-12 84168
18.1408 9.84074e-12 51006
18.2586 1.01603e-11 26360
18.374 1.05237e-11 9960
18.4789 1.10687e-11 1561
