# in Mpc/h Units 
# k P_nu(k) Nmodes
# a= 0.118921
# nk = 757
0.020944 8.85555 6
0.0296192 2.97266 12
0.036276 1.38984 8
0.0418879 0.791487 6
0.0468321 0.506903 24
0.051302 0.359875 24
0.0592384 0.210076 12
0.0628319 0.170583 30
0.0662306 0.137146 24
0.0694632 0.110594 24
0.072552 0.0910323 8
0.0755145 0.0768512 24
0.0783651 0.0619797 48
0.0837758 0.0439967 6
0.0863541 0.0383975 48
0.0888577 0.03203 36
0.0912926 0.0293732 24
0.0936642 0.0250048 24
0.0959772 0.0221925 48
0.0982358 0.0187396 24
0.102604 0.0145361 24
0.10472 0.0139193 30
0.106794 0.0126651 72
0.108828 0.0119543 32
0.112787 0.00995006 72
0.114715 0.0092985 48
0.118477 0.00693314 12
0.120314 0.0076256 48
0.122123 0.00710177 48
0.123906 0.00705019 48
0.125664 0.00644419 30
0.127397 0.00594391 24
0.129107 0.00536448 72
0.132461 0.0049442 24
0.134107 0.00447305 96
0.135732 0.00429874 48
0.137339 0.00399661 24
0.138926 0.00385849 24
0.140496 0.00339011 72
0.142049 0.00327557 48
0.145104 0.0029806 8
0.146608 0.0027983 54
0.148096 0.00255455 84
0.14957 0.00247907 48
0.151029 0.00226193 24
0.152474 0.00204004 72
0.153906 0.00209331 96
0.15673 0.00185147 48
0.158123 0.00166726 48
0.159504 0.00165043 24
0.160874 0.00156272 72
0.163577 0.00142183 72
0.164913 0.00145198 96
0.167552 0.00116907 6
0.168856 0.00127733 96
0.170149 0.00124077 96
0.171434 0.00110826 24
0.172708 0.00114423 48
0.173974 0.00102026 96
0.17523 0.00105321 48
0.177715 0.00104856 36
0.178945 0.000967602 48
0.180167 0.000937458 120
0.18138 0.000888706 56
0.182585 0.000853643 24
0.183782 0.000839252 96
0.184972 0.000748052 48
0.187328 0.000730385 24
0.188496 0.000710368 102
0.190347 0.000715822 120
0.191954 0.000697254 48
0.193094 0.000634784 48
0.194226 0.000635482 120
0.196472 0.000582486 24
0.197585 0.000584497 144
0.199006 0.000536842 168
0.201976 0.000543343 48
0.203059 0.000501141 96
0.205208 0.000419385 24
0.206274 0.000424184 48
0.207335 0.000412275 108
0.20839 0.000446548 72
0.210326 0.00038971 198
0.211524 0.00035053 48
0.213587 0.000357696 72
0.214612 0.000317564 96
0.215631 0.000307341 72
0.216957 0.000334724 104
0.218661 0.000288487 72
0.219662 0.000286712 144
0.223129 0.000266907 192
0.224599 0.00027099 48
0.22618 0.000259161 192
0.22751 0.000242718 72
0.229429 0.000227291 48
