# in Mpc/h Units 
# k P_nu(k) Nmodes
# a= 0.0244569
# nk = 757
0.020944 0.022105 6
0.0296192 0.00614757 12
0.036276 0.00261453 8
0.0418879 0.00139502 6
0.0468321 0.000858004 24
0.051302 0.000583148 24
0.0592384 0.000319826 12
0.0628319 0.000250314 30
0.0662306 0.000198465 24
0.0694632 0.000159333 24
0.072552 0.000129668 8
0.0755145 0.00010661 24
0.0783651 8.73922e-05 48
0.0837758 6.09175e-05 6
0.0863541 5.17465e-05 48
0.0888577 4.37634e-05 36
0.0912926 3.80869e-05 24
0.0936642 3.28232e-05 24
0.0959772 2.87242e-05 48
0.0982358 2.5044e-05 24
0.102604 1.97921e-05 24
0.10472 1.80678e-05 30
0.106794 1.64096e-05 72
0.108828 1.50827e-05 32
0.112787 1.2703e-05 72
0.114715 1.1754e-05 48
0.118477 9.83077e-06 12
0.120314 9.46462e-06 48
0.122123 8.83379e-06 48
0.123906 8.33767e-06 48
0.125664 7.74718e-06 30
0.127397 7.20938e-06 24
0.129107 6.68207e-06 72
0.132461 5.8859e-06 24
0.134107 5.46493e-06 96
0.135732 5.13616e-06 48
0.137339 4.79021e-06 24
0.138926 4.50162e-06 24
0.140496 4.15923e-06 72
0.142049 3.91698e-06 48
0.145104 3.45841e-06 8
0.146608 3.24775e-06 54
0.148096 3.03133e-06 84
0.14957 2.86837e-06 48
0.151029 2.6847e-06 24
0.152474 2.50741e-06 72
0.153906 2.40797e-06 96
0.15673 2.15253e-06 48
0.158123 2.02261e-06 48
0.159504 1.94076e-06 24
0.160874 1.84611e-06 72
0.163577 1.68072e-06 72
0.164913 1.63647e-06 96
0.167552 1.4702e-06 6
0.168856 1.44295e-06 96
0.170149 1.39253e-06 96
0.171434 1.31823e-06 24
0.172708 1.28775e-06 48
0.173974 1.22112e-06 96
0.17523 1.19696e-06 48
0.177715 1.13137e-06 36
0.178945 1.08299e-06 48
0.180167 1.05009e-06 120
0.18138 1.00863e-06 56
0.182585 9.77903e-07 24
0.183782 9.46394e-07 96
0.184972 9.00133e-07 48
0.187328 8.49232e-07 24
0.188496 8.25231e-07 102
0.190347 7.91148e-07 120
0.191954 7.58808e-07 48
0.193094 7.24262e-07 48
0.194226 7.0526e-07 120
0.196472 6.55353e-07 24
0.197585 6.39703e-07 144
0.199006 6.06519e-07 168
0.201976 5.66752e-07 48
0.203059 5.40926e-07 96
0.205208 4.98295e-07 24
0.206274 4.85337e-07 48
0.207335 4.69776e-07 108
0.20839 4.65024e-07 72
0.210326 4.31947e-07 198
0.211524 4.1023e-07 48
0.213587 3.93302e-07 72
0.214612 3.75139e-07 96
0.215631 3.63756e-07 72
0.216957 3.59364e-07 104
0.218661 3.34934e-07 72
0.219662 3.27265e-07 144
0.223129 2.99528e-07 192
0.224599 2.92314e-07 48
0.22618 2.80309e-07 192
0.22751 2.69768e-07 72
0.229429 2.56987e-07 48
0.230383 2.54598e-07 78
0.231604 2.47099e-07 168
0.23416 2.29693e-07 144
0.235095 2.26473e-07 144
0.236954 2.23345e-07 12
0.238108 2.12019e-07 192
0.239975 2.04011e-07 168
0.241537 2.00198e-07 48
0.242444 1.93485e-07 168
0.244844 1.83428e-07 144
0.246417 1.75316e-07 168
0.248401 1.69624e-07 144
0.249576 1.63534e-07 48
0.251327 1.66719e-07 30
0.252777 1.55182e-07 288
0.254191 1.49248e-07 80
0.25601 1.44404e-07 288
0.258214 1.37208e-07 72
0.2594 1.33392e-07 240
0.26075 1.2811e-07 96
0.262904 1.22321e-07 168
0.265657 1.15318e-07 216
0.266722 1.13422e-07 132
0.268622 1.0818e-07 192
0.269844 1.04024e-07 120
0.271964 9.915e-08 126
0.273543 9.54021e-08 288
0.275842 9.1497e-08 312
0.277853 8.80083e-08 24
0.279641 8.36881e-08 264
0.28148 8.10509e-08 192
0.282936 7.77322e-08 192
0.285198 7.37861e-08 336
0.286404 7.18496e-08 48
0.288084 7.15713e-08 240
0.291553 6.59928e-08 296
0.292736 6.34794e-08 150
0.294335 6.25534e-08 240
0.296659 5.97012e-08 228
0.298323 5.75591e-08 216
0.300394 5.59718e-08 336
0.302928 5.30688e-08 360
0.304588 5.04075e-08 144
0.305974 4.84404e-08 168
0.308578 4.76622e-08 312
0.310884 4.52653e-08 288
0.312408 4.40296e-08 192
0.314799 4.24977e-08 366
0.317265 4.10843e-08 408
0.319597 3.89745e-08 168
0.320771 3.82505e-08 336
0.3227 3.63523e-08 240
0.32574 3.41042e-08 380
0.32795 3.364e-08 384
0.330224 3.17015e-08 240
0.331726 3.15762e-08 360
0.333831 2.97675e-08 198
0.336246 2.87093e-08 384
0.338319 2.71967e-08 384
0.341157 2.6056e-08 432
0.343593 2.50676e-08 528
0.346262 2.41266e-08 288
0.347842 2.32114e-08 288
0.350326 2.23107e-08 456
0.352828 2.12535e-08 360
0.354442 2.07109e-08 180
0.356776 2.00679e-08 486
0.359142 1.91505e-08 504
0.361681 1.86038e-08 512
0.363857 1.79802e-08 264
0.366441 1.73959e-08 600
0.368657 1.68042e-08 288
0.371486 1.59279e-08 672
0.374587 1.52188e-08 408
0.376839 1.43817e-08 462
