# in Mpc/h Units 
# k P_nu(k) Nmodes
# a= 0.434934
# nk = 757
0.020944 494.615 6
0.0296192 201.471 12
0.036276 103.291 8
0.0418879 63.118 6
0.0468321 41.8462 24
0.051302 31.6131 24
0.0592384 20.0085 12
0.0628319 17.3588 30
0.0662306 14.1622 24
0.0694632 11.2755 24
0.072552 9.25805 8
0.0755145 8.32145 24
0.0783651 6.243 48
0.0837758 4.52974 6
0.0863541 4.23893 48
0.0888577 3.34504 36
0.0912926 3.46951 24
0.0936642 2.84108 24
0.0959772 2.6396 48
0.0982358 2.03256 24
0.102604 1.45058 24
0.10472 1.59308 30
0.106794 1.45877 72
0.108828 1.44061 32
0.112787 1.15428 72
0.114715 1.12991 48
0.118477 0.588569 12
0.120314 0.952439 48
0.122123 0.851613 48
0.123906 0.972614 48
0.125664 0.841314 30
0.127397 0.736749 24
0.129107 0.63285 72
0.132461 0.670863 24
0.134107 0.545226 96
0.135732 0.546285 48
0.137339 0.487854 24
0.138926 0.531241 24
0.140496 0.393745 72
0.142049 0.402867 48
0.145104 0.465766 8
0.146608 0.390314 54
0.148096 0.336133 84
0.14957 0.351786 48
0.151029 0.283709 24
0.152474 0.233131 72
0.153906 0.305858 96
0.15673 0.256585 48
0.158123 0.208872 48
0.159504 0.22764 24
0.160874 0.203514 72
0.163577 0.19514 72
0.164913 0.208544 96
0.167552 0.110893 6
0.168856 0.187956 96
0.170149 0.178773 96
0.171434 0.142501 24
0.172708 0.163662 48
0.173974 0.139806 96
0.17523 0.152343 48
0.177715 0.166933 36
0.178945 0.14698 48
0.180167 0.135643 120
0.18138 0.131575 56
0.182585 0.11446 24
0.183782 0.126914 96
0.184972 0.0917917 48
0.187328 0.101971 24
0.188496 0.0904325 102
0.190347 0.107905 120
0.191954 0.106047 48
0.193094 0.0922066 48
0.194226 0.0957718 120
0.196472 0.0836243 24
0.197585 0.0890154 144
0.199006 0.0814495 168
0.201976 0.0864678 48
0.203059 0.0829666 96
0.205208 0.0484039 24
0.206274 0.0553045 48
0.207335 0.0557576 108
0.20839 0.0814824 72
0.210326 0.0583972 198
0.211524 0.0513635 48
0.213587 0.052954 72
0.214612 0.0388983 96
0.215631 0.0414057 72
0.216957 0.0536537 104
0.218661 0.0411616 72
0.219662 0.0418565 144
0.223129 0.0410091 192
0.224599 0.0430295 48
0.22618 0.0409324 192
0.22751 0.036445 72
