# in Mpc/h Units 
# k P_nu(k) Nmodes
# a= 0.626008
# nk = 757
0.020944 1235.44 6
0.0296192 530.887 12
0.036276 278.75 8
0.0418879 173.855 6
0.0468321 116.228 24
0.051302 89.8617 24
0.0592384 58.3602 12
0.0628319 51.9779 30
0.0662306 42.6567 24
0.0694632 33.7021 24
0.072552 27.4271 8
0.0755145 25.4251 24
0.0783651 18.3472 48
0.0837758 13.4466 6
0.0863541 12.9979 48
0.0888577 9.9776 36
0.0912926 10.8522 24
0.0936642 8.76126 24
0.0959772 8.35859 48
0.0982358 6.2213 24
0.102604 4.25573 24
0.10472 4.95743 30
0.106794 4.58541 72
0.108828 4.55691 32
0.112787 3.60181 72
0.114715 3.64021 48
0.118477 1.6209 12
0.120314 3.08587 48
0.122123 2.68262 48
0.123906 3.24674 48
0.125664 2.72886 30
0.127397 2.30684 24
0.129107 1.98354 72
0.132461 2.23837 24
0.134107 1.71879 96
0.135732 1.72598 48
0.137339 1.4918 24
0.138926 1.74858 24
0.140496 1.20025 72
0.142049 1.254 48
0.145104 1.69912 8
0.146608 1.31165 54
0.148096 1.1038 84
0.14957 1.199 48
0.151029 0.887975 24
0.152474 0.720002 72
0.153906 1.0615 96
0.15673 0.864225 48
0.158123 0.686906 48
0.159504 0.78799 24
0.160874 0.660371 72
0.163577 0.666252 72
0.164913 0.702421 96
0.167552 0.302295 6
0.168856 0.647115 96
0.170149 0.599629 96
0.171434 0.479524 24
0.172708 0.549055 48
0.173974 0.497399 96
0.17523 0.523936 48
0.177715 0.583837 36
0.178945 0.519838 48
0.180167 0.458677 120
0.18138 0.457262 56
0.182585 0.377269 24
0.183782 0.449669 96
0.184972 0.294623 48
0.187328 0.34569 24
0.188496 0.291065 102
0.190347 0.370877 120
0.191954 0.362054 48
0.193094 0.324735 48
0.194226 0.331889 120
0.196472 0.279176 24
0.197585 0.30587 144
0.199006 0.288459 168
0.201976 0.284332 48
0.203059 0.291971 96
0.205208 0.160835 24
0.206274 0.184889 48
0.207335 0.18635 108
0.20839 0.303313 72
0.210326 0.205823 198
0.211524 0.191715 48
0.213587 0.184853 72
0.214612 0.132484 96
0.215631 0.14899 72
0.216957 0.194125 104
0.218661 0.148901 72
