# in Mpc/h Units 
# k P_nu(k) Nmodes
# a= 0.0575081
# nk = 757
0.020944 0.66149 6
0.0296192 0.201613 12
0.036276 0.0898506 8
0.0418879 0.0494847 6
0.0468321 0.0310652 24
0.051302 0.0215463 24
0.0592384 0.0121684 12
0.0628319 0.00967733 30
0.0662306 0.00772712 24
0.0694632 0.00622534 24
0.072552 0.00509726 8
0.0755145 0.0042368 24
0.0783651 0.00345779 48
0.0837758 0.00243217 6
0.0863541 0.00208794 48
0.0888577 0.00175891 36
0.0912926 0.00156177 24
0.0936642 0.00134093 24
0.0959772 0.00117996 48
0.0982358 0.00101756 24
0.102604 0.00080007 24
0.10472 0.000743303 30
0.106794 0.000675853 72
0.108828 0.000627832 32
0.112787 0.000526937 72
0.114715 0.00048934 48
0.118477 0.000393287 12
0.120314 0.000397178 48
0.122123 0.000370809 48
0.123906 0.000356483 48
0.125664 0.000329395 30
0.127397 0.000305856 24
0.129107 0.000280717 72
0.132461 0.000251321 24
0.134107 0.000231424 96
0.135732 0.000219364 48
0.137339 0.000204535 24
0.138926 0.000193915 24
0.140496 0.000176142 72
0.142049 0.000167519 48
0.145104 0.000149019 8
0.146608 0.000140353 54
0.148096 0.000129947 84
0.14957 0.000124108 48
0.151029 0.000115183 24
0.152474 0.000106318 72
0.153906 0.000104434 96
0.15673 9.30707e-05 48
0.158123 8.61097e-05 48
0.159504 8.35817e-05 24
0.160874 7.93966e-05 72
0.163577 7.22158e-05 72
0.164913 7.16766e-05 96
0.167552 6.20586e-05 6
0.168856 6.3125e-05 96
0.170149 6.11103e-05 96
0.171434 5.66597e-05 24
0.172708 5.64686e-05 48
0.173974 5.22854e-05 96
0.17523 5.22817e-05 48
0.177715 5.04143e-05 36
0.178945 4.75798e-05 48
0.180167 4.61576e-05 120
0.18138 4.40722e-05 56
0.182585 4.26613e-05 24
0.183782 4.14598e-05 96
0.184972 3.85433e-05 48
0.187328 3.68055e-05 24
0.188496 3.58583e-05 102
0.190347 3.49618e-05 120
0.191954 3.37397e-05 48
0.193094 3.16281e-05 48
0.194226 3.11219e-05 120
0.196472 2.87729e-05 24
0.197585 2.83848e-05 144
0.199006 2.65701e-05 168
0.201976 2.56238e-05 48
0.203059 2.40792e-05 96
0.205208 2.15532e-05 24
0.206274 2.12515e-05 48
0.207335 2.05651e-05 108
0.20839 2.09989e-05 72
0.210326 1.91014e-05 198
0.211524 1.77626e-05 48
0.213587 1.74576e-05 72
0.214612 1.6247e-05 96
0.215631 1.57123e-05 72
0.216957 1.60916e-05 104
0.218661 1.45612e-05 72
0.219662 1.43174e-05 144
0.223129 1.31736e-05 192
0.224599 1.30687e-05 48
0.22618 1.25072e-05 192
0.22751 1.19354e-05 72
0.229429 1.13015e-05 48
0.230383 1.14622e-05 78
0.231604 1.10797e-05 168
0.23416 1.01162e-05 144
0.235095 1.00497e-05 144
0.236954 1.02545e-05 12
0.238108 9.42177e-06 192
0.239975 9.11348e-06 168
0.241537 9.11386e-06 48
0.242444 8.64348e-06 168
0.244844 8.18878e-06 144
0.246417 7.70368e-06 168
0.248401 7.57048e-06 144
0.249576 7.16944e-06 48
0.251327 7.8905e-06 30
0.252777 7.00022e-06 288
0.254191 6.66446e-06 80
0.25601 6.52676e-06 288
0.258214 6.18603e-06 72
0.2594 6.02131e-06 240
0.26075 5.71396e-06 96
0.262904 5.47739e-06 168
0.265657 5.21596e-06 216
0.266722 5.18564e-06 132
0.268622 4.92926e-06 192
0.269844 4.66527e-06 120
0.271964 4.44711e-06 126
0.273543 4.28924e-06 288
0.275842 4.16463e-06 312
0.277853 4.02165e-06 24
0.279641 3.77986e-06 264
0.28148 3.70313e-06 192
0.282936 3.49309e-06 192
0.285198 3.29952e-06 336
0.286404 3.21942e-06 48
0.288084 3.33483e-06 240
0.291553 3.00674e-06 296
0.292736 2.84475e-06 150
0.294335 2.85378e-06 240
0.296659 2.72313e-06 228
0.298323 2.60825e-06 216
0.300394 2.56722e-06 336
0.302928 2.4183e-06 360
0.304588 2.22512e-06 144
0.305974 2.10767e-06 168
0.308578 2.16718e-06 312
0.310884 2.01947e-06 288
0.312408 1.96795e-06 192
0.314799 1.92531e-06 366
0.317265 1.88927e-06 408
0.319597 1.77758e-06 168
0.320771 1.74503e-06 336
0.3227 1.63101e-06 240
0.32574 1.5117e-06 380
0.32795 1.55009e-06 384
0.330224 1.42857e-06 240
0.331726 1.46855e-06 360
0.333831 1.3424e-06 198
0.336246 1.31641e-06 384
0.338319 1.22343e-06 384
0.341157 1.18278e-06 432
0.343593 1.1399e-06 528
0.346262 1.11128e-06 288
0.347842 1.05821e-06 288
0.350326 1.01704e-06 456
0.352828 9.60859e-07 360
0.354442 9.4223e-07 180
0.356776 9.2048e-07 486
0.359142 8.68883e-07 504
0.361681 8.55642e-07 512
0.363857 8.28527e-07 264
0.366441 8.07534e-07 600
0.368657 7.84072e-07 288
0.371486 7.32156e-07 672
0.374587 7.04632e-07 408
0.376839 6.4622e-07 462
0.379079 6.45011e-07 600
0.38178 6.18092e-07 504
0.384712 5.92182e-07 324
0.386663 5.73814e-07 744
0.389313 5.59113e-07 456
0.39167 5.36674e-07 432
0.394428 5.07648e-07 720
0.397811 4.88226e-07 534
0.400019 4.72515e-07 536
0.402781 4.36353e-07 624
0.405015 4.39056e-07 600
0.40766 4.06596e-07 696
0.410865 4.00976e-07 456
0.413244 3.87094e-07 732
0.416084 3.72605e-07 600
0.418986 3.62383e-07 702
0.421544 3.41626e-07 672
0.424534 3.32179e-07 768
0.42751 3.13257e-07 768
0.430034 3.12048e-07 408
0.432751 2.93115e-07 1080
0.436344 2.87032e-07 632
0.438896 2.66792e-07 750
0.44171 2.63759e-07 696
0.444585 2.58189e-07 876
0.447784 2.3814e-07 864
0.45034 2.30081e-07 768
0.453413 2.26738e-07 888
0.456575 2.12239e-07 816
0.459787 2.0301e-07 654
0.462622 1.98411e-07 1296
0.465862 1.88653e-07 816
0.468802 1.81431e-07 816
0.471915 1.71624e-07 1088
0.475472 1.7002e-07 1020
0.478779 1.60644e-07 1032
0.481919 1.52819e-07 942
0.484939 1.48941e-07 1032
0.488502 1.43782e-07 1128
0.491034 1.3905e-07 888
0.494348 1.33936e-07 1176
0.497688 1.31482e-07 960
0.500527 1.21521e-07 1110
0.504331 1.18405e-07 1116
0.507364 1.13728e-07 1352
0.510774 1.09019e-07 1200
0.514275 1.07404e-07 1224
0.517978 9.95793e-08 1320
0.521294 9.37509e-08 1128
0.524822 9.43095e-08 1518
0.527973 9.11444e-08 1080
0.531698 8.46882e-08 1524
0.535226 8.22654e-08 1416
0.539103 7.754e-08 1704
0.543 7.51407e-08 1088
0.546011 7.18319e-08 1446
0.549827 7.0343e-08 1800
0.55369 6.75641e-08 1512
0.557166 6.43978e-08 1392
0.560475 6.37218e-08 1392
0.564609 5.95169e-08 1962
0.56859 5.70491e-08 1776
0.572441 5.47686e-08 1680
0.5763 5.28448e-08 1776
0.580121 5.02315e-08 1544
0.583625 4.85461e-08 1896
0.587525 4.59819e-08 1662
0.591428 4.54808e-08 1908
0.595301 4.34063e-08 2184
0.599624 4.03822e-08 1848
0.603294 3.98662e-08 1848
0.60771 3.7479e-08 2238
0.611568 3.64501e-08 2088
0.615779 3.49555e-08 2192
0.619303 3.4146e-08 1536
0.623194 3.20157e-08 2412
0.627636 3.16768e-08 2262
0.631826 3.0159e-08 2448
0.635971 2.8879e-08 2040
0.64039 2.73786e-08 2976
0.644956 2.63306e-08 2184
0.649302 2.49157e-08 2550
0.653461 2.40837e-08 2396
0.657644 2.33756e-08 2760
0.662026 2.21445e-08 2424
0.666685 2.18279e-08 2832
0.670916 2.05167e-08 2574
0.675462 1.99393e-08 3024
0.679703 1.92312e-08 2484
0.684292 1.82769e-08 3168
0.688927 1.77468e-08 2894
0.693468 1.67295e-08 2856
0.698026 1.6551e-08 3384
0.702952 1.5686e-08 3240
0.707372 1.50576e-08 2856
0.712317 1.45714e-08 3474
0.716936 1.39773e-08 3432
0.721869 1.32153e-08 3552
0.726964 1.29312e-08 3560
0.73163 1.20884e-08 3270
0.736224 1.16738e-08 3552
0.74119 1.10993e-08 3780
0.746118 1.0809e-08 3960
0.751313 1.03809e-08 3696
0.756133 9.93374e-09 3726
0.761156 9.62611e-09 4376
0.766095 9.08045e-09 3648
0.771205 8.72119e-09 4332
0.776456 8.41524e-09 4254
0.781432 8.18762e-09 4296
0.786733 7.76319e-09 4320
0.791574 7.52351e-09 4368
0.797255 7.1959e-09 4826
0.802676 6.83807e-09 5016
0.808005 6.6735e-09 4608
0.813482 6.36987e-09 4824
0.818759 6.16746e-09 4950
0.824173 5.77045e-09 5232
0.829708 5.67029e-09 4980
0.834919 5.43435e-09 4838
0.840568 5.19186e-09 6024
0.846479 4.9109e-09 5520
0.851948 4.69819e-09 5400
0.857592 4.56108e-09 5538
0.863369 4.31238e-09 6456
0.869182 4.23697e-09 5504
0.874831 4.05677e-09 6168
0.880682 3.90593e-09 5910
0.886294 3.74848e-09 6372
0.892352 3.54151e-09 6768
0.898399 3.43814e-09 6294
0.904229 3.26994e-09 6656
0.910231 3.14314e-09 7224
0.916513 3.06436e-09 6708
0.922651 2.9222e-09 7566
0.92895 2.75543e-09 7416
0.935092 2.63942e-09 6984
0.940995 2.58788e-09 7310
0.947406 2.44799e-09 8148
0.953652 2.36275e-09 7632
0.960017 2.2403e-09 8088
0.966595 2.15815e-09 8478
0.972908 2.08121e-09 8112
0.979222 1.97616e-09 8108
0.985855 1.92511e-09 9510
0.992666 1.84642e-09 8472
0.998881 1.78653e-09 8832
1.00551 1.70726e-09 8898
1.01216 1.65069e-09 10008
1.01908 1.57302e-09 9392
1.02599 1.48529e-09 10206
1.03271 1.42331e-09 9528
1.03948 1.39099e-09 10236
1.04641 1.32643e-09 10398
1.05346 1.28343e-09 10784
1.06036 1.21228e-09 10584
1.0676 1.17151e-09 11346
1.07471 1.12151e-09 11400
1.08175 1.06532e-09 11016
1.08895 1.02012e-09 11870
1.09637 9.89758e-10 12516
1.10369 9.53695e-10 11880
1.11092 9.19811e-10 11886
1.1181 8.76279e-10 13104
1.12573 8.33783e-10 12764
1.1332 8.07843e-10 13446
1.14081 7.64078e-10 13464
1.14829 7.35569e-10 13398
1.15605 7.09566e-10 14628
1.16374 6.87248e-10 14024
1.1717 6.55245e-10 15054
1.17935 6.16054e-10 14496
1.18713 6.00333e-10 15012
1.195 5.78272e-10 15422
1.20281 5.46278e-10 15624
1.21088 5.27374e-10 16146
1.21904 5.06459e-10 17064
