# in Mpc/h Units 
# k P_nu(k) Nmodes
# a= 0.755824
# nk = 757
0.020944 1844.85 6
0.0296192 813.23 12
0.036276 431.813 8
0.0418879 272.044 6
0.0468321 182.624 24
0.051302 142.939 24
0.0592384 94.0244 12
0.0628319 84.9006 30
0.0662306 69.9278 24
0.0694632 55.0343 24
0.072552 44.5141 8
0.0755145 41.9888 24
0.0783651 29.6556 48
0.0837758 21.88 6
0.0863541 21.5114 48
0.0888577 16.2753 36
0.0912926 18.1111 24
0.0936642 14.5349 24
0.0959772 14.0792 48
0.0982358 10.3293 24
0.102604 6.91362 24
0.10472 8.28623 30
0.106794 7.72397 72
0.108828 7.67242 32
0.112787 6.03076 72
0.114715 6.21065 48
0.118477 2.56328 12
0.120314 5.27358 48
0.122123 4.5147 48
0.123906 5.61772 48
0.125664 4.64661 30
0.127397 3.84307 24
0.129107 3.33482 72
0.132461 3.88049 24
0.134107 2.89037 96
0.135732 2.88936 48
0.137339 2.44576 24
0.138926 2.9936 24
0.140496 1.98007 72
0.142049 2.08855 48
0.145104 3.08884 8
0.146608 2.28329 54
0.148096 1.89979 84
0.14957 2.10555 48
0.151029 1.48071 24
0.152474 1.20837 72
0.153906 1.88054 96
0.15673 1.50738 48
0.158123 1.19243 48
0.159504 1.40694 24
0.160874 1.12724 72
0.163577 1.17349 72
0.164913 1.22303 96
0.167552 0.474691 6
0.168856 1.14184 96
0.170149 1.03984 96
0.171434 0.84865 24
0.172708 0.954209 48
0.173974 0.904722 96
0.17523 0.924851 48
0.177715 1.03376 36
0.178945 0.933055 48
0.180167 0.801089 120
0.18138 0.80994 56
0.182585 0.653382 24
0.183782 0.806185 96
0.184972 0.503212 48
0.187328 0.602799 24
0.188496 0.497889 102
0.190347 0.651546 120
0.191954 0.634576 48
0.193094 0.583735 48
0.194226 0.586312 120
0.196472 0.483742 24
0.197585 0.538268 144
0.199006 0.51543 168
0.201976 0.480154 48
0.203059 0.515106 96
0.205208 0.289264 24
0.206274 0.326244 48
0.207335 0.32736 108
0.20839 0.551576 72
0.210326 0.369831 198
0.211524 0.357276 48
0.213587 0.331055 72
0.214612 0.23886 96
0.215631 0.273705 72
0.216957 0.352734 104
0.218661 0.272357 72
0.219662 0.271487 144
0.223129 0.268905 192
0.224599 0.280922 48
0.22618 0.257287 192
0.22751 0.249809 72
0.229429 0.190543 48
0.230383 0.313533 78
0.231604 0.255884 168
0.23416 0.246367 144
0.235095 0.209239 144
0.236954 0.168131 12
0.238108 0.212284 192
0.239975 0.218825 168
0.241537 0.173705 48
0.242444 0.173811 168
0.244844 0.171982 144
0.246417 0.137884 168
0.248401 0.167883 144
0.249576 0.145908 48
0.251327 0.218436 30
0.252777 0.145762 288
0.254191 0.106679 80
0.25601 0.142102 288
0.258214 0.112176 72
0.2594 0.136571 240
0.26075 0.118413 96
0.262904 0.116421 168
0.265657 0.117674 216
0.266722 0.125759 132
0.268622 0.123733 192
0.269844 0.107288 120
0.271964 0.10498 126
0.273543 0.100901 288
0.275842 0.0998486 312
0.277853 0.0693512 24
0.279641 0.0982242 264
0.28148 0.107391 192
0.282936 0.0766415 192
0.285198 0.0891714 336
0.286404 0.102711 48
0.288084 0.076428 240
0.291553 0.0715992 296
0.292736 0.0667239 150
0.294335 0.0815059 240
0.296659 0.0553149 228
0.298323 0.0656296 216
0.300394 0.0614228 336
0.302928 0.0715186 360
0.304588 0.0585851 144
0.305974 0.0649314 168
0.308578 0.0600678 312
0.310884 0.05397 288
0.312408 0.0512249 192
0.314799 0.0481503 366
0.317265 0.0542266 408
