# in Mpc/h Units 
# k P_nu(k) Nmodes
# a= 0.175625
# nk = 757
0.020944 32.2508 6
0.0296192 11.4516 12
0.036276 5.50359 8
0.0418879 3.19754 6
0.0468321 2.07045 24
0.051302 1.49282 24
0.0592384 0.890276 12
0.0628319 0.734025 30
0.0662306 0.592486 24
0.0694632 0.477177 24
0.072552 0.393588 8
0.0755145 0.336473 24
0.0783651 0.26801 48
0.0837758 0.191316 6
0.0863541 0.169304 48
0.0888577 0.139829 36
0.0912926 0.131706 24
0.0936642 0.111221 24
0.0959772 0.0994844 48
0.0982358 0.0824189 24
0.102604 0.0630232 24
0.10472 0.0620007 30
0.106794 0.0564337 72
0.108828 0.0539249 32
0.112787 0.044529 72
0.114715 0.0418866 48
0.118477 0.0291404 12
0.120314 0.0346057 48
0.122123 0.0320808 48
0.123906 0.0327651 48
0.125664 0.0296453 30
0.127397 0.0271378 24
0.129107 0.0241585 72
0.132461 0.0228665 24
0.134107 0.0203176 96
0.135732 0.0197446 48
0.137339 0.0182748 24
0.138926 0.0179802 24
0.140496 0.0153033 72
0.142049 0.0149787 48
0.145104 0.0140518 8
0.146608 0.013051 54
0.148096 0.0117684 84
0.14957 0.0115863 48
0.151029 0.0103817 24
0.152474 0.00916826 72
0.153906 0.00982132 96
0.15673 0.00861428 48
0.158123 0.00757839 48
0.159504 0.00763509 24
0.160874 0.00719627 72
0.163577 0.00656934 72
0.164913 0.00684041 96
0.167552 0.00512746 6
0.168856 0.00602429 96
0.170149 0.00585487 96
0.171434 0.00506924 24
0.172708 0.00538979 48
0.173974 0.00467939 96
0.17523 0.00494589 48
0.177715 0.00505035 36
0.178945 0.00458306 48
0.180167 0.00442305 120
0.18138 0.00418388 56
0.182585 0.00396838 24
0.183782 0.00396309 96
0.184972 0.00339748 48
0.187328 0.00339123 24
0.188496 0.00327006 102
0.190347 0.00340266 120
0.191954 0.0033351 48
0.193094 0.00297113 48
0.194226 0.00301487 120
0.196472 0.00274431 24
0.197585 0.00279 144
0.199006 0.00253236 168
0.201976 0.00264885 48
0.203059 0.00242538 96
0.205208 0.00188893 24
0.206274 0.00196024 48
0.207335 0.00191863 108
0.20839 0.00219953 72
0.210326 0.00184455 198
0.211524 0.00162118 48
0.213587 0.00169423 72
0.214612 0.00144012 96
0.215631 0.00140444 72
0.216957 0.00160861 104
0.218661 0.00133527 72
0.219662 0.00133839 144
0.223129 0.00126087 192
0.224599 0.00129953 48
0.22618 0.00124359 192
0.22751 0.00114407 72
0.229429 0.00105892 48
0.230383 0.00117671 78
0.231604 0.00111152 168
0.23416 0.00097626 144
0.235095 0.000975004 144
0.236954 0.00105382 12
0.238108 0.000916958 192
0.239975 0.000914737 168
0.241537 0.000942341 48
0.242444 0.000850288 168
0.244844 0.000809589 144
0.246417 0.000715368 168
0.248401 0.000744725 144
0.249576 0.000655471 48
0.251327 0.000917906 30
0.252777 0.000709543 288
0.254191 0.00064301 80
0.25601 0.000666464 288
0.258214 0.000619552 72
0.2594 0.00060915 240
0.26075 0.000562341 96
0.262904 0.000534976 168
0.265657 0.000532677 216
0.266722 0.000545614 132
0.268622 0.000521557 192
0.269844 0.000464874 120
0.271964 0.000447562 126
0.273543 0.000433761 288
0.275842 0.000436578 312
0.277853 0.000413163 24
0.279641 0.000391079 264
0.28148 0.000395888 192
0.282936 0.000351009 192
0.285198 0.000329747 336
0.286404 0.000343019 48
0.288084 0.000373135 240
0.291553 0.000312993 296
0.292736 0.000279292 150
0.294335 0.000299921 240
0.296659 0.000282859 228
0.298323 0.000267317 216
0.300394 0.000272785 336
0.302928 0.000256375 360
0.304588 0.000211025 144
0.305974 0.000197767 168
0.308578 0.000229506 312
0.310884 0.000195557 288
0.312408 0.000192097 192
0.314799 0.000196796 366
0.317265 0.000203326 408
0.319597 0.00018963 168
0.320771 0.000182788 336
0.3227 0.000168114 240
0.32574 0.000146835 380
0.32795 0.000169661 384
0.330224 0.000146697 240
0.331726 0.000163222 360
0.333831 0.000134276 198
0.336246 0.000140747 384
0.338319 0.000126647 384
0.341157 0.000123996 432
0.343593 0.000117072 528
0.346262 0.000119579 288
0.347842 0.000110318 288
