# in Mpc/h Units 
# D1 = 0.339317 
# k P N P(z=0)
0.020944 3392.46 6 29464.8
0.0296192 2808.02 12 24388.7
0.036276 2284.98 8 19845.9
0.0418879 1978.46 6 17183.6
0.0468321 1741.79 24 15128.1
0.051302 1663.14 24 14445
0.0592384 1545.71 12 13425
0.0628319 1565.09 30 13593.4
0.0662306 1480.6 24 12859.6
0.0694632 1359.1 24 11804.3
0.072552 1272.7 8 11053.8
0.0755145 1269.09 24 11022.5
0.0783651 1086.5 48 9436.68
0.0837758 962.06 6 8355.85
0.0863541 969.775 48 8422.85
0.0888577 850.309 36 7385.25
0.0912926 929.329 24 8071.56
0.0936642 833.082 24 7235.62
0.0959772 822.995 48 7148.01
0.0982358 699.644 24 6076.67
0.102604 589.717 24 5121.91
0.10472 663.253 30 5760.59
0.106794 644.229 72 5595.37
0.108828 669.697 32 5816.57
0.112787 609.163 72 5290.81
0.114715 618.347 48 5370.57
0.118477 402.695 12 3497.55
0.120314 605.227 48 5256.62
0.122123 578.682 48 5026.06
0.123906 662.473 48 5753.82
0.125664 612.157 30 5316.81
0.127397 573.27 24 4979.06
0.129107 520.033 72 4516.68
0.132461 572.007 24 4968.1
0.134107 504.846 96 4384.77
0.135732 521.737 48 4531.48
0.137339 494.292 24 4293.11
0.138926 532.595 24 4625.78
0.140496 436.098 72 3787.67
0.142049 454.807 48 3950.16
0.145104 506.552 8 4399.59
0.146608 465.377 54 4041.97
0.148096 422.989 84 3673.81
0.14957 445.111 48 3865.96
0.151029 391.891 24 3403.72
0.152474 341.999 72 2970.39
0.153906 420.7 96 3653.93
0.15673 383.908 48 3334.38
0.158123 332.208 48 2885.35
0.159504 359.108 24 3118.99
0.160874 341.89 72 2969.44
0.163577 336.671 72 2924.11
0.164913 369.309 96 3207.58
0.167552 245.507 6 2132.32
0.168856 355.866 96 3090.83
0.170149 352.707 96 3063.39
0.171434 296.477 24 2575.01
0.172708 340.612 48 2958.34
0.173974 294.417 96 2557.12
0.17523 329.217 48 2859.37
0.177715 369.071 36 3205.52
0.178945 334.648 48 2906.54
0.180167 324.979 120 2822.56
0.18138 317.048 56 2753.68
0.182585 295.521 24 2566.7
0.183782 316.712 96 2750.76
0.184972 254.737 48 2212.49
0.187328 280.538 24 2436.57
0.188496 266.606 102 2315.57
0.190347 308.422 120 2678.76
0.191954 313.173 48 2720.02
0.193094 277.207 48 2407.64
0.194226 292.879 120 2543.76
0.196472 272.91 24 2370.33
0.197585 289.877 144 2517.69
0.199006 267.985 168 2327.55
0.201976 305.353 48 2652.1
0.203059 287.584 96 2497.78
0.205208 198.005 24 1719.75
0.206274 221.187 48 1921.09
0.207335 224.483 108 1949.72
0.20839 296.52 72 2575.39
0.210326 236.282 198 2052.19
0.211524 207.677 48 1803.75
0.213587 228.203 72 1982.03
0.214612 181.303 96 1574.68
0.215631 186.263 72 1617.76
0.216957 236.521 104 2054.27
0.218661 190.935 72 1658.34
0.219662 196.964 144 1710.7
0.223129 200.795 192 1743.98
0.224599 215.178 48 1868.9
0.22618 211.335 192 1835.52
0.22751 192.694 72 1673.61
0.229429 177.933 48 1545.41
0.230383 222.96 78 1936.49
0.231604 207.676 168 1803.74
0.23416 189.117 144 1642.55
0.235095 186.86 144 1622.95
0.236954 200.971 12 1745.51
