# in Mpc/h Units 
# (k P_nu(k))
# a= 0.950014
# nk = 757
0.020944 2545.2
0.0296192 1154.42
0.036276 641.712
0.0418879 392.924
0.0468321 273.722
0.051302 209.23
0.0592384 137.097
0.0628319 117.042
0.0662306 91.0943
0.0694632 81.5841
0.072552 73.3318
0.0755145 51.9096
0.0783651 46.1419
0.0837758 46.8455
0.0863541 30.692
0.0888577 25.0338
0.0912926 25.9347
0.0936642 28.6243
0.0959772 19.2878
0.0982358 17.9266
0.102604 16.9927
0.10472 13.5798
0.106794 11.9325
0.108828 10.311
0.112787 10.3615
0.114715 9.9912
0.118477 9.34801
0.120314 8.84089
0.122123 7.65058
0.123906 6.96903
0.125664 5.60569
0.127397 5.98067
0.129107 5.22179
0.132461 3.5253
0.134107 5.24156
0.135732 4.78412
0.137339 4.27314
0.138926 4.63798
0.140496 3.57361
0.142049 3.44176
0.145104 0.775594
0.146608 3.08644
0.148096 2.93697
0.14957 3.08095
0.151029 3.38718
0.152474 2.97333
0.153906 2.67578
0.15673 2.08278
0.158123 2.36208
0.159504 2.47316
0.160874 1.80943
0.163577 2.40942
0.164913 1.63746
0.167552 1.58323
0.168856 1.41891
0.170149 1.82751
0.171434 1.59453
0.172708 1.4993
0.173974 1.4304
0.17523 1.63295
0.177715 1.79886
0.178945 0.997895
0.180167 1.2153
0.18138 1.37381
0.182585 0.765465
0.183782 0.977637
0.184972 1.23562
0.187328 0.945874
0.188496 1.10477
0.190347 0.814129
0.191954 1.00675
0.193094 0.797606
0.194226 0.940496
0.196472 0.816191
0.197585 0.86064
0.199006 0.919256
0.201976 0.831681
0.203059 0.59555
0.205208 0.598512
0.206274 0.804527
0.207335 0.625959
0.20839 0.679061
0.210326 0.669678
0.211524 0.846405
0.213587 0.509191
0.214612 0.504524
0.215631 0.564553
0.216957 0.547114
0.218661 0.405316
0.219662 0.618531
0.223129 0.410026
0.224599 0.407708
0.22618 0.461103
0.22751 0.54731
0.229429 0.435638
0.230383 0.445957
0.231604 0.408807
0.23416 0.321756
0.235095 0.3612
0.236954 0.433114
0.238108 0.389198
0.239975 0.34423
0.241537 0.284846
0.242444 0.354856
0.244844 0.279581
0.246417 0.280249
0.248401 0.284131
0.249576 0.286159
0.251327 0.232584
0.252777 0.303946
0.254191 0.264625
0.25601 0.252806
0.258214 0.27735
0.2594 0.226658
0.26075 0.150101
0.262904 0.216399
0.265657 0.231991
0.266722 0.156401
0.268622 0.173455
0.269844 0.238024
0.271964 0.201639
0.273543 0.183468
0.275842 0.172662
0.277853 0.176863
0.279641 0.180906
0.28148 0.17765
0.282936 0.170094
0.285198 0.16437
0.286404 0.135282
0.288084 0.148134
0.291553 0.136514
0.292736 0.134444
0.294335 0.130009
0.296659 0.132858
0.298323 0.116081
0.300394 0.132964
0.302928 0.106355
0.304588 0.0947416
0.305974 0.0980719
0.308578 0.105366
0.310884 0.100127
0.312408 0.100195
0.314799 0.101342
0.317265 0.101332
0.319597 0.0877605
0.320771 0.0787562
0.3227 0.0817266
0.32574 0.0807093
0.32795 0.0861929
0.330224 0.0801007
0.331726 0.0681658
0.333831 0.0717382
0.336246 0.074832
0.338319 0.0733265
0.341157 0.0722073
0.343593 0.0620299
0.346262 0.0625605
0.347842 0.0563047
0.350326 0.0605173
0.352828 0.0540846
0.354442 0.0594627
0.356776 0.0515526
0.359142 0.0538164
0.361681 0.0466399
0.363857 0.0459528
0.366441 0.0458862
0.368657 0.0446876
0.371486 0.0423504
0.374587 0.0399266
0.376839 0.0408629
0.379079 0.0379221
0.38178 0.0322363
0.384712 0.0386584
0.386663 0.0353103
0.389313 0.0371361
0.39167 0.0349954
0.394428 0.0353841
0.397811 0.0332096
0.400019 0.0340294
0.402781 0.0309716
0.405015 0.0298522
0.40766 0.029365
0.410865 0.0262877
0.413244 0.0265095
0.416084 0.0258181
0.418986 0.0264695
0.421544 0.0254424
0.424534 0.0241956
0.42751 0.0234293
0.430034 0.0220197
0.432751 0.0223965
0.436344 0.0194962
0.438896 0.0208674
0.44171 0.0185907
0.444585 0.0190971
0.447784 0.0188193
0.45034 0.0171258
0.453413 0.0168757
0.456575 0.0165575
0.459787 0.0164462
0.462622 0.0157533
0.465862 0.0156796
0.468802 0.0154997
0.471915 0.0152365
0.475472 0.0132846
0.478779 0.0138827
0.481919 0.0143186
0.484939 0.0128063
0.488502 0.0117768
0.491034 0.0118048
0.494348 0.0116541
0.497688 0.0111333
0.500527 0.0111914
0.504331 0.0103126
0.507364 0.0106251
0.510774 0.0111914
0.514275 0.00925158
0.517978 0.00940206
0.521294 0.0094654
0.524822 0.00948944
0.527973 0.00865791
0.531698 0.00865106
0.535226 0.00825478
0.539103 0.00746139
0.543 0.00716625
0.546011 0.00731494
0.549827 0.00719395
0.55369 0.00699168
0.557166 0.00718184
0.560475 0.00648549
0.564609 0.00597228
0.56859 0.0059346
0.572441 0.00559019
0.5763 0.00576607
0.580121 0.00562587
0.583625 0.00568846
0.587525 0.00524148
0.591428 0.00513161
0.595301 0.00500341
0.599624 0.00474802
0.603294 0.004855
0.60771 0.00439852
0.611568 0.00454119
0.615779 0.00425154
0.619303 0.00416403
0.623194 0.00417734
0.627636 0.00407856
0.631826 0.00374206
0.635971 0.00368842
0.64039 0.0036751
0.644956 0.00329524
0.649302 0.00334261
0.653461 0.00339804
0.657644 0.00315721
0.662026 0.00307671
0.666685 0.00297343
0.670916 0.00278618
0.675462 0.00296774
0.679703 0.00270344
0.684292 0.00271062
0.688927 0.00254406
0.693468 0.00237798
0.698026 0.0024522
0.702952 0.00234838
0.707372 0.00229984
0.712317 0.00215884
0.716936 0.00211548
0.721869 0.00204911
0.726964 0.00197829
0.73163 0.00203438
0.736224 0.00193565
0.74119 0.00189596
0.746118 0.00179105
0.751313 0.00172664
0.756133 0.00165322
0.761156 0.0015861
0.766095 0.00158554
0.771205 0.00154724
0.776456 0.00145163
0.781432 0.00145771
0.786733 0.00144821
0.791574 0.00136844
0.797255 0.00133632
0.802676 0.00124302
0.808005 0.00124686
0.813482 0.00118619
0.818759 0.00116358
0.824173 0.00108734
0.829708 0.00108965
0.834919 0.00105617
0.840568 0.00102577
0.846479 0.000967107
0.851948 0.000979749
0.857592 0.000921159
0.863369 0.000933928
0.869182 0.000866062
0.874831 0.000847963
0.880682 0.000811499
0.886294 0.000811762
0.892352 0.000789926
0.898399 0.00078047
0.904229 0.00072342
0.910231 0.000715307
0.916513 0.000696889
0.922651 0.000664743
0.92895 0.00065814
0.935092 0.000631704
0.940995 0.000615123
0.947406 0.000587887
0.953652 0.000563176
0.960017 0.000557713
0.966595 0.000526721
0.972908 0.000519278
0.979222 0.000497068
0.985855 0.000476819
0.992666 0.000483646
0.998881 0.000460878
1.00551 0.000446131
1.01216 0.000434159
1.01908 0.000423918
1.02599 0.000407046
1.03271 0.000389583
1.03948 0.000374044
1.04641 0.000366919
1.05346 0.000351374
1.06036 0.000350769
1.0676 0.000343764
1.07471 0.000324911
1.08175 0.000315339
1.08895 0.000307807
1.09637 0.000294861
1.10369 0.000285046
1.11092 0.000282271
1.1181 0.000271746
1.12573 0.000263638
1.1332 0.000254833
1.14081 0.000246676
1.14829 0.000236975
1.15605 0.000229639
1.16374 0.000227979
1.1717 0.000218815
1.17935 0.000210282
1.18713 0.000199976
1.195 0.000197099
1.20281 0.000192557
1.21088 0.000184601
1.21904 0.000179668
1.22715 0.000171894
1.23533 0.000167114
1.24354 0.000162004
1.25174 0.000157042
1.26013 0.000152828
1.26845 0.000147197
1.27706 0.000141341
1.28545 0.000138188
1.29387 0.000133767
1.3027 0.000131871
1.31143 0.000125372
1.3202 0.000120397
1.32891 0.000116469
1.33775 0.000113506
1.34663 0.000108264
1.35548 0.000107017
1.3645 0.000103896
1.37362 9.99036e-05
1.38289 9.60359e-05
1.39214 9.33598e-05
1.40146 9.10576e-05
1.41076 8.74952e-05
1.42016 8.5214e-05
1.42955 8.20971e-05
1.43897 7.98284e-05
1.44856 7.64334e-05
1.45815 7.50154e-05
1.46783 7.14506e-05
1.47755 7.01631e-05
1.48753 6.8004e-05
1.4975 6.53766e-05
1.50759 6.28737e-05
1.51744 6.08236e-05
1.52762 5.86648e-05
1.53782 5.69569e-05
1.54798 5.49717e-05
1.55817 5.31519e-05
1.56867 5.19971e-05
1.579 4.9658e-05
1.58955 4.85407e-05
1.60018 4.72147e-05
1.61084 4.49876e-05
1.62148 4.32178e-05
1.63242 4.22313e-05
1.64322 4.03121e-05
1.65411 3.95456e-05
1.66512 3.80936e-05
1.67627 3.66219e-05
1.68736 3.60151e-05
1.69863 3.48667e-05
1.70994 3.32235e-05
1.72135 3.2298e-05
1.73279 3.12296e-05
1.74428 3.02824e-05
1.75588 2.92838e-05
1.76756 2.81099e-05
1.77941 2.70894e-05
1.79124 2.62998e-05
1.80325 2.53548e-05
1.81507 2.45951e-05
1.82722 2.3749e-05
1.83948 2.31761e-05
1.85166 2.21897e-05
1.86408 2.15147e-05
1.87633 2.05793e-05
1.88886 1.97036e-05
1.90144 1.92936e-05
1.914 1.88126e-05
1.92679 1.81725e-05
1.93957 1.73414e-05
1.95256 1.69702e-05
1.96563 1.62675e-05
1.97869 1.57595e-05
1.99179 1.52238e-05
2.00509 1.46784e-05
2.01846 1.41619e-05
2.03193 1.36389e-05
2.04528 1.32816e-05
2.05892 1.26527e-05
2.07279 1.22968e-05
2.0865 1.19565e-05
2.10039 1.14942e-05
2.11443 1.11205e-05
2.12845 1.07094e-05
2.14263 1.02998e-05
2.15695 9.96606e-06
2.17119 9.69869e-06
2.18567 9.24896e-06
2.20036 8.94241e-06
2.21494 8.67678e-06
2.22958 8.31075e-06
2.24445 8.08114e-06
2.25936 7.79526e-06
2.27439 7.52481e-06
2.28969 7.25413e-06
2.30493 7.02323e-06
2.32027 6.75168e-06
2.33573 6.53552e-06
2.35122 6.32209e-06
2.3669 6.07049e-06
2.38266 5.84226e-06
2.39847 5.67429e-06
2.41442 5.46588e-06
2.43055 5.28419e-06
2.44673 5.07097e-06
2.4629 4.90995e-06
2.47932 4.75775e-06
2.4959 4.55919e-06
2.51254 4.41127e-06
2.52927 4.24947e-06
2.54604 4.0812e-06
2.56299 3.94985e-06
2.58009 3.79542e-06
2.5973 3.65713e-06
2.61455 3.5193e-06
2.63195 3.41538e-06
2.64948 3.26166e-06
2.66707 3.1799e-06
2.68485 3.04678e-06
2.70286 2.95524e-06
2.72085 2.82228e-06
2.73892 2.73619e-06
2.75712 2.63053e-06
2.77543 2.55373e-06
2.79389 2.44864e-06
2.81251 2.34821e-06
2.83127 2.26877e-06
2.85007 2.1774e-06
2.86897 2.11637e-06
2.88818 2.04576e-06
2.90739 1.94903e-06
2.92669 1.87916e-06
2.94616 1.82155e-06
2.96573 1.75007e-06
2.98548 1.69042e-06
3.00539 1.62481e-06
3.02539 1.57519e-06
3.04557 1.51821e-06
3.06592 1.45719e-06
3.0863 1.40225e-06
3.10684 1.36099e-06
3.12756 1.30416e-06
3.1484 1.25612e-06
3.16935 1.21285e-06
3.19042 1.16596e-06
3.21172 1.1248e-06
3.2331 1.0805e-06
3.25451 1.03872e-06
3.27615 1.00127e-06
3.2979 9.69024e-07
3.31984 9.29639e-07
3.34198 8.97273e-07
3.3643 8.67163e-07
3.38673 8.32134e-07
3.40918 7.98105e-07
3.43196 7.69993e-07
3.45493 7.38595e-07
3.47788 7.14648e-07
3.50098 6.8948e-07
3.52428 6.63289e-07
3.54776 6.38254e-07
3.5713 6.17116e-07
3.59506 5.9401e-07
3.61902 5.7123e-07
3.64313 5.49468e-07
3.66736 5.30543e-07
3.69182 5.0938e-07
3.71639 4.91247e-07
3.7411 4.72905e-07
3.76602 4.561e-07
3.7911 4.37989e-07
3.81637 4.2288e-07
3.8418 4.07292e-07
3.8673 3.91882e-07
3.89298 3.76524e-07
3.91895 3.63506e-07
3.94503 3.49288e-07
3.97125 3.37045e-07
3.99772 3.24767e-07
4.02443 3.12604e-07
4.05121 3.00798e-07
4.07809 2.88844e-07
4.10526 2.78842e-07
4.13259 2.68711e-07
4.16008 2.57603e-07
4.18785 2.48499e-07
4.21573 2.39017e-07
4.24371 2.30912e-07
4.27197 2.21023e-07
4.30044 2.12891e-07
4.32905 2.05068e-07
4.35788 1.97366e-07
4.38688 1.89794e-07
4.41605 1.82719e-07
4.44546 1.76117e-07
4.47509 1.69018e-07
4.50493 1.63325e-07
4.53494 1.57065e-07
4.56506 1.51411e-07
4.59545 1.45241e-07
4.62609 1.39812e-07
4.65691 1.34946e-07
4.68789 1.29552e-07
4.71906 1.25015e-07
4.75048 1.20499e-07
4.78209 1.15588e-07
4.8139 1.11242e-07
4.84595 1.06959e-07
4.87821 1.02864e-07
4.91071 9.91121e-08
4.94338 9.52801e-08
4.97629 9.19571e-08
5.00945 8.83328e-08
5.04276 8.51832e-08
5.07626 8.18312e-08
5.1101 7.87237e-08
5.14418 7.58401e-08
5.1784 7.2936e-08
5.21287 7.01342e-08
5.24757 6.75803e-08
5.2825 6.49318e-08
5.31768 6.24242e-08
5.35308 6.01399e-08
5.38871 5.78542e-08
5.42459 5.55581e-08
5.46071 5.3523e-08
5.49705 5.16318e-08
5.53363 4.96935e-08
5.57046 4.77927e-08
5.60749 4.59627e-08
5.64482 4.4183e-08
5.68244 4.25482e-08
5.72029 4.08675e-08
5.7584 3.93163e-08
5.79671 3.78779e-08
5.83528 3.64406e-08
5.87416 3.49761e-08
5.91325 3.36924e-08
5.95258 3.23623e-08
5.99221 3.11721e-08
6.03213 3.00423e-08
6.07232 2.88308e-08
6.11272 2.77846e-08
6.15341 2.67188e-08
6.1944 2.56515e-08
6.23563 2.46719e-08
6.27716 2.37456e-08
6.31895 2.2853e-08
6.36099 2.19404e-08
6.40334 2.11375e-08
6.44597 2.02728e-08
6.48883 1.95189e-08
6.53202 1.88011e-08
6.57553 1.81093e-08
