# in Mpc/h Units 
# (k P_nu(k))
# a= 0.368866
# nk = 757
0.020944 285.538
0.0296192 113.525
0.036276 58.5649
0.0418879 34.6608
0.0468321 23.3205
0.051302 17.1525
0.0592384 10.6327
0.0628319 8.70906
0.0662306 6.91253
0.0694632 5.91008
0.072552 5.16648
0.0755145 3.87427
0.0783651 3.34037
0.0837758 2.9401
0.0863541 2.13984
0.0888577 1.80074
0.0912926 1.70097
0.0936642 1.67798
0.0959772 1.28727
0.0982358 1.15196
0.102604 1.03862
0.10472 0.855464
0.106794 0.766044
0.108828 0.670393
0.112787 0.647968
0.114715 0.589225
0.118477 0.544514
0.120314 0.521151
0.122123 0.467784
0.123906 0.419822
0.125664 0.362839
0.127397 0.366496
0.129107 0.32363
0.132461 0.23921
0.134107 0.295825
0.135732 0.275806
0.137339 0.25684
0.138926 0.267396
0.140496 0.213391
0.142049 0.200878
0.145104 0.0971497
0.146608 0.176399
0.148096 0.171029
0.14957 0.164761
0.151029 0.163844
0.152474 0.158577
0.153906 0.143363
0.15673 0.124485
0.158123 0.122383
0.159504 0.117294
0.160874 0.1056
0.163577 0.117092
0.164913 0.0933013
0.167552 0.0876281
0.168856 0.0808447
0.170149 0.0892025
0.171434 0.082599
0.172708 0.0779662
0.173974 0.0687501
0.17523 0.0737599
0.177715 0.0838603
0.178945 0.0547851
0.180167 0.0646553
0.18138 0.0683673
0.182585 0.0517184
0.183782 0.0557848
0.184972 0.0581569
0.187328 0.0481743
0.188496 0.057849
0.190347 0.0451014
0.191954 0.0519679
0.193094 0.0414851
0.194226 0.0442722
0.196472 0.0424791
0.197585 0.0436496
0.199006 0.0447048
0.201976 0.0413725
0.203059 0.0320841
0.205208 0.0319101
0.206274 0.0352952
0.207335 0.0302366
0.20839 0.0339438
0.210326 0.0309575
0.211524 0.0343198
0.213587 0.0234765
0.214612 0.0245153
0.215631 0.0259653
0.216957 0.024719
0.218661 0.0217558
0.219662 0.0261805
0.223129 0.0197857
0.224599 0.0186918
0.22618 0.0213494
0.22751 0.0230145
0.229429 0.0173212
0.230383 0.0193353
0.231604 0.0184915
0.23416 0.0158269
0.235095 0.0153089
0.236954 0.0179347
0.238108 0.0163851
0.239975 0.015551
0.241537 0.0132899
0.242444 0.0135706
0.244844 0.0124024
0.246417 0.0117952
0.248401 0.0126562
0.249576 0.010664
0.251327 0.00973564
0.252777 0.0115469
0.254191 0.0115867
0.25601 0.0112381
0.258214 0.00941266
0.2594 0.0093035
0.26075 0.00699069
0.262904 0.00872399
0.265657 0.0088407
0.266722 0.00716922
0.268622 0.00739136
0.269844 0.00887721
0.271964 0.00782299
0.273543 0.00752885
0.275842 0.00652467
0.277853 0.00867133
0.279641 0.00686895
0.28148 0.0073241
0.282936 0.00594473
0.285198 0.00663159
0.286404 0.00563499
0.288084 0.00575272
0.291553 0.00514692
0.292736 0.00573561
0.294335 0.00520264
0.296659 0.0045875
0.298323 0.00422676
0.300394 0.00464092
0.302928 0.00414056
0.304588 0.00418461
0.305974 0.0045204
0.308578 0.00395404
0.310884 0.00359974
0.312408 0.00331899
0.314799 0.00343317
0.317265 0.00370113
0.319597 0.0030718
0.320771 0.00295437
0.3227 0.00306823
0.32574 0.00302946
0.32795 0.00286927
0.330224 0.00292915
0.331726 0.00261082
0.333831 0.00262463
0.336246 0.00245881
0.338319 0.0025538
0.341157 0.00241667
0.343593 0.00198303
0.346262 0.00195954
0.347842 0.00182109
0.350326 0.00210388
0.352828 0.00167659
0.354442 0.0017497
0.356776 0.00179606
0.359142 0.00173517
0.361681 0.00163389
0.363857 0.00160182
0.366441 0.00143224
0.368657 0.00151875
0.371486 0.00159268
0.374587 0.00127645
0.376839 0.00135857
0.379079 0.00135038
0.38178 0.0011205
0.384712 0.00113357
0.386663 0.00103649
0.389313 0.00108666
0.39167 0.00110903
0.394428 0.00107602
0.397811 0.000957894
0.400019 0.00113957
0.402781 0.000994677
0.405015 0.00096398
0.40766 0.000993569
0.410865 0.000833697
0.413244 0.00086703
0.416084 0.000775047
0.418986 0.000785353
0.421544 0.000735859
0.424534 0.000724946
0.42751 0.00061694
0.430034 0.000753881
0.432751 0.000680233
0.436344 0.000580802
0.438896 0.000660753
0.44171 0.000572555
0.444585 0.000546451
0.447784 0.000511217
0.45034 0.00049305
0.453413 0.000474686
0.456575 0.000429363
0.459787 0.000448076
0.462622 0.000432219
0.465862 0.000434304
0.468802 0.000411501
0.471915 0.000387063
0.475472 0.000370779
0.478779 0.000389582
0.481919 0.000370493
0.484939 0.000341054
0.488502 0.000332375
0.491034 0.000320941
0.494348 0.00029093
0.497688 0.000284143
0.500527 0.000305653
0.504331 0.000282656
0.507364 0.000275681
0.510774 0.000255428
0.514275 0.000247583
0.517978 0.000235067
0.521294 0.000228306
0.524822 0.000209484
0.527973 0.000210058
0.531698 0.000206397
0.535226 0.000197892
0.539103 0.000192066
0.543 0.000185086
0.546011 0.000176936
