#           k/h    P           
    0.71429E-04    0.59070E+01
    0.79823E-04    0.65791E+01
    0.89203E-04    0.73276E+01
    0.99687E-04    0.81613E+01
    0.11140E-03    0.90897E+01
    0.12449E-03    0.10124E+02
    0.13912E-03    0.11275E+02
    0.15547E-03    0.12557E+02
    0.17374E-03    0.13985E+02
    0.19416E-03    0.15575E+02
    0.21698E-03    0.17345E+02
    0.24248E-03    0.19315E+02
    0.27098E-03    0.21509E+02
    0.30282E-03    0.23950E+02
    0.33841E-03    0.26667E+02
    0.37818E-03    0.29689E+02
    0.42262E-03    0.33051E+02
    0.47229E-03    0.36789E+02
    0.52779E-03    0.40942E+02
    0.58982E-03    0.45556E+02
    0.65913E-03    0.50678E+02
    0.73659E-03    0.56359E+02
    0.82315E-03    0.62654E+02
    0.91989E-03    0.69620E+02
    0.10280E-02    0.77319E+02
    0.11488E-02    0.85813E+02
    0.12838E-02    0.95164E+02
    0.14347E-02    0.10543E+03
    0.16033E-02    0.11668E+03
    0.17917E-02    0.12895E+03
    0.20023E-02    0.14228E+03
    0.22376E-02    0.15672E+03
    0.25005E-02    0.17226E+03
    0.27944E-02    0.18889E+03
    0.31228E-02    0.20657E+03
    0.34898E-02    0.22524E+03
    0.38999E-02    0.24477E+03
    0.43582E-02    0.26502E+03
    0.44069E-02    0.26707E+03
    0.44561E-02    0.26913E+03
    0.45059E-02    0.27120E+03
    0.45562E-02    0.27327E+03
    0.46071E-02    0.27535E+03
    0.46586E-02    0.27743E+03
    0.47107E-02    0.27951E+03
    0.47633E-02    0.28160E+03
    0.48165E-02    0.28369E+03
    0.48703E-02    0.28578E+03
    0.49248E-02    0.28788E+03
    0.49798E-02    0.28998E+03
    0.50354E-02    0.29208E+03
    0.50917E-02    0.29418E+03
    0.51486E-02    0.29629E+03
    0.52061E-02    0.29840E+03
    0.52643E-02    0.30051E+03
    0.53231E-02    0.30261E+03
    0.53826E-02    0.30472E+03
    0.54427E-02    0.30683E+03
    0.55035E-02    0.30894E+03
    0.55650E-02    0.31105E+03
    0.56272E-02    0.31316E+03
    0.56901E-02    0.31527E+03
    0.57536E-02    0.31737E+03
    0.58179E-02    0.31948E+03
    0.58829E-02    0.32158E+03
    0.59487E-02    0.32368E+03
    0.60151E-02    0.32578E+03
    0.60823E-02    0.32787E+03
    0.61503E-02    0.32996E+03
    0.62190E-02    0.33204E+03
    0.62885E-02    0.33413E+03
    0.63587E-02    0.33620E+03
    0.64298E-02    0.33827E+03
    0.65016E-02    0.34034E+03
    0.65743E-02    0.34240E+03
    0.66477E-02    0.34445E+03
    0.67220E-02    0.34650E+03
    0.67971E-02    0.34854E+03
    0.68731E-02    0.35057E+03
    0.69499E-02    0.35259E+03
    0.70275E-02    0.35461E+03
    0.71060E-02    0.35661E+03
    0.71854E-02    0.35861E+03
    0.72657E-02    0.36060E+03
    0.73469E-02    0.36257E+03
    0.74290E-02    0.36453E+03
    0.75120E-02    0.36649E+03
    0.75959E-02    0.36843E+03
    0.76808E-02    0.37036E+03
    0.77666E-02    0.37227E+03
    0.78534E-02    0.37417E+03
    0.79411E-02    0.37606E+03
    0.80298E-02    0.37793E+03
    0.81196E-02    0.37979E+03
    0.82103E-02    0.38163E+03
    0.83020E-02    0.38345E+03
    0.83948E-02    0.38526E+03
    0.84886E-02    0.38705E+03
    0.85834E-02    0.38882E+03
    0.86793E-02    0.39057E+03
    0.87763E-02    0.39230E+03
    0.88743E-02    0.39402E+03
    0.89735E-02    0.39571E+03
    0.90738E-02    0.39738E+03
    0.91751E-02    0.39903E+03
    0.92777E-02    0.40065E+03
    0.93813E-02    0.40226E+03
    0.94861E-02    0.40384E+03
    0.95921E-02    0.40539E+03
    0.96993E-02    0.40692E+03
    0.98077E-02    0.40843E+03
    0.99173E-02    0.40990E+03
    0.10028E-01    0.41135E+03
    0.10140E-01    0.41277E+03
    0.10253E-01    0.41417E+03
    0.10368E-01    0.41553E+03
    0.10484E-01    0.41687E+03
    0.10601E-01    0.41817E+03
    0.10719E-01    0.41944E+03
    0.10839E-01    0.42068E+03
    0.10960E-01    0.42189E+03
    0.11083E-01    0.42306E+03
    0.11207E-01    0.42420E+03
    0.11332E-01    0.42530E+03
    0.11458E-01    0.42637E+03
    0.11586E-01    0.42740E+03
    0.11716E-01    0.42839E+03
    0.11847E-01    0.42935E+03
    0.11979E-01    0.43027E+03
    0.12113E-01    0.43114E+03
    0.12248E-01    0.43198E+03
    0.12385E-01    0.43278E+03
    0.12524E-01    0.43353E+03
    0.12663E-01    0.43424E+03
    0.12805E-01    0.43491E+03
    0.12948E-01    0.43554E+03
    0.13093E-01    0.43612E+03
    0.13239E-01    0.43665E+03
    0.13387E-01    0.43714E+03
    0.13536E-01    0.43758E+03
    0.13688E-01    0.43798E+03
    0.13841E-01    0.43832E+03
    0.13995E-01    0.43862E+03
    0.14152E-01    0.43886E+03
    0.14310E-01    0.43906E+03
    0.14470E-01    0.43920E+03
    0.14631E-01    0.43929E+03
    0.14795E-01    0.43933E+03
    0.14960E-01    0.43931E+03
    0.15127E-01    0.43924E+03
    0.15296E-01    0.43912E+03
    0.15467E-01    0.43894E+03
    0.15640E-01    0.43870E+03
    0.15815E-01    0.43840E+03
    0.15991E-01    0.43805E+03
    0.16170E-01    0.43764E+03
    0.16351E-01    0.43717E+03
    0.16533E-01    0.43664E+03
    0.16718E-01    0.43606E+03
    0.16905E-01    0.43541E+03
    0.17094E-01    0.43470E+03
    0.17285E-01    0.43393E+03
    0.17478E-01    0.43310E+03
    0.17673E-01    0.43221E+03
    0.17871E-01    0.43126E+03
    0.18070E-01    0.43024E+03
    0.18272E-01    0.42916E+03
    0.18476E-01    0.42802E+03
    0.18683E-01    0.42682E+03
    0.18892E-01    0.42555E+03
    0.19103E-01    0.42422E+03
    0.19316E-01    0.42283E+03
    0.19532E-01    0.42138E+03
    0.19750E-01    0.41986E+03
    0.19971E-01    0.41827E+03
    0.20194E-01    0.41663E+03
    0.20420E-01    0.41492E+03
    0.20648E-01    0.41314E+03
    0.20879E-01    0.41131E+03
    0.21112E-01    0.40941E+03
    0.21348E-01    0.40745E+03
    0.21586E-01    0.40543E+03
    0.21827E-01    0.40335E+03
    0.22071E-01    0.40121E+03
    0.22318E-01    0.39901E+03
    0.22567E-01    0.39675E+03
    0.22819E-01    0.39443E+03
    0.23074E-01    0.39205E+03
    0.23332E-01    0.38962E+03
    0.23593E-01    0.38713E+03
    0.23856E-01    0.38459E+03
    0.24123E-01    0.38199E+03
    0.24393E-01    0.37935E+03
    0.24665E-01    0.37665E+03
    0.24941E-01    0.37390E+03
    0.25219E-01    0.37111E+03
