#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.714286E-04   0.196476E+08   0.196476E+08   0.255030E+08   0.255020E+08   0.196473E+08   0.196476E+08   0.196476E+08   0.196521E+08  -0.463040E+00   0.984648E+07   0.984648E+07   0.415736E-01
   0.798228E-04   0.196474E+08   0.196474E+08   0.253327E+08   0.253314E+08   0.196469E+08   0.196474E+08   0.196474E+08   0.196518E+08  -0.463032E+00   0.984635E+07   0.984635E+07   0.464450E-01
   0.892035E-04   0.196471E+08   0.196471E+08   0.251213E+08   0.251197E+08   0.196465E+08   0.196470E+08   0.196471E+08   0.196514E+08  -0.463023E+00   0.984618E+07   0.984618E+07   0.518832E-01
   0.996866E-04   0.196466E+08   0.196466E+08   0.248597E+08   0.248577E+08   0.196458E+08   0.196466E+08   0.196466E+08   0.196510E+08  -0.463011E+00   0.984596E+07   0.984596E+07   0.579528E-01
   0.111402E-03   0.196461E+08   0.196461E+08   0.245364E+08   0.245340E+08   0.196451E+08   0.196461E+08   0.196461E+08   0.196504E+08  -0.462996E+00   0.984570E+07   0.984570E+07   0.647248E-01
   0.124493E-03   0.196455E+08   0.196455E+08   0.241380E+08   0.241351E+08   0.196441E+08   0.196454E+08   0.196455E+08   0.196497E+08  -0.462977E+00   0.984537E+07   0.984537E+07   0.722776E-01
   0.139124E-03   0.196447E+08   0.196447E+08   0.236489E+08   0.236452E+08   0.196430E+08   0.196446E+08   0.196447E+08   0.196488E+08  -0.462954E+00   0.984496E+07   0.984496E+07   0.806972E-01
   0.155474E-03   0.196437E+08   0.196437E+08   0.230507E+08   0.230463E+08   0.196415E+08   0.196436E+08   0.196437E+08   0.196476E+08  -0.462926E+00   0.984444E+07   0.984444E+07   0.900777E-01
   0.173745E-03   0.196424E+08   0.196424E+08   0.223230E+08   0.223178E+08   0.196396E+08   0.196423E+08   0.196424E+08   0.196463E+08  -0.462890E+00   0.984380E+07   0.984380E+07   0.100521E+00
   0.194163E-03   0.196409E+08   0.196409E+08   0.214438E+08   0.214377E+08   0.196374E+08   0.196408E+08   0.196409E+08   0.196445E+08  -0.462846E+00   0.984300E+07   0.984300E+07   0.112138E+00
   0.216981E-03   0.196389E+08   0.196389E+08   0.203905E+08   0.203833E+08   0.196345E+08   0.196388E+08   0.196389E+08   0.196424E+08  -0.462792E+00   0.984201E+07   0.984201E+07   0.125046E+00
   0.242480E-03   0.196365E+08   0.196365E+08   0.191417E+08   0.191335E+08   0.196310E+08   0.196364E+08   0.196365E+08   0.196397E+08  -0.462724E+00   0.984078E+07   0.984078E+07   0.139371E+00
   0.270976E-03   0.196336E+08   0.196336E+08   0.176812E+08   0.176720E+08   0.196266E+08   0.196334E+08   0.196336E+08   0.196365E+08  -0.462641E+00   0.983925E+07   0.983925E+07   0.155244E+00
   0.302821E-03   0.196299E+08   0.196299E+08   0.160020E+08   0.159921E+08   0.196211E+08   0.196296E+08   0.196299E+08   0.196324E+08  -0.462538E+00   0.983736E+07   0.983736E+07   0.172801E+00
   0.338408E-03   0.196253E+08   0.196253E+08   0.141132E+08   0.141029E+08   0.196143E+08   0.196250E+08   0.196253E+08   0.196274E+08  -0.462413E+00   0.983501E+07   0.983501E+07   0.192181E+00
   0.378178E-03   0.196197E+08   0.196197E+08   0.120477E+08   0.120376E+08   0.196059E+08   0.196193E+08   0.196197E+08   0.196214E+08  -0.462259E+00   0.983211E+07   0.983211E+07   0.213526E+00
   0.422621E-03   0.196127E+08   0.196127E+08   0.986980E+07   0.986093E+07   0.195955E+08   0.196122E+08   0.196127E+08   0.196139E+08  -0.462073E+00   0.982854E+07   0.982854E+07   0.236975E+00
   0.472287E-03   0.196042E+08   0.196042E+08   0.768114E+07   0.767442E+07   0.195826E+08   0.196035E+08   0.196042E+08   0.196049E+08  -0.461847E+00   0.982415E+07   0.982415E+07   0.262670E+00
   0.527790E-03   0.195937E+08   0.195937E+08   0.561800E+07   0.561437E+07   0.195668E+08   0.195929E+08   0.195937E+08   0.195939E+08  -0.461574E+00   0.981877E+07   0.981877E+07   0.290753E+00
   0.589815E-03   0.195810E+08   0.195809E+08   0.383579E+07   0.383573E+07   0.195474E+08   0.195799E+08   0.195810E+08   0.195806E+08  -0.461247E+00   0.981220E+07   0.981220E+07   0.321379E+00
   0.659130E-03   0.195654E+08   0.195654E+08   0.247411E+07   0.247720E+07   0.195236E+08   0.195642E+08   0.195654E+08   0.195646E+08  -0.460855E+00   0.980422E+07   0.980422E+07   0.354719E+00
   0.736590E-03   0.195466E+08   0.195466E+08   0.160445E+07   0.160906E+07   0.194945E+08   0.195450E+08   0.195466E+08   0.195453E+08  -0.460388E+00   0.979456E+07   0.979456E+07   0.390978E+00
   0.823153E-03   0.195239E+08   0.195238E+08   0.117839E+07   0.118198E+07   0.194591E+08   0.195219E+08   0.195239E+08   0.195221E+08  -0.459832E+00   0.978291E+07   0.978291E+07   0.430406E+00
   0.919889E-03   0.194966E+08   0.194965E+08   0.101599E+07   0.101640E+07   0.194161E+08   0.194941E+08   0.194966E+08   0.194943E+08  -0.459168E+00   0.976892E+07   0.976892E+07   0.473299E+00
   0.102799E-02   0.194638E+08   0.194637E+08   0.879547E+06   0.876895E+06   0.193640E+08   0.194608E+08   0.194638E+08   0.194609E+08  -0.458377E+00   0.975217E+07   0.975217E+07   0.519993E+00
   0.114880E-02   0.194247E+08   0.194245E+08   0.628516E+06   0.625882E+06   0.193012E+08   0.194209E+08   0.194246E+08   0.194210E+08  -0.457433E+00   0.973216E+07   0.973216E+07   0.570840E+00
   0.128381E-02   0.193779E+08   0.193777E+08   0.335590E+06   0.336147E+06   0.192254E+08   0.193733E+08   0.193779E+08   0.193733E+08  -0.456308E+00   0.970832E+07   0.970832E+07   0.626195E+00
   0.143468E-02   0.193223E+08   0.193221E+08   0.181811E+06   0.184170E+06   0.191345E+08   0.193166E+08   0.193223E+08   0.193166E+08  -0.454969E+00   0.967997E+07   0.967997E+07   0.686422E+00
   0.160328E-02   0.192564E+08   0.192561E+08   0.174342E+06   0.174034E+06   0.190263E+08   0.192494E+08   0.192564E+08   0.192494E+08  -0.453384E+00   0.964637E+07   0.964636E+07   0.751924E+00
   0.179170E-02   0.191784E+08   0.191780E+08   0.127026E+06   0.125290E+06   0.188972E+08   0.191698E+08   0.191783E+08   0.191698E+08  -0.451507E+00   0.960658E+07   0.960658E+07   0.823149E+00
