# in Mpc/h Units 
# D1 = 0.811993 
# k P N P(z=0)
0.020944 15776.2 6 23927.6
0.0296192 12742.6 12 19326.5
0.036276 10355.7 8 15706.3
0.0418879 8401.69 6 12742.7
0.0468321 7416.63 24 11248.7
0.051302 7001.52 24 10619.1
0.0592384 6433.15 12 9757.07
0.0628319 6375.06 30 9668.96
0.0662306 5569.92 24 8447.81
0.0694632 5662.19 24 8587.75
0.072552 5704.77 8 8652.34
0.0755145 4386.94 24 6653.61
0.0783651 4325.34 48 6560.19
0.0837758 5296.46 6 8033.06
0.0863541 3701.05 48 5613.32
0.0888577 3243.54 36 4919.43
0.0912926 3655.3 24 5543.94
0.0936642 4376.14 24 6637.23
0.0959772 3105.84 48 4710.58
0.0982358 3077.84 24 4668.12
0.102604 3322.02 24 5038.45
0.10472 2793.57 30 4236.97
0.106794 2593.12 72 3932.95
0.108828 2367.68 32 3591.02
0.112787 2637.04 72 3999.57
0.114715 2672.93 48 4054
0.118477 2752.7 12 4174.98
0.120314 2723.97 48 4131.4
0.122123 2452.8 48 3720.13
0.123906 2324.8 48 3525.98
0.125664 1948.17 30 2954.76
0.127397 2168.6 24 3289.09
0.129107 1963.62 72 2978.2
0.132461 1418 24 2150.66
0.134107 2206.28 96 3346.24
0.135732 2083.72 48 3160.34
0.137339 1932.89 24 2931.59
0.138926 2185.45 24 3314.64
0.140496 1728.15 72 2621.05
0.142049 1723.5 48 2614.01
0.145104 413.985 8 627.885
0.146608 1687.22 54 2558.99
0.148096 1665.9 84 2526.64
0.14957 1789.44 48 2714.01
0.151029 1997.9 24 3030.19
0.152474 1832.07 72 2778.68
0.153906 1693.34 96 2568.27
0.15673 1403.32 48 2128.39
0.158123 1613.61 48 2447.34
0.159504 1728.49 24 2621.57
0.160874 1327.25 72 2013.02
0.163577 1840.48 72 2791.43
0.164913 1293.9 96 1962.44
0.167552 1328.07 6 2014.27
0.168856 1199.02 96 1818.53
0.170149 1572.8 96 2385.44
0.171434 1409.4 24 2137.62
0.172708 1358.13 48 2059.85
0.173974 1312.16 96 1990.13
0.17523 1514.94 48 2297.68
0.177715 1789.22 36 2713.68
0.178945 1000.79 48 1517.89
0.180167 1256.41 120 1905.57
0.18138 1444.76 56 2191.25
0.182585 860.508 24 1305.12
0.183782 1086.81 96 1648.35
0.184972 1374.64 48 2084.9
0.187328 1088.62 24 1651.09
0.188496 1329.73 102 2016.78
0.190347 1006.7 120 1526.85
0.191954 1279.62 48 1940.79
0.193094 1026.08 48 1556.24
0.194226 1214.47 120 1841.97
0.196472 1094.45 24 1659.93
0.197585 1192.49 144 1808.64
0.199006 1300.66 168 1972.69
0.201976 1237.21 48 1876.47
0.203059 895.081 96 1357.56
0.205208 943.181 24 1430.51
0.206274 1245.61 48 1889.2
0.207335 998.346 108 1514.18
0.20839 1119.68 72 1698.2
0.210326 1113.87 198 1689.38
0.211524 1420.32 48 2154.19
0.213587 859.111 72 1303
0.214612 905.948 96 1374.04
0.215631 1028.69 72 1560.2
0.216957 1014.09 104 1538.06
0.218661 765.961 72 1161.72
0.219662 1190.2 144 1805.16
0.223129 825.68 192 1252.3
