#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.714286E-04   0.241677E+06   0.241676E+06   0.322167E+06   0.322159E+06   0.305596E+06   0.242557E+06   0.241677E+06   0.248150E+06  -0.604556E+00   0.240563E+06   0.240563E+06   0.265227E+01
   0.798228E-04   0.241676E+06   0.241675E+06   0.322149E+06   0.322139E+06   0.305578E+06   0.242556E+06   0.241676E+06   0.248149E+06  -0.604553E+00   0.240562E+06   0.240562E+06   0.296395E+01
   0.892035E-04   0.241675E+06   0.241674E+06   0.322126E+06   0.322113E+06   0.305555E+06   0.242555E+06   0.241675E+06   0.248147E+06  -0.604548E+00   0.240562E+06   0.240561E+06   0.331225E+01
   0.996866E-04   0.241674E+06   0.241673E+06   0.322098E+06   0.322082E+06   0.305528E+06   0.242553E+06   0.241674E+06   0.248145E+06  -0.604543E+00   0.240560E+06   0.240560E+06   0.370148E+01
   0.111402E-03   0.241672E+06   0.241671E+06   0.322062E+06   0.322042E+06   0.305493E+06   0.242551E+06   0.241672E+06   0.248142E+06  -0.604536E+00   0.240559E+06   0.240558E+06   0.413643E+01
   0.124493E-03   0.241670E+06   0.241669E+06   0.322018E+06   0.321993E+06   0.305449E+06   0.242548E+06   0.241670E+06   0.248139E+06  -0.604528E+00   0.240557E+06   0.240556E+06   0.462249E+01
   0.139124E-03   0.241668E+06   0.241666E+06   0.321963E+06   0.321932E+06   0.305395E+06   0.242545E+06   0.241668E+06   0.248135E+06  -0.604517E+00   0.240554E+06   0.240554E+06   0.516566E+01
   0.155474E-03   0.241665E+06   0.241663E+06   0.321894E+06   0.321855E+06   0.305327E+06   0.242541E+06   0.241665E+06   0.248130E+06  -0.604504E+00   0.240551E+06   0.240551E+06   0.577262E+01
   0.173745E-03   0.241661E+06   0.241659E+06   0.321808E+06   0.321760E+06   0.305242E+06   0.242536E+06   0.241661E+06   0.248123E+06  -0.604487E+00   0.240548E+06   0.240547E+06   0.645088E+01
   0.194163E-03   0.241656E+06   0.241653E+06   0.321700E+06   0.321640E+06   0.305137E+06   0.242530E+06   0.241656E+06   0.248115E+06  -0.604467E+00   0.240543E+06   0.240542E+06   0.720879E+01
   0.216981E-03   0.241651E+06   0.241647E+06   0.321566E+06   0.321491E+06   0.305005E+06   0.242523E+06   0.241650E+06   0.248105E+06  -0.604441E+00   0.240537E+06   0.240536E+06   0.805569E+01
   0.242480E-03   0.241643E+06   0.241638E+06   0.321398E+06   0.321305E+06   0.304840E+06   0.242513E+06   0.241643E+06   0.248093E+06  -0.604409E+00   0.240530E+06   0.240528E+06   0.900202E+01
