#           k/h    P           
    0.71429E-04    0.58962E+01
    0.79823E-04    0.65671E+01
    0.89203E-04    0.73142E+01
    0.99687E-04    0.81463E+01
    0.11140E-03    0.90729E+01
    0.12449E-03    0.10105E+02
    0.13912E-03    0.11254E+02
    0.15547E-03    0.12534E+02
    0.17374E-03    0.13959E+02
    0.19416E-03    0.15545E+02
    0.21698E-03    0.17312E+02
    0.24248E-03    0.19278E+02
    0.27098E-03    0.21466E+02
    0.30282E-03    0.23902E+02
    0.33841E-03    0.26611E+02
    0.37818E-03    0.29626E+02
    0.42262E-03    0.32977E+02
    0.47229E-03    0.36703E+02
    0.52779E-03    0.40842E+02
    0.58982E-03    0.45438E+02
    0.65913E-03    0.50538E+02
    0.73659E-03    0.56191E+02
    0.82315E-03    0.62451E+02
    0.91989E-03    0.69375E+02
    0.10280E-02    0.77021E+02
    0.11488E-02    0.85450E+02
    0.12838E-02    0.94724E+02
    0.14347E-02    0.10490E+03
    0.16033E-02    0.11604E+03
    0.17917E-02    0.12820E+03
    0.20023E-02    0.14143E+03
    0.22376E-02    0.15577E+03
    0.25005E-02    0.17125E+03
    0.27944E-02    0.18788E+03
    0.31228E-02    0.20565E+03
    0.34898E-02    0.22454E+03
    0.38999E-02    0.24447E+03
    0.43582E-02    0.26535E+03
    0.44069E-02    0.26748E+03
    0.44561E-02    0.26962E+03
    0.45059E-02    0.27177E+03
    0.45562E-02    0.27393E+03
    0.46071E-02    0.27609E+03
    0.46586E-02    0.27827E+03
    0.47107E-02    0.28044E+03
    0.47633E-02    0.28263E+03
    0.48165E-02    0.28482E+03
    0.48703E-02    0.28702E+03
    0.49248E-02    0.28922E+03
    0.49798E-02    0.29143E+03
    0.50354E-02    0.29365E+03
    0.50917E-02    0.29587E+03
    0.51486E-02    0.29809E+03
    0.52061E-02    0.30032E+03
    0.52643E-02    0.30255E+03
    0.53231E-02    0.30479E+03
    0.53826E-02    0.30703E+03
    0.54427E-02    0.30928E+03
    0.55035E-02    0.31153E+03
    0.55650E-02    0.31378E+03
    0.56272E-02    0.31604E+03
    0.56901E-02    0.31829E+03
    0.57536E-02    0.32055E+03
    0.58179E-02    0.32281E+03
    0.58829E-02    0.32508E+03
    0.59487E-02    0.32734E+03
