# in Mpc/h Units 
# D1 = 0.527201 
# k P N P(z=0)
0.020944 7367.85 6 26508.7
0.0296192 6100.24 12 21948
0.036276 5048.58 8 18164.2
0.0418879 4200.32 6 15112.3
0.0468321 3756.01 24 13513.7
0.051302 3535.6 24 12720.7
0.0592384 3265.31 12 11748.2
0.0628319 3188.31 30 11471.2
0.0662306 2880.84 24 10364.9
0.0694632 2871.43 24 10331.1
0.072552 2882.34 8 10370.3
0.0755145 2330.99 24 8386.65
0.0783651 2266.07 48 8153.07
0.0837758 2607.41 6 9381.18
0.0863541 1956.84 48 7040.48
0.0888577 1767.97 36 6360.97
0.0912926 1885.1 24 6782.36
0.0936642 2109.86 24 7591.02
0.0959772 1642.3 48 5908.8
0.0982358 1594.92 24 5738.35
0.102604 1688.96 24 6076.7
0.10472 1446.45 30 5204.17
0.106794 1364.55 72 4909.49
0.108828 1253.07 32 4508.39
0.112787 1389.73 72 5000.09
0.114715 1344.89 48 4838.77
0.118477 1391.59 12 5006.8
0.120314 1398.57 48 5031.91
0.122123 1296.08 48 4663.16
0.123906 1214.16 48 4368.41
0.125664 1067.49 30 3840.71
0.127397 1156.46 24 4160.81
0.129107 1050.8 72 3780.67
0.132461 800.559 24 2880.32
0.134107 1125.13 96 4048.1
0.135732 1083.07 48 3896.75
0.137339 1037.22 24 3731.8
0.138926 1150.98 24 4141.11
0.140496 921.505 72 3315.47
0.142049 906.924 48 3263.01
0.145104 356.167 8 1281.45
0.146608 891.088 54 3206.04
0.148096 893.581 84 3215
0.14957 911.727 48 3280.29
0.151029 957.987 24 3446.73
0.152474 938.828 72 3377.8
0.153906 868.394 96 3124.38
0.15673 775.199 48 2789.08
0.158123 816.416 48 2937.37
0.159504 822.95 24 2960.88
0.160874 723.448 72 2602.89
0.163577 903.433 72 3250.45
0.164913 694.88 96 2500.1
0.167552 704.066 6 2533.15
0.168856 647.921 96 2331.15
0.170149 775.771 96 2791.14
0.171434 721.879 24 2597.24
0.172708 696.299 48 2505.21
0.173974 637.254 96 2292.77
0.17523 716.665 48 2578.48
0.177715 867.936 36 3122.74
0.178945 529.192 48 1903.97
0.180167 659.476 120 2372.72
0.18138 734.869 56 2643.98
0.182585 519.507 24 1869.13
0.183782 598.166 96 2152.14
0.184972 672.032 48 2417.9
0.187328 558.298 24 2008.69
0.188496 699.916 102 2518.22
0.190347 543.676 120 1956.08
0.191954 672.595 48 2419.92
0.193094 536.67 48 1930.88
0.194226 600.834 120 2161.73
0.196472 581.15 24 2090.91
0.197585 621.885 144 2237.47
0.199006 664.859 168 2392.09
0.201976 646.26 48 2325.17
