# in Mpc/h Units 
# (k P_nu(k))
# a= 0.378336
# nk = 757
0.020944 1722.49
0.0296192 899.07
0.036276 545.168
0.0418879 364.32
0.0468321 268.741
0.051302 212.651
0.0592384 147.657
0.0628319 126.295
0.0662306 105.263
0.0694632 92.6245
0.072552 82.9675
0.0755145 65.4701
0.0783651 57.7553
0.0837758 51.1754
0.0863541 39.3371
0.0888577 33.9995
0.0912926 32.1319
0.0936642 31.5174
0.0959772 25.3575
0.0982358 22.9799
0.102604 21.0521
0.10472 17.8821
0.106794 16.3306
0.108828 14.6224
0.112787 14.2229
0.114715 13.1101
0.118477 12.2812
0.120314 11.8615
0.122123 10.8285
0.123906 9.86639
0.125664 8.73689
0.127397 8.76342
0.129107 7.88806
0.132461 6.11686
0.134107 7.23643
0.135732 6.80991
0.137339 6.40649
0.138926 6.60083
0.140496 5.43742
0.142049 5.1352
0.145104 2.88615
0.146608 4.54788
0.148096 4.42718
0.14957 4.24739
0.151029 4.19823
0.152474 4.11103
0.153906 3.76515
0.15673 3.35567
0.158123 3.25489
0.159504 3.12354
0.160874 2.88685
0.163577 3.12031
0.164913 2.5944
0.167552 2.4307
0.168856 2.29237
0.170149 2.46426
0.171434 2.31838
0.172708 2.20327
0.173974 1.95684
0.17523 2.07096
0.177715 2.33575
0.178945 1.63032
0.180167 1.88176
0.18138 1.95903
0.182585 1.56931
0.183782 1.65575
0.184972 1.69356
0.187328 1.44657
0.188496 1.70044
0.190347 1.37147
0.191954 1.53722
0.193094 1.25596
0.194226 1.3229
0.196472 1.29028
0.197585 1.31292
0.199006 1.33439
0.201976 1.2416
0.203059 1.00254
0.205208 0.983785
0.206274 1.06583
0.207335 0.937302
0.20839 1.03426
0.210326 0.952537
0.211524 1.03408
0.213587 0.748178
0.214612 0.767913
0.215631 0.80714
0.216957 0.768934
0.218661 0.702298
0.219662 0.809755
0.223129 0.636614
0.224599 0.602446
0.22618 0.676771
0.22751 0.719925
0.229429 0.549641
0.230383 0.620514
0.231604 0.597142
0.23416 0.52267
0.235095 0.497524
0.236954 0.572001
0.238108 0.531763
0.239975 0.510315
0.241537 0.446177
0.242444 0.443604
0.244844 0.418049
0.246417 0.395823
0.248401 0.423182
0.249576 0.361078
0.251327 0.333534
0.252777 0.382552
0.254191 0.390048
0.25601 0.379888
0.258214 0.317264
0.2594 0.318193
0.26075 0.246911
0.262904 0.300893
0.265657 0.298986
0.266722 0.251728
0.268622 0.259098
0.269844 0.299536
0.271964 0.266081
0.273543 0.258447
0.275842 0.227004
0.277853 0.299189
0.279641 0.238175
0.28148 0.254553
0.282936 0.208546
0.285198 0.231858
0.286404 0.200808
0.288084 0.2022
0.291553 0.182315
0.292736 0.203552
0.294335 0.184476
0.296659 0.164673
0.298323 0.153045
0.300394 0.164676
0.302928 0.14997
0.304588 0.152377
0.305974 0.163283
0.308578 0.143445
0.310884 0.131578
0.312408 0.121994
0.314799 0.125152
0.317265 0.13486
0.319597 0.113719
0.320771 0.109201
0.3227 0.114317
0.32574 0.111984
0.32795 0.105834
0.330224 0.107212
0.331726 0.0981312
0.333831 0.0970144
0.336246 0.0915065
0.338319 0.093734
0.341157 0.0900844
0.343593 0.0750906
0.346262 0.0738023
0.347842 0.0697435
0.350326 0.0794023
0.352828 0.0636395
0.354442 0.0653703
0.356776 0.068016
0.359142 0.0652957
0.361681 0.0627275
0.363857 0.0617366
0.366441 0.0551383
0.368657 0.0584263
0.371486 0.0613044
0.374587 0.0491191
0.376839 0.0526071
0.379079 0.0527296
0.38178 0.044723
0.384712 0.0436506
0.386663 0.0403364
0.389313 0.0425006
0.39167 0.043154
0.394428 0.0419357
0.397811 0.0375723
0.400019 0.0442982
0.402781 0.0391937
0.405015 0.0380836
0.40766 0.0388395
