# in Mpc/h Units 
# (k P_nu(k))
# a= 0.434934
# nk = 757
0.020944 2383.82
0.0296192 1267.42
0.036276 777.244
0.0418879 522.625
0.0468321 387.763
0.051302 308.669
0.0592384 216.326
0.0628319 185.877
0.0662306 154.839
0.0694632 137.005
0.072552 123.394
0.0755145 96.683
0.0783651 85.637
0.0837758 77.3502
0.0863541 58.7355
0.0888577 50.6825
0.0912926 48.3655
0.0936642 48.0268
0.0959772 38.1561
0.0982358 34.6665
0.102604 32.0773
0.10472 27.0658
0.106794 24.684
0.108828 22.041
0.112787 21.6509
0.114715 19.9786
0.118477 18.8187
0.120314 18.1988
0.122123 16.5501
0.123906 15.0539
0.125664 13.2344
0.127397 13.3809
0.129107 11.9912
0.132461 9.15724
0.134107 11.1302
0.135732 10.4605
0.137339 9.82349
0.138926 10.2181
0.140496 8.3188
0.142049 7.87379
0.145104 4.11173
0.146608 7.00442
0.148096 6.8323
0.14957 6.59563
0.151029 6.5645
0.152474 6.4082
0.153906 5.85164
0.15673 5.17412
0.158123 5.06968
0.159504 4.89123
0.160874 4.46312
0.163577 4.92554
0.164913 4.01383
0.167552 3.79277
0.168856 3.53908
0.170149 3.87509
0.171434 3.62265
0.172708 3.44061
0.173974 3.05464
0.17523 3.26312
0.177715 3.72178
0.178945 2.50462
0.180167 2.93409
0.18138 3.0867
0.182585 2.40146
0.183782 2.56737
0.184972 2.66947
0.187328 2.24584
0.188496 2.67772
0.190347 2.12507
0.191954 2.42537
0.193094 1.9576
0.194226 2.08448
0.196472 2.01653
0.197585 2.06997
0.199006 2.12005
0.201976 1.9734
0.203059 1.5595
0.205208 1.54427
0.206274 1.701
0.207335 1.47589
0.20839 1.64515
0.210326 1.51382
0.211524 1.67101
0.213587 1.16715
0.214612 1.21419
0.215631 1.28662
0.216957 1.22823
0.218661 1.09611
0.219662 1.3071
0.223129 1.0051
0.224599 0.953382
0.22618 1.08513
0.22751 1.16809
0.229429 0.886938
0.230383 0.994505
0.231604 0.955683
0.23416 0.826784
