# in Mpc/h Units 
# (k P_nu(k))
# a= 0.493703
# nk = 757
0.020944 3161.92
0.0296192 1708.39
0.036276 1058.06
0.0418879 715.212
0.0468321 533.358
0.051302 426.839
0.0592384 301.615
0.0628319 260.279
0.0662306 216.648
0.0694632 192.694
0.072552 174.394
0.0755145 135.735
0.0783651 120.686
0.0837758 110.959
0.0863541 83.2905
0.0888577 71.7387
0.0912926 69.1052
0.0936642 69.4344
0.0959772 54.4871
0.0982358 49.6377
0.102604 46.3426
0.10472 38.8714
0.106794 35.4011
0.108828 31.5338
0.112787 31.2436
0.114715 28.8833
0.118477 27.336
0.120314 26.4569
0.122123 23.9699
0.123906 21.7778
0.125664 19.0123
0.127397 19.3673
0.129107 17.2891
0.132461 13.0163
0.134107 16.2279
0.135732 15.2287
0.137339 14.2706
0.138926 14.9723
0.140496 12.0656
0.142049 11.4472
0.145104 5.55023
0.146608 10.2227
0.148096 9.98486
0.14957 9.70371
0.151029 9.72802
0.152474 9.45452
0.153906 8.61179
0.15673 7.54994
0.158123 7.47948
0.159504 7.26104
0.160874 6.53162
0.163577 7.35607
0.164913 5.87921
0.167552 5.60146
0.168856 5.17414
0.170149 5.76942
0.171434 5.359
0.172708 5.0871
0.173974 4.52493
0.17523 4.87461
0.177715 5.60621
0.178945 3.64989
0.180167 4.33004
0.18138 4.60065
0.182585 3.47653
0.183782 3.76749
0.184972 3.98581
0.187328 3.3058
0.188496 3.98494
0.190347 3.11851
0.191954 3.61684
0.193094 2.8923
0.194226 3.11155
0.196472 2.98144
0.197585 3.08571
0.199006 3.18283
0.201976 2.96223
0.203059 2.29592
0.205208 2.2934
0.206274 2.56869
0.207335 2.20062
0.20839 2.47147
0.210326 2.2753
0.211524 2.55291
0.213587 1.72694
0.214612 1.81706
0.215631 1.94077
0.216957 1.8563
0.218661 1.61711
0.219662 1.99437
0.223129 1.50146
0.224599 1.42958
0.22618 1.64374
0.22751 1.78962
0.229429 1.35667
0.230383 1.50681
0.231604 1.44554
0.23416 1.23642
0.235095 1.20977
0.236954 1.43309
0.238108 1.30727
0.239975 1.2398
0.241537 1.06119
0.242444 1.09757
0.244844 0.996623
0.246417 0.955611
0.248401 1.02604
0.249576 0.869201
0.251327 0.796822
0.252777 0.9547
0.254191 0.955573
0.25601 0.928325
0.258214 0.791853
0.2594 0.773647
0.26075 0.576762
0.262904 0.73079
0.265657 0.749359
0.266722 0.599066
0.268622 0.622199
0.269844 0.761802
0.271964 0.669027
0.273543 0.646185
0.275842 0.562322
0.277853 0.743109
0.279641 0.596898
0.28148 0.636195
0.282936 0.52213
0.285198 0.580841
0.286404 0.490474
0.288084 0.507264
0.291553 0.458132
0.292736 0.508933
0.294335 0.466114
0.296659 0.413591
0.298323 0.380073
0.300394 0.42268
0.302928 0.374363
0.304588 0.376853
0.305974 0.409983
0.308578 0.361409
0.310884 0.3301
0.312408 0.305833
0.314799 0.318099
0.317265 0.343345
0.319597 0.285298
0.320771 0.273463
0.3227 0.285653
0.32574 0.284251
0.32795 0.271764
0.330224 0.278958
0.331726 0.245288
0.333831 0.250981
0.336246 0.236164
0.338319 0.247561
0.341157 0.234046
0.343593 0.192103
0.346262 0.191231
0.347842 0.176616
0.350326 0.205176
0.352828 0.165558
0.354442 0.173025
0.356776 0.177778
0.359142 0.173191
0.361681 0.16159
0.363857 0.15891
0.366441 0.142931
0.368657 0.152165
0.371486 0.159479
0.374587 0.129654
0.376839 0.137205
0.379079 0.136296
0.38178 0.111945
0.384712 0.118367
0.386663 0.106482
0.389313 0.111887
0.39167 0.11461
0.394428 0.11234
0.397811 0.100098
0.400019 0.119215
