# in Mpc/h Units 
# (k P_nu(k))
# a= 0.288661
# nk = 757
0.020944 888.04
0.0296192 446.487
0.036276 264.638
0.0418879 174.583
0.0468321 127.273
0.051302 99.5389
0.0592384 67.8626
0.0628319 57.5603
0.0662306 47.9783
0.0694632 41.7958
0.072552 37.0422
0.0755145 29.5957
0.0783651 25.9165
0.0837758 22.1716
0.0863541 17.4129
0.0888577 15.0817
0.0912926 14.0176
0.0936642 13.4586
0.0959772 11.0596
0.0982358 9.98408
0.102604 8.97411
0.10472 7.71948
0.106794 7.06425
0.108828 6.3585
0.112787 6.06749
0.114715 5.59178
0.118477 5.18221
0.120314 4.98861
0.122123 4.58348
0.123906 4.19304
0.125664 3.75943
0.127397 3.71826
0.129107 3.37485
0.132461 2.68877
0.134107 3.0333
0.135732 2.8589
0.137339 2.69472
0.138926 2.72836
0.140496 2.29894
0.142049 2.1644
0.145104 1.36782
0.146608 1.8999
0.148096 1.84061
0.14957 1.75053
0.151029 1.71187
0.152474 1.67924
0.153906 1.54696
0.15673 1.39408
0.158123 1.33356
0.159504 1.27134
0.160874 1.19542
0.163577 1.24745
0.164913 1.07295
0.167552 0.992141
0.168856 0.9516
0.170149 0.992953
0.171434 0.943396
0.172708 0.897811
0.173974 0.802452
0.17523 0.83463
0.177715 0.917869
0.178945 0.684733
0.180167 0.767556
0.18138 0.784937
0.182585 0.659365
0.183782 0.681366
0.184972 0.68046
0.187328 0.596371
0.188496 0.680099
0.190347 0.565795
0.191954 0.613264
0.193094 0.514629
0.194226 0.531783
0.196472 0.523186
0.197585 0.524575
0.199006 0.526018
0.201976 0.48852
0.203059 0.410145
0.205208 0.396679
0.206274 0.418405
0.207335 0.376592
0.20839 0.406483
0.210326 0.375846
0.211524 0.396867
0.213587 0.305786
0.214612 0.30631
0.215631 0.31758
0.216957 0.301636
0.218661 0.284711
0.219662 0.311382
0.223129 0.254145
0.224599 0.240455
0.22618 0.262704
0.22751 0.273781
0.229429 0.213288
0.230383 0.241183
0.231604 0.232579
0.23416 0.207518
0.235095 0.194873
0.236954 0.216866
0.238108 0.204958
0.239975 0.198096
