# in Mpc/h Units 
# (k P_nu(k))
# a= 0.799185
# nk = 757
0.020944 5307
0.0296192 2588.81
0.036276 1493.81
0.0418879 941.547
0.0468321 666.353
0.051302 513.812
0.0592384 339.866
0.0628319 287.795
0.0662306 226.856
0.0694632 200.821
0.072552 180.153
0.0755145 129.151
0.0783651 114.102
0.0837758 111.254
0.0863541 74.93
0.0888577 61.7175
0.0912926 62.2533
0.0936642 66.6063
0.0959772 46.4845
0.0982358 42.4679
0.102604 40.1716
0.10472 31.961
0.106794 28.2273
0.108828 24.3741
0.112787 24.4618
0.114715 22.9616
0.118477 21.5634
0.120314 20.5282
0.122123 17.8195
0.123906 16
0.125664 13.0635
0.127397 13.8182
0.129107 11.9666
0.132461 8.02888
0.134107 11.7357
0.135732 10.724
0.137339 9.6927
0.138926 10.571
0.140496 8.02561
0.142049 7.69059
0.145104 1.93677
0.146608 6.8017
0.148096 6.55559
0.14957 6.70861
0.151029 7.12309
0.152474 6.4684
0.153906 5.78565
0.15673 4.60797
0.158123 5.01757
0.159504 5.14687
0.160874 3.98506
0.163577 5.1223
0.164913 3.55771
0.167552 3.49027
0.168856 3.03957
0.170149 3.83571
0.171434 3.37081
0.172708 3.17023
0.173974 2.94704
0.17523 3.31086
0.177715 3.78997
0.178945 2.05655
0.180167 2.55071
0.18138 2.86068
0.182585 1.71146
0.183782 2.07639
0.184972 2.52775
0.187328 1.91282
0.188496 2.32777
0.190347 1.69597
0.191954 2.10616
0.193094 1.64314
0.194226 1.8908
0.196472 1.64683
0.197585 1.76718
0.199006 1.88095
0.201976 1.70567
0.203059 1.20164
0.205208 1.23285
0.206274 1.57621
0.207335 1.2434
0.20839 1.38641
0.210326 1.32063
0.211524 1.6466
0.213587 0.951445
0.214612 1.00588
0.215631 1.12382
0.216957 1.08192
0.218661 0.794056
0.219662 1.21662
0.223129 0.796645
0.224599 0.789303
0.22618 0.916495
0.22751 1.07257
0.229429 0.833524
0.230383 0.851381
0.231604 0.793338
0.23416 0.625001
0.235095 0.691512
0.236954 0.844131
0.238108 0.744559
0.239975 0.663074
0.241537 0.543753
