# in Mpc/h Units 
# (k P_nu(k))
# a= 0.0604744
# nk = 757
0.020944 13.1955
0.0296192 4.85427
0.036276 2.53509
0.0418879 1.54201
0.0468321 1.04955
0.051302 0.771504
0.0592384 0.477027
0.0628319 0.389011
0.0662306 0.319504
0.0694632 0.266928
0.072552 0.225465
0.0755145 0.186073
0.0783651 0.158021
0.0837758 0.118551
0.0863541 0.0991956
0.0888577 0.0856204
0.0912926 0.075503
0.0936642 0.0676258
0.0959772 0.058722
0.0982358 0.0524202
0.102604 0.0436962
0.10472 0.0391863
0.106794 0.0359117
0.108828 0.0328396
0.112787 0.0290448
0.114715 0.0269528
0.118477 0.0239098
0.120314 0.0225722
0.122123 0.0210479
0.123906 0.0195844
0.125664 0.0181787
0.127397 0.017231
0.129107 0.0160354
0.132461 0.013779
0.134107 0.0134912
0.135732 0.0126773
0.137339 0.011912
0.138926 0.011374
0.140496 0.0103769
0.142049 0.00973105
0.145104 0.00806377
0.146608 0.00820792
0.148096 0.00778364
0.14957 0.00733208
0.151029 0.00697011
0.152474 0.00669754
0.153906 0.00629569
0.15673 0.00572356
0.158123 0.00540627
0.159504 0.00514821
0.160874 0.00492453
0.163577 0.00465315
0.164913 0.00437484
0.167552 0.00399884
0.168856 0.0038996
0.170149 0.00380859
0.171434 0.00367832
0.172708 0.00353398
0.173974 0.00333177
0.17523 0.00327702
0.177715 0.00321616
0.178945 0.00293707
0.180167 0.00295449
0.18138 0.00289001
0.182585 0.00272572
0.183782 0.00267451
0.184972 0.00258479
0.187328 0.00240067
0.188496 0.00242935
0.190347 0.00223631
0.191954 0.00219228
0.193094 0.00204705
0.194226 0.00200707
0.196472 0.00192429
0.197585 0.0018716
0.199006 0.00181109
0.201976 0.00166354
0.203059 0.00156141
0.205208 0.00146839
0.206274 0.00144924
0.207335 0.00138525
0.20839 0.00137664
0.210326 0.00129673
0.211524 0.00127488
0.213587 0.00115766
0.214612 0.00111638
0.215631 0.00110708
0.216957 0.00105753
0.218661 0.00102322
0.219662 0.00101269
0.223129 0.000907045
0.224599 0.000870998
0.22618 0.000862901
0.22751 0.00084829
0.229429 0.000762942
0.230383 0.000788583
0.231604 0.000765178
0.23416 0.000715534
0.235095 0.000687719
0.236954 0.000683036
0.238108 0.000665968
0.239975 0.00064368
0.241537 0.000610595
0.242444 0.000590218
0.244844 0.000572322
0.246417 0.000548306
0.248401 0.000538716
0.249576 0.000511823
0.251327 0.000487422
0.252777 0.000483197
0.254191 0.000478209
0.25601 0.000462377
0.258214 0.000424211
0.2594 0.000417398
0.26075 0.0003874
0.262904 0.000389912
0.265657 0.000362894
0.266722 0.000350742
0.268622 0.000340659
0.269844 0.00033837
0.271964 0.000318091
0.273543 0.00030758
0.275842 0.000288399
0.277853 0.000302154
0.279641 0.000273407
0.28148 0.000272606
0.282936 0.00025379
0.285198 0.000250277
0.286404 0.000239427
0.288084 0.000229654
0.291553 0.000214425
0.292736 0.000219581
0.294335 0.000205527
0.296659 0.000195278
0.298323 0.000188714
0.300394 0.000182638
0.302928 0.000175274
0.304588 0.00017271
0.305974 0.00016948
0.308578 0.000160854
0.310884 0.000153125
0.312408 0.000146653
0.314799 0.000143018
0.317265 0.000140575
0.319597 0.000131449
0.320771 0.00012627
0.3227 0.000125654
0.32574 0.000119529
0.32795 0.000113995
0.330224 0.000109009
0.331726 0.00010682
0.333831 0.00010324
0.336246 9.78553e-05
0.338319 9.42156e-05
0.341157 9.08331e-05
0.343593 8.53909e-05
0.346262 8.16462e-05
0.347842 7.97114e-05
0.350326 7.8586e-05
0.352828 7.23387e-05
0.354442 7.04959e-05
0.356776 6.93114e-05
0.359142 6.62067e-05
0.361681 6.45818e-05
0.363857 6.30189e-05
0.366441 5.8988e-05
0.368657 5.86862e-05
0.371486 5.68295e-05
0.374587 5.15627e-05
0.376839 5.15602e-05
0.379079 5.06076e-05
0.38178 4.7442e-05
0.384712 4.48772e-05
0.386663 4.28934e-05
0.389313 4.23864e-05
0.39167 4.12255e-05
0.394428 3.98191e-05
0.397811 3.72539e-05
0.400019 3.71962e-05
0.402781 3.56698e-05
0.405015 3.41733e-05
0.40766 3.2983e-05
0.410865 3.08134e-05
0.413244 3.0212e-05
0.416084 2.89183e-05
