# in Mpc/h Units 
# (k P_nu(k))
# a= 0.229932
# nk = 757
0.020944 500.759
0.0296192 241.085
0.036276 140.252
0.0418879 91.4986
0.0468321 66.0428
0.051302 51.1589
0.0592384 34.3516
0.0628319 28.9473
0.0662306 24.1093
0.0694632 20.8425
0.072552 18.3132
0.0755145 14.7615
0.0783651 12.854
0.0837758 10.7064
0.0863541 8.53987
0.0888577 7.40243
0.0912926 6.79952
0.0936642 6.429
0.0959772 5.35967
0.0982358 4.82642
0.102604 4.27404
0.10472 3.71205
0.106794 3.40099
0.108828 3.07334
0.112787 2.88831
0.114715 2.66448
0.118477 2.4483
0.120314 2.34927
0.122123 2.16758
0.123906 1.99
0.125664 1.79967
0.127397 1.76223
0.129107 1.60954
0.132461 1.30689
0.134107 1.42555
0.135732 1.34413
0.137339 1.26753
0.138926 1.26698
0.140496 1.08633
0.142049 1.0211
0.145104 0.695556
0.146608 0.889759
0.148096 0.858333
0.14957 0.812647
0.151029 0.789222
0.152474 0.773078
0.153906 0.715364
0.15673 0.648362
0.158123 0.61586
0.159504 0.585608
0.160874 0.555403
0.163577 0.56569
0.164913 0.497981
0.167552 0.45718
0.168856 0.442622
0.170149 0.453153
0.171434 0.433083
0.172708 0.412689
0.173974 0.372031
0.17523 0.381968
0.177715 0.41094
0.178945 0.321741
0.180167 0.352447
0.18138 0.356061
0.182585 0.308641
0.183782 0.314614
0.184972 0.310139
0.187328 0.276441
0.188496 0.307459
0.190347 0.261892
0.191954 0.276964
0.193094 0.237719
0.194226 0.242344
0.196472 0.23872
0.197585 0.237087
0.199006 0.235554
0.201976 0.21831
0.203059 0.188484
0.205208 0.180684
0.206274 0.187272
0.207335 0.171256
0.20839 0.181497
0.210326 0.168516
0.211524 0.174665
0.213587 0.140608
0.214612 0.138686
0.215631 0.142399
0.216957 0.135098
0.218661 0.129631
0.219662 0.137312
0.223129 0.114914
0.224599 0.108964
0.22618 0.1164
0.22751 0.119576
0.229429 0.0953538
0.230383 0.106938
0.231604 0.103255
0.23416 0.0933079
0.235095 0.0873824
0.236954 0.094814
0.238108 0.0905188
0.239975 0.0877322
0.241537 0.0794547
0.242444 0.0763739
0.244844 0.0744832
0.246417 0.0702332
0.248401 0.0731485
0.249576 0.0648536
0.251327 0.060532
0.252777 0.0648095
0.254191 0.0662942
0.25601 0.0645905
0.258214 0.0548505
0.2594 0.05543
0.26075 0.0461791
0.262904 0.0524565
0.265657 0.0499096
0.266722 0.0451538
0.268622 0.0455841
0.269844 0.0486907
0.271964 0.044175
0.273543 0.0429582
0.275842 0.0387875
0.277853 0.0481633
0.279641 0.0393107
0.28148 0.041438
0.282936 0.0351967
0.285198 0.03769
0.286404 0.0340899
0.288084 0.0331608
0.291553 0.030253
0.292736 0.0332512
0.294335 0.0299597
0.296659 0.0274978
0.298323 0.026052
0.300394 0.0264663
0.302928 0.024987
0.304588 0.0252665
0.305974 0.0260376
0.308578 0.0235247
0.310884 0.0219046
0.312408 0.0205147
0.314799 0.0205781
0.317265 0.0215625
0.319597 0.0189591
0.320771 0.0180481
0.3227 0.018781
0.32574 0.018079
0.32795 0.0170261
0.330224 0.0166669
0.331726 0.0160506
0.333831 0.0155032
0.336246 0.0146356
0.338319 0.014423
0.341157 0.0141
0.343593 0.0123799
0.346262 0.0119297
0.347842 0.0115913
0.350326 0.0124287
0.352828 0.0103279
0.354442 0.0103012
0.356776 0.0105978
0.359142 0.0100285
0.361681 0.00992313
0.363857 0.00977175
0.366441 0.00877549
0.368657 0.0091457
0.371486 0.00932631
0.374587 0.00765249
0.376839 0.00816055
0.379079 0.0081938
0.38178 0.00727888
0.384712 0.00671037
0.386663 0.00632771
0.389313 0.0066088
0.39167 0.00655494
0.394428 0.00638235
0.397811 0.00579993
0.400019 0.00643191
0.402781 0.00591877
0.405015 0.00568618
0.40766 0.00563518
