# in Mpc/h Units 
# (k P_nu(k))
# a= 0.434934
# nk = 757
0.020944 2397.49
0.0296192 1264.76
0.036276 776.208
0.0418879 522.101
0.0468321 387.463
0.051302 308.491
0.0592384 216.226
0.0628319 185.809
0.0662306 154.782
0.0694632 136.964
0.072552 123.351
0.0755145 96.6597
0.0783651 85.6183
0.0837758 77.3202
0.0863541 58.7247
0.0888577 50.6717
0.0912926 48.3563
0.0936642 48.0196
0.0959772 38.1525
0.0982358 34.6596
0.102604 32.0725
0.10472 27.0634
0.106794 24.6823
0.108828 22.0399
0.112787 21.6475
0.114715 19.9775
0.118477 18.8171
0.120314 18.1976
0.122123 16.5474
0.123906 15.0515
0.125664 13.2314
0.127397 13.3781
0.129107 11.9904
0.132461 9.15437
0.134107 11.1299
0.135732 10.4593
0.137339 9.82163
0.138926 10.2196
0.140496 8.3189
0.142049 7.87398
0.145104 4.11114
0.146608 7.00433
0.148096 6.83221
0.14957 6.59537
0.151029 6.56365
0.152474 6.4081
0.153906 5.85088
0.15673 5.17404
0.158123 5.06883
0.159504 4.89086
0.160874 4.46322
0.163577 4.92527
0.164913 4.01488
0.167552 3.79338
0.168856 3.53884
0.170149 3.87482
0.171434 3.62274
0.172708 3.44015
0.173974 3.05428
0.17523 3.26288
0.177715 3.72246
0.178945 2.50423
0.180167 2.93404
0.18138 3.0857
0.182585 2.40183
0.183782 2.56704
0.184972 2.66972
0.187328 2.24571
0.188496 2.67782
0.190347 2.12533
0.191954 2.42535
0.193094 1.95768
0.194226 2.0844
0.196472 2.01622
0.197585 2.06974
0.199006 2.12
0.201976 1.97315
0.203059 1.55966
0.205208 1.54416
0.206274 1.70097
0.207335 1.47578
0.20839 1.6448
0.210326 1.51378
0.211524 1.67097
0.213587 1.16692
0.214612 1.21414
0.215631 1.28646
0.216957 1.22821
0.218661 1.09609
0.219662 1.30724
0.223129 1.00509
0.224599 0.953143
0.22618 1.08507
0.22751 1.16813
0.229429 0.886965
0.230383 0.994559
0.231604 0.955587
0.23416 0.826802
0.235095 0.797039
0.236954 0.931488
0.238108 0.857446
0.239975 0.818111
0.241537 0.707497
0.242444 0.716635
0.244844 0.663363
0.246417 0.631582
0.248401 0.677605
0.249576 0.574812
0.251327 0.529092
0.252777 0.620806
0.254191 0.627908
0.25601 0.611009
0.258214 0.514067
0.2594 0.509721
0.26075 0.387304
0.262904 0.481786
0.265657 0.486551
0.266722 0.399028
0.268622 0.412655
0.269844 0.491291
0.271964 0.433747
0.273543 0.420367
0.275842 0.366943
0.277853 0.486038
0.279641 0.387794
0.28148 0.414252
0.282936 0.338808
0.285198 0.37778
0.286404 0.322707
0.288084 0.329505
0.291553 0.297067
0.292736 0.331231
0.294335 0.301857
0.296659 0.268093
0.298323 0.247639
0.300394 0.271355
0.302928 0.243604
0.304588 0.246683
0.305974 0.266773
0.308578 0.234091
0.310884 0.214157
0.312408 0.198279
0.314799 0.204952
0.317265 0.221415
0.319597 0.184975
0.320771 0.177716
0.3227 0.185877
0.32574 0.183514
0.32795 0.174289
0.330224 0.178085
0.331726 0.159648
0.333831 0.160385
0.336246 0.151105
0.338319 0.156806
0.341157 0.149382
0.343593 0.123209
0.346262 0.121969
0.347842 0.113864
0.350326 0.131318
0.352828 0.105309
0.354442 0.109164
0.356776 0.113136
0.359142 0.109412
0.361681 0.103569
0.363857 0.101882
0.366441 0.0912337
0.368657 0.0969924
0.371486 0.101939
0.374587 0.0820664
0.376839 0.0874032
0.379079 0.0872737
0.38178 0.0727673
0.384712 0.0738217
0.386663 0.0673296
0.389313 0.0708408
0.39167 0.0723596
0.394428 0.070535
0.397811 0.0629842
0.400019 0.0749036
0.402781 0.0656392
0.405015 0.0638675
0.40766 0.0657435
0.410865 0.0554601
0.413244 0.0577955
0.416084 0.0518722
0.418986 0.0527434
0.421544 0.0494261
0.424534 0.0488276
0.42751 0.0417428
0.430034 0.0508232
0.432751 0.0461642
0.436344 0.0396228
0.438896 0.0449739
0.44171 0.0391617
0.444585 0.0375528
0.447784 0.0352341
0.45034 0.0339761
0.453413 0.0327224
0.456575 0.0297294
0.459787 0.0311573
0.462622 0.030072
0.465862 0.030302
0.468802 0.028827
0.471915 0.0271609
0.475472 0.0260716
0.478779 0.0274082
0.481919 0.0261335
0.484939 0.0240822
0.488502 0.0235489
0.491034 0.0228047
0.494348 0.0207929
0.497688 0.0202667
0.500527 0.0218902
0.504331 0.0202503
0.507364 0.0198303
0.510774 0.0184557
0.514275 0.0179033
0.517978 0.0169993
0.521294 0.0165943
0.524822 0.01524
0.527973 0.0152824
0.531698 0.0150937
0.535226 0.0144939
0.539103 0.0140703
0.543 0.0136277
0.546011 0.0130687
0.549827 0.0123434
0.55369 0.0124058
0.557166 0.0118935
0.560475 0.0120899
0.564609 0.0114672
0.56859 0.0108883
0.572441 0.0104897
0.5763 0.00984394
0.580121 0.00990036
0.583625 0.00954497
0.587525 0.00895015
0.591428 0.00864551
0.595301 0.00841101
0.599624 0.00854272
0.603294 0.00817687
0.60771 0.00744737
0.611568 0.00779649
0.615779 0.00740759
0.619303 0.00713456
0.623194 0.00660271
0.627636 0.00660994
0.631826 0.00628492
0.635971 0.00593414
0.64039 0.00627415
0.644956 0.00585151
0.649302 0.00574608
0.653461 0.00554633
0.657644 0.00520646
0.662026 0.00504613
0.666685 0.00472293
0.670916 0.00472078
0.675462 0.00450998
0.679703 0.00457325
0.684292 0.0043737
0.688927 0.00420068
0.693468 0.00403775
0.698026 0.00374505
0.702952 0.00374389
0.707372 0.00355506
0.712317 0.00353735
0.716936 0.00325533
0.721869 0.0033095
0.726964 0.00312953
0.73163 0.00291876
0.736224 0.00284617
0.74119 0.00286386
0.746118 0.00272837
0.751313 0.00254837
0.756133 0.00263264
0.761156 0.00252785
0.766095 0.00245092
0.771205 0.00230477
0.776456 0.00232815
0.781432 0.00211044
0.786733 0.00205398
0.791574 0.00206518
0.797255 0.00196879
0.802676 0.00186169
0.808005 0.0018896
0.813482 0.00178481
0.818759 0.00178861
0.824173 0.00163656
0.829708 0.0016072
0.834919 0.0015786
0.840568 0.00148402
0.846479 0.00151102
0.851948 0.00141096
0.857592 0.00133889
0.863369 0.00133833
0.869182 0.00126873
0.874831 0.00123927
0.880682 0.00122202
0.886294 0.00114994
0.892352 0.00113806
0.898399 0.00110316
0.904229 0.00103391
0.910231 0.00100588
0.916513 0.000963777
0.922651 0.000932444
0.92895 0.000913978
0.935092 0.000891683
0.940995 0.000860361
0.947406 0.000838111
0.953652 0.000804512
0.960017 0.000762678
0.966595 0.000765493
0.972908 0.000730289
