# in Mpc/h Units 
# (k P_nu(k))
# a= 0.475284
# nk = 757
0.020944 2925.48
0.0296192 1561.19
0.036276 964.801
0.0418879 651.372
0.0468321 485.131
0.051302 387.704
0.0592384 273.322
0.0628319 235.579
0.0662306 196.139
0.0694632 174.191
0.072552 157.413
0.0755145 122.779
0.0783651 109.043
0.0837758 99.7032
0.0863541 75.1192
0.0888577 64.7364
0.0912926 62.183
0.0936642 62.2581
0.0959772 49.0437
0.0982358 44.6359
0.102604 41.5645
0.10472 34.9271
0.106794 31.8234
0.108828 28.3676
0.112787 28.0322
0.114715 25.9007
0.118477 24.4782
0.120314 23.6868
0.122123 21.4825
0.123906 19.5237
0.125664 17.0796
0.127397 17.3597
0.129107 15.5167
0.132461 11.7288
0.134107 14.5156
0.135732 13.6271
0.137339 12.7777
0.138926 13.3764
0.140496 10.8102
0.142049 10.2487
0.145104 5.08357
0.146608 9.14163
0.148096 8.92586
0.14957 8.65599
0.151029 8.65719
0.152474 8.42738
0.153906 7.68085
0.15673 6.75272
0.158123 6.66536
0.159504 6.45851
0.160874 5.83681
0.163577 6.53237
0.164913 5.25352
0.167552 4.99241
0.168856 4.62443
0.170149 5.1278
0.171434 4.773
0.172708 4.53067
0.173974 4.02688
0.17523 4.32743
0.177715 4.96693
0.178945 3.26451
0.180167 3.85926
0.18138 4.08684
0.182585 3.11767
0.183782 3.36336
0.184972 3.53985
0.187328 2.94807
0.188496 3.54326
0.190347 2.78451
0.191954 3.21373
0.193094 2.57673
0.194226 2.76321
0.196472 2.65542
0.197585 2.74171
0.199006 2.82227
0.201976 2.62661
0.203059 2.04807
0.205208 2.04006
0.206274 2.27328
0.207335 1.95492
0.20839 2.19074
0.210326 2.01661
0.211524 2.25142
0.213587 1.53725
0.214612 1.61251
0.215631 1.71798
0.216957 1.64243
0.218661 1.44156
0.219662 1.75984
0.223129 1.33323
0.224599 1.26742
0.22618 1.45352
0.22751 1.57721
0.229429 1.19582
0.230383 1.33238
0.231604 1.27869
0.23416 1.09765
0.235095 1.06888
0.236954 1.2613
0.238108 1.15366
0.239975 1.09605
0.241537 0.941183
0.242444 0.966957
0.244844 0.883318
0.246417 0.845006
0.248401 0.90731
0.249576 0.768654
0.251327 0.705593
0.252777 0.840071
0.254191 0.843663
0.25601 0.820181
0.258214 0.696192
0.2594 0.68346
0.26075 0.512434
0.262904 0.645813
0.265657 0.659156
0.266722 0.53106
0.268622 0.550867
0.269844 0.668775
0.271964 0.588204
0.273543 0.568845
0.275842 0.495284
0.277853 0.655385
0.279641 0.525208
0.28148 0.560212
0.282936 0.459089
0.285198 0.511329
0.286404 0.43314
0.288084 0.446326
0.291553 0.402812
0.292736 0.448049
0.294335 0.409837
0.296659 0.36358
0.298323 0.334589
0.300394 0.370586
0.302928 0.329528
0.304588 0.332405
0.305974 0.361087
0.308578 0.317638
0.310884 0.290274
0.312408 0.268802
0.314799 0.279093
0.317265 0.30141
0.319597 0.250767
0.320771 0.240628
0.3227 0.251446
0.32574 0.249613
0.32795 0.238119
0.330224 0.244202
0.331726 0.215953
0.333831 0.219682
0.336246 0.206803
0.338319 0.216191
0.341157 0.204822
0.343593 0.168269
0.346262 0.167249
0.347842 0.154933
0.350326 0.179697
0.352828 0.144646
0.354442 0.150796
0.356776 0.155443
0.359142 0.151091
0.361681 0.141587
0.363857 0.139251
0.366441 0.125053
0.368657 0.133117
0.371486 0.139689
0.374587 0.113176
0.376839 0.12
0.379079 0.119415
0.38178 0.0984954
0.384712 0.102832
0.386663 0.0928901
0.389313 0.0976382
0.39167 0.0999591
0.394428 0.0977938
0.397811 0.0871803
0.400019 0.103855
0.402781 0.090584
0.405015 0.0881038
0.40766 0.0911606
0.410865 0.0767384
0.413244 0.0800824
0.416084 0.0716514
0.418986 0.0733407
0.421544 0.0687528
0.424534 0.0677239
0.42751 0.0584188
0.430034 0.0705851
0.432751 0.0642487
0.436344 0.0540749
0.438896 0.0629378
0.44171 0.0541679
0.444585 0.0526465
0.447784 0.0496248
0.45034 0.0473896
0.453413 0.0457199
0.456575 0.0414867
0.459787 0.0435415
0.462622 0.0421263
0.465862 0.0424717
0.468802 0.0408939
0.471915 0.0379593
0.475472 0.0364478
0.478779 0.0384397
0.481919 0.0367093
0.484939 0.0339313
0.488502 0.0329929
0.491034 0.0319948
0.494348 0.0294616
0.497688 0.0285005
0.500527 0.0308348
0.504331 0.0282899
0.507364 0.027896
0.510774 0.0261656
0.514275 0.0253748
0.517978 0.0239971
0.521294 0.0235849
0.524822 0.0215429
0.527973 0.0216414
0.531698 0.021389
0.535226 0.0206227
0.539103 0.0198715
0.543 0.019159
0.546011 0.0186498
0.549827 0.0175542
0.55369 0.0174925
0.557166 0.0169854
0.560475 0.0171416
0.564609 0.0163403
0.56859 0.0152997
0.572441 0.0148377
0.5763 0.0139423
0.580121 0.0140845
0.583625 0.0135011
0.587525 0.0128372
0.591428 0.0122954
0.595301 0.0120235
0.599624 0.0121682
0.603294 0.0116027
0.60771 0.0106507
0.611568 0.0112132
0.615779 0.0105387
0.619303 0.0102103
0.623194 0.00945349
0.627636 0.00945804
0.631826 0.00903915
0.635971 0.00854488
0.64039 0.00899789
0.644956 0.00833939
0.649302 0.00824456
0.653461 0.0079737
0.657644 0.0075013
0.662026 0.00727205
0.666685 0.00675682
0.670916 0.00688763
0.675462 0.00657414
0.679703 0.0065759
0.684292 0.00633447
0.688927 0.00603114
0.693468 0.00582486
0.698026 0.00542172
0.702952 0.00540285
0.707372 0.00517131
0.712317 0.00514288
0.716936 0.00474662
0.721869 0.00477519
0.726964 0.00455613
0.73163 0.00426844
0.736224 0.00414106
0.74119 0.00413841
0.746118 0.00397658
0.751313 0.00368647
0.756133 0.00383777
0.761156 0.00368789
0.766095 0.00357946
0.771205 0.0033799
0.776456 0.00340049
0.781432 0.0030968
0.786733 0.00301815
0.791574 0.00301441
0.797255 0.00288959
0.802676 0.00272362
0.808005 0.00278196
0.813482 0.00262138
0.818759 0.00263334
0.824173 0.00239703
0.829708 0.00236007
0.834919 0.00233699
0.840568 0.00219453
0.846479 0.00220583
0.851948 0.00207255
0.857592 0.00197681
0.863369 0.00198596
0.869182 0.00186863
0.874831 0.00183122
0.880682 0.00180074
0.886294 0.00171206
0.892352 0.00168284
0.898399 0.00165016
0.904229 0.00152973
0.910231 0.00148759
0.916513 0.00142778
0.922651 0.00138439
0.92895 0.00136218
0.935092 0.00131514
0.940995 0.00127397
0.947406 0.00124839
0.953652 0.0011961
0.960017 0.00113344
0.966595 0.00114557
0.972908 0.00108452
0.979222 0.00103539
0.985855 0.00102346
0.992666 0.00100171
0.998881 0.000957974
1.00551 0.000904519
1.01216 0.000894742
1.01908 0.000878787
1.02599 0.000838909
1.03271 0.000805292
1.03948 0.000795803
1.04641 0.000745099
1.05346 0.000748084
1.06036 0.000711413
1.0676 0.0006982
1.07471 0.000679455
1.08175 0.000632119
1.08895 0.000628365
1.09637 0.000624194
1.10369 0.000582461
1.11092 0.000565883
1.1181 0.000555125
1.12573 0.000530661
1.1332 0.000515581
1.14081 0.000507588
1.14829 0.000482526
1.15605 0.00047788
1.16374 0.000452175
1.1717 0.000442641
1.17935 0.000418325
1.18713 0.000411108
1.195 0.000390006
1.20281 0.000386434
1.21088 0.000369649
1.21904 0.000357585
1.22715 0.000347341
1.23533 0.000336412
1.24354 0.000332056
1.25174 0.00031225
1.26013 0.000305492
1.26845 0.000299809
1.27706 0.000288749
1.28545 0.00028315
1.29387 0.000272041
1.3027 0.000260405
1.31143 0.000252512
1.3202 0.000245248
1.32891 0.000232551
1.33775 0.000226502
1.34663 0.000220705
1.35548 0.000212504
1.3645 0.000207448
1.37362 0.00020631
1.38289 0.000193507
1.39214 0.000187636
1.40146 0.000182991
1.41076 0.000175022
1.42016 0.000171081
1.42955 0.000166244
1.43897 0.000159374
1.44856 0.000155073
1.45815 0.000152643
1.46783 0.000144856
1.47755 0.000138833
1.48753 0.00013775
1.4975 0.000132963
1.50759 0.000127085
1.51744 0.00012442
1.52762 0.00012096
1.53782 0.00011692
1.54798 0.000113138
1.55817 0.000110476
1.56867 0.000106339
1.579 0.000103524
1.58955 9.87585e-05
