# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1)
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
# 1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur        6:d_ncdm[0]              7:d_ncdm[1]              8:d_ncdm[2]              9:d_tot                 10:phi     11:psi                   12:h                     13:h_prime               14:eta                   15:eta_prime     16:t_g                   17:t_b                   18:t_ur        19:t_ncdm[0]             20:t_ncdm[1]             21:t_ncdm[2]             22:t_tot
1.011761769593335306e-05 -1.186287848127951829e-03 -8.901214685827415216e-04 -8.901215002576028231e-04 -1.186269739520198546e-03 -8.902268187819176301e-04 5.022108688996632653e-01 5.020240016900405777e-01 1.780243000515205646e-03 2.335326801480446382e-07 9.999983904459227579e-01 -3.271624286086524229e-11 -1.203150712346676073e-10 -2.493391118577955027e-15 -1.233201502054939364e-10 -5.803487813431966072e-14
1.059444632767677823e-05 -1.300681391080898714e-03 -9.759986506885767526e-04 -9.759986887698629239e-04 -1.300659620524169825e-03 -9.761141470514367140e-04 5.022107790513301584e-01 5.020239238590581410e-01 1.951997377539725848e-03 2.560634515259788757e-07 9.999982351680674064e-01 -3.587153466204290980e-11 -1.446460473470529434e-10 -2.997679302536332130e-15 -1.482587154615855502e-10 -6.977109331318651459e-14
1.109374720050336827e-05 -1.426099817032983486e-03 -1.070161082573202862e-03 -1.070161128356614645e-03 -1.426073644092650016e-03 -1.070287700377349710e-03 5.022106808945264733e-01 5.020238388780789984e-01 2.140322256713229291e-03 2.807679427221774764e-07 9.999980649111522846e-01 -3.933101838795822902e-11 -1.738968879564530527e-10 -3.603954935566277113e-15 -1.782399651674924376e-10 -8.388043474653634888e-14
1.161657939850683900e-05 -1.563604440508264970e-03 -1.173408104188384832e-03 -1.173408159231659675e-03 -1.563572975074053236e-03 -1.173546912075312766e-03 5.022105732639641218e-01 5.020237456932596931e-01 2.346816318463319350e-03 3.078558688192867402e-07 9.999978782303450275e-01 -4.312397370382356340e-11 -2.090622537361214444e-10 -4.332842766254051305e-15 -2.142833774852768930e-10 -1.008426813520725279e-13
1.216405191887645591e-05 -1.714358499886005013e-03 -1.286616176444783238e-03 -1.286616242620721448e-03 -1.714320671898407868e-03 -1.286768345280506426e-03 5.022104562258092875e-01 5.020236444936189146e-01 2.573232485241442897e-03 3.375571766625349699e-07 9.999976735416434837e-01 -4.728250571121694976e-11 -2.513378425489878459e-10 -5.209139810658916691e-15 -2.576144833925905033e-10 -1.212345837350432174e-13
1.273732602422886106e-05 -1.879636882161508623e-03 -1.410746311863147985e-03 -1.410746391423281423e-03 -1.879591405272968297e-03 -1.410913124422706914e-03 5.022103272124556206e-01 5.020235328458569901e-01 2.821492782846562845e-03 3.701239992483118204e-07 9.999974491080328987e-01 -5.184190297363993045e-11 -3.021610122854391005e-10 -6.262653002708872976e-15 -3.097064944818568644e-10 -1.457494563604778358e-13
1.333761770580169991e-05 -2.060836794447097001e-03 -1.546852242910802836e-03 -1.546852338562015915e-03 -2.060782122305526536e-03 -1.547035104462726220e-03 5.022101854868542548e-01 5.020234101599699850e-01 3.093704677124031830e-03 4.058327931756040072e-07 9.999972030252981536e-01 -5.684073498577178133e-11 -3.632595940553772663e-10 -7.529219051741444245e-15 -3.723303364607441849e-10 -1.752207245250982115e-13
1.396620026273410281e-05 -2.259489418564972121e-03 -1.696089360973408082e-03 -1.696089475969995639e-03 -2.259423692285663678e-03 -1.696289810841558957e-03 5.022100297117577661e-01 5.020232752600366499e-01 3.392178951939991277e-03 4.449866868625994131e-07 9.999969332054987614e-01 -6.232126348540994940e-11 -4.367105672129724938e-10 -9.051920099513771140e-15 -4.476147824855107658e-10 -2.106502252572895916e-13
1.462440700290484961e-05 -2.477272677167224185e-03 -1.859724528967070332e-03 -1.859724667221429465e-03 -2.477193662208177112e-03 -1.859944253156890293e-03 5.022098594801259752e-01 5.020231279149396375e-01 3.719449334442858929e-03 4.879180523271973581e-07 9.999966373595291502e-01 -6.832985534069260934e-11 -5.250105784614606336e-10 -1.088254789048903113e-14 -5.381187239768675441e-10 -2.532422213110795730e-13
1.531363407105715846e-05 -2.716025178084946479e-03 -2.039146825613813354e-03 -2.039146991829578898e-03 -2.715930188316148779e-03 -2.039387670593504048e-03 5.022096724963432957e-01 5.020229660238396674e-01 4.078293983659157795e-03 5.349913290423172945e-07 9.999963129774990245e-01 -7.491729697497168132e-11 -6.311606727622669887e-10 -1.308336614126233773e-14 -6.469180177227900182e-10 -3.044442727967718312e-13
