# in Mpc/h Units 
# (k P_nu(k))
# a= 0.504515
# nk = 757
0.020944 3313.77
0.0296192 1795.23
0.036276 1113.7
0.0418879 753.619
0.0468321 562.37
0.051302 450.45
0.0592384 318.741
0.0628319 275.271
0.0662306 229.09
0.0694632 203.946
0.072552 184.735
0.0755145 143.611
0.0783651 127.769
0.0837758 117.824
0.0863541 88.275
0.0888577 76.005
0.0912926 73.3348
0.0936642 73.835
0.0959772 57.8155
0.0982358 52.6949
0.102604 49.2691
0.10472 41.2887
0.106794 37.5908
0.108828 33.4726
0.112787 33.2112
0.114715 30.7151
0.118477 29.0913
0.120314 28.1583
0.122123 25.494
0.123906 23.159
0.125664 20.1931
0.127397 20.5969
0.129107 18.3753
0.132461 13.8015
0.134107 17.281
0.135732 16.2113
0.137339 15.1869
0.138926 15.9559
0.140496 12.8369
0.142049 12.1839
0.145104 5.82894
0.146608 10.888
0.148096 10.6362
0.14957 10.3492
0.151029 10.389
0.152474 10.0884
0.153906 9.18531
0.15673 8.03984
0.158123 7.98149
0.159504 7.75631
0.160874 6.95956
0.163577 7.86577
0.164913 6.26519
0.167552 5.97664
0.168856 5.51213
0.170149 6.16632
0.171434 5.72047
0.172708 5.43049
0.173974 4.8328
0.17523 5.21389
0.177715 6.00272
0.178945 3.88698
0.180167 4.62081
0.18138 4.91787
0.182585 3.69695
0.183782 4.01597
0.184972 4.26234
0.187328 3.52668
0.188496 4.25786
0.190347 3.32461
0.191954 3.86611
0.193094 3.08724
0.194226 3.32738
0.196472 3.18243
0.197585 3.29832
0.199006 3.40616
0.201976 3.16965
0.203059 2.44883
0.205208 2.44971
0.206274 2.7523
0.207335 2.35263
0.20839 2.64506
0.210326 2.43581
0.211524 2.74068
0.213587 1.84411
0.214612 1.94373
0.215631 2.07902
0.216957 1.98926
0.218661 1.72534
0.219662 2.14066
0.223129 1.60569
0.224599 1.52995
0.22618 1.7619
0.22751 1.92196
0.229429 1.45712
0.230383 1.61517
0.231604 1.54917
0.23416 1.32239
0.235095 1.29744
0.236954 1.54029
0.238108 1.40301
0.239975 1.32902
0.241537 1.13573
0.242444 1.17915
0.244844 1.0669
0.246417 1.02446
0.248401 1.09978
0.249576 0.931929
0.251327 0.853693
0.252777 1.0264
0.254191 1.02506
0.25601 0.99557
0.258214 0.851769
0.2594 0.829777
0.26075 0.616609
0.262904 0.783767
0.265657 0.805732
0.266722 0.641228
0.268622 0.666532
0.269844 0.820034
0.271964 0.71952
0.273543 0.694483
0.275842 0.604187
0.277853 0.797521
0.279641 0.641729
0.28148 0.683523
0.282936 0.561624
0.285198 0.624195
0.286404 0.526074
0.288084 0.545316
0.291553 0.492717
0.292736 0.546833
0.294335 0.501309
0.296659 0.444937
0.298323 0.4085
0.300394 0.455373
0.302928 0.402367
0.304588 0.404507
0.305974 0.440402
0.308578 0.388742
0.310884 0.355028
0.312408 0.329052
0.314799 0.342574
0.317265 0.369562
0.319597 0.306908
0.320771 0.293979
0.3227 0.307017
0.32574 0.305916
0.32795 0.292876
0.330224 0.300744
0.331726 0.263586
0.333831 0.270626
0.336246 0.254625
0.338319 0.267288
0.341157 0.252396
0.343593 0.207101
0.346262 0.206333
0.347842 0.190223
0.350326 0.221154
0.352828 0.178729
0.354442 0.187033
0.356776 0.191803
0.359142 0.187099
0.361681 0.174125
0.363857 0.171228
0.366441 0.154166
0.368657 0.16413
0.371486 0.171865
0.374587 0.140031
0.376839 0.148017
0.379079 0.146888
0.38178 0.12035
0.384712 0.128189
0.386663 0.115047
0.389313 0.120876
0.39167 0.123835
0.394428 0.12152
0.397811 0.108252
0.400019 0.128873
0.402781 0.112149
0.405015 0.108951
0.40766 0.11306
0.410865 0.0951197
0.413244 0.0993518
0.416084 0.088761
0.418986 0.0913079
0.421544 0.0856427
0.424534 0.0841325
0.42751 0.0731373
0.430034 0.087542
0.432751 0.0799813
0.436344 0.0665201
0.438896 0.0785476
0.44171 0.0671504
0.444585 0.0658737
0.447784 0.0623319
0.45034 0.0590998
0.453413 0.0570825
0.456575 0.051783
0.459787 0.0544539
0.462622 0.05271
0.465862 0.0531575
0.468802 0.0515953
0.471915 0.0474426
0.475472 0.0455363
0.478779 0.0481009
0.481919 0.0460097
0.484939 0.0426087
0.488502 0.0412613
0.491034 0.0400692
0.494348 0.0371777
0.497688 0.0357932
0.500527 0.0387314
0.504331 0.0353137
0.507364 0.0349844
0.510774 0.0330502
0.514275 0.0320092
0.517978 0.0302122
0.521294 0.0298198
0.524822 0.0271579
0.527973 0.027285
0.531698 0.0269795
0.535226 0.0260837
0.539103 0.024991
0.543 0.0240371
0.546011 0.0236382
0.549827 0.0221995
0.55369 0.0219903
0.557166 0.021543
0.560475 0.0216314
0.564609 0.0206727
0.56859 0.0191917
0.572441 0.0186904
0.5763 0.0175911
0.580121 0.0178017
0.583625 0.0170306
0.587525 0.0163398
0.591428 0.0155522
0.595301 0.0152651
0.599624 0.0153882
0.603294 0.0146518
0.60771 0.0135179
0.611568 0.0142839
0.615779 0.013322
