# in Mpc/h Units 
# (k P_nu(k))
# a= 0.626008
# nk = 757
0.020944 3713.16
0.0296192 1810.65
0.036276 1046.04
0.0418879 662.78
0.0468321 469.826
0.051302 361.659
0.0592384 239.014
0.0628319 201.291
0.0662306 160.39
0.0694632 140.763
0.072552 125.738
0.0755145 92.0563
0.0783651 80.8444
0.0837758 76.1702
0.0863541 52.983
0.0888577 44.1455
0.0912926 43.4463
0.0936642 45.1024
0.0959772 32.748
0.0982358 29.6534
0.102604 27.739
0.10472 22.3055
0.106794 19.8385
0.108828 17.2112
0.112787 17.1467
0.114715 15.8264
0.118477 14.8502
0.120314 14.2095
0.122123 12.4847
0.123906 11.1709
0.125664 9.31885
0.127397 9.70816
0.129107 8.43617
0.132461 5.82285
0.134107 8.06936
0.135732 7.43197
0.137339 6.80745
0.138926 7.33863
0.140496 5.62254
0.142049 5.34851
0.145104 1.72491
0.146608 4.72077
0.148096 4.58213
0.14957 4.57115
0.151029 4.71481
0.152474 4.41863
0.153906 3.9559
0.15673 3.26515
0.158123 3.4012
0.159504 3.39143
0.160874 2.80409
0.163577 3.41831
0.164913 2.48679
0.167552 2.42082
0.168856 2.12845
0.170149 2.56552
0.171434 2.297
0.172708 2.1622
0.173974 1.95243
0.17523 2.16339
0.177715 2.51334
0.178945 1.42222
0.180167 1.75725
0.18138 1.93643
0.182585 1.26623
0.183782 1.46184
0.184972 1.678
0.187328 1.29691
0.188496 1.60391
0.190347 1.18157
0.191954 1.44726
0.193094 1.12198
0.194226 1.25656
0.196472 1.13296
0.197585 1.20672
0.199006 1.27285
0.201976 1.16481
0.203059 0.834303
0.205208 0.855255
0.206274 1.03274
0.207335 0.835215
0.20839 0.949517
0.210326 0.879229
0.211524 1.0549
0.213587 0.626943
0.214612 0.678706
0.215631 0.747049
0.216957 0.716559
0.218661 0.554873
0.219662 0.79161
0.223129 0.538588
0.224599 0.522792
0.22618 0.614199
0.22751 0.698792
0.229429 0.532027
0.230383 0.558954
0.231604 0.528223
0.23416 0.426536
0.235095 0.449295
0.236954 0.550892
0.238108 0.484967
0.239975 0.44262
0.241537 0.364101
0.242444 0.415104
0.244844 0.342325
0.246417 0.338873
0.248401 0.356708
0.249576 0.310662
0.251327 0.276149
0.252777 0.354276
0.254191 0.331872
0.25601 0.318173
0.258214 0.29738
0.2594 0.265901
0.26075 0.18362
0.262904 0.249293
0.265657 0.267085
0.266722 0.191424
0.268622 0.202202
0.269844 0.273768
0.271964 0.234453
0.273543 0.22099
0.275842 0.19261
0.277853 0.238089
0.279641 0.203399
0.28148 0.210858
0.282936 0.180929
0.285198 0.191714
0.286404 0.155496
