# in Mpc/h Units 
# (k P_nu(k))
# a= 0.309482
# nk = 757
0.020944 1063.74
0.0296192 535.297
0.036276 319.455
0.0418879 211.549
0.0468321 154.736
0.051302 121.406
0.0592384 83.1749
0.0628319 70.7023
0.0662306 58.939
0.0694632 51.4756
0.072552 45.7437
0.0755145 36.4418
0.0783651 31.9707
0.0837758 27.5871
0.0863541 21.5566
0.0888577 18.6627
0.0912926 17.416
0.0936642 16.809
0.0959772 13.7443
0.0982358 12.4175
0.102604 11.2155
0.10472 9.61765
0.106794 8.79751
0.108828 7.90843
0.112787 7.58259
0.114715 6.98767
0.118477 6.49356
0.120314 6.2568
0.122123 5.73958
0.123906 5.245
0.125664 4.68842
0.127397 4.65291
0.129107 4.21491
0.132461 3.33561
0.134107 3.80731
0.135732 3.58718
0.137339 3.37986
0.138926 3.43776
0.140496 2.87992
0.142049 2.71321
0.145104 1.66859
0.146608 2.38705
0.148096 2.31557
0.14957 2.2063
0.151029 2.16271
0.152474 2.12168
0.153906 1.95148
0.15673 1.75467
0.158123 1.68321
0.159504 1.60679
0.160874 1.50555
0.163577 1.58421
0.164913 1.3521
0.167552 1.2537
0.168856 1.19775
0.170149 1.25844
0.171434 1.19306
0.172708 1.13486
0.173974 1.01212
0.17523 1.05729
0.177715 1.17085
0.178945 0.859091
0.180167 0.970299
0.18138 0.996252
0.182585 0.827963
0.183782 0.859512
0.184972 0.862985
0.187328 0.751686
0.188496 0.864087
0.190347 0.713344
0.191954 0.77955
0.193094 0.649582
0.194226 0.674312
0.196472 0.662455
0.197585 0.666512
0.199006 0.670553
0.201976 0.623084
0.203059 0.518238
0.205208 0.502823
0.206274 0.533705
0.207335 0.477681
0.20839 0.518531
0.210326 0.478968
0.211524 0.509051
0.213587 0.38626
0.214612 0.389209
0.215631 0.404824
0.216957 0.384771
0.218661 0.360663
0.219662 0.399237
0.223129 0.322948
0.224599 0.305401
0.22618 0.336108
0.22751 0.352035
0.229429 0.272556
0.230383 0.308501
0.231604 0.297327
0.23416 0.26412
0.235095 0.24858
0.236954 0.278955
0.238108 0.262617
0.239975 0.253429
0.241537 0.225074
0.242444 0.219482
0.244844 0.210835
0.246417 0.198795
0.248401 0.210653
0.249576 0.182273
0.251327 0.169136
0.252777 0.188048
0.254191 0.192703
0.25601 0.187835
0.258214 0.157004
0.2594 0.158695
0.26075 0.126894
0.262904 0.150216
0.265657 0.146168
0.266722 0.12724
0.268622 0.130009
0.269844 0.144788
0.271964 0.129736
0.273543 0.126227
0.275842 0.112091
0.277853 0.145023
0.279641 0.116101
0.28148 0.12367
0.282936 0.102424
0.285198 0.11252
0.286404 0.099305
0.288084 0.0983209
0.291553 0.0889506
0.292736 0.0989737
0.294335 0.0892729
0.296659 0.0805586
0.298323 0.0755
0.300394 0.0791875
0.302928 0.0733794
0.304588 0.0745797
0.305974 0.078672
0.308578 0.0697091
0.310884 0.0643177
0.312408 0.0598544
0.314799 0.0607755
0.317265 0.0648941
0.319597 0.0556414
0.320771 0.0532546
0.3227 0.0557211
0.32574 0.0540877
0.32795 0.0509445
0.330224 0.0508545
0.331726 0.0477489
0.333831 0.0465039
0.336246 0.0439177
0.338319 0.0441725
0.341157 0.0428817
0.343593 0.0364864
0.346262 0.0355122
0.347842 0.03405
0.350326 0.0378556
0.352828 0.0306239
0.354442 0.0310441
0.356776 0.0322693
0.359142 0.0307205
