# in Mpc/h Units 
# (k P_nu(k))
# a= 0.598492
# nk = 757
0.020944 3383.02
0.0296192 1638.45
0.036276 942.566
0.0418879 595.782
0.0468321 421.37
0.051302 323.591
0.0592384 213.097
0.0628319 179.084
0.0662306 142.744
0.0694632 124.979
0.072552 111.443
0.0755145 81.7827
0.0783651 71.6976
0.0837758 67.0859
0.0863541 46.8689
0.0888577 39.0917
0.0912926 38.3076
0.0936642 39.563
0.0959772 28.8836
0.0982358 26.1097
0.102604 24.3514
0.10472 19.612
0.106794 17.4548
0.108828 15.1514
0.112787 15.0584
0.114715 13.8662
0.118477 12.9957
0.120314 12.4382
0.122123 10.9463
0.123906 9.79003
0.125664 8.19223
0.127397 8.50951
0.129107 7.40031
0.132461 5.13285
0.134107 7.04478
0.135732 6.49465
0.137339 5.95886
0.138926 6.40659
0.140496 4.91952
0.142049 4.67345
0.145104 1.56739
0.146608 4.12054
0.148096 4.00163
0.14957 3.976
0.151029 4.08316
0.152474 3.84295
0.153906 3.44163
0.15673 2.85537
0.158123 2.95409
0.159504 2.93286
0.160874 2.44812
0.163577 2.95731
0.164913 2.16874
0.167552 2.10574
0.168856 1.85672
0.170149 2.21995
0.171434 1.9937
0.172708 1.87686
0.173974 1.68773
0.17523 1.86514
0.177715 2.16813
0.178945 1.23874
0.180167 1.5271
0.18138 1.67678
0.182585 1.11231
0.183782 1.27423
0.184972 1.4487
0.187328 1.12488
0.188496 1.39169
0.190347 1.02836
0.191954 1.2546
0.193094 0.972646
0.194226 1.08459
0.196472 0.98367
0.197585 1.04521
0.199006 1.10016
0.201976 1.00777
0.203059 0.725404
0.205208 0.74197
0.206274 0.888099
0.207335 0.721621
0.20839 0.821364
0.210326 0.758046
0.211524 0.903095
0.213587 0.541156
0.214612 0.586105
0.215631 0.64311
0.216957 0.616484
0.218661 0.482602
0.219662 0.678743
0.223129 0.465415
0.224599 0.450156
0.22618 0.52889
0.22751 0.598801
0.229429 0.454412
0.230383 0.48029
0.231604 0.45464
0.23416 0.368833
0.235095 0.385029
0.236954 0.471404
0.238108 0.4157
0.239975 0.380879
0.241537 0.313918
0.242444 0.353928
0.244844 0.294512
0.246417 0.290336
0.248401 0.306713
0.249576 0.264798
0.251327 0.236376
0.252777 0.301764
0.254191 0.285034
0.25601 0.273498
0.258214 0.25176
0.2594 0.227651
0.26075 0.158206
0.262904 0.2132
0.265657 0.227694
0.266722 0.164891
0.268622 0.173606
0.269844 0.233149
0.271964 0.199971
0.273543 0.189052
0.275842 0.16409
0.277853 0.205524
0.279641 0.173459
0.28148 0.180519
0.282936 0.153484
0.285198 0.164012
0.286404 0.133287
0.288084 0.143388
0.291553 0.130196
0.292736 0.140061
0.294335 0.130485
0.296659 0.117403
0.298323 0.105549
0.300394 0.121522
0.302928 0.101841
0.304588 0.0983814
0.305974 0.107417
0.308578 0.0984449
0.310884 0.0897474
0.312408 0.084043
0.314799 0.0880582
0.317265 0.0925495
0.319597 0.0764418
0.320771 0.0715691
0.3227 0.0741644
0.32574 0.0749962
0.32795 0.0738444
0.330224 0.0750324
0.331726 0.061992
0.333831 0.0675954
0.336246 0.0634902
0.338319 0.0673478
0.341157 0.062313
0.343593 0.0513428
