#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.714286E-04   0.506160E+07   0.506159E+07   0.670773E+07   0.670749E+07   0.000000E+00   0.506160E+07   0.506160E+07   0.507154E+07  -0.598171E+00   0.500522E+07   0.500522E+07   0.183925E+00
   0.798228E-04   0.506153E+07   0.506153E+07   0.669747E+07   0.669717E+07   0.000000E+00   0.506153E+07   0.506153E+07   0.507146E+07  -0.598161E+00   0.500516E+07   0.500516E+07   0.205520E+00
   0.892035E-04   0.506146E+07   0.506145E+07   0.668467E+07   0.668429E+07   0.000000E+00   0.506145E+07   0.506145E+07   0.507136E+07  -0.598149E+00   0.500509E+07   0.500509E+07   0.229646E+00
   0.996866E-04   0.506136E+07   0.506136E+07   0.666872E+07   0.666825E+07   0.000000E+00   0.506136E+07   0.506136E+07   0.507124E+07  -0.598134E+00   0.500499E+07   0.500499E+07   0.256596E+00
   0.111402E-03   0.506124E+07   0.506123E+07   0.664886E+07   0.664827E+07   0.000000E+00   0.506124E+07   0.506124E+07   0.507109E+07  -0.598115E+00   0.500487E+07   0.500487E+07   0.286699E+00
   0.124493E-03   0.506108E+07   0.506108E+07   0.662412E+07   0.662339E+07   0.000000E+00   0.506108E+07   0.506108E+07   0.507090E+07  -0.598092E+00   0.500473E+07   0.500473E+07   0.320319E+00
   0.139124E-03   0.506089E+07   0.506089E+07   0.659335E+07   0.659244E+07   0.000000E+00   0.506089E+07   0.506089E+07   0.507067E+07  -0.598063E+00   0.500454E+07   0.500454E+07   0.357862E+00
   0.155474E-03   0.506066E+07   0.506066E+07   0.655511E+07   0.655398E+07   0.000000E+00   0.506066E+07   0.506066E+07   0.507037E+07  -0.598026E+00   0.500431E+07   0.500431E+07   0.399777E+00
   0.173745E-03   0.506036E+07   0.506036E+07   0.650765E+07   0.650626E+07   0.000000E+00   0.506036E+07   0.506036E+07   0.507001E+07  -0.597981E+00   0.500403E+07   0.500403E+07   0.446562E+00
   0.194163E-03   0.506000E+07   0.505999E+07   0.644883E+07   0.644711E+07   0.000000E+00   0.506000E+07   0.506000E+07   0.506955E+07  -0.597924E+00   0.500367E+07   0.500367E+07   0.498769E+00
   0.216981E-03   0.505954E+07   0.505953E+07   0.637607E+07   0.637396E+07   0.000000E+00   0.505954E+07   0.505954E+07   0.506899E+07  -0.597854E+00   0.500322E+07   0.500322E+07   0.557004E+00
