#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.714286E-04   0.495085E+06   0.495085E+06   0.659783E+06   0.659764E+06   0.000000E+00   0.495085E+06   0.495085E+06   0.504865E+06  -0.602684E+00   0.493368E+06   0.493368E+06   0.144540E+01
   0.798228E-04   0.495083E+06   0.495082E+06   0.659698E+06   0.659674E+06   0.000000E+00   0.495083E+06   0.495083E+06   0.504861E+06  -0.602679E+00   0.493365E+06   0.493365E+06   0.161525E+01
   0.892035E-04   0.495080E+06   0.495079E+06   0.659591E+06   0.659561E+06   0.000000E+00   0.495080E+06   0.495080E+06   0.504856E+06  -0.602673E+00   0.493362E+06   0.493362E+06   0.180505E+01
   0.996866E-04   0.495076E+06   0.495075E+06   0.659458E+06   0.659421E+06   0.000000E+00   0.495076E+06   0.495076E+06   0.504850E+06  -0.602666E+00   0.493359E+06   0.493358E+06   0.201714E+01
   0.111402E-03   0.495071E+06   0.495070E+06   0.659291E+06   0.659245E+06   0.000000E+00   0.495071E+06   0.495071E+06   0.504843E+06  -0.602656E+00   0.493354E+06   0.493354E+06   0.225416E+01
   0.124493E-03   0.495065E+06   0.495064E+06   0.659084E+06   0.659026E+06   0.000000E+00   0.495065E+06   0.495065E+06   0.504834E+06  -0.602645E+00   0.493348E+06   0.493348E+06   0.251900E+01
   0.139124E-03   0.495058E+06   0.495056E+06   0.658824E+06   0.658752E+06   0.000000E+00   0.495057E+06   0.495057E+06   0.504822E+06  -0.602630E+00   0.493341E+06   0.493340E+06   0.281495E+01
   0.155474E-03   0.495048E+06   0.495046E+06   0.658500E+06   0.658410E+06   0.000000E+00   0.495048E+06   0.495048E+06   0.504808E+06  -0.602612E+00   0.493331E+06   0.493331E+06   0.314565E+01
   0.173745E-03   0.495037E+06   0.495034E+06   0.658096E+06   0.657984E+06   0.000000E+00   0.495036E+06   0.495036E+06   0.504790E+06  -0.602589E+00   0.493320E+06   0.493319E+06   0.351517E+01
   0.194163E-03   0.495022E+06   0.495019E+06   0.657591E+06   0.657451E+06   0.000000E+00   0.495022E+06   0.495022E+06   0.504768E+06  -0.602561E+00   0.493306E+06   0.493305E+06   0.392805E+01
   0.216981E-03   0.495004E+06   0.494999E+06   0.656962E+06   0.656787E+06   0.000000E+00   0.495003E+06   0.495003E+06   0.504740E+06  -0.602526E+00   0.493288E+06   0.493287E+06   0.438937E+01
   0.242480E-03   0.494981E+06   0.494976E+06   0.656176E+06   0.655958E+06   0.000000E+00   0.494980E+06   0.494980E+06   0.504705E+06  -0.602482E+00   0.493265E+06   0.493265E+06   0.490478E+01
   0.270976E-03   0.494953E+06   0.494946E+06   0.655196E+06   0.654924E+06   0.000000E+00   0.494952E+06   0.494952E+06   0.504662E+06  -0.602427E+00   0.493238E+06   0.493236E+06   0.548059E+01
   0.302821E-03   0.494918E+06   0.494909E+06   0.653974E+06   0.653636E+06   0.000000E+00   0.494916E+06   0.494916E+06   0.504607E+06  -0.602359E+00   0.493203E+06   0.493201E+06   0.612383E+01
   0.338408E-03   0.494873E+06   0.494862E+06   0.652451E+06   0.652029E+06   0.000000E+00   0.494872E+06   0.494872E+06   0.504540E+06  -0.602273E+00   0.493159E+06   0.493158E+06   0.684234E+01
   0.378178E-03   0.494818E+06   0.494805E+06   0.650554E+06   0.650028E+06   0.000000E+00   0.494816E+06   0.494816E+06   0.504455E+06  -0.602166E+00   0.493105E+06   0.493103E+06   0.764484E+01
   0.422621E-03   0.494749E+06   0.494732E+06   0.648191E+06   0.647537E+06   0.000000E+00   0.494747E+06   0.494747E+06   0.504350E+06  -0.602033E+00   0.493038E+06   0.493035E+06   0.854100E+01
   0.472287E-03   0.494664E+06   0.494642E+06   0.645250E+06   0.644439E+06   0.000000E+00   0.494660E+06   0.494660E+06   0.504219E+06  -0.601867E+00   0.492953E+06   0.492950E+06   0.954160E+01
   0.527790E-03   0.494557E+06   0.494530E+06   0.641595E+06   0.640588E+06   0.000000E+00   0.494552E+06   0.494552E+06   0.504056E+06  -0.601660E+00   0.492848E+06   0.492844E+06   0.106586E+02
   0.589815E-03   0.494423E+06   0.494390E+06   0.637056E+06   0.635809E+06   0.000000E+00   0.494418E+06   0.494418E+06   0.503853E+06  -0.601403E+00   0.492717E+06   0.492711E+06   0.119051E+02
   0.659130E-03   0.494257E+06   0.494215E+06   0.631428E+06   0.629886E+06   0.000000E+00   0.494250E+06   0.494250E+06   0.503600E+06  -0.601082E+00   0.492553E+06   0.492546E+06   0.132957E+02
   0.736590E-03   0.494049E+06   0.493998E+06   0.624461E+06   0.622560E+06   0.000000E+00   0.494041E+06   0.494041E+06   0.503285E+06  -0.600683E+00   0.492349E+06   0.492340E+06   0.148464E+02
   0.823153E-03   0.493791E+06   0.493727E+06   0.615857E+06   0.613521E+06   0.000000E+00   0.493781E+06   0.493781E+06   0.502895E+06  -0.600188E+00   0.492094E+06   0.492084E+06   0.165748E+02
   0.919889E-03   0.493470E+06   0.493390E+06   0.605260E+06   0.602401E+06   0.000000E+00   0.493457E+06   0.493457E+06   0.502410E+06  -0.599573E+00   0.491777E+06   0.491764E+06   0.185000E+02
   0.102799E-02   0.493070E+06   0.492970E+06   0.592254E+06   0.588775E+06   0.000000E+00   0.493054E+06   0.493054E+06   0.501811E+06  -0.598812E+00   0.491383E+06   0.491367E+06   0.206426E+02
   0.114880E-02   0.492574E+06   0.492449E+06   0.576363E+06   0.572154E+06   0.000000E+00   0.492553E+06   0.492553E+06   0.501071E+06  -0.597870E+00   0.490893E+06   0.490872E+06   0.230249E+02
   0.128381E-02   0.491958E+06   0.491802E+06   0.557053E+06   0.552005E+06   0.000000E+00   0.491933E+06   0.491933E+06   0.500159E+06  -0.596708E+00   0.490284E+06   0.490258E+06   0.256705E+02
   0.143468E-02   0.491196E+06   0.491001E+06   0.533751E+06   0.527759E+06   0.000000E+00   0.491164E+06   0.491164E+06   0.499039E+06  -0.595279E+00   0.489529E+06   0.489496E+06   0.286043E+02
   0.160328E-02   0.490254E+06   0.490011E+06   0.505878E+06   0.498862E+06   0.000000E+00   0.490214E+06   0.490214E+06   0.497670E+06  -0.593529E+00   0.488593E+06   0.488553E+06   0.318518E+02
   0.179170E-02   0.489093E+06   0.488790E+06   0.472907E+06   0.464833E+06   0.000000E+00   0.489043E+06   0.489043E+06   0.496004E+06  -0.591393E+00   0.487438E+06   0.487388E+06   0.354388E+02
   0.200226E-02   0.487666E+06   0.487288E+06   0.434453E+06   0.425371E+06   0.000000E+00   0.487604E+06   0.487604E+06   0.493988E+06  -0.588803E+00   0.486013E+06   0.485951E+06   0.393906E+02
   0.223756E-02   0.485919E+06   0.485448E+06   0.390407E+06   0.380492E+06   0.000000E+00   0.485841E+06   0.485841E+06   0.491568E+06  -0.585683E+00   0.484263E+06   0.484186E+06   0.437314E+02
   0.250052E-02   0.483790E+06   0.483203E+06   0.341114E+06   0.330718E+06   0.000000E+00   0.483694E+06   0.483694E+06   0.488687E+06  -0.581955E+00   0.482122E+06   0.482027E+06   0.484826E+02
   0.279438E-02   0.481210E+06   0.480479E+06   0.287585E+06   0.277278E+06   0.000000E+00   0.481090E+06   0.481090E+06   0.485290E+06  -0.577543E+00   0.479514E+06   0.479397E+06   0.536625E+02
   0.312277E-02   0.478104E+06   0.477194E+06   0.231706E+06   0.222291E+06   0.000000E+00   0.477955E+06   0.477955E+06   0.481332E+06  -0.572383E+00   0.476359E+06   0.476214E+06   0.592853E+02
   0.348976E-02   0.474394E+06   0.473263E+06   0.176368E+06   0.168820E+06   0.000000E+00   0.474209E+06   0.474209E+06   0.476777E+06  -0.566425E+00   0.472568E+06   0.472389E+06   0.653608E+02
   0.389987E-02   0.470003E+06   0.468597E+06   0.125375E+06   0.120664E+06   0.000000E+00   0.469773E+06   0.469773E+06   0.471603E+06  -0.559648E+00   0.468054E+06   0.467834E+06   0.718957E+02
   0.435818E-02   0.464859E+06   0.463112E+06   0.829521E+05   0.817144E+05   0.000000E+00   0.464573E+06   0.464573E+06   0.465795E+06  -0.552054E+00   0.462735E+06   0.462465E+06   0.788956E+02
   0.487035E-02   0.458899E+06   0.456733E+06   0.527061E+05   0.548005E+05   0.000000E+00   0.458544E+06   0.458544E+06   0.459338E+06  -0.543669E+00   0.456544E+06   0.456214E+06   0.863683E+02
   0.492476E-02   0.458257E+06   0.456043E+06   0.504349E+05   0.528124E+05   0.000000E+00   0.457894E+06   0.457894E+06   0.458656E+06  -0.542788E+00   0.455875E+06   0.455538E+06   0.871421E+02
   0.497979E-02   0.457605E+06   0.455344E+06   0.483029E+05   0.509494E+05   0.000000E+00   0.457234E+06   0.457234E+06   0.457966E+06  -0.541900E+00   0.455197E+06   0.454853E+06   0.879207E+02
   0.503543E-02   0.456945E+06   0.454634E+06   0.463095E+05   0.492096E+05   0.000000E+00   0.456566E+06   0.456566E+06   0.457270E+06  -0.541004E+00   0.454509E+06   0.454159E+06   0.887042E+02
   0.509169E-02   0.456276E+06   0.453916E+06   0.444536E+05   0.475908E+05   0.000000E+00   0.455889E+06   0.455889E+06   0.456567E+06  -0.540100E+00   0.453812E+06   0.453455E+06   0.894926E+02
   0.514858E-02   0.455598E+06   0.453187E+06   0.427338E+05   0.460903E+05   0.000000E+00   0.455203E+06   0.455203E+06   0.455857E+06  -0.539189E+00   0.453106E+06   0.452742E+06   0.902860E+02
   0.520610E-02   0.454912E+06   0.452448E+06   0.411481E+05   0.447051E+05   0.000000E+00   0.454508E+06   0.454508E+06   0.455139E+06  -0.538270E+00   0.452391E+06   0.452019E+06   0.910843E+02
   0.526427E-02   0.454216E+06   0.451699E+06   0.396943E+05   0.434316E+05   0.000000E+00   0.453804E+06   0.453804E+06   0.454415E+06  -0.537343E+00   0.451666E+06   0.451286E+06   0.918876E+02
   0.532309E-02   0.453512E+06   0.450941E+06   0.383695E+05   0.422661E+05   0.000000E+00   0.453090E+06   0.453090E+06   0.453683E+06  -0.536409E+00   0.450932E+06   0.450545E+06   0.926958E+02
   0.538256E-02   0.452798E+06   0.450172E+06   0.371706E+05   0.412044E+05   0.000000E+00   0.452368E+06   0.452368E+06   0.452943E+06  -0.535467E+00   0.450188E+06   0.449793E+06   0.935091E+02
   0.544270E-02   0.452076E+06   0.449393E+06   0.360940E+05   0.402419E+05   0.000000E+00   0.451637E+06   0.451637E+06   0.452197E+06  -0.534518E+00   0.449435E+06   0.449032E+06   0.943274E+02
   0.550352E-02   0.451345E+06   0.448604E+06   0.351355E+05   0.393737E+05   0.000000E+00   0.450896E+06   0.450896E+06   0.451442E+06  -0.533561E+00   0.448673E+06   0.448262E+06   0.951508E+02
   0.556501E-02   0.450605E+06   0.447805E+06   0.342906E+05   0.385946E+05   0.000000E+00   0.450146E+06   0.450146E+06   0.450680E+06  -0.532596E+00   0.447901E+06   0.447482E+06   0.959793E+02
   0.562719E-02   0.449856E+06   0.446996E+06   0.335545E+05   0.378990E+05   0.000000E+00   0.449387E+06   0.449387E+06   0.449910E+06  -0.531624E+00   0.447120E+06   0.446692E+06   0.968129E+02
   0.569006E-02   0.449097E+06   0.446176E+06   0.329218E+05   0.372812E+05   0.000000E+00   0.448618E+06   0.448618E+06   0.449133E+06  -0.530644E+00   0.446329E+06   0.445893E+06   0.976516E+02
   0.575363E-02   0.448330E+06   0.445346E+06   0.323868E+05   0.367350E+05   0.000000E+00   0.447841E+06   0.447841E+06   0.448347E+06  -0.529656E+00   0.445529E+06   0.445085E+06   0.984954E+02
   0.581792E-02   0.447553E+06   0.444505E+06   0.319433E+05   0.362540E+05   0.000000E+00   0.447054E+06   0.447054E+06   0.447553E+06  -0.528660E+00   0.444720E+06   0.444266E+06   0.993444E+02
   0.588292E-02   0.446768E+06   0.443654E+06   0.315849E+05   0.358319E+05   0.000000E+00   0.446257E+06   0.446257E+06   0.446751E+06  -0.527656E+00   0.443901E+06   0.443438E+06   0.100199E+03
   0.594865E-02   0.445973E+06   0.442793E+06   0.313049E+05   0.354618E+05   0.000000E+00   0.445452E+06   0.445452E+06   0.445941E+06  -0.526644E+00   0.443072E+06   0.442601E+06   0.101058E+03
   0.601512E-02   0.445169E+06   0.441921E+06   0.310960E+05   0.351370E+05   0.000000E+00   0.444636E+06   0.444636E+06   0.445122E+06  -0.525624E+00   0.442235E+06   0.441754E+06   0.101923E+03
   0.608233E-02   0.444356E+06   0.441038E+06   0.309509E+05   0.348506E+05   0.000000E+00   0.443812E+06   0.443812E+06   0.444294E+06  -0.524595E+00   0.441388E+06   0.440897E+06   0.102793E+03
   0.615028E-02   0.443533E+06   0.440145E+06   0.308620E+05   0.345956E+05   0.000000E+00   0.442978E+06   0.442978E+06   0.443458E+06  -0.523559E+00   0.440531E+06   0.440031E+06   0.103668E+03
   0.621900E-02   0.442701E+06   0.439241E+06   0.308216E+05   0.343651E+05   0.000000E+00   0.442134E+06   0.442134E+06   0.442613E+06  -0.522514E+00   0.439666E+06   0.439156E+06   0.104548E+03
   0.628849E-02   0.441860E+06   0.438326E+06   0.308217E+05   0.341522E+05   0.000000E+00   0.441281E+06   0.441281E+06   0.441758E+06  -0.521460E+00   0.438790E+06   0.438270E+06   0.105434E+03
   0.635875E-02   0.441010E+06   0.437401E+06   0.308542E+05   0.339502E+05   0.000000E+00   0.440419E+06   0.440419E+06   0.440895E+06  -0.520398E+00   0.437906E+06   0.437376E+06   0.106325E+03
   0.642980E-02   0.440151E+06   0.436465E+06   0.309111E+05   0.337525E+05   0.000000E+00   0.439546E+06   0.439546E+06   0.440022E+06  -0.519326E+00   0.437012E+06   0.436472E+06   0.107222E+03
   0.650164E-02   0.439282E+06   0.435518E+06   0.309842E+05   0.335526E+05   0.000000E+00   0.438665E+06   0.438665E+06   0.439140E+06  -0.518246E+00   0.436109E+06   0.435558E+06   0.108124E+03
   0.657428E-02   0.438403E+06   0.434559E+06   0.310656E+05   0.333445E+05   0.000000E+00   0.437773E+06   0.437773E+06   0.438248E+06  -0.517157E+00   0.435196E+06   0.434634E+06   0.109031E+03
   0.664773E-02   0.437516E+06   0.433590E+06   0.311473E+05   0.331222E+05   0.000000E+00   0.436872E+06   0.436872E+06   0.437346E+06  -0.516058E+00   0.434275E+06   0.433702E+06   0.109943E+03
   0.672201E-02   0.436619E+06   0.432610E+06   0.312215E+05   0.328804E+05   0.000000E+00   0.435962E+06   0.435962E+06   0.436435E+06  -0.514950E+00   0.433344E+06   0.432759E+06   0.110861E+03
