#           k/h    P           
    0.71429E-04    0.23513E+02
    0.79823E-04    0.26188E+02
    0.89203E-04    0.29167E+02
    0.99687E-04    0.32485E+02
    0.11140E-03    0.36180E+02
    0.12449E-03    0.40295E+02
    0.13912E-03    0.44877E+02
    0.15547E-03    0.49979E+02
    0.17374E-03    0.55661E+02
    0.19416E-03    0.61986E+02
    0.21698E-03    0.69027E+02
    0.24248E-03    0.76865E+02
    0.27098E-03    0.85588E+02
    0.30282E-03    0.95295E+02
    0.33841E-03    0.10609E+03
    0.37818E-03    0.11810E+03
    0.42262E-03    0.13145E+03
    0.47229E-03    0.14629E+03
    0.52779E-03    0.16277E+03
    0.58982E-03    0.18106E+03
    0.65913E-03    0.20135E+03
    0.73659E-03    0.22384E+03
    0.82315E-03    0.24872E+03
    0.91989E-03    0.27623E+03
    0.10280E-02    0.30660E+03
    0.11488E-02    0.34006E+03
    0.12838E-02    0.37686E+03
    0.14347E-02    0.41725E+03
    0.16033E-02    0.46147E+03
    0.17917E-02    0.50974E+03
    0.20023E-02    0.56230E+03
    0.22376E-02    0.61932E+03
    0.25005E-02    0.68093E+03
    0.27944E-02    0.74721E+03
    0.31228E-02    0.81814E+03
    0.34898E-02    0.89360E+03
    0.38999E-02    0.97337E+03
    0.43582E-02    0.10570E+04
    0.48703E-02    0.11440E+04
    0.49248E-02    0.11528E+04
    0.49798E-02    0.11617E+04
    0.50354E-02    0.11706E+04
    0.50917E-02    0.11795E+04
    0.51486E-02    0.11885E+04
    0.52061E-02    0.11974E+04
    0.52643E-02    0.12064E+04
    0.53231E-02    0.12154E+04
    0.53826E-02    0.12244E+04
    0.54427E-02    0.12335E+04
    0.55035E-02    0.12425E+04
    0.55650E-02    0.12516E+04
    0.56272E-02    0.12607E+04
    0.56901E-02    0.12697E+04
    0.57536E-02    0.12788E+04
    0.58179E-02    0.12879E+04
    0.58829E-02    0.12971E+04
    0.59487E-02    0.13062E+04
    0.60151E-02    0.13153E+04
    0.60823E-02    0.13244E+04
    0.61503E-02    0.13336E+04
    0.62190E-02    0.13427E+04
    0.62885E-02    0.13518E+04
    0.63587E-02    0.13609E+04
    0.64298E-02    0.13700E+04
    0.65016E-02    0.13792E+04
    0.65743E-02    0.13883E+04
    0.66477E-02    0.13973E+04
    0.67220E-02    0.14064E+04
    0.67971E-02    0.14155E+04
    0.68731E-02    0.14246E+04
    0.69499E-02    0.14336E+04
    0.70275E-02    0.14426E+04
    0.71060E-02    0.14516E+04
